1 Bed,2 Beds,3 Beds,4 Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Studio,Type,Zip_code
"$1,650",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,650'}]",Los Angeles,"Los Angeles, CA 91607",12 Month Lease,https://www.apartments.com/5247-hermitage-ave-los-angeles-ca-unit-5247/8b8ky61/,800,800 Sq Ft,CA,,Condos,91607
,"$3,475",,,May 1,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,475'}]",Half Moon Bay,"Half Moon Bay, CA 94019",6 Month Lease,https://www.apartments.com/473-pine-ave-half-moon-bay-ca-unit-473/5jqq9hm/,"1,150","1,150 Sq Ft",CA,,Condos,94019
,"$4,399",,,Sep 1,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,399'}]",Los Angeles,"11044 Ophir Dr, Los Angeles, CA 90024",12 Month Lease,https://www.apartments.com/11044-ophir-dr-los-angeles-ca-unit-phd/p98q30v/,"1,350","1,350 Sq Ft",CA,,Condos,90024
"$3,400",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,400'}]",San Francisco,"San Francisco, CA 94105",1 Month Lease,https://www.apartments.com/201-harrison-st-san-francisco-ca-unit-919/zf2hf4x/,544,544 Sq Ft,CA,,Condos,94105
,,"$3,200",,May 1,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]",Encino,"4610 Densmore Ave, Encino, CA 91436",12 Month Lease,https://www.apartments.com/4610-densmore-ave-encino-ca-unit-3/nwzt2xn/,"1,404","1,404 Sq Ft",CA,,Condos,91436
,"$2,195",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,195'}]",Hayward,"Hayward, CA 94541",12 Month Lease,https://www.apartments.com/1451-c-st-hayward-ca-unit-1/elvc1xp/,700,700 Sq Ft,CA,,Condos,94541
"$2,500",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,500'}]",Los Angeles,"5310 Circle Dr, Los Angeles, CA 91401",12 Month Lease,https://www.apartments.com/5310-circle-dr-los-angeles-ca-unit-108/ycr9blt/,750,750 Sq Ft,CA,,Condos,91401
,"$3,800",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,800'}]",West Hollywood,"1016 Hancock Ave, West Hollywood, CA 90069",12 Month Lease,https://www.apartments.com/1016-hancock-ave-west-hollywood-ca-unit-3/srgnlg6/,900,900 Sq Ft,CA,,Condos,90069
,"$2,850",,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,850'}]",Calabasas,"5624 Las Virgenes Rd, Calabasas, CA 91302",12 Month Lease,https://www.apartments.com/5624-las-virgenes-rd-calabasas-ca-unit-19/wz31zth/,"1,265","1,265 Sq Ft",CA,,Condos,91302
,,"$3,500",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]",Fremont,"Fremont, CA 94539",12 Month Lease,https://www.apartments.com/45168-tom-blalock-st-fremont-ca-unit-201/b4svtzb/,"2,300","2,300 Sq Ft",CA,,Condos,94539
,"$2,800",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]",Los Angeles,"Los Angeles, CA 90293",12 Month Lease,https://www.apartments.com/8650-gulana-ave-los-angeles-ca-unit-l3166/gtg2m4x/,"1,050","1,050 Sq Ft",CA,,Condos,90293
,"$3,500",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,500'}]",Los Angeles,"2700 Cahuenga Blvd, Los Angeles, CA 90068",12 Month Lease,https://www.apartments.com/2700-cahuenga-blvd-los-angeles-ca-unit-1207/qvhxesz/,"1,008","1,008 Sq Ft",CA,,Condos,90068
"$1,795",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,795'}]",Los Angeles,"Los Angeles, CA 90066",6 Month Lease,https://www.apartments.com/4361-berryman-ave-los-angeles-ca-unit-3/sjrjv47/,600,600 Sq Ft,CA,,Condos,90066
,"$3,375",,,May 1,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,375'}]",Santa Monica,"Santa Monica, CA 90405",12 Month Lease,https://www.apartments.com/2310-6th-st-santa-monica-ca-unit-4/f5ml1wr/,960,960 Sq Ft,CA,,Condos,90405
,"$2,695",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]",Sacramento,"Sacramento, CA 95814",12 Month Lease,https://www.apartments.com/500-n-st-sacramento-ca-unit-502/224m5yc/,"1,261","1,261 Sq Ft",CA,,Condos,95814
"$2,400",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,400'}]",Long Beach,"Long Beach, CA 90802",12 Month Lease,https://www.apartments.com/1140-e-ocean-blvd-long-beach-ca-unit-334/048gy72/,732,732 Sq Ft,CA,,Condos,90802
,,,,Available Now,1 BA,"[{'bedroom_type': 'Studio', 'price': '$2,500'}]",San Clemente,"San Clemente, CA 92672",1 Month Lease,https://www.apartments.com/208-avenida-de-la-grulla-san-clemente-ca-unit-b/3mhddqe/,400,400 Sq Ft,CA,"$2,500",Condos,92672
,"$4,100",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,100'}]",Los Angeles,"Los Angeles, CA 90067",12 Month Lease,https://www.apartments.com/2160-century-park-e-los-angeles-ca-unit-905/5v6q1kq/,"1,097","1,097 Sq Ft",CA,,Condos,90067
"$3,995",,,,Available Now,1½ BAs,"[{'bedroom_type': '1 Bed', 'price': '$3,995'}]",Los Angeles,"6672 Vista Del Mar, Los Angeles, CA 90293",12 Month Lease,https://www.apartments.com/6672-vista-del-mar-los-angeles-ca-unit-6672a/vynk1fd/,"1,100","1,100 Sq Ft",CA,,Condos,90293
,"$5,500",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,500'}]",Santa Monica,"1338 Yale St, Santa Monica, CA 90404",12 Month Lease,https://www.apartments.com/1338-yale-st-santa-monica-ca-unit-b/2ens51b/,"1,733","1,733 Sq Ft",CA,,Condos,90404
,"$3,600",,,Apr 18,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,600'}]",San Diego,"San Diego, CA 92103",12 Month Lease,https://www.apartments.com/3100-sixth-ave-san-diego-ca-unit-101/vssc7tf/,"1,430","1,430 Sq Ft",CA,,Condos,92103
,,,,May 12,1 BA,"[{'bedroom_type': 'Studio', 'price': '$2,400'}]",Los Angeles,"Los Angeles, CA 90014",6 Month Lease,https://www.apartments.com/215-w-7th-st-los-angeles-ca-unit-906/cqv37cg/,730,730 Sq Ft,CA,"$2,400",Condos,90014
,,"$4,200",,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,200'}]",Los Angeles,"1621 Barry Ave, Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/1621-barry-ave-los-angeles-ca-unit-203/vd5yfgd/,"1,429","1,429 Sq Ft",CA,,Condos,90025
"$1,850",,,,May 1,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,850'}]",Los Angeles,"Los Angeles, CA 90042",12 Month Lease,https://www.apartments.com/4499-via-marisol-los-angeles-ca-unit-228/y4xm5qs/,740,740 Sq Ft,CA,,Condos,90042
,"$3,600",,,Apr 4,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,600'}]",Los Angeles,"7857 W Manchester Ave, Los Angeles, CA 90293",12 Month Lease,https://www.apartments.com/7857-w-manchester-ave-los-angeles-ca-unit-209/p93qlyv/,"1,000","1,000 Sq Ft",CA,,Condos,90293
,"$4,195",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,195'}]",Newport Beach,"Newport Beach, CA 92661",12 Month Lease,https://www.apartments.com/310-fernando-st-newport-beach-ca-unit-211/khpb4e9/,"1,359","1,359 Sq Ft",CA,,Condos,92661
,"$2,450",,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,450'}]",San Diego,"San Diego, CA 92108",6 Month Lease,https://www.apartments.com/6855-friars-rd-san-diego-ca-unit-2/5ze84qp/,"1,400","1,400 Sq Ft",CA,,Condos,92108
,"$3,850",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,850'}]",Los Angeles,"Los Angeles, CA 90024",12 Month Lease,https://www.apartments.com/10535-wilshire-blvd-los-angeles-ca-unit-802/bh2vbmc/,"1,073","1,073 Sq Ft",CA,,Condos,90024
,"$3,650",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,650'}]",Dana Point,"Dana Point, CA 92629",12 Month Lease,https://www.apartments.com/34108-selva-rd-dana-point-ca-unit-344/dxvcqlj/,"1,010","1,010 Sq Ft",CA,,Condos,92629
,"$3,900",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,900'}]",Los Angeles,"12222 Wilshire Blvd, Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/12222-wilshire-blvd-los-angeles-ca-unit-502/yb9xvgv/,"1,350","1,350 Sq Ft",CA,,Condos,90025
