Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
2,3,LongBeach,"3595 Santa Fe Ave # SP142, Long Beach, CA 90810",Condo,https://www.zillow.com/homedetails/3595-Santa-Fe-Ave-SP142-Long-Beach-CA-90810/2082331369_zpid/,Condo for sale,"$480,000","1,600",CA,3595 Santa Fe Ave # SP142,1977,"$480,002",$300,90810
2,2,PalmSprings,"4837 S Winners Cir APT E, Palm Springs, CA 92264",Condo,https://www.zillow.com/homedetails/4837-S-Winners-Cir-APT-E-Palm-Springs-CA-92264/2082331375_zpid/,Condo for sale,"$429,000","1,438",CA,4837 S Winners Cir APT E,1980,"$415,867",$298,92264
3,2,SanJose,"808 Lenzen Ave UNIT 119, San Jose, CA 95126",Condo,https://www.zillow.com/homedetails/808-Lenzen-Ave-UNIT-119-San-Jose-CA-95126/69302223_zpid/,Condo for sale,"$774,999","1,049",CA,808 Lenzen Ave UNIT 119,2005,"$775,000",$739,95126
2,2,LosAngeles,"215 S Santa Fe Ave APT 6, Los Angeles, CA 90012",Condo,https://www.zillow.com/homedetails/215-S-Santa-Fe-Ave-APT-6-Los-Angeles-CA-90012/59276858_zpid/,Condo for sale,"$1,299,000","1,778",CA,215 S Santa Fe Ave APT 6,1907,"$1,299,011",$731,90012
1,Studio,Burbank,"250 N 1st St UNIT 303, Burbank, CA 91502",Condo,https://www.zillow.com/homedetails/250-N-1st-St-UNIT-303-Burbank-CA-91502/89148999_zpid/,Condo for sale,"$469,500",680,CA,250 N 1st St UNIT 303,2007,"$467,583",$690,91502
2,2,Whittier,"4512 Workman Mill Rd APT 327G, Whittier, CA 90601",Condo,https://www.zillow.com/homedetails/4512-Workman-Mill-Rd-APT-327G-Whittier-CA-90601/2082331549_zpid/,Condo for sale,"$410,000",994,CA,4512 Workman Mill Rd APT 327G,1989,"$415,652",$412,90601
2,2,SanFrancisco,"872 Shotwell St, San Francisco, CA 94110",Condo,https://www.zillow.com/homedetails/872-Shotwell-St-San-Francisco-CA-94110/2082331557_zpid/,Condo for sale,"$1,100,000","1,099",CA,872 Shotwell St,1908,"$1,424,177","$1,001",94110
1,1,Sacramento,"941 Fulton Ave APT 510, Sacramento, CA 95825",Condo,https://www.zillow.com/homedetails/941-Fulton-Ave-APT-510-Sacramento-CA-95825/26098829_zpid/,Condo for sale,"$160,000",624,CA,941 Fulton Ave APT 510,1974,"$157,013",$256,95825
2,3,Highland,"2265 Bradford Ave APT 221, Highland, CA 92346",Condo,https://www.zillow.com/homedetails/2265-Bradford-Ave-APT-221-Highland-CA-92346/17611882_zpid/,Condo for sale,"$155,000","1,190",CA,2265 Bradford Ave APT 221,1980,"$153,000",$130,92346
3,3,Northridge,"18322 Rayen St, Northridge, CA 91325",Condo,https://www.zillow.com/homedetails/18322-Rayen-St-Northridge-CA-91325/63788319_zpid/,Condo for sale,"$525,000","1,626",CA,18322 Rayen St,2004,"$525,003",$323,91325
1,1,SouthLakeTahoe,"3535 Lake Tahoe Blvd # 220, South Lake Tahoe, CA 96150",Condo,https://www.zillow.com/homedetails/3535-Lake-Tahoe-Blvd-220-South-Lake-Tahoe-CA-96150/18578336_zpid/,Condo for sale,"$299,999",448,CA,3535 Lake Tahoe Blvd # 220,1975,"$287,014",$670,96150
1,2,WalnutCreek,"1301 Canyonwood Ct APT 3, Walnut Creek, CA 94595",Condo,https://www.zillow.com/homedetails/1301-Canyonwood-Ct-APT-3-Walnut-Creek-CA-94595/18556404_zpid/,Condo for sale,"$399,950","1,054",CA,1301 Canyonwood Ct APT 3,1967,"$399,951",$379,94595
1,2,SanFrancisco,"1209 Noe St, San Francisco, CA 94114",Condo,https://www.zillow.com/homedetails/1209-Noe-St-San-Francisco-CA-94114/64971747_zpid/,Condo for sale,"$1,095,000","1,041",CA,1209 Noe St,1905,"$1,428,260","$1,052",94114
2,2,Sacramento,"8129 La Riviera Dr, Sacramento, CA 95826",Condo,https://www.zillow.com/homedetails/8129-La-Riviera-Dr-Sacramento-CA-95826/25899250_zpid/,Condo for sale,"$260,000","1,099",CA,8129 La Riviera Dr,1972,"$257,782",$237,95826
3,2,LosAngeles,"9144 Burnet Ave UNIT 29, Los Angeles, CA 91343",Condo,https://www.zillow.com/homedetails/9144-Burnet-Ave-UNIT-29-Los-Angeles-CA-91343/20137207_zpid/,Condo for sale,"$375,000","1,230",CA,9144 Burnet Ave UNIT 29,1989,"$376,155",$305,91343
2,3,SouthSanFrancisco,"3733 Fairfax Way, South San Francisco, CA 94080",Condo,https://www.zillow.com/homedetails/3733-Fairfax-Way-South-San-Francisco-CA-94080/2082331782_zpid/,Condo for sale,"$799,000","1,115",CA,3733 Fairfax Way,1971,"$870,000",$717,94080
2,2,SanFrancisco,"1177 California St APT 1618, San Francisco, CA 94108",Condo,https://www.zillow.com/homedetails/1177-California-St-APT-1618-San-Francisco-CA-94108/15068393_zpid/,Condo for sale,"$1,895,000","1,209",CA,1177 California St APT 1618,1978,"$1,896,448","$1,567",94108
3,3,Irvine,"10 Avalon, Irvine, CA 92602",Condo,https://www.zillow.com/homedetails/10-Avalon-Irvine-CA-92602/2082331820_zpid/,Condo for sale,"$799,900","1,891",CA,10 Avalon,2002,"$799,903",$423,92602
3,2,LosAngeles,"10739 Ashton Ave APT 104, Los Angeles, CA 90024",Condo,https://www.zillow.com/homedetails/10739-Ashton-Ave-APT-104-Los-Angeles-CA-90024/20504474_zpid/,Condo for sale,"$1,150,000","2,085",CA,10739 Ashton Ave APT 104,1981,"$1,163,218",$552,90024
3,2,SanJose,"8719 Mccarty Ranch Dr, San Jose, CA 95135",Condo,https://www.zillow.com/homedetails/8719-Mccarty-Ranch-Dr-San-Jose-CA-95135/19800515_zpid/,Condo for sale,"$999,880","2,209",CA,8719 Mccarty Ranch Dr,1995,"$1,004,802",$453,95135
1,1,Roseville,"701 Gibson Dr APT 1034, Roseville, CA 95678",Condo,https://www.zillow.com/homedetails/701-Gibson-Dr-APT-1034-Roseville-CA-95678/68561847_zpid/,Condo for sale,"$239,000",819,CA,701 Gibson Dr APT 1034,2005,"$239,000",$292,95678
3,2,Chino,"5640 Riverside Dr APT 50, Chino, CA 91710",Condo,https://www.zillow.com/homedetails/5640-Riverside-Dr-APT-50-Chino-CA-91710/17537801_zpid/,Condo for sale,"$279,000","1,090",CA,5640 Riverside Dr APT 50,1985,"$274,271",$256,91710
1,1,SanDiego,"4161 Winona Ave APT 8, San Diego, CA 92105",Condo,https://www.zillow.com/homedetails/4161-Winona-Ave-APT-8-San-Diego-CA-92105/17003465_zpid/,Condo for sale,"$200,000",551,CA,4161 Winona Ave APT 8,1980,"$200,000",$363,92105
2,2,SanFrancisco,"855 La Playa St APT 160, San Francisco, CA 94121",Condo,https://www.zillow.com/homedetails/855-La-Playa-St-APT-160-San-Francisco-CA-94121/15100737_zpid/,Condo for sale,"$839,000","1,178",CA,855 La Playa St APT 160,1982,"$891,656",$712,94121
2,3,MammothLakes,"36 Ski Trl # 3, Mammoth Lakes, CA 93546",Condo,https://www.zillow.com/homedetails/36-Ski-Trl-3-Mammoth-Lakes-CA-93546/94729895_zpid/,Condo for sale,"$559,000","1,472",CA,36 Ski Trl # 3,1982,"$559,001",$380,93546
2,2,LosAngeles,"11625 Texas Ave APT 204, Los Angeles, CA 90025",Condo,https://www.zillow.com/homedetails/11625-Texas-Ave-APT-204-Los-Angeles-CA-90025/20466797_zpid/,Condo for sale,"$675,000","1,097",CA,11625 Texas Ave APT 204,1973,"$685,563",$615,90025
3,2,LosAngeles,"16450 W Sunset Blvd UNIT 303, Los Angeles, CA 90272",Condo,https://www.zillow.com/homedetails/16450-W-Sunset-Blvd-UNIT-303-Los-Angeles-CA-90272/20542181_zpid/,Condo for sale,"$1,895,000","2,543",CA,16450 W Sunset Blvd UNIT 303,1983,"$1,883,515",$745,90272
2,2,CulverCity,"4900 Overland Ave UNIT 333, Culver City, CA 90230",Condo,https://www.zillow.com/homedetails/4900-Overland-Ave-UNIT-333-Culver-City-CA-90230/20434080_zpid/,Condo for sale,"$585,000",962,CA,4900 Overland Ave UNIT 333,1973,"$592,817",$608,90230
3,2,LosAngeles,"1825 S Beverly Glen Blvd APT 205, Los Angeles, CA 90025",Condo,https://www.zillow.com/homedetails/1825-S-Beverly-Glen-Blvd-APT-205-Los-Angeles-CA-90025/20498262_zpid/,Condo for sale,"$949,000","1,669",CA,1825 S Beverly Glen Blvd APT 205,1991,"$960,236",$569,90025
2.5,3,Montrose,"2454 Montrose Ave # 9, Montrose, CA 91020",Condo,https://www.zillow.com/homedetails/2454-Montrose-Ave-9-Montrose-CA-91020/2082332412_zpid/,Condo for sale,"$729,000","1,493",CA,2454 Montrose Ave # 9,2019,"$740,153",$488,91020
1,1,WalnutCreek,"1333 Singingwood Ct APT 1, Walnut Creek, CA 94595",Condo,https://www.zillow.com/homedetails/1333-Singingwood-Ct-APT-1-Walnut-Creek-CA-94595/18556242_zpid/,Condo for sale,"$265,000",760,CA,1333 Singingwood Ct APT 1,1967,"$265,424",$349,94595
3,2,Stanton,"12620 Briarglen Loop UNIT A, Stanton, CA 90680",Condo,https://www.zillow.com/homedetails/12620-Briarglen-Loop-UNIT-A-Stanton-CA-90680/25739897_zpid/,Condo for sale,"$417,000","1,014",CA,12620 Briarglen Loop UNIT A,1983,"$417,001",$411,90680
1,2,LongBeach,"5021 Atlantic Ave APT 49, Long Beach, CA 90805",Condo,https://www.zillow.com/homedetails/5021-Atlantic-Ave-APT-49-Long-Beach-CA-90805/21155360_zpid/,Condo for sale,"$278,000",784,CA,5021 Atlantic Ave APT 49,1965,"$281,719",$355,90805
2,2,SantaClara,"1883 Agnew Rd UNIT 303, Santa Clara, CA 95054",Condo,https://www.zillow.com/homedetails/1883-Agnew-Rd-UNIT-303-Santa-Clara-CA-95054/79846546_zpid/,Condo for sale,"$780,000","1,070",CA,1883 Agnew Rd UNIT 303,2006,"$780,002",$729,95054
1,1,BorregoSprings,"3139 Club Cir E # 37, Borrego Springs, CA 92004",Condo,https://www.zillow.com/homedetails/3139-Club-Cir-E-37-Borrego-Springs-CA-92004/2082332659_zpid/,Condo for sale,"$29,500",576,CA,3139 Club Cir E # 37,1965,"$28,401",$51,92004
2,3,Lakeside,"12741 Laurel St UNIT 27, Lakeside, CA 92040",Condo,https://www.zillow.com/homedetails/12741-Laurel-St-UNIT-27-Lakeside-CA-92040/16895487_zpid/,Condo for sale,"$315,000","1,132",CA,12741 Laurel St UNIT 27,1985,"$315,000",$278,92040
2,2,DelReyOaks,"110 Quail Run Ct, Del Rey Oaks, CA 93940",Condo,https://www.zillow.com/homedetails/110-Quail-Run-Ct-Del-Rey-Oaks-CA-93940/19340363_zpid/,Condo for sale,"$470,000","1,088",CA,110 Quail Run Ct,1988,"$468,983",$432,93940
4,4,Irvine,"753 Beacon, Irvine, CA 92618",Condo,https://www.zillow.com/homedetails/753-Beacon-Irvine-CA-92618/2084090974_zpid/,Condo for sale,"$898,000","2,500",CA,753 Beacon,2018,"$885,539",$359,92618
3,3,PalmSprings,"231 Calle La Soledad, Palm Springs, CA 92262",Condo,https://www.zillow.com/homedetails/231-Calle-La-Soledad-Palm-Springs-CA-92262/303946410_zpid/,Condo for sale,"$919,000","2,301",CA,231 Calle La Soledad,2018,"$892,689",$399,92262
3,3,PalmSprings,"230 S Lugo Rd, Palm Springs, CA 92262",Condo,https://www.zillow.com/homedetails/230-S-Lugo-Rd-Palm-Springs-CA-92262/303947118_zpid/,Condo for sale,"$938,950","1,913",CA,230 S Lugo Rd,2019,"$914,358",$491,92262
3,2,PalmSprings,"208 S Lugo Rd, Palm Springs, CA 92262",Condo,https://www.zillow.com/homedetails/208-S-Lugo-Rd-Palm-Springs-CA-92262/303944898_zpid/,Condo for sale,"$928,000","2,476",CA,208 S Lugo Rd,2018,"$907,146",$375,92262
1,1,DanaPoint,"8 Corniche Dr UNIT B, Dana Point, CA 92629",Condo,https://www.zillow.com/homedetails/8-Corniche-Dr-UNIT-B-Dana-Point-CA-92629/25765930_zpid/,Condo for sale,"$415,000",735,CA,8 Corniche Dr UNIT B,1989,"$404,822",$565,92629
2,3,ThousandPalms,"72941 Datil Way, Thousand Palms, CA 92276",Condo,https://www.zillow.com/homedetails/72941-Datil-Way-Thousand-Palms-CA-92276/18106878_zpid/,Condo for sale,"$289,000","1,828",CA,72941 Datil Way,1987,"$282,718",$158,92276
