Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
6,10,Pasadena,"1385 N Marengo Ave, Pasadena, CA 91103",Multi Family,https://www.zillow.com/homedetails/1385-N-Marengo-Ave-Pasadena-CA-91103/20865205_zpid/,Apartment for sale,"$1,300,000","4,337",CA,1385 N Marengo Ave,1980,"$1,299,809",$300,91103
--,Studio,Sacramento,"7405 Della Cir, Sacramento, CA 95828",Multi Family,https://www.zillow.com/homedetails/7405-Della-Cir-Sacramento-CA-95828/25852948_zpid/,Apartment for sale,"$315,000","1,900",CA,7405 Della Cir,1977,"$314,963",$166,95828
2,4,YuccaValley,"55544 & 42 Santa Fe Trl, Yucca Valley, CA 92284",Multi Family,https://www.zillow.com/homedetails/55544-42-Santa-Fe-Trl-Yucca-Valley-CA-92284/2082513749_zpid/,Apartment for sale,"$210,000","1,560",CA,55544 & 42 Santa Fe Trl,1974,"$208,823",$135,92284
11,13,LosAngeles,"949 N Hobart Blvd, Los Angeles, CA",Multi Family,https://www.zillow.com/homedetails/949-N-Hobart-Blvd-Los-Angeles-CA-90029/20789866_zpid/,New construction,"$2,595,000","5,522",CA,949 N Hobart Blvd,2019,"$2,524,650",$470,null
5,5,Alhambra,"217 221 S Atlantic Blvd, Alhambra, CA 91801",Multi Family,https://www.zillow.com/homedetails/217-221-S-Atlantic-Blvd-Alhambra-CA-91801/2082513957_zpid/,Apartment for sale,"$3,750,000","6,604",CA,217 221 S Atlantic Blvd,1928,"$3,664,772",$568,91801
4,3,LongBeach,"710 E Sunrise Blvd, Long Beach, CA 90806",Multi Family,https://www.zillow.com/homedetails/710-E-Sunrise-Blvd-Long-Beach-CA-90806/21197396_zpid/,Apartment for sale,"$999,000","3,177",CA,710 E Sunrise Blvd,1925,"$998,978",$314,90806
--,Studio,TahoeCity,"1255 N Lake Blvd, Tahoe City, CA 96145",Multi Family,https://www.zillow.com/homedetails/1255-N-Lake-Blvd-Tahoe-City-CA-96145/2082517398_zpid/,Apartment for sale,"$1,200,000","2,817",CA,1255 N Lake Blvd,No Data,"$1,162,651",$426,96145
3,8,SanFrancisco,"1224 11th Ave, San Francisco, CA 94122",Multi Family,https://www.zillow.com/homedetails/1224-11th-Ave-San-Francisco-CA-94122/2102510264_zpid/,Apartment for sale,"$1,950,000","2,600",CA,1224 11th Ave,1904,"$2,259,950",$750,94122
6,8,SanDiego,"2658 E St, San Diego, CA 92102",Multi Family,https://www.zillow.com/homedetails/2658-E-St-San-Diego-CA-92102/2102555958_zpid/,Apartment for sale,"$1,525,000","3,710",CA,2658 E St,1950,"$1,502,008",$411,92102
9,15,Paramount,"6803 72nd St, Paramount, CA 90723",Multi Family,https://www.zillow.com/homedetails/6803-72nd-St-Paramount-CA-90723/21141881_zpid/,Apartment for sale,"$1,700,000","6,180",CA,6803 72nd St,2019,"$1,672,403",$275,90723
3,3,LosAngeles,"2437 Exposition Pl, Los Angeles, CA 90018",Multi Family,https://www.zillow.com/homedetails/2437-Exposition-Pl-Los-Angeles-CA-90018/20585858_zpid/,Apartment for sale,"$655,000","1,575",CA,2437 Exposition Pl,1958,"$669,620",$416,90018
2,4,Westchester,"8324 Barnsley Ave, Westchester, CA 90045",Multi Family,https://www.zillow.com/homedetails/8324-Barnsley-Ave-Westchester-CA-90045/20390346_zpid/,Apartment for sale,"$1,050,000","1,662",CA,8324 Barnsley Ave,1948,"$1,050,008",$632,90045
4,4,LosAngeles,"11800 S Vermont Ave, Los Angeles, CA 90044",Multi Family,https://www.zillow.com/homedetails/11800-S-Vermont-Ave-Los-Angeles-CA-90044/20977642_zpid/,Apartment for sale,"$699,000","2,580",CA,11800 S Vermont Ave,1948,"$699,003",$271,90044
2,3,SanDiego,"4215 Poplar St, San Diego, CA 92105",Multi Family,https://www.zillow.com/homedetails/4215-Poplar-St-San-Diego-CA-92105/17011907_zpid/,Apartment for sale,"$549,000",672,CA,4215 Poplar St,1928,"$548,962",$817,92105
1,2,LosAngeles,"7008 S Main St, Los Angeles, CA 90003",Multi Family,https://www.zillow.com/homedetails/7008-S-Main-St-Los-Angeles-CA-90003/20933221_zpid/,Apartment for sale,"$575,000","1,457",CA,7008 S Main St,1944,"$575,005",$395,90003
--,Studio,Woodbridge,"19041 Rio Verde St, Woodbridge, CA 95258",Multi Family,https://www.zillow.com/homedetails/19041-Rio-Verde-St-Woodbridge-CA-95258/15256035_zpid/,Apartment for sale,"$370,000",--,CA,19041 Rio Verde St,No Data,"$362,820",No Data,95258
4,6,Downey,"9231 Washburn Rd, Downey, CA 90242",Multi Family,https://www.zillow.com/homedetails/9231-Washburn-Rd-Downey-CA-90242/2082525030_zpid/,Apartment for sale,"$8,695,000","25,526",CA,9231 Washburn Rd,1964,"$8,496,974",$341,90242
5,9,Orange,"18692 18696 E Vine Ave, Orange, CA 92869",Multi Family,https://www.zillow.com/homedetails/18692-18696-E-Vine-Ave-Orange-CA-92869/2082525034_zpid/,Apartment for sale,"$849,900","3,306",CA,18692 18696 E Vine Ave,1948,"$849,902",$257,92869
2,2,Paramount,"6826 San Miguel St # 2, Paramount, CA 90723",Multi Family,https://www.zillow.com/homedetails/6826-San-Miguel-St-2-Paramount-CA-90723/2082526708_zpid/,Apartment for sale,"$475,000",800,CA,6826 San Miguel St # 2,1950,"$475,951",$594,90723
--,Studio,Stockton,"7241 Kelley Dr, Stockton, CA 95207",Multi Family,https://www.zillow.com/homedetails/7241-Kelley-Dr-Stockton-CA-95207/15289234_zpid/,Apartment for sale,"$299,950","2,220",CA,7241 Kelley Dr,1977,"$294,873",$135,95207
6,6,Orange,"3443 W Park Balboa Ave, Orange, CA 92868",Multi Family,https://www.zillow.com/homedetails/3443-W-Park-Balboa-Ave-Orange-CA-92868/25320524_zpid/,Apartment for sale,"$998,500","3,164",CA,3443 W Park Balboa Ave,1977,"$996,227",$316,92868
3,5,SanBernardino,"1525 N Arrowhead Ave, San Bernardino, CA 92405",Multi Family,https://www.zillow.com/homedetails/1525-N-Arrowhead-Ave-San-Bernardino-CA-92405/17233990_zpid/,Apartment for sale,"$498,000","3,108",CA,1525 N Arrowhead Ave,1939,"$498,003",$160,92405
3,4,SanBernardino,"1556 Gould St, San Bernardino, CA 92408",Multi Family,https://www.zillow.com/homedetails/1556-Gould-St-San-Bernardino-CA-92408/17363947_zpid/,Apartment for sale,"$388,000",958,CA,1556 Gould St,1946,"$387,910",$405,92408
3,4,ChulaVista,"820 Colorado Ave, Chula Vista, CA 91911",Multi Family,https://www.zillow.com/homedetails/820-Colorado-Ave-Chula-Vista-CA-91911/52520814_zpid/,Apartment for sale,"$579,999","1,609",CA,820 Colorado Ave,1952,"$579,020",$360,91911
5,7,SantaAna,"3510 3510 1/2 W 5th St, Santa Ana, CA",Multi Family,https://www.zillow.com/homedetails/3510-3510-1-2-W-5th-St-Santa-Ana-CA-92703/2082529786_zpid/,New construction,"$899,000","3,078",CA,3510 3510 1/2 W 5th St,2019,"$898,048",$292,null
2,2,Calimesa,"287 W County Line Rd, Calimesa, CA 92320",Multi Family,https://www.zillow.com/homedetails/287-W-County-Line-Rd-Calimesa-CA-92320/17957569_zpid/,Apartment for sale,"$388,000","1,200",CA,287 W County Line Rd,1952,"$387,180",$323,92320
--,Studio,SanFrancisco,"109 Highland Ave, San Francisco, CA 94110",Multi Family,https://www.zillow.com/homedetails/109-Highland-Ave-San-Francisco-CA-94110/2082530120_zpid/,Apartment for sale,"$1,888,000","3,720",CA,109 Highland Ave,1924,"$2,136,518",$508,94110
20,21,LosAngeles,"5179 Fountain Ave, Los Angeles, CA 90029",Multi Family,https://www.zillow.com/homedetails/5179-Fountain-Ave-Los-Angeles-CA-90029/2082530171_zpid/,Apartment for sale,"$4,300,000","12,762",CA,5179 Fountain Ave,1957,"$4,183,363",$337,90029
3,3,LosAngeles,"1512 W Florence Ave, Los Angeles, CA 90047",Multi Family,https://www.zillow.com/homedetails/1512-W-Florence-Ave-Los-Angeles-CA-90047/114417816_zpid/,Apartment for sale,"$650,000","2,432",CA,1512 W Florence Ave,1985,"$650,226",$267,90047
1,2,Chico,"940 Virginia St, Chico, CA 95928",Multi Family,https://www.zillow.com/homedetails/940-Virginia-St-Chico-CA-95928/18218901_zpid/,Apartment for sale,"$369,000","2,160",CA,940 Virginia St,1980,"$369,000",$171,95928
4,12,Oakland,"1912 16th Ave, Oakland, CA 94606",Multi Family,https://www.zillow.com/homedetails/1912-16th-Ave-Oakland-CA-94606/24759473_zpid/,Apartment for sale,"$1,148,888","3,608",CA,1912 16th Ave,1966,"$1,275,808",$318,94606
--,Studio,Roseville,"520 Shasta St, Roseville, CA 95678",Multi Family,https://www.zillow.com/homedetails/520-Shasta-St-Roseville-CA-95678/188066457_zpid/,Apartment for sale,"$1,735,000","5,537",CA,520 Shasta St,1946,"$1,684,395",$313,95678
6,12,BeverlyHills,"9617 Charleville Blvd, Beverly Hills, CA 90212",Multi Family,https://www.zillow.com/homedetails/9617-Charleville-Blvd-Beverly-Hills-CA-90212/2082532196_zpid/,Apartment for sale,"$4,850,000","6,623",CA,9617 Charleville Blvd,1934,"$4,731,115",$732,90212
6,6,LosAngeles,"1221 S Fairfax Ave, Los Angeles, CA 90019",Multi Family,https://www.zillow.com/homedetails/1221-S-Fairfax-Ave-Los-Angeles-CA-90019/2094924400_zpid/,Apartment for sale,"$1,750,000","4,302",CA,1221 S Fairfax Ave,1950,"$1,744,641",$407,90019
--,14,NorthHollywood,"4745 Colfax Ave, North Hollywood, CA 91602",Multi Family,https://www.zillow.com/homedetails/4745-Colfax-Ave-North-Hollywood-CA-91602/2082532357_zpid/,Apartment for sale,"$1,900,000","6,109",CA,4745 Colfax Ave,1964,"$1,873,044",$311,91602
3,6,SantaMaria,"115 117 119 S Russell Ave, Santa Maria, CA 93458",Multi Family,https://www.zillow.com/homedetails/115-117-119-S-Russell-Ave-Santa-Maria-CA-93458/2084918144_zpid/,Apartment for sale,"$485,000","6,000",CA,115 117 119 S Russell Ave,1930,"$476,051",$81,93458
8,8,WoodlandHills,"22731 Del Valle St, Woodland Hills, CA 91364",Multi Family,https://www.zillow.com/homedetails/22731-Del-Valle-St-Woodland-Hills-CA-91364/2082533622_zpid/,Apartment for sale,"$2,300,000","4,738",CA,22731 Del Valle St,1964,"$2,232,047",$485,91364
18,26,ElMonte,"3420 Santa Anita Ave, El Monte, CA 91731",Multi Family,https://www.zillow.com/homedetails/3420-Santa-Anita-Ave-El-Monte-CA-91731/2123449325_zpid/,Apartment for sale,"$4,350,000","12,958",CA,3420 Santa Anita Ave,1948,"$4,081,120",$336,91731
4,4,ElCentro,"663 W Olive Ave, El Centro, CA 92243",Multi Family,https://www.zillow.com/homedetails/663-W-Olive-Ave-El-Centro-CA-92243/18864228_zpid/,Apartment for sale,"$245,000",--,CA,663 W Olive Ave,1953,"$245,008",No Data,92243
--,Studio,Loomis,"3371 Taylor Rd, Loomis, CA 95650",Multi Family,https://www.zillow.com/homedetails/3371-Taylor-Rd-Loomis-CA-95650/188091723_zpid/,Apartment for sale,"$975,000","2,800",CA,3371 Taylor Rd,1964,"$954,144",$348,95650
2,6,SanFrancisco,"354 356 6th Ave, San Francisco, CA 94118",Multi Family,https://www.zillow.com/homedetails/354-356-6th-Ave-San-Francisco-CA-94118/2082537485_zpid/,Apartment for sale,"$1,600,000","2,790",CA,354 356 6th Ave,1904,"$1,725,409",$573,94118
3,3,SanFrancisco,"5352 Mission St, San Francisco, CA 94112",Multi Family,https://www.zillow.com/homedetails/5352-Mission-St-San-Francisco-CA-94112/2082538310_zpid/,Apartment for sale,"$1,650,000","3,486",CA,5352 Mission St,1925,"$1,816,816",$473,94112
6,11,LosAngeles,"1408 W 80th St, Los Angeles, CA 90047",Multi Family,https://www.zillow.com/homedetails/1408-W-80th-St-Los-Angeles-CA-90047/2082539276_zpid/,Apartment for sale,"$1,700,000","4,669",CA,1408 W 80th St,1963,"$1,693,490",$364,90047
3,4,Lakeside,"8838 8840 Lakeview Rd, Lakeside, CA 92040",Multi Family,https://www.zillow.com/homedetails/8838-8840-Lakeview-Rd-Lakeside-CA-92040/2084493255_zpid/,Apartment for sale,"$599,000",--,CA,8838 8840 Lakeview Rd,1958,"$593,462",No Data,92040
