Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
2,2,LongBeach,"2237 E Harding St, Long Beach, CA 90805",Multi Family,https://www.zillow.com/homedetails/2237-E-Harding-St-Long-Beach-CA-90805/21148905_zpid/,Apartment for sale,"$575,000","1,330",CA,2237 E Harding St,1958,"$579,713",$432,90805
2,5,Oakland,"2365 E 21st St, Oakland, CA 94601",Multi Family,https://www.zillow.com/homedetails/2365-E-21st-St-Oakland-CA-94601/24759640_zpid/,Apartment for sale,"$698,000","1,683",CA,2365 E 21st St,1952,"$744,161",$415,94601
5,6,Oakland,"631 55th St, Oakland, CA 94609",Multi Family,https://www.zillow.com/homedetails/631-55th-St-Oakland-CA-94609/24752558_zpid/,Apartment for sale,"$1,199,000","3,541",CA,631 55th St,1936,None,$339,94609
--,Studio,Oakland,"4278 Terrace St, Oakland, CA 94611",Multi Family,https://www.zillow.com/homedetails/4278-Terrace-St-Oakland-CA-94611/24750520_zpid/,Apartment for sale,"$1,750,000","2,784",CA,4278 Terrace St,1920,"$1,907,121",$629,94611
3,5,Pixley,"Kennedy Mdws, Pixley, CA 93256",Multi Family,https://www.zillow.com/homedetails/Kennedy-Mdws-Pixley-CA-93256/2082408029_zpid/,Apartment for sale,"$750,000","3,000",CA,Kennedy Mdws,2017,"$718,511",$250,93256
1,2,Oceanside,"257 Holiday Way, Oceanside, CA 92057",Multi Family,https://www.zillow.com/homedetails/257-Holiday-Way-Oceanside-CA-92057/16588515_zpid/,Apartment for sale,"$365,000",820,CA,257 Holiday Way,1978,"$362,946",$445,92057
--,Studio,Oakland,"2144 35th Ave, Oakland, CA 94601",Multi Family,https://www.zillow.com/homedetails/2144-35th-Ave-Oakland-CA-94601/24779357_zpid/,Apartment for sale,"$450,000","1,841",CA,2144 35th Ave,1912,"$483,924",$244,94601
--,Studio,Oakland,"7712 Garfield Ave, Oakland, CA 94605",Multi Family,https://www.zillow.com/homedetails/7712-Garfield-Ave-Oakland-CA-94605/24792792_zpid/,Apartment for sale,"$679,000","3,159",CA,7712 Garfield Ave,1925,"$731,909",$215,94605
4,9,Ontario,"1833 E Elm St, Ontario, CA 91761",Multi Family,https://www.zillow.com/homedetails/1833-E-Elm-St-Ontario-CA-91761/59193946_zpid/,Apartment for sale,"$839,000","3,298",CA,1833 E Elm St,1952,None,$254,91761
4,5,Torrance,"20627 Kenwood Ave, Torrance, CA 90502",Multi Family,https://www.zillow.com/homedetails/20627-Kenwood-Ave-Torrance-CA-90502/21268261_zpid/,Apartment for sale,"$699,000","2,848",CA,20627 Kenwood Ave,1922,"$699,002",$245,90502
2,5,Oakland,"4321 West St, Oakland, CA 94608",Multi Family,https://www.zillow.com/homedetails/4321-West-St-Oakland-CA-94608/24750031_zpid/,Apartment for sale,"$1,030,000","3,068",CA,4321 West St,1929,"$1,292,523",$336,94608
2,3,Anaheim,"211 E Valencia Ave, Anaheim, CA 92805",Multi Family,https://www.zillow.com/homedetails/211-E-Valencia-Ave-Anaheim-CA-92805/25129780_zpid/,Apartment for sale,"$1,125,000","3,424",CA,211 E Valencia Ave,1981,"$1,110,124",$329,92805
3,5,LosAngeles,"1513 E 106th St, Los Angeles, CA 90002",Multi Family,https://www.zillow.com/homedetails/1513-E-106th-St-Los-Angeles-CA-90002/20967068_zpid/,Apartment for sale,"$735,000","1,726",CA,1513 E 106th St,1916,"$734,971",$426,90002
