Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,5,Palmdale,"5709 Avenida Entrada, Palmdale, CA 93551",Single Family,https://www.zillow.com/homedetails/5709-Avenida-Entrada-Palmdale-CA-93551/20238921_zpid/,House for sale,0.65 acres,28314.0,"$564,990","3,018",CA,5709 Avenida Entrada,1996,"$564,257",$187,93551
2,3,Paramount,"7051 Somerset Blvd, Paramount, CA 90723",Single Family,https://www.zillow.com/homedetails/7051-Somerset-Blvd-Paramount-CA-90723/135996665_zpid/,House for sale,"5,445 sqft",5445.0,"$394,900",893,CA,7051 Somerset Blvd,1940,"$395,779",$442,90723
3,3,SanJose,"2045 Peachtree Ln, San Jose, CA 95128",Single Family,https://www.zillow.com/homedetails/2045-Peachtree-Ln-San-Jose-CA-95128/19583462_zpid/,House for sale,0.26 acres,11325.6,"$1,198,888","1,699",CA,2045 Peachtree Ln,1978,"$1,236,747",$706,95128
2,3,Hesperia,"9488 Wasco Ave, Hesperia, CA 92345",Single Family,https://www.zillow.com/homedetails/9488-Wasco-Ave-Hesperia-CA-92345/17447307_zpid/,House for sale,0.42 acres,18295.2,"$244,900","1,452",CA,9488 Wasco Ave,1996,"$240,322",$169,92345
2,3,Escondido,"2557 Kauana Loa Dr, Escondido, CA 92029",Single Family,https://www.zillow.com/homedetails/2557-Kauana-Loa-Dr-Escondido-CA-92029/16699879_zpid/,House for sale,1.28 acres,55756.8,"$599,900","1,815",CA,2557 Kauana Loa Dr,1978,"$599,900",$331,92029
2,4,PleasantHill,"5 Horten Ct, Pleasant Hill, CA 94523",Single Family,https://www.zillow.com/homedetails/5-Horten-Ct-Pleasant-Hill-CA-94523/18390744_zpid/,House for sale,"8,820 sqft",8820.0,"$749,000","2,176",CA,5 Horten Ct,1968,"$760,348",$344,94523
3,4,MountainView,"829 Moraga Dr, Mountain View, CA 94041",Single Family,https://www.zillow.com/homedetails/829-Moraga-Dr-Mountain-View-CA-94041/59682884_zpid/,House for sale,"6,477 sqft",6477.0,"$1,999,000","2,164",CA,829 Moraga Dr,2002,"$2,059,575",$924,94041
3,4,Wildomar,"21827 Athea Way, Wildomar, CA 92595",Single Family,https://www.zillow.com/homedetails/21827-Athea-Way-Wildomar-CA-92595/17942261_zpid/,House for sale,"6,970 sqft",6970.0,"$419,900","3,124",CA,21827 Athea Way,1999,"$418,000",$134,92595
14,13,Malibu,"22648 Pacific Coast Hwy, Malibu, CA 90265",Single Family,https://www.zillow.com/homedetails/22648-Pacific-Coast-Hwy-Malibu-CA-90265/2104001529_zpid/,House for sale,0.34 acres,14810.400000000001,"$29,995,000","8,402",CA,22648 Pacific Coast Hwy,1950,"$27,576,048","$3,570",90265
7,6,BeverlyHills,"1124 Marilyn Dr, Beverly Hills, CA 90210",Single Family,https://www.zillow.com/homedetails/1124-Marilyn-Dr-Beverly-Hills-CA-90210/20522013_zpid/,House for sale,0.35 acres,15245.999999999998,"$13,900,000","6,190",CA,1124 Marilyn Dr,2004,"$13,025,786","$2,246",90210
1,2,LosAngeles,"1209 N Avenue 45, Los Angeles, CA 90041",Single Family,https://www.zillow.com/homedetails/1209-N-Avenue-45-Los-Angeles-CA-90041/20765483_zpid/,House for sale,"5,026 sqft",5026.0,"$685,000",784,CA,1209 N Avenue 45,1952,"$741,494",$874,90041
2,3,UnionCity,"140 Teddy Dr, Union City, CA 94587",Single Family,https://www.zillow.com/homedetails/140-Teddy-Dr-Union-City-CA-94587/24920340_zpid/,House for sale,"5,823 sqft",5823.0,"$698,000","1,025",CA,140 Teddy Dr,1958,"$704,279",$681,94587
6,5,MarinaDelRey,"3907 Ocean Front Walk, Marina Del Rey, CA 90292",Single Family,https://www.zillow.com/homedetails/3907-Ocean-Front-Walk-Marina-Del-Rey-CA-90292/2082377191_zpid/,House for sale,"3,645 sqft",3645.0,"$9,950,000","6,193",CA,3907 Ocean Front Walk,1985,"$9,950,008","$1,607",90292
