Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,3,BeverlyHills,"9625 Highland Gorge Dr, Beverly Hills, CA 90210",Single Family,https://www.zillow.com/homedetails/9625-Highland-Gorge-Dr-Beverly-Hills-CA-90210/20523331_zpid/,House for sale,"5,039 sqft",5039.0,"$1,295,000","1,300",CA,9625 Highland Gorge Dr,1924,None,$996,90210
1,2,SanFrancisco,"1407 23rd Ave, San Francisco, CA 94122",Single Family,https://www.zillow.com/homedetails/1407-23rd-Ave-San-Francisco-CA-94122/15105298_zpid/,House for sale,"2,683 sqft",2683.0,"$999,000","1,300",CA,1407 23rd Ave,1923,"$1,401,102",$768,94122
1,2,HalfMoonBay,"48 Harvard Ave, Half Moon Bay, CA 94019",Single Family,https://www.zillow.com/homedetails/48-Harvard-Ave-Half-Moon-Bay-CA-94019/15552124_zpid/,House for sale,"3,497 sqft",3497.0,"$700,000",950,CA,48 Harvard Ave,1948,"$711,351",$737,94019
3,3,FoothillRanch,"29 Lunette Ave, Foothill Ranch, CA 92610",Single Family,https://www.zillow.com/homedetails/29-Lunette-Ave-Foothill-Ranch-CA-92610/25524149_zpid/,House for sale,"3,419 sqft",3419.0,"$719,000","1,757",CA,29 Lunette Ave,1996,"$711,613",$409,92610
3,4,Burbank,"737 N Ontario St, Burbank, CA 91505",Single Family,https://www.zillow.com/homedetails/737-N-Ontario-St-Burbank-CA-91505/20063953_zpid/,House for sale,"6,924 sqft",6924.0,"$1,125,000","2,079",CA,737 N Ontario St,1939,"$1,125,001",$541,91505
3,5,Carlsbad,"3337 Fosca St, Carlsbad, CA 92009",Single Family,https://www.zillow.com/homedetails/3337-Fosca-St-Carlsbad-CA-92009/16676870_zpid/,House for sale,"8,999 sqft",8999.0,"$999,000","2,850",CA,3337 Fosca St,1978,"$985,680",$351,92009
1,2,Chico,"940 Arbutus Ave, Chico, CA 95926",Single Family,https://www.zillow.com/homedetails/940-Arbutus-Ave-Chico-CA-95926/18215688_zpid/,House for sale,"10,018 sqft",10018.0,"$315,000","1,203",CA,940 Arbutus Ave,1940,"$315,002",$262,95926
2,3,Hayward,"24012 Edloe Dr, Hayward, CA 94541",Single Family,https://www.zillow.com/homedetails/24012-Edloe-Dr-Hayward-CA-94541/24974920_zpid/,House for sale,"5,000 sqft",5000.0,"$645,000","1,052",CA,24012 Edloe Dr,1953,"$666,624",$613,94541
3,4,Victorville,"13060 Santa Maria Pl, Victorville, CA 92392",Single Family,https://www.zillow.com/homedetails/13060-Santa-Maria-Pl-Victorville-CA-92392/17637324_zpid/,House for sale,"8,799 sqft",8799.0,"$293,000","1,978",CA,13060 Santa Maria Pl,1990,"$288,161",$148,92392
4,5,RanchoCucamonga,"5120 Carriage Rd, Rancho Cucamonga, CA 91737",Single Family,https://www.zillow.com/homedetails/5120-Carriage-Rd-Rancho-Cucamonga-CA-91737/17593933_zpid/,House for sale,0.55 acres,23958.000000000004,"$995,000","4,000",CA,5120 Carriage Rd,2002,"$978,340",$249,91737
8,6,RanchoSantaFe,"6103 Avenida Picacho, Rancho Santa Fe, CA 92067",Single Family,https://www.zillow.com/homedetails/6103-Avenida-Picacho-Rancho-Santa-Fe-CA-92067/140016296_zpid/,House for sale,9.66 acres,420789.60000000003,"$8,565,000","9,900",CA,6103 Avenida Picacho,1987,"$7,630,562",$865,92067
4,5,SanRamon,"112 Paddington Ct, San Ramon, CA 94582",Single Family,https://www.zillow.com/homedetails/112-Paddington-Ct-San-Ramon-CA-94582/89038215_zpid/,House for sale,"4,107 sqft",4107.0,"$1,225,000","2,704",CA,112 Paddington Ct,2008,"$1,231,347",$453,94582
1,3,LosAngeles,"1557 W 79th St, Los Angeles, CA 90047",Single Family,https://www.zillow.com/homedetails/1557-W-79th-St-Los-Angeles-CA-90047/20938493_zpid/,House for sale,"5,479 sqft",5479.0,"$499,000","1,573",CA,1557 W 79th St,1930,"$499,003",$317,90047
3,3,Tulare,"300 N Oakmore St, Tulare, CA 93274",Single Family,https://www.zillow.com/homedetails/300-N-Oakmore-St-Tulare-CA-93274/97844773_zpid/,House for sale,1.2 acres,52272.0,"$399,900","1,850",CA,300 N Oakmore St,1967,"$385,617",$216,93274
5,5,LosAngeles,"208 S Mccadden Pl, Los Angeles, CA 90004",Single Family,https://www.zillow.com/homedetails/208-S-Mccadden-Pl-Los-Angeles-CA-90004/20778617_zpid/,House for sale,"10,201 sqft",10201.0,"$4,998,000","4,344",CA,208 S Mccadden Pl,1927,"$4,998,018","$1,151",90004
2,4,Redding,"2912 Hawn Ave, Redding, CA 96002",Single Family,https://www.zillow.com/homedetails/2912-Hawn-Ave-Redding-CA-96002/15235073_zpid/,House for sale,0.25 acres,10890.0,"$279,900","1,835",CA,2912 Hawn Ave,1975,"$273,871",$153,96002
2,4,Vacaville,"7606 Putman Rd, Vacaville, CA 95688",Single Family,https://www.zillow.com/homedetails/7606-Putman-Rd-Vacaville-CA-95688/15695265_zpid/,House for sale,0.25 acres,10890.0,"$292,500","2,028",CA,7606 Putman Rd,1959,None,$144,95688
3,3,AlisoViejo,"2 Firecrest Ln, Aliso Viejo, CA 92656",Single Family,https://www.zillow.com/homedetails/2-Firecrest-Ln-Aliso-Viejo-CA-92656/25543060_zpid/,House for sale,"4,726 sqft",4726.0,"$850,000","1,800",CA,2 Firecrest Ln,1989,"$846,282",$472,92656
2,2,HuntingtonBeach,"16932 Ruby Cir, Huntington Beach, CA 92649",Single Family,https://www.zillow.com/homedetails/16932-Ruby-Cir-Huntington-Beach-CA-92649/25267421_zpid/,House for sale,"1,846 sqft",1846.0,"$699,999","1,389",CA,16932 Ruby Cir,1966,"$700,005",$504,92649
3,3,Temecula,"41899 Humber Dr, Temecula, CA 92591",Single Family,https://www.zillow.com/homedetails/41899-Humber-Dr-Temecula-CA-92591/18169722_zpid/,House for sale,"10,018 sqft",10018.0,"$379,900","1,707",CA,41899 Humber Dr,1987,"$379,902",$223,92591
3,3,Pasadena,"2755 Paloma St, Pasadena, CA 91107",Single Family,https://www.zillow.com/homedetails/2755-Paloma-St-Pasadena-CA-91107/20876532_zpid/,House for sale,"9,535 sqft",9535.0,"$775,000","1,754",CA,2755 Paloma St,1946,"$790,136",$442,91107
6,5,Tarzana,"3781 Corbin Ave, Tarzana, CA 91356",Single Family,https://www.zillow.com/homedetails/3781-Corbin-Ave-Tarzana-CA-91356/19949176_zpid/,House for sale,0.41 acres,17859.6,"$1,949,000","3,600",CA,3781 Corbin Ave,1975,"$1,934,845",$541,91356
