Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
1,2,UnionCity,"34819 Starling Dr APT 1, Union City, CA 94587",Condo,https://www.zillow.com/homedetails/34819-Starling-Dr-APT-1-Union-City-CA-94587/2082317913_zpid/,Condo for sale,"$425,000",810,CA,34819 Starling Dr APT 1,1972,None,$525,94587
3,2,SanFrancisco,"88 King St UNIT 115, San Francisco, CA 94107",Condo,https://www.zillow.com/homedetails/88-King-St-UNIT-115-San-Francisco-CA-94107/54854646_zpid/,Condo for sale,"$1,500,000","1,492",CA,88 King St UNIT 115,2000,None,"$1,005",94107
1,1,SanDiego,"4383 Kansas St APT 5, San Diego, CA 92104",Condo,https://www.zillow.com/homedetails/4383-Kansas-St-APT-5-San-Diego-CA-92104/16957008_zpid/,Condo for sale,"$319,000",652,CA,4383 Kansas St APT 5,1982,"$319,000",$489,92104
3,2,Hercules,"501 Devonwood, Hercules, CA 94547",Condo,https://www.zillow.com/homedetails/501-Devonwood-Hercules-CA-94547/18499923_zpid/,Condo for sale,"$400,000","1,281",CA,501 Devonwood,1988,"$400,003",$312,94547
2,2,LagunaWoods,"2240 Via Puerta UNIT O, Laguna Woods, CA 92637",Condo,https://www.zillow.com/homedetails/2240-Via-Puerta-UNIT-O-Laguna-Woods-CA-92637/2103536169_zpid/,Condo for sale,"$269,900","1,057",CA,2240 Via Puerta UNIT O,1969,"$264,024",$255,92637
3,3,SantaClarita,"20935 Judah Ln, Santa Clarita, CA 91321",Condo,https://www.zillow.com/homedetails/20935-Judah-Ln-Santa-Clarita-CA-91321/20207897_zpid/,Condo for sale,"$389,990","1,395",CA,20935 Judah Ln,1982,"$389,991",$280,91321
3,3,ElCentro,"1054 S 8th St, El Centro, CA 92243",Condo,https://www.zillow.com/homedetails/1054-S-8th-St-El-Centro-CA-92243/18866629_zpid/,Condo for sale,"$158,000","1,588",CA,1054 S 8th St,1982,"$133,831",$99,92243
1,1,SanDiego,"5252 Balboa Arms Dr UNIT 165, San Diego, CA 92117",Condo,https://www.zillow.com/homedetails/5252-Balboa-Arms-Dr-UNIT-165-San-Diego-CA-92117/89459574_zpid/,Condo for sale,"$305,000",582,CA,5252 Balboa Arms Dr UNIT 165,1995,"$300,016",$524,92117
2,3,Cardiff,"1309 Evergreen Dr, Cardiff, CA 92007",Condo,https://www.zillow.com/homedetails/1309-Evergreen-Dr-Cardiff-CA-92007/16723716_zpid/,Condo for sale,"$615,000","1,258",CA,1309 Evergreen Dr,1974,"$603,285",$489,92007
2,2,SanDiego,"4509 Idaho St UNIT 1, San Diego, CA 92116",Condo,https://www.zillow.com/homedetails/4509-Idaho-St-UNIT-1-San-Diego-CA-92116/16956762_zpid/,Condo for sale,"$435,000",864,CA,4509 Idaho St UNIT 1,1985,"$432,972",$503,92116
