Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
2,3,Upland,"1406 W 8th St, Upland, CA 91786",Condo,https://www.zillow.com/homedetails/1406-W-8th-St-Upland-CA-91786/17521382_zpid/,Condo for sale,"$374,900","1,125",CA,1406 W 8th St,1972,"$374,901",$333,91786
1,Studio,LosAngeles,"10982 Roebling Ave APT 466, Los Angeles, CA 90024",Condo,https://www.zillow.com/homedetails/10982-Roebling-Ave-APT-466-Los-Angeles-CA-90024/51582778_zpid/,Condo for sale,"$420,000",562,CA,10982 Roebling Ave APT 466,1973,"$420,003",$747,90024
3,3,Cypress,"6156 Orange Ave, Cypress, CA 90630",Condo,https://www.zillow.com/homedetails/6156-Orange-Ave-Cypress-CA-90630/25729340_zpid/,Condo for sale,"$535,000","1,193",CA,6156 Orange Ave,1995,"$535,001",$448,90630
2,2,RedondoBeach,"520 The Vlg UNIT 313, Redondo Beach, CA 90277",Condo,https://www.zillow.com/homedetails/520-The-Vlg-UNIT-313-Redondo-Beach-CA-90277/21318775_zpid/,Condo for sale,"$1,050,000","1,501",CA,520 The Vlg UNIT 313,1980,"$1,050,008",$700,90277
3,3,PalmDesert,"76479 Violet Cir, Palm Desert, CA 92211",Condo,https://www.zillow.com/homedetails/76479-Violet-Cir-Palm-Desert-CA-92211/18082492_zpid/,Condo for sale,"$359,000","1,673",CA,76479 Violet Cir,1989,"$342,407",$215,92211
1,2,Oakland,"3751 Harrison St APT 205, Oakland, CA 94611",Condo,https://www.zillow.com/homedetails/3751-Harrison-St-APT-205-Oakland-CA-94611/2082319974_zpid/,Condo for sale,"$590,000",754,CA,3751 Harrison St APT 205,1972,"$677,344",$782,94611
1,2,Alameda,"1601 Broadway APT 6, Alameda, CA 94501",Condo,https://www.zillow.com/homedetails/1601-Broadway-APT-6-Alameda-CA-94501/24859037_zpid/,Condo for sale,"$549,000","1,168",CA,1601 Broadway APT 6,1964,"$624,259",$470,94501
3,2,Inglewood,"204 Lime St UNIT 1, Inglewood, CA 90301",Condo,https://www.zillow.com/homedetails/204-Lime-St-UNIT-1-Inglewood-CA-90301/20336060_zpid/,Condo for sale,"$500,000","1,011",CA,204 Lime St UNIT 1,1982,"$500,004",$495,90301
3,4,Murrieta,"35825 Breckyn Ln, Murrieta, CA",Condo,https://www.zillow.com/homedetails/35825-Breckyn-Ln-Murrieta-CA-92562/2082320235_zpid/,New construction,"$429,900","1,643",CA,35825 Breckyn Ln,2019,"$423,310",$262,null
2,1,PalmSprings,"500 E Amado Rd UNIT 420, Palm Springs, CA 92262",Condo,https://www.zillow.com/homedetails/500-E-Amado-Rd-UNIT-420-Palm-Springs-CA-92262/17747009_zpid/,Condo for sale,"$218,000",736,CA,500 E Amado Rd UNIT 420,1985,"$209,051",$296,92262
2,2,Aptos,"114 Hyannis Ct, Aptos, CA 95003",Condo,https://www.zillow.com/homedetails/114-Hyannis-Ct-Aptos-CA-95003/16146512_zpid/,Condo for sale,"$688,000","1,300",CA,114 Hyannis Ct,1978,"$688,002",$529,95003
3,2,SantaMonica,"1018 2nd St UNIT 2, Santa Monica, CA 90403",Condo,https://www.zillow.com/homedetails/1018-2nd-St-UNIT-2-Santa-Monica-CA-90403/20485810_zpid/,Condo for sale,"$1,879,000","1,801",CA,1018 2nd St UNIT 2,1993,"$1,879,014","$1,043",90403
2,2,SanFrancisco,"338 Main St UNIT 35A, San Francisco, CA 94105",Condo,https://www.zillow.com/homedetails/338-Main-St-UNIT-35A-San-Francisco-CA-94105/2094767513_zpid/,Condo for sale,"$3,150,000","1,572",CA,338 Main St UNIT 35A,2016,"$3,150,018","$2,004",94105
