Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,4,LagunaHills,"25051 Katie Ave, Laguna Hills, CA 92653",Single Family,https://www.zillow.com/homedetails/25051-Katie-Ave-Laguna-Hills-CA-92653/25541626_zpid/,House for sale,"5,000 sqft",5000,"$749,900 ","2,139",CA,25051 Katie Ave,1978,"$746,408 ",$351 ,92653
2,4,Bakersfield,"104 Dillon Ct, Bakersfield, CA 93309",Single Family,https://www.zillow.com/homedetails/104-Dillon-Ct-Bakersfield-CA-93309/18957793_zpid/,House for sale,0.28 acres,12196.8,"$246,000 ","1,812",CA,104 Dillon Ct,1968,"$241,430 ",$136 ,93309
2,4,Covina,"1709 E Wingate St, Covina, CA 91724",Single Family,https://www.zillow.com/homedetails/1709-E-Wingate-St-Covina-CA-91724/21546371_zpid/,House for sale,"7,596 sqft",7596,"$548,888 ","1,914",CA,1709 E Wingate St,1961,"$548,892 ",$287 ,91724
2,3,LosAngeles,"8326 Kirkwood Dr, Los Angeles, CA 90046",Single Family,https://www.zillow.com/homedetails/8326-Kirkwood-Dr-Los-Angeles-CA-90046/20797879_zpid/,House for sale,"2,996 sqft",2996,"$999,999 ","1,372",CA,8326 Kirkwood Dr,1976,"$1,022,752 ",$729 ,90046
2,4,SanRamon,"909 Linda Vista Dr, San Ramon, CA 94582",Single Family,https://www.zillow.com/homedetails/909-Linda-Vista-Dr-San-Ramon-CA-94582/18446658_zpid/,House for sale,"8,197 sqft",8197,"$1,029,000 ","2,042",CA,909 Linda Vista Dr,1995,"$1,029,008 ",$504 ,94582
3,4,ElCerrito,"711 Norvell St, El Cerrito, CA 94530",Single Family,https://www.zillow.com/homedetails/711-Norvell-St-El-Cerrito-CA-94530/18527577_zpid/,House for sale,"5,000 sqft",5000,"$899,000 ","1,846",CA,711 Norvell St,1951,"$1,064,389 ",$487 ,94530
1,2,Ventura,"352 Franklin Ln, Ventura, CA 93001",Single Family,https://www.zillow.com/homedetails/352-Franklin-Ln-Ventura-CA-93001/16321777_zpid/,House for sale,"4,748 sqft",4748,"$469,000 ",668,CA,352 Franklin Ln,1940,"$465,519 ",$702 ,93001
2,3,SanRafael,"55 Meriam Dr, San Rafael, CA 94903",Single Family,https://www.zillow.com/homedetails/55-Meriam-Dr-San-Rafael-CA-94903/19303454_zpid/,House for sale,"7,405 sqft",7405,"$850,000 ","2,033",CA,55 Meriam Dr,1956,"$877,910 ",$418 ,94903
26,20,SantaAna,"10252 Sunrise Ln, Santa Ana, CA 92705",Single Family,https://www.zillow.com/homedetails/10252-Sunrise-Ln-Santa-Ana-CA-92705/83331505_zpid/,House for sale,26 acres,1132560,"$19,900,000 ","36,000",CA,10252 Sunrise Ln,1985,None,$553 ,92705
2,3,LaMirada,"15322 San Bruno Dr, La Mirada, CA 90638",Single Family,https://www.zillow.com/homedetails/15322-San-Bruno-Dr-La-Mirada-CA-90638/21106017_zpid/,For sale by owner,"7,226 sqft",7226,"$549,900 ","1,176",CA,15322 San Bruno Dr,1955,"$577,033 ",$468 ,90638
