Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
4,4,CulverCity,"4115 Lincoln Ave, Culver City, CA",Townhouse,https://www.zillow.com/homedetails/4115-Lincoln-Ave-Culver-City-CA-90232/30794966_zpid/,New construction,"6,751 sqft",6751,"$1,975,000 ","2,106",CA,4115 Lincoln Ave,2019,"$1,975,005 ",$938 ,90232
3,3,Irvine,"104 Peony, Irvine, CA 92618",Townhouse,https://www.zillow.com/homedetails/104-Peony-Irvine-CA-92618/111426597_zpid/,Townhouse for sale,No Data,6751,"$779,900 ","1,804",CA,104 Peony,2010,"$771,690 ",$432 ,92618
2,3,Oceanside,"233 Festival Dr, Oceanside, CA 92057",Townhouse,https://www.zillow.com/homedetails/233-Festival-Dr-Oceanside-CA-92057/16587851_zpid/,Townhouse for sale,"1,102 sqft",1102,"$390,000 ","1,222",CA,233 Festival Dr,1975,"$383,130 ",$319 ,92057
2,3,Whittier,"5152 Javalambre Dr, Whittier, CA 90601",Townhouse,https://www.zillow.com/homedetails/5152-Javalambre-Dr-Whittier-CA-90601/21422698_zpid/,Townhouse for sale,"1,585 sqft",1585,"$469,000 ","1,545",CA,5152 Javalambre Dr,1967,"$469,004 ",$304 ,90601
3,3,SanDiego,"590 W Laurel St, San Diego, CA 92101",Townhouse,https://www.zillow.com/homedetails/590-W-Laurel-St-San-Diego-CA-92101/2086526171_zpid/,Townhouse for sale,0.25 acres,10890,"$1,699,000 ","2,256",CA,590 W Laurel St,2019,"$1,622,704 ",$753 ,92101
2,2,LosAngeles,"17143 Roscoe Blvd UNIT 10, Los Angeles, CA 91325",Townhouse,https://www.zillow.com/homedetails/17143-Roscoe-Blvd-UNIT-10-Los-Angeles-CA-91325/20152187_zpid/,Townhouse for sale,7.42 acres,323215.2,"$380,000 ","1,071",CA,17143 Roscoe Blvd UNIT 10,1971,"$380,003 ",$355 ,91325
3,3,LosAngeles,"15061 Nordhoff St UNIT 101, Los Angeles, CA 91343",Townhouse,https://www.zillow.com/homedetails/15061-Nordhoff-St-UNIT-101-Los-Angeles-CA-91343/20133433_zpid/,Townhouse for sale,0.63 acres,27442.8,"$389,000 ","1,298",CA,15061 Nordhoff St UNIT 101,1995,"$389,003 ",$300 ,91343
2,2,Valencia,"23894 Toscana Dr, Valencia, CA 91354",Townhouse,https://www.zillow.com/homedetails/23894-Toscana-Dr-Valencia-CA-91354/82880377_zpid/,Townhouse for sale,16.77 acres,730501.2,"$449,000 ","1,390",CA,23894 Toscana Dr,2007,"$449,000 ",$323 ,91354
3,3,BuenaPark,"8175 Havasu Cir, Buena Park, CA 90621",Townhouse,https://www.zillow.com/homedetails/8175-Havasu-Cir-Buena-Park-CA-90621/25146990_zpid/,Townhouse for sale,"3,232 sqft",3232,"$685,000 ","1,854",CA,8175 Havasu Cir,1968,"$676,799 ",$369 ,90621
3,4,Stanton,"8116 Catherine Ave # 33, Stanton, CA 90680",Townhouse,https://www.zillow.com/homedetails/8116-Catherine-Ave-33-Stanton-CA-90680/25739656_zpid/,Townhouse for sale,"1,764 sqft",1764,"$470,000 ","1,719",CA,8116 Catherine Ave # 33,1980,"$470,001 ",$273 ,90680
3,3,GardenGrove,"8610 Meadow Brook Ave UNIT A, Garden Grove, CA 92844",Townhouse,https://www.zillow.com/homedetails/8610-Meadow-Brook-Ave-UNIT-A-Garden-Grove-CA-92844/25657569_zpid/,Townhouse for sale,No Data,1764,"$485,000 ","1,741",CA,8610 Meadow Brook Ave UNIT A,1984,"$485,001 ",$279 ,92844
2,3,Riverside,"4365 Kingsbury Pl, Riverside, CA 92503",Townhouse,https://www.zillow.com/homedetails/4365-Kingsbury-Pl-Riverside-CA-92503/17834978_zpid/,Townhouse for sale,"1,742 sqft",1742,"$296,900 ","1,035",CA,4365 Kingsbury Pl,1977,"$296,900 ",$287 ,92503
4,3,HarborCity,"26404 Vermont Ave UNIT 18, Harbor City, CA 90710",Townhouse,https://www.zillow.com/homedetails/26404-Vermont-Ave-UNIT-18-Harbor-City-CA-90710/95552564_zpid/,Townhouse for sale,0.78 acres,33976.8,"$554,999 ","1,710",CA,26404 Vermont Ave UNIT 18,2009,"$554,999 ",$325 ,90710
3,3,RowlandHeights,"826 Citrus Ct, Rowland Heights, CA 91711",Townhouse,https://www.zillow.com/homedetails/826-Citrus-Ct-Rowland-Heights-CA-91711/124212349_zpid/,Townhouse for sale,0.29 acres,12632.4,"$478,000 ","1,350",CA,826 Citrus Ct,2015,"$471,541 ",$354 ,91711
4,3,Vista,"Residence 1726, Verano at Skyline, Vista, CA 92081",Townhouse,https://www.zillow.com/community/verano-at-skyline/2082370083_zpid/,New construction,No Data,12632.4,"$545,990+","1,726",CA,Residence 1726 Plan,2019,"$542,224 ",$316 ,92081
3,3,Northridge,"10061 Melinda Way UNIT 3, Northridge, CA 91325",Townhouse,https://www.zillow.com/homedetails/10061-Melinda-Way-UNIT-3-Northridge-CA-91325/20168377_zpid/,Townhouse for sale,3.95 acres,172062,"$499,000 ","1,724",CA,10061 Melinda Way UNIT 3,1980,"$499,004 ",$289 ,91325
3,3,LosAngeles,"9757 Reseda Blvd UNIT 69, Los Angeles, CA 91324",Townhouse,https://www.zillow.com/homedetails/9757-Reseda-Blvd-UNIT-69-Los-Angeles-CA-91324/20175585_zpid/,Townhouse for sale,3.59 acres,156380.4,"$449,950 ","1,597",CA,9757 Reseda Blvd UNIT 69,1979,"$449,953 ",$282 ,91324
2,3,LosAngeles,"22340 Germain St UNIT 1, Los Angeles, CA 91311",Townhouse,https://www.zillow.com/homedetails/22340-Germain-St-UNIT-1-Los-Angeles-CA-91311/20163132_zpid/,Townhouse for sale,0.86 acres,37461.6,"$479,900 ","1,288",CA,22340 Germain St UNIT 1,1972,"$479,902 ",$373 ,91311
2,2,Carlsbad,"6106 Citracado Cir, Carlsbad, CA 92009",Townhouse,https://www.zillow.com/homedetails/6106-Citracado-Cir-Carlsbad-CA-92009/52507763_zpid/,Townhouse for sale,2.65 acres,115434,"$470,000 ","1,199",CA,6106 Citracado Cir,2001,"$464,248 ",$392 ,92009
4,4,Santee,"10161 Daybreak Ln UNIT 3, Santee, CA 92071",Townhouse,https://www.zillow.com/homedetails/10161-Daybreak-Ln-UNIT-3-Santee-CA-92071/63789984_zpid/,Townhouse for sale,0.83 acres,36154.8,"$495,000 ","1,733",CA,10161 Daybreak Ln UNIT 3,2005,"$495,000 ",$286 ,92071
4,2,SolanaBeach,"840 Cofair Ct, Solana Beach, CA 92075",Townhouse,https://www.zillow.com/homedetails/840-Cofair-Ct-Solana-Beach-CA-92075/16761104_zpid/,Townhouse for sale,3.55 acres,154638,"$1,550,000 ","1,823",CA,840 Cofair Ct,1988,"$1,439,493 ",$850 ,92075
3,3,Atascadero,"5534 Aguacate St, Atascadero, CA 93422",Townhouse,https://www.zillow.com/homedetails/5534-Aguacate-St-Atascadero-CA-93422/122246145_zpid/,Townhouse for sale,"2,378 sqft",2378,"$399,000 ","1,387",CA,5534 Aguacate St,2016,"$392,459 ",$288 ,93422
1,2,Fremont,"1756 Vancouver Grn, Fremont, CA 94536",Townhouse,https://www.zillow.com/homedetails/1756-Vancouver-Grn-Fremont-CA-94536/25014350_zpid/,Townhouse for sale,"1,677 sqft",1677,"$650,000 ",900,CA,1756 Vancouver Grn,1978,"$650,003 ",$722 ,94536
2,3,FosterCity,"1078 Foster Square Ln UNIT 304, Foster City, CA",Townhouse,https://www.zillow.com/homedetails/1078-Foster-Square-Ln-UNIT-304-Foster-City-CA-94404/2085926019_zpid/,New construction,No Data,1677,"$1,199,880 ","1,492",CA,1078 Foster Square Ln UNIT 304,2019,"$1,296,265 ",$804 ,94404
3,3,Oceanside,"1101 Makena Way, Oceanside, CA",Townhouse,https://www.zillow.com/homedetails/1101-Makena-Way-Oceanside-CA-92054/2082323761_zpid/,New construction,No Data,1677,"$749,990 ","1,813",CA,1101 Makena Way,2019,"$779,676 ",$414 ,92054
3,4,San Diego,"Residence 3, Pacific Village   The Pavilion, San Diego, CA 92129",Townhouse,https://www.zillow.com/community/pacific-village-pavilion/2082444741_zpid/,New construction,No Data,1677,"$754,900+","2,005",CA,Residence 3 Plan,2019,"$744,834 ",$377 ,92129
3,2,SanMateo,"2229 Armada Way, San Mateo, CA 94404",Townhouse,https://www.zillow.com/homedetails/2229-Armada-Way-San-Mateo-CA-94404/15630669_zpid/,Townhouse for sale,1.16 acres,50529.6,"$1,085,000 ","1,223",CA,2229 Armada Way,1979,"$1,121,710 ",$887 ,94404
3,3,Chula Vista,"Residence Three, Flora at The Village of Escaya, Chula Vista, CA 91913",Townhouse,https://www.zillow.com/community/flora-at-village-of-escaya/2085165965_zpid/,New construction,No Data,50529.6,"$524,000+","1,710",CA,Residence Three Plan,2019,"$523,383 ",$306 ,91913
3,2,PlayaVista,"13031 Villosa Pl APT 125, Playa Vista, CA 90094",Townhouse,https://www.zillow.com/homedetails/13031-Villosa-Pl-APT-125-Playa-Vista-CA-90094/72507110_zpid/,Townhouse for sale,2.48 acres,108028.8,"$985,000 ","1,540",CA,13031 Villosa Pl APT 125,2006,"$985,009 ",$640 ,90094
3,2,FosterCity,"889 Ursa Ln, Foster City, CA 94404",Townhouse,https://www.zillow.com/homedetails/889-Ursa-Ln-Foster-City-CA-94404/2082324980_zpid/,Townhouse for sale,1.23 acres,53578.8,"$1,290,000 ","1,603",CA,889 Ursa Ln,1977,"$1,337,026 ",$805 ,94404
3,2,LagunaNiguel,"24374 Hilton Way, Laguna Niguel, CA 92677",Townhouse,https://www.zillow.com/homedetails/24374-Hilton-Way-Laguna-Niguel-CA-92677/25775049_zpid/,Townhouse for sale,"1,001 sqft",1001,"$624,900 ","1,300",CA,24374 Hilton Way,1995,"$613,872 ",$481 ,92677
3,3,Valencia,"24373 Allegra Way, Valencia, CA 91355",Townhouse,https://www.zillow.com/homedetails/24373-Allegra-Way-Valencia-CA-91355/65244848_zpid/,Townhouse for sale,4.82 acres,209959.2,"$569,999 ","1,936",CA,24373 Allegra Way,2004,"$570,001 ",$294 ,91355
3,3,SanDiego,"6323 Caminito Del Cervato, San Diego, CA 92111",Townhouse,https://www.zillow.com/homedetails/6323-Caminito-Del-Cervato-San-Diego-CA-92111/16937445_zpid/,Townhouse for sale,1.26 acres,54885.6,"$749,900 ","1,431",CA,6323 Caminito Del Cervato,1985,"$744,261 ",$524 ,92111
3,3,Moraga,"419 Woodminster Dr, Moraga, CA 94556",Townhouse,https://www.zillow.com/homedetails/419-Woodminster-Dr-Moraga-CA-94556/18471020_zpid/,Townhouse for sale,"1,197 sqft",1197,"$765,000 ","1,572",CA,419 Woodminster Dr,1974,"$771,211 ",$487 ,94556
2,3,SpringValley,"2530 S Granada Ave, Spring Valley, CA 91977",Townhouse,https://www.zillow.com/homedetails/2530-S-Granada-Ave-Spring-Valley-CA-91977/52519471_zpid/,Townhouse for sale,No Data,1594,"$440,000 ","1,254",CA,2530 S Granada Ave,1975,"$444,271 ",$351 ,91977
4,3,Upland,"Plan 2A, Highline, Upland, CA 91784",Townhouse,https://www.zillow.com/community/highline/2082463888_zpid/,New construction,No Data,1594,"$503,900+","1,922",CA,Plan 2A Plan,2019,"$498,743 ",$262 ,91784
2.5,2,San Jose,"Residence 1, SP78, San Jose, CA 95110",Townhouse,https://www.zillow.com/community/sp78/2083831872_zpid/,New construction,No Data,1594,"$899,900+","1,302",CA,Residence 1 Plan,2019,"$891,883 ",$691 ,95110
3,2,Sunnyvale,"Residence 1 Nova, Nova at The Vale, Sunnyvale, CA 94085",Townhouse,https://www.zillow.com/community/nova-at-vale/2082501420_zpid/,New construction,No Data,1594,"$1,198,000+","1,194",CA,Residence 1 Nova Plan,2019,"$1,213,301 ","$1,003 ",94085
3,2,SanMarcos,"268 Marquette Ave, San Marcos, CA 92078",Townhouse,https://www.zillow.com/homedetails/268-Marquette-Ave-San-Marcos-CA-92078/63629307_zpid/,Townhouse for sale,0.32 acres,13939.2,"$488,888 ","1,458",CA,268 Marquette Ave,2004,"$482,441 ",$335 ,92078
3,3,Fremont,"34927 Belvedere Ter, Fremont, CA 94555",Townhouse,https://www.zillow.com/homedetails/34927-Belvedere-Ter-Fremont-CA-94555/25053496_zpid/,Townhouse for sale,"2,944 sqft",2944,"$950,000 ","1,555",CA,34927 Belvedere Ter,1985,"$950,085 ",$611 ,94555
3,3,Los Angeles,"The Frederick - Plan 3C, Expo Walk, Los Angeles, CA 90018",Townhouse,https://www.zillow.com/community/expo-walk/2082626075_zpid/,New construction,No Data,2944,"$741,990+","1,467",CA,The Frederick - Plan 3C Plan,2019,"$743,701 ",$506 ,90018
3,4,Vista,"Residence 1576, Solara at Skyline, Vista, CA 92081",Townhouse,https://www.zillow.com/community/solara-at-skyline/2082357014_zpid/,New construction,No Data,2944,"$576,490+","1,576",CA,Residence 1576 Plan,2019,"$572,055 ",$366 ,92081
3,3,Vista,"2303 Verano Way, Vista, CA",Townhouse,https://www.zillow.com/homedetails/2303-Verano-Way-Vista-CA-92081/2083472001_zpid/,New construction,No Data,2944,"$495,990 ","1,515",CA,2303 Verano Way,2019,"$563,901 ",$327 ,92081
3,3,Murrieta,"24280 Bay Laurel Ave, Murrieta, CA",Townhouse,https://www.zillow.com/homedetails/24280-Bay-Laurel-Ave-Murrieta-CA-92562/2082327401_zpid/,New construction,No Data,2944,"$374,950 ","1,725",CA,24280 Bay Laurel Ave,2019,"$446,828 ",$217 ,92562
