Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
2,2,WalnutCreek,"1975 Cactus Ct APT 6, Walnut Creek, CA 94595",Condo,https://www.zillow.com/homedetails/1975-Cactus-Ct-APT-6-Walnut-Creek-CA-94595/18423369_zpid/,Condo for sale,"$1,150,000","1,685",CA,1975 Cactus Ct APT 6,1974,"$1,133,802",$682,94595
2,2,SanMarcos,"208 Woodland Pkwy UNIT 112, San Marcos, CA 92069",Condo,https://www.zillow.com/homedetails/208-Woodland-Pkwy-UNIT-112-San-Marcos-CA-92069/63477054_zpid/,Condo for sale,"$299,999",908,CA,208 Woodland Pkwy UNIT 112,1989,"$296,746",$330,92069
2,2,Carlsbad,"2051 Avenue Of The Trees, Carlsbad, CA 92008",Condo,https://www.zillow.com/homedetails/2051-Avenue-Of-The-Trees-Carlsbad-CA-92008/16587052_zpid/,Condo for sale,"$638,900","1,692",CA,2051 Avenue Of The Trees,1975,"$626,372",$378,92008
1,1,LongBeach,"50 Elm Ave UNIT 2, Long Beach, CA 90802",Condo,https://www.zillow.com/homedetails/50-Elm-Ave-UNIT-2-Long-Beach-CA-90802/21241205_zpid/,Condo for sale,"$310,000",713,CA,50 Elm Ave UNIT 2,1951,"$310,002",$435,90802
2,2,RanchoSantaMargarita,"67 Via Barcelona, Rancho Santa Margarita, CA 92688",Condo,https://www.zillow.com/homedetails/67-Via-Barcelona-Rancho-Santa-Margarita-CA-92688/51674122_zpid/,Condo for sale,"$519,900","1,206",CA,67 Via Barcelona,2000,None,$431,92688
2,2,LagunaWoods,"56 Calle Cadiz UNIT G, Laguna Woods, CA 92637",Cooperative,https://www.zillow.com/homedetails/56-Calle-Cadiz-UNIT-G-Laguna-Woods-CA-92637/2107460271_zpid/,Co-op for sale,"$255,000","1,040",null,56 Calle Cadiz UNIT G,1964,"$249,137",null,92637
2,2,RanchoSantaMargarita,"3 Escarlata, Rancho Santa Margarita, CA 92688",Condo,https://www.zillow.com/homedetails/3-Escarlata-Rancho-Santa-Margarita-CA-92688/25681842_zpid/,Condo for sale,"$434,900","1,049",CA,3 Escarlata,1989,"$428,457",$415,92688
2,2,LagunaWoods,"4011 Calle Sonora Oeste UNIT 2F, Laguna Woods, CA 92637",Condo,https://www.zillow.com/homedetails/4011-Calle-Sonora-Oeste-UNIT-2F-Laguna-Woods-CA-92637/25713568_zpid/,Condo for sale,"$495,000","1,227",CA,4011 Calle Sonora Oeste UNIT 2F,1977,"$488,150",$403,92637
3,3,Murrieta,"27441 Charleston Ct UNIT 2, Murrieta, CA 92562",Condo,https://www.zillow.com/homedetails/27441-Charleston-Ct-UNIT-2-Murrieta-CA-92562/83130123_zpid/,Condo for sale,"$320,000","1,428",CA,27441 Charleston Ct UNIT 2,2007,"$318,170",$224,92562
1,2,LagunaWoods,"123 Via Estrada UNIT F, Laguna Woods, CA 92637",Cooperative,https://www.zillow.com/homedetails/123-Via-Estrada-UNIT-F-Laguna-Woods-CA-92637/2138863143_zpid/,Co-op for sale,"$278,000",940,null,123 Via Estrada UNIT F,1965,"$271,787",null,92637
2,2,AlisoViejo,"4 Hillrose, Aliso Viejo, CA 92656",Condo,https://www.zillow.com/homedetails/4-Hillrose-Aliso-Viejo-CA-92656/25761536_zpid/,Condo for sale,"$414,000",934,CA,4 Hillrose,1987,"$408,085",$443,92656
