Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,3,LosAngeles,"15177 Magnolia Blvd UNIT D, Los Angeles, CA 91403",Townhouse,https://www.zillow.com/homedetails/15177-Magnolia-Blvd-UNIT-D-Los-Angeles-CA-91403/19976254_zpid/,Townhouse for sale,3.02 acres,131551.2,"$629,000","1,570",CA,15177 Magnolia Blvd UNIT D,1979,"$629,003",$401,91403
2,2,Dublin,"Residence One, Boulevard   Union, Dublin, CA 94568",Townhouse,https://www.zillow.com/community/boulevard-union/2087975414_zpid/,New construction,No Data,131551.2,"$769,000+","1,443",CA,Residence One Plan,2019,"$762,678",$533,94568
2.5,2,Oakland,"Residence 1A, Element, Oakland, CA 94608",Townhouse,https://www.zillow.com/community/element/2084060415_zpid/,New construction,No Data,131551.2,"$806,880+","1,461",CA,Residence 1A Plan,2019,"$825,865",$552,94608
3,4,Riverside,"7822 Marbil Ln, Riverside, CA",Townhouse,https://www.zillow.com/homedetails/7822-Marbil-Ln-Riverside-CA-92504/2082356379_zpid/,New construction,No Data,131551.2,"$394,990","1,939",CA,7822 Marbil Ln,2019,"$394,992",$204,null
4,2,Los Angeles,"The Noah - Plan 4, Expo Walk, Los Angeles, CA 90018",Townhouse,https://www.zillow.com/community/expo-walk/2082626076_zpid/,New construction,No Data,131551.2,"$861,470+","1,866",CA,The Noah - Plan 4 Plan,2019,"$862,679",$462,90018
3,2,Sunnyvale,"576 San Posadas Ter, Sunnyvale, CA 94085",Townhouse,https://www.zillow.com/homedetails/576-San-Posadas-Ter-Sunnyvale-CA-94085/116156545_zpid/,Townhouse for sale,566 sqft,566.0,"$1,168,000","1,322",CA,576 San Posadas Ter,2011,"$1,184,080",$884,94085
3,3,Lake Forest,"Plan 1, The Rowe at Baker Ranch, Lake Forest, CA 92630",Townhouse,https://www.zillow.com/community/rowe-at-baker-ranch/2085742343_zpid/,New construction,No Data,566.0,"$745,000+","1,453",CA,Plan 1 Plan,2019,"$735,451",$513,92630
2,2,Brentwood,"Aria, Barcelona, Brentwood, CA 94513",Townhouse,https://www.zillow.com/community/barcelona/2084312588_zpid/,New construction,No Data,566.0,"$479,990+","1,295",CA,Aria Plan,2019,"$470,397",$371,94513
2,2,Lincoln,"930 Sierra View Cir UNIT 1, Lincoln, CA 95648",Townhouse,https://www.zillow.com/homedetails/930-Sierra-View-Cir-UNIT-1-Lincoln-CA-95648/72691628_zpid/,Townhouse for sale,"1,302 sqft",1302.0,"$295,000","1,239",CA,930 Sierra View Cir UNIT 1,2007,"$291,118",$238,95648
3.5,4,Oceanside,"Residence 3, Lucero at Pacific Ridge, Oceanside, CA 92056",Townhouse,https://www.zillow.com/community/lucero-at-pacific-ridge/2087473467_zpid/,New construction,No Data,1302.0,"$569,990+","1,824",CA,Residence 3 Plan,2019,"$573,527",$312,92056
3,3,Chino,"Residence 2, Ivy at The Preserve at Chino, Chino, CA 91708",Townhouse,https://www.zillow.com/community/ivy-at-preserve-at-chino/2082486035_zpid/,New construction,No Data,1302.0,"$389,000+","1,462",CA,Residence 2 Plan,2019,"$385,882",$266,91708
3,2,Glendale,"406 406 E Fairview Ave # 2, Glendale, CA 91207",Townhouse,https://www.zillow.com/homedetails/406-406-E-Fairview-Ave-2-Glendale-CA-91207/2082358565_zpid/,Townhouse for sale,0.41 acres,17859.6,"$605,000","1,318",CA,406 406 E Fairview Ave # 2,1985,"$608,189",$459,91207
3,4,Monrovia,"116 Peppertree Ln, Monrovia, CA 91016",Townhouse,https://www.zillow.com/homedetails/116-Peppertree-Ln-Monrovia-CA-91016/54669228_zpid/,Townhouse for sale,"2,147 sqft",2147.0,"$729,000","2,035",CA,116 Peppertree Ln,2000,"$729,007",$358,91016
3,3,SimiValley,"2733 Night Jasmine Dr, Simi Valley, CA 93065",Townhouse,https://www.zillow.com/homedetails/2733-Night-Jasmine-Dr-Simi-Valley-CA-93065/64673022_zpid/,Townhouse for sale,"1,319 sqft",1319.0,"$499,900","1,500",CA,2733 Night Jasmine Dr,2004,"$495,484",$333,93065
2,3,SanJose,"4757 Raspberry Pl, San Jose, CA 95129",Townhouse,https://www.zillow.com/homedetails/4757-Raspberry-Pl-San-Jose-CA-95129/19651342_zpid/,Townhouse for sale,"1,319 sqft",1319.0,"$948,000","1,306",CA,4757 Raspberry Pl,1973,"$948,193",$726,95129
2,3,Dublin,"Residence Two, Boulevard   Downing, Dublin, CA 94568",Townhouse,https://www.zillow.com/community/boulevard-downing/2083235820_zpid/,New construction,No Data,1319.0,"$840,880+","1,899",CA,Residence Two Plan,2019,"$836,505",$443,94568
3,3,Irvine,"Residence 2, Great Park Neighborhoods   Chorus at Cadence Park, Irvine, CA 92618",Townhouse,https://www.zillow.com/community/great-park-neighborhoods-chorus-at-cadence-park/2087738184_zpid/,New construction,No Data,88862.40000000001,"$939,990+","2,868",CA,Residence 2 Plan,2019,"$1,236,050",$328,92618
2,4,ChulaVista,"2735 Sparta Rd UNIT 1, Chula Vista, CA 91915",Townhouse,https://www.zillow.com/homedetails/2735-Sparta-Rd-UNIT-1-Chula-Vista-CA-91915/2082358935_zpid/,Townhouse for sale,No Data,88862.40000000001,"$465,000","1,430",CA,2735 Sparta Rd UNIT 1,2015,"$462,117",$325,91915
3,3,Milpitas,"668 Barcelona Loop, Milpitas, CA 95035",Townhouse,https://www.zillow.com/homedetails/668-Barcelona-Loop-Milpitas-CA-95035/166728022_zpid/,Townhouse for sale,601 sqft,601.0,"$958,000","1,643",CA,668 Barcelona Loop,2015,"$953,204",$583,95035
4,3,Dublin,"Residence Two, Boulevard   Madison, Dublin, CA 94568",Townhouse,https://www.zillow.com/community/boulevard-madison/2087975427_zpid/,New construction,No Data,601.0,"$859,000+","1,719",CA,Residence Two Plan,2019,"$849,993",$500,94568
3,4,UnionCity,"32629 Endeavour Way, Union City, CA 94587",Townhouse,https://www.zillow.com/homedetails/32629-Endeavour-Way-Union-City-CA-94587/25000201_zpid/,Townhouse for sale,"1,794 sqft",1794.0,"$659,888","1,583",CA,32629 Endeavour Way,1972,"$666,284",$417,94587
3,3,Sunnyvale,"526 Porpoise Bay Ter # B, Sunnyvale, CA 94089",Townhouse,https://www.zillow.com/homedetails/526-Porpoise-Bay-Ter-B-Sunnyvale-CA-94089/19494205_zpid/,Townhouse for sale,866 sqft,866.0,"$1,349,000","2,013",CA,526 Porpoise Bay Ter # B,1992,"$1,385,033",$670,94089
