Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,3,MammothLakes,"6201 Minaret Rd # 2117, Mammoth Lakes, CA 93546",Condo,https://www.zillow.com/homedetails/6201-Minaret-Rd-2117-Mammoth-Lakes-CA-93546/95730160_zpid/,Condo for sale,"$1,045,000","1,429",CA,6201 Minaret Rd # 2117,2003,"$1,009,120",$731,93546
1,2,SanFrancisco,"184 Laguna St, San Francisco, CA 94102",Condo,https://www.zillow.com/homedetails/184-Laguna-St-San-Francisco-CA-94102/79841370_zpid/,Condo for sale,"$898,000",875,CA,184 Laguna St,1900,"$1,058,013","$1,026",94102
2,2,Oceanside,"4225 Moonlight Ln, Oceanside, CA 92056",Condo,https://www.zillow.com/homedetails/4225-Moonlight-Ln-Oceanside-CA-92056/16622144_zpid/,Condo for sale,"$399,900","1,142",CA,4225 Moonlight Ln,1978,"$395,787",$350,92056
1,1,SanFrancisco,"900 Bush St APT 509, San Francisco, CA 94109",Condo,https://www.zillow.com/homedetails/900-Bush-St-APT-509-San-Francisco-CA-94109/15069010_zpid/,Condo for sale,"$670,000",633,CA,900 Bush St APT 509,1982,"$688,346","$1,058",94109
3,4,Irvine,"49 Splendor, Irvine, CA 92618",Condo,https://www.zillow.com/homedetails/49-Splendor-Irvine-CA-92618/95725489_zpid/,Condo for sale,"$950,000","1,904",CA,49 Splendor,2010,"$937,590",$499,92618
2,2,CathedralCity,"32505 Candlewood Dr UNIT 122, Cathedral City, CA 92234",Condo,https://www.zillow.com/homedetails/32505-Candlewood-Dr-UNIT-122-Cathedral-City-CA-92234/18132307_zpid/,Condo for sale,"$163,000","1,006",CA,32505 Candlewood Dr UNIT 122,1990,"$157,018",$162,92234
2,2,Oceanside,"525 Calle Montecito UNIT 125, Oceanside, CA 92057",Condo,https://www.zillow.com/homedetails/525-Calle-Montecito-UNIT-125-Oceanside-CA-92057/64473799_zpid/,Condo for sale,"$259,900",856,CA,525 Calle Montecito UNIT 125,1985,"$259,064",$304,92057
2,3,SanMateo,"234 Elm St APT 201, San Mateo, CA 94401",Condo,https://www.zillow.com/homedetails/234-Elm-St-APT-201-San-Mateo-CA-94401/15628118_zpid/,Condo for sale,"$998,000","1,621",CA,234 Elm St APT 201,1964,"$1,164,022",$616,94401
1,1,Oakland,"424 Staten Ave, Oakland, CA 94610",Condo,https://www.zillow.com/homedetails/424-Staten-Ave-Oakland-CA-94610/24742779_zpid/,Condo for sale,"$499,000",753,CA,424 Staten Ave,1963,"$533,310",$663,94610
2,2,SanFrancisco,"566 S Van Ness Ave APT 6, San Francisco, CA 94110",Condo,https://www.zillow.com/homedetails/566-S-Van-Ness-Ave-APT-6-San-Francisco-CA-94110/83153109_zpid/,Condo for sale,"$899,000",936,CA,566 S Van Ness Ave APT 6,2007,"$1,190,058",$960,94110
1,1,SanFrancisco,"550 S Van Ness Ave APT 401, San Francisco, CA 94110",Condo,https://www.zillow.com/homedetails/550-S-Van-Ness-Ave-APT-401-San-Francisco-CA-94110/15143938_zpid/,Condo for sale,"$699,000",804,CA,550 S Van Ness Ave APT 401,1992,"$823,139",$869,94110
2,2,Alameda,"10 Eclipse Ct, Alameda, CA 94501",Condo,https://www.zillow.com/homedetails/10-Eclipse-Ct-Alameda-CA-94501/24872477_zpid/,Condo for sale,"$860,000","1,330",CA,10 Eclipse Ct,1988,"$906,044",$647,94501
2,2,Stockton,"7368 Lighthouse Dr, Stockton, CA 95219",Condo,https://www.zillow.com/homedetails/7368-Lighthouse-Dr-Stockton-CA-95219/15276211_zpid/,Condo for sale,"$311,000","1,321",CA,7368 Lighthouse Dr,1985,"$303,181",$235,95219
1,1,SanFrancisco,"230 Dorland St, San Francisco, CA 94114",Condo,https://www.zillow.com/homedetails/230-Dorland-St-San-Francisco-CA-94114/111932700_zpid/,Condo for sale,"$799,000",690,CA,230 Dorland St,1928,"$864,721","$1,158",94114
2,2,Fremont,"3888 Invent Ter UNIT 401, Fremont, CA",Condo,https://www.zillow.com/homedetails/3888-Invent-Ter-UNIT-401-Fremont-CA-94538/2082327621_zpid/,New construction,"$919,000","1,279",CA,3888 Invent Ter UNIT 401,2019,"$752,514",$719,null
3,2,LosAngeles,"18550 Hatteras St UNIT 122, Los Angeles, CA 91356",Condo,https://www.zillow.com/homedetails/18550-Hatteras-St-UNIT-122-Los-Angeles-CA-91356/19934393_zpid/,Condo for sale,"$449,000","1,203",CA,18550 Hatteras St UNIT 122,1975,"$449,003",$373,91356
3,3,Petaluma,"406 Jacquelyn Ln, Petaluma, CA 94952",Condo,https://www.zillow.com/homedetails/406-Jacquelyn-Ln-Petaluma-CA-94952/119689158_zpid/,Condo for sale,"$735,000","2,186",CA,406 Jacquelyn Ln,2011,"$735,004",$336,94952
1.75,2,Bakersfield,"3907 Noel Pl, Bakersfield, CA 93306",Condo,https://www.zillow.com/homedetails/3907-Noel-Pl-Bakersfield-CA-93306/18998748_zpid/,Condo for sale,"$85,000","1,139",CA,3907 Noel Pl,1959,"$81,304",$75,93306
1,2,SanRamon,"258 Eastridge Dr, San Ramon, CA 94582",Condo,https://www.zillow.com/homedetails/258-Eastridge-Dr-San-Ramon-CA-94582/18451481_zpid/,Condo for sale,"$512,888",985,CA,258 Eastridge Dr,1988,"$513,876",$521,94582
2,3,Glendale,"1422 N Central Ave APT 8, Glendale, CA 91202",Condo,https://www.zillow.com/homedetails/1422-N-Central-Ave-APT-8-Glendale-CA-91202/20837721_zpid/,Condo for sale,"$785,950","2,115",CA,1422 N Central Ave APT 8,1977,"$795,090",$372,91202
1,2,SanFrancisco,"1156 Church St, San Francisco, CA 94114",Cooperative,https://www.zillow.com/homedetails/1156-Church-St-San-Francisco-CA-94114/2082328736_zpid/,Co-op for sale,"$1,200,000","1,314",null,1156 Church St,1908,"$1,435,163",null,94114
1,2,SanFrancisco,"1158 Church St, San Francisco, CA 94114",Cooperative,https://www.zillow.com/homedetails/1158-Church-St-San-Francisco-CA-94114/2098509846_zpid/,Co-op for sale,"$998,000","1,100",null,1158 Church St,1908,"$1,304,393",null,94114
1,1,SanFrancisco,"110 Channel St UNIT 324, San Francisco, CA 94158",Condo,https://www.zillow.com/homedetails/110-Channel-St-UNIT-324-San-Francisco-CA-94158/249665066_zpid/,Condo for sale,"$1,198,000",833,CA,110 Channel St UNIT 324,2017,"$1,205,501","$1,438",94158
2,2,SanDiego,"950 6th Ave UNIT 432, San Diego, CA 92101",Condo,https://www.zillow.com/homedetails/950-6th-Ave-UNIT-432-San-Diego-CA-92101/89572541_zpid/,Condo for sale,"$1,249,900","2,680",CA,950 6th Ave UNIT 432,1960,"$1,222,124",$466,92101
2,2,FosterCity,"1051 Beach Park Blvd APT 301, Foster City, CA 94404",Condo,https://www.zillow.com/homedetails/1051-Beach-Park-Blvd-APT-301-Foster-City-CA-94404/2082328754_zpid/,Condo for sale,"$950,000","1,349",CA,1051 Beach Park Blvd APT 301,1976,"$997,617",$704,94404
3,2,Palmdale,"1015 Beechdale Dr, Palmdale, CA 93551",Condo,https://www.zillow.com/homedetails/1015-Beechdale-Dr-Palmdale-CA-93551/20239978_zpid/,Condo for sale,"$256,900","1,389",CA,1015 Beechdale Dr,1982,"$256,901",$185,93551
4,3,MuseatCadencePark,"Muse Plan 2 Plan, Muse at Cadence Park",Condo,https://www.zillow.com/community/muse-at-cadence-park/2082501075_zpid/,New construction,"$787,532+","1,933",null,Muse Plan 2 Plan,2019,"$780,283",null,null
1,2,SanFrancisco,"308 Scott St, San Francisco, CA 94117",Condo,https://www.zillow.com/homedetails/308-Scott-St-San-Francisco-CA-94117/119684907_zpid/,Condo for sale,"$1,050,000",930,CA,308 Scott St,1900,"$1,181,983","$1,129",94117
2,3,ChulaVista,"1450 Melrose Ave UNIT 94, Chula Vista, CA 91911",Condo,https://www.zillow.com/homedetails/1450-Melrose-Ave-UNIT-94-Chula-Vista-CA-91911/17155399_zpid/,Condo for sale,"$345,000","1,102",CA,1450 Melrose Ave UNIT 94,1972,"$345,002",$313,91911
2,2,LosAngeles,"7625 Jordan Ave UNIT 51, Los Angeles, CA 91304",Condo,https://www.zillow.com/homedetails/7625-Jordan-Ave-UNIT-51-Los-Angeles-CA-91304/19910695_zpid/,Condo for sale,"$360,000","1,137",CA,7625 Jordan Ave UNIT 51,1982,"$360,003",$317,91304
1,1,Emeryville,"8 Captain Dr # E551, Emeryville, CA 94608",Condo,https://www.zillow.com/homedetails/8-Captain-Dr-E551-Emeryville-CA-94608/24821896_zpid/,Condo for sale,"$454,000",649,CA,8 Captain Dr # E551,1972,"$455,137",$700,94608
