Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,3,El Monte,"Plan 1, El Monte- Clementine, El Monte, CA 91733",Townhouse,https://www.zillow.com/community/el-monte-clementine/2082658723_zpid/,New construction,No Data,null,"$519,990+","1,538",CA,Plan 1 Plan,2019,"$520,543",$338,91733
2,3,Goleta,"Residence 7, Goleta - Winslowe, Goleta, CA 93117",Townhouse,https://www.zillow.com/community/goleta-winslowe/2082744024_zpid/,New construction,No Data,null,"$729,990+","1,801",CA,Residence 7 Plan,2019,"$720,865",$405,93117
2.5,2,Buellton,"Plan 7, Vineyard Village, Buellton, CA 93427",Townhouse,https://www.zillow.com/community/vineyard-village/2097607796_zpid/,New construction,No Data,null,"$517,000+","1,519",CA,Plan 7 Plan,2019,"$715,742",$340,93427
2.5,3,Santa Clarita,"Residence 1, Paloma at West Creek, Santa Clarita, CA 91354",Townhouse,https://www.zillow.com/community/paloma-at-west-creek/2091009946_zpid/,New construction,No Data,null,"$463,362+","1,434",CA,Residence 1 Plan,2019,None,$323,91354
5,4,Santa Clara,"eTowns Plan 3, Nuevo, Santa Clara, CA 95051",Townhouse,https://www.zillow.com/community/nuevo/2082764112_zpid/,New construction,No Data,null,"$1,698,000+","2,236",CA,eTowns Plan 3 Plan,2019,"$1,680,235",$759,95051
2,3,Foster City,"Residence C- Claremont, Foster Square, Foster City, CA 94404",Townhouse,https://www.zillow.com/community/foster-square/2088647535_zpid/,New construction,No Data,null,"$1,215,880+","1,492",CA,Residence C- Claremont Plan,2019,"$1,268,067",$815,94404
3.5,4,Sunnyvale,"Plan Two, Nexus at The Vale, Sunnyvale, CA 94085",Townhouse,https://www.zillow.com/community/nexus-at-vale/2084288999_zpid/,New construction,No Data,null,"$1,488,000+","2,002",CA,Plan Two Plan,2019,"$1,448,320",$743,94085
2.5,2,Union City,"Residence 1, Monarch at Soares Ranch, Union City, CA 94587",Townhouse,https://www.zillow.com/community/monarch-at-soares-ranch/2085275338_zpid/,New construction,No Data,null,"$845,105+","1,472",CA,Residence 1 Plan,2019,"$833,284",$574,94587
2.5,2,Mountain View,"Towns Plan 1, Radius, Mountain View, CA 94043",Townhouse,https://www.zillow.com/community/radius/2088232140_zpid/,New construction,No Data,null,"$1,338,888+","1,355",CA,Towns Plan 1 Plan,2019,"$1,325,052",$988,94043
2,2,Walnut Creek,"Plan Three, Stoneyridge, Walnut Creek, CA 94596",Townhouse,https://www.zillow.com/community/stoneyridge/2082501671_zpid/,New construction,No Data,null,"$1,095,990+","1,378",CA,Plan Three Plan,2019,"$1,096,006",$795,94596
4,4,CorteMadera,"1425 Casa Buena Dr UNIT 110, Corte Madera, CA",null,https://www.zillow.com/community/enclave/2084236256_zpid/,New construction,null,null,"$1,329,900+","2,087",CA,1425 Casa Buena Dr UNIT 110,null,None,null,null
2.5,2,San Diego,"RESIDENCE 3X, DEL SUR   Avante, San Diego, CA 92127",Townhouse,https://www.zillow.com/community/del-sur-avante/2088282266_zpid/,New construction,No Data,null,"$768,900+","1,787",CA,RESIDENCE 3X Plan,2019,"$768,753",$430,92127
3.5,3,San Diego,"Residence 3, DEL SUR   Skye, San Diego, CA 92127",Townhouse,https://www.zillow.com/community/del-sur-skye/2087588580_zpid/,New construction,No Data,null,"$728,900+","1,885",CA,Residence 3 Plan,2019,"$849,001",$387,92127
3,3,SimiValley,"3966 Cochran St UNIT 77, Simi Valley, CA 93063",Townhouse,https://www.zillow.com/homedetails/3966-Cochran-St-UNIT-77-Simi-Valley-CA-93063/16444609_zpid/,Townhouse for sale,871 sqft,871.0,"$429,999","1,207",CA,3966 Cochran St UNIT 77,1987,"$429,936",$356,93063
3,2,Milpitas,"Residence 9 Prynt, Prynt in Milpitas, Milpitas, CA 95035",Townhouse,https://www.zillow.com/community/prynt-in-milpitas/2082501396_zpid/,New construction,No Data,871.0,"$1,057,000+","1,695",CA,Residence 9 Prynt Plan,2019,"$1,066,164",$624,95035
3,2,SanDiego,"9475 Questa Pointe, San Diego, CA 92126",Townhouse,https://www.zillow.com/homedetails/9475-Questa-Pointe-San-Diego-CA-92126/16820236_zpid/,Townhouse for sale,7.34 acres,319730.39999999997,"$525,000","1,171",CA,9475 Questa Pointe,1994,"$525,000",$448,92126
3,3,SanDiego,"2422 Aperture Cir, San Diego, CA 92108",Townhouse,https://www.zillow.com/homedetails/2422-Aperture-Cir-San-Diego-CA-92108/122075332_zpid/,Townhouse for sale,7.75 acres,337590.0,"$685,000","1,306",CA,2422 Aperture Cir,2015,"$681,690",$525,92108
3,3,SanJose,"2572 Gimelli Way, San Jose, CA",null,https://www.zillow.com/community/capitol/2084676929_zpid/,New construction,null,null,"$852,990+","1,370",CA,2572 Gimelli Way,null,None,null,null
4,3,Anaheim,"Plan 5, District Walk, Anaheim, CA 92805",Townhouse,https://www.zillow.com/community/district-walk/2086212281_zpid/,New construction,No Data,null,"$575,094+","1,682",CA,Plan 5 Plan,2019,"$570,661",$342,92805
2.5,2,Irvine,"Residence 1, Great Park Neighborhoods   Windchime at Parasol Park, Irvine, CA 92618",Townhouse,https://www.zillow.com/community/great-park-neighborhoods-windchime-at-parasol-park/2084820542_zpid/,New construction,No Data,null,"$729,990+","1,704",CA,Residence 1 Plan,2019,"$717,222",$428,92618
2.5,2,San Jose,"Plan 1, The Rows at UrbanOak, San Jose, CA 95119",Townhouse,https://www.zillow.com/community/rows-at-urbanoak/2085415302_zpid/,New construction,No Data,null,"$784,990+","1,601",CA,Plan 1 Plan,2019,"$776,340",$490,95119
2,3,Pleasanton,"3087 Tonopah Cir, Pleasanton, CA 94588",Townhouse,https://www.zillow.com/homedetails/3087-Tonopah-Cir-Pleasanton-CA-94588/25077980_zpid/,Townhouse for sale,"1,655 sqft",1655.0,"$649,999","1,220",CA,3087 Tonopah Cir,1978,"$650,223",$533,94588
3.5,3,Milpitas,"Plan 1, Ellison Park, Milpitas, CA 95035",Townhouse,https://www.zillow.com/community/ellison-park/2083554467_zpid/,New construction,No Data,1655.0,"$1,195,000+","1,887",CA,Plan 1 Plan,2019,"$1,171,135",$633,95035
3.5,2,Northridge,"Towns Residence 5, The District at Northridge, Northridge, CA 91324",Townhouse,https://www.zillow.com/community/district-at-northridge/2085742303_zpid/,New construction,No Data,1655.0,"$699,000+","1,814",CA,Towns Residence 5 Plan,2019,"$689,077",$385,91324
4,3,Fremont,"The Cove, Enclave at Mission Falls, Fremont, CA 94539",Townhouse,https://www.zillow.com/community/enclave-at-mission-falls/2082919837_zpid/,New construction,No Data,1655.0,"$1,169,990+","2,033",CA,The Cove Plan,2019,"$1,151,265",$575,94539
