Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
4,3,Irvine,"Residence 3, C2E, Irvine, CA 92614",Townhouse,https://www.zillow.com/community/c2e/2085244306_zpid/,New construction,No Data,169012.8,"$874,991+","1,895",CA,Residence 3 Plan,2019,"$857,472",$462,92614
2.5,3,San Diego,"Residence 2, DEL SUR   Skye, San Diego, CA 92127",Townhouse,https://www.zillow.com/community/del-sur-skye/2087588589_zpid/,New construction,No Data,169012.8,"$721,900+","1,854",CA,Residence 2 Plan,2019,"$733,622",$389,92127
2.5,3,Morgan Hill,"Residence Five, Wisteria, Morgan Hill, CA 95037",Townhouse,https://www.zillow.com/community/wisteria/2085121955_zpid/,New construction,No Data,169012.8,"$1,339,000+","2,631",CA,Residence Five Plan,2019,"$1,293,428",$509,95037
3,4,Bakersfield,"Westshire, Highgate Shires at Seven Oaks, Bakersfield, CA 93311",Townhouse,https://www.zillow.com/community/highgate-shires-at-seven-oaks/2088746973_zpid/,New construction,No Data,169012.8,"$554,990+","3,185",CA,Westshire Plan,2019,"$580,754",$174,93311
3,3,Milpitas,"Residence 7 Prynt, Prynt in Milpitas, Milpitas, CA 95035",Townhouse,https://www.zillow.com/community/prynt-in-milpitas/2082501402_zpid/,New construction,No Data,169012.8,"$1,202,000+","2,549",CA,Residence 7 Prynt Plan,2019,"$1,201,891",$472,95035
2.5,3,Milpitas,"A3-1, Parkside at Tarob Court, Milpitas, CA 95035",Townhouse,https://www.zillow.com/community/parkside-at-tarob-court/2084371583_zpid/,New construction,No Data,169012.8,"$1,129,995+","1,782",CA,A3-1 Plan,2019,"$1,103,103",$634,95035
2,2,StevensonRanch,"25740 Armstrong Cir UNIT C, Stevenson Ranch, CA 91381",Townhouse,https://www.zillow.com/homedetails/25740-Armstrong-Cir-UNIT-C-Stevenson-Ranch-CA-91381/51580481_zpid/,Foreclosure,"5,850 sqft",5850.0,"$462,000","1,521",CA,25740 Armstrong Cir UNIT C,1999,"$462,003",$304,91381
3,3,StudioCity,"4435 Colfax Ave UNIT 111, Studio City, CA 91602",Townhouse,https://www.zillow.com/homedetails/4435-Colfax-Ave-UNIT-111-Studio-City-CA-91602/63087468_zpid/,Townhouse for sale,0.41 acres,17859.6,"$829,000","1,781",CA,4435 Colfax Ave UNIT 111,2004,"$824,631",$465,91602
3,3,Chino Hills,"B, Lago Los Serranos, Chino Hills, CA 91709",Townhouse,https://www.zillow.com/community/lago-los-serranos/2086455307_zpid/,New construction,No Data,17859.6,"$635,880+","1,830",CA,B Plan,2019,"$623,762",$347,91709
2.5,2,San Diego,"RESIDENCE 3XALT, DEL SUR   Avante, San Diego, CA 92127",Townhouse,https://www.zillow.com/community/del-sur-avante/2088282272_zpid/,New construction,No Data,17859.6,"$663,900+","1,787",CA,RESIDENCE 3XALT Plan,2019,"$768,753",$372,92127
2,2,Chula Vista,"Residence One, Parc Place, Chula Vista, CA 91913",Townhouse,https://www.zillow.com/community/parc-place/2091653419_zpid/,New construction,No Data,17859.6,"$372,900+","1,116",CA,Residence One Plan,2019,"$440,235",$334,91913
2.5,2,San Marcos,"Unit B, Viewpointe, San Marcos, CA 92069",Townhouse,https://www.zillow.com/community/viewpointe/2085564823_zpid/,New construction,No Data,17859.6,"$420,490+","1,237",CA,Unit B Plan,2019,"$416,000",$340,92069
2,2,Anaheim,"970 E Chestnut St, Anaheim, CA 92805",Townhouse,https://www.zillow.com/homedetails/970-E-Chestnut-St-Anaheim-CA-92805/25657322_zpid/,Townhouse for sale,"1,001 sqft",1001.0,"$459,900","1,185",CA,970 E Chestnut St,1995,"$459,904",$388,92805
3,3,RedwoodCity,"210 Moresby Ln, Redwood City, CA 94063",Townhouse,https://www.zillow.com/homedetails/210-Moresby-Ln-Redwood-City-CA-94063/2112499490_zpid/,Townhouse for sale,0.41 acres,17859.6,"$1,098,000","1,390",CA,210 Moresby Ln,1999,"$1,143,434",$790,94063
2,2,Paradise,"12290 Stonecreek Ct, Paradise, CA 95969",Townhouse,https://www.zillow.com/homedetails/12290-Stonecreek-Ct-Paradise-CA-95969/18256498_zpid/,Townhouse for sale,1 acre,17859.6,"$194,500","1,271",CA,12290 Stonecreek Ct,1980,"$190,364",$153,95969
3,3,Inglewood,"Residence 3, Parallel at Grace Park, Inglewood, CA 90301",Townhouse,https://www.zillow.com/community/parallel-at-grace-park/2082405471_zpid/,New construction,No Data,17859.6,"$882,990+","2,336",CA,Residence 3 Plan,2019,"$882,994",$378,90301
3,3,SanJose,"569 Jayne Ct, San Jose, CA",null,https://www.zillow.com/community/capitol/2082522816_zpid/,New construction,null,null,"$884,990+","1,561",CA,569 Jayne Ct,null,None,null,null
2,2,Anaheim,"986 S Sutter Creek Rd # 59, Anaheim, CA 92804",Townhouse,https://www.zillow.com/homedetails/986-S-Sutter-Creek-Rd-59-Anaheim-CA-92804/25677091_zpid/,Townhouse for sale,871 sqft,871.0,"$259,900","1,224",CA,986 S Sutter Creek Rd # 59,1980,"$259,902",$212,92804
3,2,Malibu,"6483 Zuma View Pl UNIT 104, Malibu, CA 90265",Townhouse,https://www.zillow.com/homedetails/6483-Zuma-View-Pl-UNIT-104-Malibu-CA-90265/20555937_zpid/,Townhouse for sale,0.64 acres,27878.4,"$1,250,000","1,562",CA,6483 Zuma View Pl UNIT 104,1994,"$1,230,158",$800,90265
2,3,LosAngeles,"9625 Sylmar Ave UNIT 8, Los Angeles, CA 91402",Townhouse,https://www.zillow.com/homedetails/9625-Sylmar-Ave-UNIT-8-Los-Angeles-CA-91402/20128168_zpid/,Townhouse for sale,2.33 acres,101494.8,"$340,000","1,193",CA,9625 Sylmar Ave UNIT 8,1980,"$343,177",$285,91402
2.5,2,San Jose,"Residence 1ALT, SP78, San Jose, CA 95110",Townhouse,https://www.zillow.com/community/sp78/2083831869_zpid/,New construction,No Data,101494.8,"$1,069,350+","1,477",CA,Residence 1ALT Plan,2019,"$1,064,069",$724,95110
3,3,Dublin,"Residence 1X, Fillmore at Boulevard, Dublin, CA 94568",Townhouse,https://www.zillow.com/community/fillmore-at-boulevard/2084758005_zpid/,New construction,No Data,101494.8,"$861,820+","1,602",CA,Residence 1X Plan,2019,"$861,820",$538,94568
2,2,SanDiego,"1023 30th St, San Diego, CA 92102",Townhouse,https://www.zillow.com/homedetails/1023-30th-St-San-Diego-CA-92102/250195851_zpid/,Townhouse for sale,0.32 acres,13939.2,"$669,900","1,199",CA,1023 30th St,2017,"$655,881",$559,92102
3,3,SantaClarita,"26861 Avenida Terraza, Santa Clarita, CA 91350",Townhouse,https://www.zillow.com/homedetails/26861-Avenida-Terraza-Santa-Clarita-CA-91350/20190792_zpid/,Townhouse for sale,4.13 acres,179902.8,"$429,000","1,285",CA,26861 Avenida Terraza,1973,"$429,002",$334,91350
2.5,3,Riverside,"Two, Harris Farm, Riverside, CA 92504",Townhouse,https://www.zillow.com/community/harris-farm/2087755121_zpid/,New construction,No Data,179902.8,"$399,990+","1,674",CA,Two Plan,2019,"$436,404",$239,92504
