Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
2,2,Fremont,"38745 Aurora Ter, Fremont, CA 94536",Townhouse,https://www.zillow.com/homedetails/38745-Aurora-Ter-Fremont-CA-94536/25018353_zpid/,Townhouse for sale,No Data,179902.8,"$549,000","1,123",CA,38745 Aurora Ter,1980,"$552,124",$489,94536
2,1,SanDiego,"7885 Via Montebello UNIT 1, San Diego, CA 92129",Townhouse,https://www.zillow.com/homedetails/7885-Via-Montebello-UNIT-1-San-Diego-CA-92129/62577846_zpid/,Townhouse for sale,No Data,179902.8,"$499,999","1,368",CA,7885 Via Montebello UNIT 1,2003,"$494,943",$365,92129
2.5,2,Fremont,"Residence 1A, Innovation   Revo, Fremont, CA 94538",Townhouse,https://www.zillow.com/community/innovation-revo/2087796339_zpid/,New construction,No Data,179902.8,"$899,880+","1,502",CA,Residence 1A Plan,2019,"$892,268",$599,94538
3,3,Fremont,"40710 Anemone Ter, Fremont, CA",null,https://www.zillow.com/community/boulevard-heights/2082384985_zpid/,New construction,null,null,"$1,016,990+","1,975",CA,40710 Anemone Ter,null,None,null,null
3,3,Fremont,"3972 Gladiolus Cmn, Fremont, CA",null,https://www.zillow.com/community/boulevard-heights/2082384984_zpid/,New construction,null,null,"$926,990+","1,573",CA,3972 Gladiolus Cmn,null,None,null,null
3,3,Fremont,"40718 Anemone Ter, Fremont, CA", 3,https://www.zillow.com/community/boulevard-heights/2082384982_zpid/,New construction, 0,null,"$1,016,990+","1,975",CA,40718 Anemone Ter, 3,None," 1,975 sqft",null
2,2,Milpitas,"1452 Nightshade Rd U # 21, Milpitas, CA",null,https://www.zillow.com/community/flats-at-metro/2088385132_zpid/,New construction,null,null,"$764,990+","1,111",CA,1452 Nightshade Rd U # 21,null,None,null,null
2,2,Milpitas,"1487 Nightshade Rd U # 40, Milpitas, CA",Townhouse,https://www.zillow.com/homedetails/1487-Nightshade-Rd-U-40-Milpitas-CA-95035/2082384980_zpid/,New construction,No Data,null,"$854,990","1,247",CA,1487 Nightshade Rd U # 40,No Data,"$868,143",$686,null
3,2,Fremont,"3980 Gladiolus Cmn, Fremont, CA",null,https://www.zillow.com/community/boulevard-heights/2082384986_zpid/,New construction,null,null,"$871,990+","1,439",CA,3980 Gladiolus Cmn,null,None,null,null
4,4,Irvine,"109 Citysquare, Irvine, CA",Townhouse,https://www.zillow.com/homedetails/109-Citysquare-Irvine-CA-92614/2082385017_zpid/,New construction,No Data,null,"$832,880","1,868",CA,109 Citysquare,No Data,"$821,647",$446,null
2,2,Brentwood,"Muros, Barcelona, Brentwood, CA 94513",Townhouse,https://www.zillow.com/community/barcelona/2084312587_zpid/,New construction,No Data,11325.6,"$489,990+","1,342",CA,Muros Plan,2019,"$480,148",$365,94513
3.5,3,San Diego,"A-2, Avella at Civita, San Diego, CA 92108",Townhouse,https://www.zillow.com/community/avella-at-civita/2084166510_zpid/,New construction,No Data,11325.6,"$894,995+","2,124",CA,A-2 Plan,2019,"$870,667",$421,92108
2,2,San Jose,"Plan 1 Modeled, Metro II at Communications Hill, San Jose, CA 95136",Townhouse,https://www.zillow.com/community/metro-ii-at-communications-hill/2085545130_zpid/,New construction,No Data,11325.6,"$865,000+","1,658",CA,Plan 1 Modeled Plan,2019,"$856,014",$522,95136
3,3,Fremont,"37325 Hatchling Ter, Fremont, CA",null,https://www.zillow.com/community/renato/2094437512_zpid/,New construction,null,null,"$799,990+","1,436",CA,37325 Hatchling Ter,null,None,null,null
3.5,4,Chula Vista,"Plan 1X, Tosara II, Chula Vista, CA 91913",Townhouse,https://www.zillow.com/community/tosara-ii/2092846954_zpid/,New construction,No Data,null,"$494,900+","2,342",CA,Plan 1X Plan,2019,"$574,903",$211,91913
2.5,3,Oceanside,"Residence 3, Brisas at Pacific Ridge, Oceanside, CA 92056",Townhouse,https://www.zillow.com/community/brisas-at-pacific-ridge/2087807512_zpid/,New construction,No Data,null,"$556,990+","1,806",CA,Residence 3 Plan,2019,"$572,595",$308,92056
