Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,3,Cupertino,"10072 Amador Oak Ct, Cupertino, CA 95014",Townhouse,https://www.zillow.com/homedetails/10072-Amador-Oak-Ct-Cupertino-CA-95014/19631101_zpid/,Townhouse for sale,"1,894 sqft",1894.0,"$1,498,000","1,614",CA,10072 Amador Oak Ct,1970,"$1,538,013",$928,95014
2,3,Hayward,"1389 C St APT 4, Hayward, CA 94541",Townhouse,https://www.zillow.com/homedetails/1389-C-St-APT-4-Hayward-CA-94541/24971678_zpid/,Townhouse for sale,0.32 acres,13939.2,"$499,000","1,350",CA,1389 C St APT 4,1989,"$519,626",$370,94541
3,3,Livermore,"6159 Forget Me Not, Livermore, CA 94551",Townhouse,https://www.zillow.com/homedetails/6159-Forget-Me-Not-Livermore-CA-94551/68026722_zpid/,Townhouse for sale,No Data,13939.2,"$599,950","1,501",CA,6159 Forget Me Not,2004,"$600,460",$400,94551
2,3,HuntingtonBeach,"19843 Coventry Ln, Huntington Beach, CA 92646",Townhouse,https://www.zillow.com/homedetails/19843-Coventry-Ln-Huntington-Beach-CA-92646/25279076_zpid/,Townhouse for sale,879 sqft,879.0,"$479,900","1,100",CA,19843 Coventry Ln,1964,"$479,900",$436,92646
3,3,SanDiego,"11880 Bernardo Ter UNIT B, San Diego, CA 92128",Townhouse,https://www.zillow.com/homedetails/11880-Bernardo-Ter-UNIT-B-San-Diego-CA-92128/52510558_zpid/,Townhouse for sale,3.86 acres,168141.6,"$489,000","1,468",CA,11880 Bernardo Ter UNIT B,1979,"$487,832",$333,92128
3,3,Valencia,"24373 Allegra Way, Valencia, CA 91355",Townhouse,https://www.zillow.com/homedetails/24373-Allegra-Way-Valencia-CA-91355/65244848_zpid/,Townhouse for sale,4.82 acres,209959.2,"$569,999","1,936",CA,24373 Allegra Way,2004,"$570,001",$294,91355
3,3,Cypress,"5340 Harvard Way, Cypress, CA 90630",Townhouse,https://www.zillow.com/homedetails/5340-Harvard-Way-Cypress-CA-90630/250351584_zpid/,Townhouse for sale,No Data,209959.2,"$799,900","1,701",CA,5340 Harvard Way,2017,"$788,899",$470,90630
2,2,MountainView,"2526 W Middlefield Rd, Mountain View, CA 94043",Townhouse,https://www.zillow.com/homedetails/2526-W-Middlefield-Rd-Mountain-View-CA-94043/19510044_zpid/,Townhouse for sale,487 sqft,487.0,"$899,000",968,CA,2526 W Middlefield Rd,1976,"$945,102",$929,94043
2,2,SanDiego,"14152 Caminito Quevedo, San Diego, CA 92129",Townhouse,https://www.zillow.com/homedetails/14152-Caminito-Quevedo-San-Diego-CA-92129/16794753_zpid/,Townhouse for sale,6.87 acres,299257.2,"$375,000","1,056",CA,14152 Caminito Quevedo,1972,"$375,000",$355,92129
3,2,LosAngeles,"1717 Stoner Ave APT 114, Los Angeles, CA 90025",Townhouse,https://www.zillow.com/homedetails/1717-Stoner-Ave-APT-114-Los-Angeles-CA-90025/20465924_zpid/,Townhouse for sale,0.61 acres,26571.6,"$899,000","1,450",CA,1717 Stoner Ave APT 114,1981,"$915,942",$620,90025
3,3,LosAngeles,"15177 Magnolia Blvd UNIT D, Los Angeles, CA 91403",Townhouse,https://www.zillow.com/homedetails/15177-Magnolia-Blvd-UNIT-D-Los-Angeles-CA-91403/19976254_zpid/,Townhouse for sale,3.02 acres,131551.2,"$629,000","1,570",CA,15177 Magnolia Blvd UNIT D,1979,"$629,003",$401,91403
3,3,SanJose,"570 Crabapple Way, San Jose, CA 95111",Townhouse,https://www.zillow.com/homedetails/570-Crabapple-Way-San-Jose-CA-95111/19733764_zpid/,Townhouse for sale,"1,359 sqft",1359.0,"$528,000","1,249",CA,570 Crabapple Way,1969,"$539,785",$423,95111
3,2,LosAngeles,"14850 Parthenia St APT 3, Los Angeles, CA 91402",Townhouse,https://www.zillow.com/homedetails/14850-Parthenia-St-APT-3-Los-Angeles-CA-91402/20134830_zpid/,Townhouse for sale,0.95 acres,41382.0,"$369,963","1,427",CA,14850 Parthenia St APT 3,1978,"$369,976",$259,91402
2,2,SantaClara,"3003 Kaiser Dr UNIT D, Santa Clara, CA 95051",Townhouse,https://www.zillow.com/homedetails/3003-Kaiser-Dr-UNIT-D-Santa-Clara-CA-95051/19597052_zpid/,Townhouse for sale,483 sqft,483.0,"$650,888",992,CA,3003 Kaiser Dr UNIT D,1971,"$652,587",$656,95051
2,3,SanJose,"5378 Pistachio Grove Ct, San Jose, CA 95123",Townhouse,https://www.zillow.com/homedetails/5378-Pistachio-Grove-Ct-San-Jose-CA-95123/19825757_zpid/,Townhouse for sale,901 sqft,901.0,"$599,000","1,156",CA,5378 Pistachio Grove Ct,1970,"$604,178",$518,95123
2,2,Fremont,"38745 Aurora Ter, Fremont, CA 94536",Townhouse,https://www.zillow.com/homedetails/38745-Aurora-Ter-Fremont-CA-94536/25018353_zpid/,Townhouse for sale,No Data,901.0,"$549,000","1,123",CA,38745 Aurora Ter,1980,"$552,124",$489,94536
3,2,Carlsbad,"3643 Jetty Point, Carlsbad, CA 92010",Townhouse,https://www.zillow.com/homedetails/3643-Jetty-Point-Carlsbad-CA-92010/63140831_zpid/,Townhouse for sale,87 sqft,87.0,"$499,000","1,341",CA,3643 Jetty Point,2004,"$495,350",$372,92010
3,2,Los Angeles,"The Ray - Plan 2, Expo Walk, Los Angeles, CA 90018",Townhouse,https://www.zillow.com/community/expo-walk/2082626077_zpid/,New construction,No Data,87.0,"$735,990+","1,398",CA,The Ray - Plan 2 Plan,2019,"$740,472",$526,90018
3,3,Lincoln,"749 Equinox Loop, Lincoln, CA 95648",Townhouse,https://www.zillow.com/homedetails/749-Equinox-Loop-Lincoln-CA-95648/68560995_zpid/,Townhouse for sale,"1,986 sqft",1986.0,"$345,000","1,458",CA,749 Equinox Loop,2011,"$341,290",$237,95648
3,3,San Diego,"Plan 3, Solmar, San Diego, CA 92154",Townhouse,https://www.zillow.com/community/solmar/2082405724_zpid/,New construction,No Data,1986.0,"$380,000+","1,696",CA,Plan 3 Plan,2019,"$384,230",$224,92154
3,3,MenloPark,"2323 Sharon Rd, Menlo Park, CA 94025",Townhouse,https://www.zillow.com/homedetails/2323-Sharon-Rd-Menlo-Park-CA-94025/15637594_zpid/,Townhouse for sale,3.61 acres,157251.6,"$1,549,000","1,627",CA,2323 Sharon Rd,1968,"$1,581,033",$952,94025
3,2,SimiValley,"1818 Rory Ln UNIT 8, Simi Valley, CA 93063",Townhouse,https://www.zillow.com/homedetails/1818-Rory-Ln-UNIT-8-Simi-Valley-CA-93063/16456304_zpid/,Townhouse for sale,"1,014 sqft",1014.0,"$399,900","1,131",CA,1818 Rory Ln UNIT 8,1981,"$399,900",$354,93063
3,3,LosAngeles,"8828 Burnet Ave UNIT 10, Los Angeles, CA 91343",Townhouse,https://www.zillow.com/homedetails/8828-Burnet-Ave-UNIT-10-Los-Angeles-CA-91343/20135408_zpid/,Townhouse for sale,1.11 acres,48351.600000000006,"$349,900","1,066",CA,8828 Burnet Ave UNIT 10,1991,"$349,969",$328,91343
2,2,Carlsbad,"2378 La Costa Ave, Carlsbad, CA 92009",Townhouse,https://www.zillow.com/homedetails/2378-La-Costa-Ave-Carlsbad-CA-92009/16661035_zpid/,Townhouse for sale,0.63 acres,27442.8,"$679,000","2,006",CA,2378 La Costa Ave,1982,"$664,880",$338,92009
3,4,ChulaVista,"1233 Calle Pomelo UNIT 2, Chula Vista, CA 91913",Townhouse,https://www.zillow.com/homedetails/1233-Calle-Pomelo-UNIT-2-Chula-Vista-CA-91913/2084117614_zpid/,Townhouse for sale,No Data,27442.8,"$516,294","1,736",CA,1233 Calle Pomelo UNIT 2,2019,"$510,035",$297,91913
1,2,RanchoCucamonga,"7276 Hermosa Ave, Rancho Cucamonga, CA 91701",Townhouse,https://www.zillow.com/homedetails/7276-Hermosa-Ave-Rancho-Cucamonga-CA-91701/17596299_zpid/,Townhouse for sale,"1,500 sqft",1500.0,"$375,000",965,CA,7276 Hermosa Ave,1985,"$369,748",$389,91701
3,2,LosAngeles,"2915 Exposition Pl UNIT 4, Los Angeles, CA",Townhouse,https://www.zillow.com/homedetails/2915-Exposition-Pl-UNIT-4-Los-Angeles-CA-90018/2082318944_zpid/,New construction,No Data,1500.0,"$748,990","1,398",CA,2915 Exposition Pl UNIT 4,No Data,"$749,052",$536,null
2,3,LosAngeles,"10950 Saticoy St UNIT 30, Los Angeles, CA 91352",Townhouse,https://www.zillow.com/homedetails/10950-Saticoy-St-UNIT-30-Los-Angeles-CA-91352/20038118_zpid/,Townhouse for sale,3.77 acres,164221.2,"$415,000","1,207",CA,10950 Saticoy St UNIT 30,1973,"$415,087",$344,91352
2,3,LaJolla,"743 Bonair Way APT A, La Jolla, CA 92037",Townhouse,https://www.zillow.com/homedetails/743-Bonair-Way-APT-A-La-Jolla-CA-92037/16850048_zpid/,Townhouse for sale,"5,828 sqft",5828.0,"$1,449,000","1,729",CA,743 Bonair Way APT A,1974,"$1,357,766",$838,92037
2,2,YubaCity,"1128 Casita Dr APT 3, Yuba City, CA 95991",Townhouse,https://www.zillow.com/homedetails/1128-Casita-Dr-APT-3-Yuba-City-CA-95991/16086159_zpid/,Townhouse for sale,"1,306 sqft",1306.0,"$105,000",857,CA,1128 Casita Dr APT 3,1969,None,$123,95991
3.5,3,Carlsbad,"Plan 3, Kensington at The Square, Carlsbad, CA 92009",Townhouse,https://www.zillow.com/community/kensington-at-square/2084055214_zpid/,New construction,No Data,1306.0,"$785,000+","2,081",CA,Plan 3 Plan,2019,"$775,942",$377,92009
3,2,UnionCity,"523 Tamarack Dr APT 10, Union City, CA 94587",Townhouse,https://www.zillow.com/homedetails/523-Tamarack-Dr-APT-10-Union-City-CA-94587/2082319225_zpid/,Townhouse for sale,No Data,1306.0,"$509,950","1,072",CA,523 Tamarack Dr APT 10,1976,"$513,592",$476,94587
2,2,Oakland,"1873 Grand View Dr, Oakland, CA 94618",Townhouse,https://www.zillow.com/homedetails/1873-Grand-View-Dr-Oakland-CA-94618/24820072_zpid/,Townhouse for sale,"2,195 sqft",2195.0,"$1,195,000","2,044",CA,1873 Grand View Dr,1994,"$1,322,181",$585,94618
4,3,Fremont,"The Brook, Enclave at Mission Falls, Fremont, CA 94539",Townhouse,https://www.zillow.com/community/enclave-at-mission-falls/2082919839_zpid/,New construction,No Data,2195.0,"$1,231,990+","2,251",CA,The Brook Plan,2019,"$1,212,207",$547,94539
3,3,SanJose,"3234 Lago De Como Pl, San Jose, CA 95136",Townhouse,https://www.zillow.com/homedetails/3234-Lago-De-Como-Pl-San-Jose-CA-95136/79846264_zpid/,Townhouse for sale,940 sqft,940.0,"$789,000","1,380",CA,3234 Lago De Como Pl,2007,None,$572,95136
2,2,Hemet,"601 S Palm Ave UNIT C, Hemet, CA 92543",Townhouse,https://www.zillow.com/homedetails/601-S-Palm-Ave-UNIT-C-Hemet-CA-92543/17976564_zpid/,Townhouse for sale,"2,613 sqft",2613.0,"$139,900","1,247",CA,601 S Palm Ave UNIT C,1968,"$139,359",$112,92543
2,2,LakeForest,"20702 El Toro Rd APT 193, Lake Forest, CA 92630",Townhouse,https://www.zillow.com/homedetails/20702-El-Toro-Rd-APT-193-Lake-Forest-CA-92630/25754747_zpid/,Townhouse for sale,914 sqft,914.0,"$399,000",916,CA,20702 El Toro Rd APT 193,1980,"$391,906",$436,92630
3,3,ThousandOaks,"1044 Amberton Ln, Thousand Oaks, CA 91320",Townhouse,https://www.zillow.com/homedetails/1044-Amberton-Ln-Thousand-Oaks-CA-91320/16468750_zpid/,Townhouse for sale,"1,289 sqft",1289.0,"$599,000","1,671",CA,1044 Amberton Ln,1990,"$592,824",$358,91320
