Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,6,LongBeach,"1014 Myrtle Ave, Long Beach, CA 90813",Multi Family,https://www.zillow.com/homedetails/1014-Myrtle-Ave-Long-Beach-CA-90813/136199147_zpid/,Apartment for sale,"$1,025,000","3,313",CA,1014 Myrtle Ave,1913,"$1,025,005",$309,90813
4,6,SantaRosa,"5270 Old Redwood Hwy, Santa Rosa, CA 95403",Multi Family,https://www.zillow.com/homedetails/5270-Old-Redwood-Hwy-Santa-Rosa-CA-95403/15787198_zpid/,Apartment for sale,"$740,000","2,513",CA,5270 Old Redwood Hwy,1946,"$745,158",$294,95403
6,8,SanDiego,"4349-53 Altadena Ave, San Diego, CA 92115",Multi Family,https://www.zillow.com/homedetails/4349-53-Altadena-Ave-San-Diego-CA-92115/295356662_zpid/,Apartment for sale,"$925,000","3,425",CA,4349-53 Altadena Ave,1936,"$911,221",$270,92115
4,5,LosAngeles,"4455 Topaz St, Los Angeles, CA 90032",Multi Family,https://www.zillow.com/homedetails/4455-Topaz-St-Los-Angeles-CA-90032/20689723_zpid/,Apartment for sale,"$710,000","2,010",CA,4455 Topaz St,1928,"$710,005",$353,90032
3,4,LosAngeles,"6200 San Vicente Blvd, Los Angeles, CA 90048",Multi Family,https://www.zillow.com/homedetails/6200-San-Vicente-Blvd-Los-Angeles-CA-90048/20610040_zpid/,Apartment for sale,"$1,700,000","3,646",CA,6200 San Vicente Blvd,1937,"$1,697,097",$466,90048
2,4,LosAngeles,"727 Oakford Dr, Los Angeles, CA 90022",Multi Family,https://www.zillow.com/homedetails/727-Oakford-Dr-Los-Angeles-CA-90022/21082185_zpid/,Apartment for sale,"$550,000","1,599",CA,727 Oakford Dr,1928,None,$344,90022
--,Studio,LosAngeles,"2620 Alsace Ave, Los Angeles, CA 90016",Multi Family,https://www.zillow.com/homedetails/2620-Alsace-Ave-Los-Angeles-CA-90016/20588969_zpid/,Apartment for sale,"$1,195,000","1,736",CA,2620 Alsace Ave,1923,"$1,210,933",$688,90016
--,15,Fairfield,"1625 Kidder Ave, Fairfield, CA 94533",Multi Family,https://www.zillow.com/homedetails/1625-Kidder-Ave-Fairfield-CA-94533/2082459339_zpid/,Apartment for sale,"$2,725,000","9,750",CA,1625 Kidder Ave,1961,"$2,612,726",$279,94533
3,4,LosAngeles,"1036 W 60th St, Los Angeles, CA 90044",Multi Family,https://www.zillow.com/homedetails/1036-W-60th-St-Los-Angeles-CA-90044/20928058_zpid/,Apartment for sale,"$599,995","1,872",CA,1036 W 60th St,1942,"$599,964",$321,90044
3,4,Alhambra,"9 W Pine St, Alhambra, CA 91801",Multi Family,https://www.zillow.com/homedetails/9-W-Pine-St-Alhambra-CA-91801/20697356_zpid/,Apartment for sale,"$1,250,000","2,212",CA,9 W Pine St,1953,"$1,236,188",$565,91801
9,9,Barstow,"1600 N 1st Ave, Barstow, CA 92311",Multi Family,https://www.zillow.com/homedetails/1600-N-1st-Ave-Barstow-CA-92311/2093335507_zpid/,Apartment for sale,"$128,000","5,475",CA,1600 N 1st Ave,1947,"$123,870",$23,92311
--,Studio,Bakersfield,"10124 Rosedale Hwy, Bakersfield, CA 93312",Multi Family,https://www.zillow.com/homedetails/10124-Rosedale-Hwy-Bakersfield-CA-93312/2082460259_zpid/,Apartment for sale,"$1,199,000","9,911",CA,10124 Rosedale Hwy,1980,"$1,183,428",$121,93312
--,5,ElCentro,"663 1/2 663 1/2 W Olive, El Centro, CA 92243",Multi Family,https://www.zillow.com/homedetails/663-1-2-663-1-2-W-Olive-El-Centro-CA-92243/2082460736_zpid/,Apartment for sale,"$240,000","2,459",CA,663 1/2 663 1/2 W Olive,1953,"$240,102",$98,92243
3,5,Barstow,"36231 Ramirez Rd, Barstow, CA 92311",Multi Family,https://www.zillow.com/homedetails/36231-Ramirez-Rd-Barstow-CA-92311/17452861_zpid/,Apartment for sale,"$195,000","2,659",CA,36231 Ramirez Rd,1950,"$190,398",$73,92311
--,Studio,RedwoodCity,"916 7th Ave, Redwood City, CA 94063",Multi Family,https://www.zillow.com/homedetails/916-7th-Ave-Redwood-City-CA-94063/15567981_zpid/,Apartment for sale,"$1,220,000","1,955",CA,916 7th Ave,1956,"$1,231,905",$624,94063
4,6,TwentyninePalms,"74296 Two Mile Rd, Twentynine Palms, CA 92277",Multi Family,https://www.zillow.com/homedetails/74296-Two-Mile-Rd-Twentynine-Palms-CA-92277/17505276_zpid/,Apartment for sale,"$345,000","2,812",CA,74296 Two Mile Rd,1940,"$339,778",$123,92277
4,5,Chico,"2950 Jolyn Way, Chico, CA 95973",Multi Family,https://www.zillow.com/homedetails/2950-Jolyn-Way-Chico-CA-95973/18221537_zpid/,Apartment for sale,"$439,000","2,426",CA,2950 Jolyn Way,1978,"$438,863",$181,95973
3,6,RedondoBeach,"2105 Vail Ave, Redondo Beach, CA 90278",Multi Family,https://www.zillow.com/homedetails/2105-Vail-Ave-Redondo-Beach-CA-90278/20405952_zpid/,Apartment for sale,"$1,500,000","2,439",CA,2105 Vail Ave,1952,"$1,485,990",$615,90278
--,Studio,Carmichael,"5128 Ramona Vista Way, Carmichael, CA 95608",Multi Family,https://www.zillow.com/homedetails/5128-Ramona-Vista-Way-Carmichael-CA-95608/26096903_zpid/,Apartment for sale,"$569,000","2,231",CA,5128 Ramona Vista Way,1978,"$569,002",$255,95608
--,Studio,CitrusHeights,"6520 Mauana Way, Citrus Heights, CA 95610",Multi Family,https://www.zillow.com/homedetails/6520-Mauana-Way-Citrus-Heights-CA-95610/26047637_zpid/,Apartment for sale,"$349,652","1,657",CA,6520 Mauana Way,1974,"$349,568",$211,95610
3,4,LosAngeles,"220 E Vernon Ave, Los Angeles, CA 90011",Multi Family,https://www.zillow.com/homedetails/220-E-Vernon-Ave-Los-Angeles-CA-90011/20616783_zpid/,Apartment for sale,"$469,000","1,840",CA,220 E Vernon Ave,1902,"$469,072",$255,90011
2,4,LosAngeles,"1208 E 76th Pl, Los Angeles, CA 90001",Multi Family,https://www.zillow.com/homedetails/1208-E-76th-Pl-Los-Angeles-CA-90001/20941804_zpid/,Apartment for sale,"$530,000","1,826",CA,1208 E 76th Pl,1924,"$530,534",$290,90001
--,Studio,Lodi,"436 E Pine St, Lodi, CA 95240",Multi Family,https://www.zillow.com/homedetails/436-E-Pine-St-Lodi-CA-95240/15267154_zpid/,Apartment for sale,"$299,000","1,653",CA,436 E Pine St,1910,"$290,913",$181,95240
4,8,MorenoValley,"13918 Elsworth St, Moreno Valley, CA 92553",Multi Family,https://www.zillow.com/homedetails/13918-Elsworth-St-Moreno-Valley-CA-92553/2097596930_zpid/,Apartment for sale,"$725,000","3,400",CA,13918 Elsworth St,1972,"$714,906",$213,92553
3,5,LosAngeles,"247 E 84th St, Los Angeles, CA 90003",Multi Family,https://www.zillow.com/homedetails/247-E-84th-St-Los-Angeles-CA-90003/20945447_zpid/,Apartment for sale,"$675,000","2,161",CA,247 E 84th St,1923,"$674,986",$312,90003
2,6,LosAngeles,"9414 S San Pedro St, Los Angeles, CA 90003",Multi Family,https://www.zillow.com/homedetails/9414-S-San-Pedro-St-Los-Angeles-CA-90003/54668761_zpid/,Apartment for sale,"$650,000","1,536",CA,9414 S San Pedro St,1940,"$650,004",$423,90003
5,6,Hawthorne,"4511 W 120th St, Hawthorne, CA 90250",Multi Family,https://www.zillow.com/homedetails/4511-W-120th-St-Hawthorne-CA-90250/20349545_zpid/,Apartment for sale,"$1,150,000","3,132",CA,4511 W 120th St,1964,None,$367,90250
2,3,LosAngeles,"Ave, Los Angeles, CA 90024",Multi Family,https://www.zillow.com/homedetails/Ave-Los-Angeles-CA-90024/2085719548_zpid/,Apartment for sale,"$2,998,000","1,791",CA,Ave,1939,"$2,935,575","$1,674",90024
7,6,LosAngeles,"827 N Coronado St, Los Angeles, CA 90026",Multi Family,https://www.zillow.com/homedetails/827-N-Coronado-St-Los-Angeles-CA-90026/20739004_zpid/,Apartment for sale,"$2,175,000","4,406",CA,827 N Coronado St,1912,None,$494,90026
1,2,VanNuys,"5946 Cedros Ave, Van Nuys, CA 91411",Multi Family,https://www.zillow.com/homedetails/5946-Cedros-Ave-Van-Nuys-CA-91411/19972343_zpid/,Apartment for sale,"$750,000",858,CA,5946 Cedros Ave,1943,"$753,090",$874,91411
26,13,NorthHollywood,"10748 Riverside Dr, North Hollywood, CA 91602",Multi Family,https://www.zillow.com/homedetails/10748-Riverside-Dr-North-Hollywood-CA-91602/20043345_zpid/,Apartment for sale,"$6,500,000","16,457",CA,10748 Riverside Dr,2018,"$6,341,113",$395,91602
3,6,Modesto,"110 James St, Modesto, CA 95354",Multi Family,https://www.zillow.com/homedetails/110-James-St-Modesto-CA-95354/300257284_zpid/,Apartment for sale,"$625,000","2,322",CA,110 James St,1977,"$608,651",$269,95354
1,1,LosAngeles,"1546 Silver Lake Blvd, Los Angeles, CA 90026",Multi Family,https://www.zillow.com/homedetails/1546-Silver-Lake-Blvd-Los-Angeles-CA-90026/20745091_zpid/,Apartment for sale,"$1,250,000","1,087",CA,1546 Silver Lake Blvd,1925,"$1,264,534","$1,150",90026
4,3,LongBeach,"27 66th Pl, Long Beach, CA 90803",Multi Family,https://www.zillow.com/homedetails/27-66th-Pl-Long-Beach-CA-90803/21217567_zpid/,Apartment for sale,"$1,800,000","2,463",CA,27 66th Pl,1949,"$1,771,428",$731,90803
3,3,Lynwood,"5227 Elmwood Ave, Lynwood, CA 90262",Multi Family,https://www.zillow.com/homedetails/5227-Elmwood-Ave-Lynwood-CA-90262/21021514_zpid/,Apartment for sale,"$1,500,000","6,174",CA,5227 Elmwood Ave,2019,"$1,500,001",$243,90262
7,8,LosAngeles,"1900 S Garth Ave, Los Angeles, CA 90034",Multi Family,https://www.zillow.com/homedetails/1900-S-Garth-Ave-Los-Angeles-CA-90034/20491490_zpid/,Apartment for sale,"$1,740,000","4,136",CA,1900 S Garth Ave,1942,"$1,721,519",$421,90034
4,7,Lomita,"2346 48 50 246th St, Lomita, CA 90717",Multi Family,https://www.zillow.com/homedetails/2346-48-50-246th-St-Lomita-CA-90717/2082471414_zpid/,Apartment for sale,"$1,108,888","2,800",CA,2346 48 50 246th St,1968,"$1,107,464",$396,90717
--,Studio,SanFrancisco,"2874 16th St, San Francisco, CA 94103",Multi Family,https://www.zillow.com/homedetails/2874-16th-St-San-Francisco-CA-94103/2082471512_zpid/,Apartment for sale,"$3,200,000","5,010",CA,2874 16th St,1908,"$3,525,035",$639,94103
2,5,LaHabra,"350 S Monte Vista St APT E, La Habra, CA 90631",Multi Family,https://www.zillow.com/homedetails/350-S-Monte-Vista-St-APT-E-La-Habra-CA-90631/25361896_zpid/,Apartment for sale,"$499,000","1,859",CA,350 S Monte Vista St APT E,1950,"$485,050",$268,90631
9,16,Nipomo,"480 Amado St, Nipomo, CA 93444",Multi Family,https://www.zillow.com/homedetails/480-Amado-St-Nipomo-CA-93444/147220185_zpid/,Apartment for sale,"$1,200,000",--,CA,480 Amado St,1950,"$1,167,394",No Data,93444
2,4,Westminster,"13761 Locust St, Westminster, CA 92683",Multi Family,https://www.zillow.com/homedetails/13761-Locust-St-Westminster-CA-92683/25180165_zpid/,Apartment for sale,"$799,000",900,CA,13761 Locust St,1949,"$791,089",$888,92683
2,4,Oakland,"3127 Park Blvd, Oakland, CA 94610",Multi Family,https://www.zillow.com/homedetails/3127-Park-Blvd-Oakland-CA-94610/24762640_zpid/,Apartment for sale,"$875,000","1,876",CA,3127 Park Blvd,1947,"$1,129,925",$466,94610
2,3,Artesia,"18318 Clarkdale Ave, Artesia, CA 90701",Multi Family,https://www.zillow.com/homedetails/18318-Clarkdale-Ave-Artesia-CA-90701/21121873_zpid/,Apartment for sale,"$595,000","1,209",CA,18318 Clarkdale Ave,1948,"$595,004",$492,90701
3,6,LosAngeles,"1030 W 90th St, Los Angeles, CA 90044",Multi Family,https://www.zillow.com/homedetails/1030-W-90th-St-Los-Angeles-CA-90044/20956171_zpid/,Apartment for sale,"$719,999","2,437",CA,1030 W 90th St,1910,"$720,004",$295,90044
--,4,Gardena,"14002 S Berendo Ave, Gardena, CA 90247",Multi Family,https://www.zillow.com/homedetails/14002-S-Berendo-Ave-Gardena-CA-90247/20985119_zpid/,Apartment for sale,"$749,000","2,219",CA,14002 S Berendo Ave,1964,"$754,698",$338,90247
4,4,Cardiff,"2129 Montgomery Ave, Cardiff, CA 92007",Multi Family,https://www.zillow.com/homedetails/2129-Montgomery-Ave-Cardiff-CA-92007/16722960_zpid/,Apartment for sale,"$1,899,000","2,894",CA,2129 Montgomery Ave,1991,"$1,875,000",$656,92007
