Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,4,Visalia,"2901 W Lark Ave, Visalia, CA 93291",Single Family,https://www.zillow.com/homedetails/2901-W-Lark-Ave-Visalia-CA-93291/83372349_zpid/,House for sale,0.28 acres,12196.8,"$385,999 ","2,259",CA,2901 W Lark Ave,2016,"$374,837 ",$171 ,93291
1,2,HalfMoonBay,"48 Harvard Ave, Half Moon Bay, CA 94019",Single Family,https://www.zillow.com/homedetails/48-Harvard-Ave-Half-Moon-Bay-CA-94019/15552124_zpid/,House for sale,"3,497 sqft",3497,"$700,000 ",950,CA,48 Harvard Ave,1948,"$711,351 ",$737 ,94019
2,3,Vista,"725 Mar Vista Dr, Vista, CA 92081",Single Family,https://www.zillow.com/homedetails/725-Mar-Vista-Dr-Vista-CA-92081/16637616_zpid/,House for sale,1.01 acres,43995.6,"$649,000 ","2,321",CA,725 Mar Vista Dr,1990,"$642,097 ",$280 ,92081
2,4,MissionViejo,"24451 Chrisanta Dr, Mission Viejo, CA 92691",Single Family,https://www.zillow.com/homedetails/24451-Chrisanta-Dr-Mission-Viejo-CA-92691/25611688_zpid/,House for sale,0.27 acres,11761.2,"$749,900 ","1,822",CA,24451 Chrisanta Dr,1968,"$749,907 ",$412 ,92691
9,6,LosAngeles,"810 N Orlando Ave, Los Angeles, CA 90069",Single Family,https://www.zillow.com/homedetails/810-N-Orlando-Ave-Los-Angeles-CA-90069/20787292_zpid/,House for sale,0.28 acres,12196.8,"$10,995,000 ","9,571",CA,810 N Orlando Ave,2018,"$10,545,564 ","$1,149 ",90069
3,3,SantaRosa,"1925 Waterford St, Santa Rosa, CA 95403",Single Family,https://www.zillow.com/homedetails/1925-Waterford-St-Santa-Rosa-CA-95403/15778436_zpid/,House for sale,"5,227 sqft",5227,"$525,000 ","1,559",CA,1925 Waterford St,1989,"$525,834 ",$337 ,95403
4,4,Downey,"10229 Pico Vista Rd, Downey, CA 90241",Single Family,https://www.zillow.com/homedetails/10229-Pico-Vista-Rd-Downey-CA-90241/63092655_zpid/,For sale by owner,"7,405 sqft",7405,"$1,250,000 ","3,722",CA,10229 Pico Vista Rd,2003,"$1,165,699 ",$336 ,90241
3,5,MissionViejo,"26831 Belleza Cir, Mission Viejo, CA 92691",Single Family,https://www.zillow.com/homedetails/26831-Belleza-Cir-Mission-Viejo-CA-92691/25602935_zpid/,House for sale,0.26 acres,11325.6,"$989,000 ","3,000",CA,26831 Belleza Cir,1970,"$989,001 ",$330 ,92691
2,4,Goleta,"6106 Manzanillo Dr, Goleta, CA 93117",Single Family,https://www.zillow.com/homedetails/6106-Manzanillo-Dr-Goleta-CA-93117/15915700_zpid/,House for sale,0.3 acres,13068,"$1,329,000 ","1,868",CA,6106 Manzanillo Dr,1970,"$1,294,338 ",$711 ,93117
2,4,Oakland,"2885 Chelsea Dr, Oakland, CA 94611",Single Family,https://www.zillow.com/homedetails/2885-Chelsea-Dr-Oakland-CA-94611/24814476_zpid/,House for sale,"5,140 sqft",5140,"$995,000 ","2,130",CA,2885 Chelsea Dr,1962,"$1,205,502 ",$467 ,94611
3,4,Calabasas,"22101 Cairnloch St, Calabasas, CA 91302",Single Family,https://www.zillow.com/homedetails/22101-Cairnloch-St-Calabasas-CA-91302/19902120_zpid/,House for sale,0.31 acres,13503.6,"$1,549,000 ","2,877",CA,22101 Cairnloch St,1987,"$1,549,003 ",$538 ,91302
4,5,Truckee,"10760 Skislope Way, Truckee, CA 96161",Single Family,https://www.zillow.com/homedetails/10760-Skislope-Way-Truckee-CA-96161/94691122_zpid/,House for sale,0.32 acres,13939.2,"$985,000 ","3,200",CA,10760 Skislope Way,2019,"$966,083 ",$308 ,96161
2,3,Whittier,"12411 Duffield Ave, Whittier, CA 90605",Single Family,https://www.zillow.com/homedetails/12411-Duffield-Ave-Whittier-CA-90605/21377699_zpid/,House for sale,"5,601 sqft",5601,"$489,000 ","1,111",CA,12411 Duffield Ave,1955,"$492,917 ",$440 ,90605
2,3,Menifee,"25100 Sherman Rd, Menifee, CA 92585",Single Family,https://www.zillow.com/homedetails/25100-Sherman-Rd-Menifee-CA-92585/17912834_zpid/,House for sale,1.39 acres,60548.4,"$419,900 ","1,724",CA,25100 Sherman Rd,1990,"$416,828 ",$244 ,92585
2,4,Bakersfield,"10825 Coronado Pointe Dr, Bakersfield, CA 93311",Single Family,https://www.zillow.com/homedetails/10825-Coronado-Pointe-Dr-Bakersfield-CA-93311/95522601_zpid/,House for sale,"7,840 sqft",7840,"$299,900 ","2,021",CA,10825 Coronado Pointe Dr,2013,"$293,572 ",$148 ,93311
3,4,Altadena,"4543 El Prieto Rd, Altadena, CA 91001",Single Family,https://www.zillow.com/homedetails/4543-El-Prieto-Rd-Altadena-CA-91001/20923446_zpid/,House for sale,0.36 acres,15681.6,"$1,350,000 ","2,768",CA,4543 El Prieto Rd,1956,"$1,228,509 ",$488 ,91001
2,4,Oakland,"1343 Excelsior Ave, Oakland, CA 94602",Single Family,https://www.zillow.com/homedetails/1343-Excelsior-Ave-Oakland-CA-94602/24763682_zpid/,House for sale,"3,645 sqft",3645,"$798,000 ","1,222",CA,1343 Excelsior Ave,1926,None,$653 ,94602
2,3,Westminster,"15641 Irene Way, Westminster, CA 92683",Single Family,https://www.zillow.com/homedetails/15641-Irene-Way-Westminster-CA-92683/25204788_zpid/,House for sale,"7,139 sqft",7139,"$718,888 ","1,527",CA,15641 Irene Way,1962,"$718,894 ",$471 ,92683
2,3,Reseda,"17961 Vanowen St, Reseda, CA 91335",Single Family,https://www.zillow.com/homedetails/17961-Vanowen-St-Reseda-CA-91335/19917378_zpid/,House for sale,"6,311 sqft",6311,"$529,000 ","1,500",CA,17961 Vanowen St,1950,"$535,613 ",$353 ,91335
1,3,LosAngeles,"1516 W 67th St, Los Angeles, CA 90047",Single Family,https://www.zillow.com/homedetails/1516-W-67th-St-Los-Angeles-CA-90047/20935811_zpid/,House for sale,"4,038 sqft",4038,"$430,000 ",959,CA,1516 W 67th St,1922,"$430,030 ",$448 ,90047
1,2,SanDiego,"4404 Arizona St, San Diego, CA 92116",Single Family,https://www.zillow.com/homedetails/4404-Arizona-St-San-Diego-CA-92116/16954923_zpid/,House for sale,"4,647 sqft",4647,"$649,900 ",810,CA,4404 Arizona St,1912,"$649,905 ",$802 ,92116
3,5,Clovis,"164 Cromwell Ave, Clovis, CA 93611",Single Family,https://www.zillow.com/homedetails/164-Cromwell-Ave-Clovis-CA-93611/18799118_zpid/,House for sale,"8,969 sqft",8969,"$469,000 ","2,434",CA,164 Cromwell Ave,1995,"$456,493 ",$193 ,93611
3,4,Clovis,"481 Lester Ave, Clovis, CA 93619",Single Family,https://www.zillow.com/homedetails/481-Lester-Ave-Clovis-CA-93619/68989605_zpid/,House for sale,"6,869 sqft",6869,"$495,000 ","2,493",CA,481 Lester Ave,2006,"$483,731 ",$199 ,93619
8,5,LosAngeles,"7681 Willow Glen Rd, Los Angeles, CA 90046",Single Family,https://www.zillow.com/homedetails/7681-Willow-Glen-Rd-Los-Angeles-CA-90046/20801850_zpid/,House for sale,0.82 acres,35719.2,"$9,950,000 ","9,041",CA,7681 Willow Glen Rd,2019,"$9,164,473 ","$1,101 ",90046
4,6,SanJose,"1580 Willowbrae Ave, San Jose, CA 95125",Single Family,https://www.zillow.com/homedetails/1580-Willowbrae-Ave-San-Jose-CA-95125/19682323_zpid/,House for sale,"6,825 sqft",6825,"$2,150,000 ","2,875",CA,1580 Willowbrae Ave,2019,"$2,150,009 ",$748 ,95125
1,2,LongBeach,"3517 Carfax Ave, Long Beach, CA 90808",Single Family,https://www.zillow.com/homedetails/3517-Carfax-Ave-Long-Beach-CA-90808/21187730_zpid/,House for sale,"5,296 sqft",5296,"$575,000 ",902,CA,3517 Carfax Ave,1950,"$575,004 ",$637 ,90808
2,2,LosAngeles,"527 N Gower St, Los Angeles, CA 90004",Single Family,https://www.zillow.com/homedetails/527-N-Gower-St-Los-Angeles-CA-90004/20782742_zpid/,House for sale,"5,606 sqft",5606,"$1,195,000 ","1,176",CA,527 N Gower St,1920,"$1,239,718 ","$1,016 ",90004
3,5,Lagunitas,"7391 Sir Francis Drake Blvd, Lagunitas, CA 94938",Single Family,https://www.zillow.com/homedetails/7391-Sir-Francis-Drake-Blvd-Lagunitas-CA-94938/80625363_zpid/,House for sale,"7,405 sqft",7405,"$795,000 ","1,898",CA,7391 Sir Francis Drake Blvd,1977,"$796,539 ",$419 ,94938
4,4,HuntingtonBeach,"18316 Fieldbury Ln, Huntington Beach, CA 92648",Single Family,https://www.zillow.com/homedetails/18316-Fieldbury-Ln-Huntington-Beach-CA-92648/25288519_zpid/,House for sale,"5,998 sqft",5998,"$1,295,000 ","2,672",CA,18316 Fieldbury Ln,1980,"$1,289,921 ",$485 ,92648
3,4,Sacramento,"7926 Carmencita Ave, Sacramento, CA 95829",Single Family,https://www.zillow.com/homedetails/7926-Carmencita-Ave-Sacramento-CA-95829/25940735_zpid/,House for sale,2.43 acres,105850.8,"$549,900 ","1,500",CA,7926 Carmencita Ave,1959,"$540,252 ",$367 ,95829
2.5,4,Fresno,"1484 N Fancher Ave, Fresno, CA 93737",Single Family,https://www.zillow.com/homedetails/1484-N-Fancher-Ave-Fresno-CA-93737/18652561_zpid/,House for sale,491 acres,21387960,"$615,000 ","2,785",CA,1484 N Fancher Ave,1968,"$593,035 ",$221 ,93737
3,4,Irvine,"8 Deodar St, Irvine, CA 92604",Single Family,https://www.zillow.com/homedetails/8-Deodar-St-Irvine-CA-92604/25488102_zpid/,House for sale,"2,108 sqft",2108,"$738,800 ","1,642",CA,8 Deodar St,1976,"$734,267 ",$450 ,92604
3,4,Downey,"9322 Tweedy Ln, Downey, CA 90240",Single Family,https://www.zillow.com/homedetails/9322-Tweedy-Ln-Downey-CA-90240/21092773_zpid/,House for sale,"10,833 sqft",10833,"$749,000 ","2,522",CA,9322 Tweedy Ln,1949,"$746,220 ",$297 ,90240
2,4,RohnertPark,"741 Lindsay Ave, Rohnert Park, CA 94928",Single Family,https://www.zillow.com/homedetails/741-Lindsay-Ave-Rohnert-Park-CA-94928/15790479_zpid/,House for sale,"6,534 sqft",6534,"$525,000 ","1,392",CA,741 Lindsay Ave,1971,"$529,506 ",$377 ,94928
6,5,Malibu,"5941 Kanan Dume Rd, Malibu, CA 90265",Single Family,https://www.zillow.com/homedetails/5941-Kanan-Dume-Rd-Malibu-CA-90265/95545462_zpid/,House for sale,2.1 acres,91476,"$9,490,000 ","6,635",CA,5941 Kanan Dume Rd,2009,"$9,267,796 ","$1,430 ",90265
2,2,SanJuanCapistrano,"30651 Calle Chueca, San Juan Capistrano, CA 92675",Single Family,https://www.zillow.com/homedetails/30651-Calle-Chueca-San-Juan-Capistrano-CA-92675/25560455_zpid/,House for sale,"2,369 sqft",2369,"$464,000 ","1,095",CA,30651 Calle Chueca,1965,"$464,000 ",$424 ,92675
3,5,Folsom,"104 Gloucester Sq, Folsom, CA 95630",Single Family,https://www.zillow.com/homedetails/104-Gloucester-Sq-Folsom-CA-95630/25876944_zpid/,House for sale,0.31 acres,13503.6,"$699,000 ","2,585",CA,104 Gloucester Sq,1989,"$699,004 ",$270 ,95630
2,4,Perris,"1221 Sunset Ave, Perris, CA 92571",Single Family,https://www.zillow.com/homedetails/1221-Sunset-Ave-Perris-CA-92571/82814130_zpid/,House for sale,"7,840 sqft",7840,"$345,000 ","1,949",CA,1221 Sunset Ave,2007,"$345,001 ",$177 ,92571
6,5,Glendale,"3308 Barnes Cir, Glendale, CA",Single Family,https://www.zillow.com/homedetails/3308-Barnes-Cir-Glendale-CA-91208/95571243_zpid/,New construction,0.57 acres,24829.2,"$3,988,000 ","5,481",CA,3308 Barnes Cir,2018,"$3,292,679 ",$728 ,null
3,4,SanFrancisco,"2324 Funston Ave, San Francisco, CA 94116",Single Family,https://www.zillow.com/homedetails/2324-Funston-Ave-San-Francisco-CA-94116/15120093_zpid/,House for sale,"4,704 sqft",4704,"$1,950,000 ","2,605",CA,2324 Funston Ave,1915,"$2,306,451 ",$749 ,94116
2,3,FairwayEstates,"174 Plan, Fairway Estates",Single Family,https://www.zillow.com/community/fairway-estates/2082625562_zpid/,New construction,No Data,No Data,"$97,900+","1,213",null,174 Plan,2019,"$97,900 ",null,null
7,5,Pasadena,"1725 Orlando Rd, Pasadena, CA 91106",Single Family,https://www.zillow.com/homedetails/1725-Orlando-Rd-Pasadena-CA-91106/20701537_zpid/,House for sale,0.82 acres,35719.2,"$8,999,000 ","8,322",CA,1725 Orlando Rd,1998,"$8,747,631 ","$1,081 ",91106
2,3,SantaAna,"1226 W 2nd St, Santa Ana, CA 92703",Single Family,https://www.zillow.com/homedetails/1226-W-2nd-St-Santa-Ana-CA-92703/25093142_zpid/,House for sale,"6,281 sqft",6281,"$379,100 ",860,CA,1226 W 2nd St,1921,"$385,453 ",$441 ,92703
2,3,SanJose,"1856 Sumatra Ave, San Jose, CA 95122",Single Family,https://www.zillow.com/homedetails/1856-Sumatra-Ave-San-Jose-CA-95122/19730126_zpid/,House for sale,"5,366 sqft",5366,"$690,000 ","1,040",CA,1856 Sumatra Ave,1959,"$709,714 ",$663 ,95122
2,3,SantaRosa,"525 Surrey Dr, Santa Rosa, CA 95401",Single Family,https://www.zillow.com/homedetails/525-Surrey-Dr-Santa-Rosa-CA-95401/15843635_zpid/,House for sale,"5,662 sqft",5662,"$524,900 ","1,544",CA,525 Surrey Dr,1965,"$529,768 ",$340 ,95401
3,5,Sacramento,"2218 Able Ct, Sacramento, CA 95835",Single Family,https://www.zillow.com/homedetails/2218-Able-Ct-Sacramento-CA-95835/26017227_zpid/,House for sale,"6,303 sqft",6303,"$499,000 ","2,658",CA,2218 Able Ct,2000,"$499,003 ",$188 ,95835
2.5,3,SanFrancisco,"1250 42nd Ave, San Francisco, CA 94122",Single Family,https://www.zillow.com/homedetails/1250-42nd-Ave-San-Francisco-CA-94122/15101096_zpid/,House for sale,"3,001 sqft",3001,"$1,298,000 ","1,679",CA,1250 42nd Ave,1921,"$1,552,792 ",$773 ,94122
