Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
--,Studio,Bakersfield,"420 4th St, Bakersfield, CA 93304",Multi Family,https://www.zillow.com/homedetails/420-4th-St-Bakersfield-CA-93304/2104185541_zpid/,Apartment for sale,"$475,000",--,CA,420 4th St,1944,"$457,255",No Data,93304
3,5,SanFrancisco,"97 Farallones St, San Francisco, CA 94112",Multi Family,https://www.zillow.com/homedetails/97-Farallones-St-San-Francisco-CA-94112/2082430524_zpid/,Apartment for sale,"$1,288,000","1,950",CA,97 Farallones St,1945,"$1,420,109",$661,94112
5,9,Richmond,"40 18th St, Richmond, CA 94801",Multi Family,https://www.zillow.com/homedetails/40-18th-St-Richmond-CA-94801/2082430760_zpid/,Apartment for sale,"$995,000","3,848",CA,40 18th St,1961,"$1,054,911",$259,94801
5,8,LosAngeles,"1400 Alvarado Ter, Los Angeles, CA 90006",Multi Family,https://www.zillow.com/homedetails/1400-Alvarado-Ter-Los-Angeles-CA-90006/20624107_zpid/,Apartment for sale,"$989,000","2,748",CA,1400 Alvarado Ter,1905,"$982,996",$360,90006
--,Studio,NorthHighlands,"4130 Greenlawn Way, North Highlands, CA 95660",Multi Family,https://www.zillow.com/homedetails/4130-Greenlawn-Way-North-Highlands-CA-95660/26022289_zpid/,Apartment for sale,"$385,000","1,870",CA,4130 Greenlawn Way,1980,"$385,001",$206,95660
2,2,SpringValley,"3123 King Arthurs Ct, Spring Valley, CA 91977",Multi Family,https://www.zillow.com/homedetails/3123-King-Arthurs-Ct-Spring-Valley-CA-91977/17046391_zpid/,Apartment for sale,"$285,000","1,059",CA,3123 King Arthurs Ct,1988,"$285,002",$269,91977
--,Studio,Richmond,"651 S 21st St, Richmond, CA 94804",Multi Family,https://www.zillow.com/homedetails/651-S-21st-St-Richmond-CA-94804/82858969_zpid/,Apartment for sale,"$500,000",813,CA,651 S 21st St,1941,"$511,450",$615,94804
--,Studio,Bakersfield,"336 Mccord Ave, Bakersfield, CA 93308",Multi Family,https://www.zillow.com/homedetails/336-Mccord-Ave-Bakersfield-CA-93308/2082435542_zpid/,Apartment for sale,"$550,000",--,CA,336 Mccord Ave,1950,"$534,470",No Data,93308
--,Studio,Bakersfield,"311 Decatur St, Bakersfield, CA 93308",Multi Family,https://www.zillow.com/homedetails/311-Decatur-St-Bakersfield-CA-93308/18922064_zpid/,Apartment for sale,"$169,900","1,639",CA,311 Decatur St,1934,"$167,683",$104,93308
3,4,Carson,"2626 E Carson St, Carson, CA 90810",Multi Family,https://www.zillow.com/homedetails/2626-E-Carson-St-Carson-CA-90810/21249046_zpid/,Apartment for sale,"$600,000","1,987",CA,2626 E Carson St,1942,"$599,996",$302,90810
4,5,Glendale,"2947 Montrose Ave, Glendale, CA 91214",Multi Family,https://www.zillow.com/homedetails/2947-Montrose-Ave-Glendale-CA-91214/20817334_zpid/,Apartment for sale,"$1,349,999","1,928",CA,2947 Montrose Ave,1918,"$1,350,000",$700,91214
8,11,Perris,"23531 Estelle Mountain Rd, Perris, CA 92570",Multi Family,https://www.zillow.com/homedetails/23531-Estelle-Mountain-Rd-Perris-CA-92570/17886878_zpid/,Apartment for sale,"$850,000","1,557",CA,23531 Estelle Mountain Rd,1955,"$827,970",$546,92570
7,8,ElCajon,"583 Chambers St, El Cajon, CA 92020",Multi Family,https://www.zillow.com/homedetails/583-Chambers-St-El-Cajon-CA-92020/2100510151_zpid/,Apartment for sale,"$895,000",700,CA,583 Chambers St,1963,"$874,542","$1,279",92020
2,4,Oakland,"5929 Laird Ave, Oakland, CA 94605",Multi Family,https://www.zillow.com/homedetails/5929-Laird-Ave-Oakland-CA-94605/2082481997_zpid/,Apartment for sale,"$599,000","2,160",CA,5929 Laird Ave,1924,"$702,789",$277,94605
1,2,Sacramento,"1321 Oak Terrace Ct, Sacramento, CA 95825",Multi Family,https://www.zillow.com/homedetails/1321-Oak-Terrace-Ct-Sacramento-CA-95825/26098168_zpid/,Apartment for sale,"$369,900",890,CA,1321 Oak Terrace Ct,1972,"$369,864",$416,95825
5,8,Oakland,"1076 59th St, Oakland, CA 94608",Multi Family,https://www.zillow.com/homedetails/1076-59th-St-Oakland-CA-94608/24754854_zpid/,Apartment for sale,"$2,800,000","7,061",CA,1076 59th St,1885,"$3,013,610",$397,94608
3,5,Malibu,"3927 Las Flores Canyon Rd, Malibu, CA 90265",Multi Family,https://www.zillow.com/homedetails/3927-Las-Flores-Canyon-Rd-Malibu-CA-90265/20552407_zpid/,Apartment for sale,"$2,399,000","2,046",CA,3927 Las Flores Canyon Rd,1920,"$2,336,903","$1,173",90265
2,5,SanDiego,"2702 Highland Ave # 04, San Diego, CA 92105",Multi Family,https://www.zillow.com/homedetails/2702-Highland-Ave-04-San-Diego-CA-92105/2082438806_zpid/,Apartment for sale,"$525,000",--,CA,2702 Highland Ave # 04,1958,"$525,002",No Data,92105
2,4,LongBeach,"2133 Gale Ave, Long Beach, CA 90810",Multi Family,https://www.zillow.com/homedetails/2133-Gale-Ave-Long-Beach-CA-90810/21298837_zpid/,Apartment for sale,"$449,900",936,CA,2133 Gale Ave,1936,"$449,928",$481,90810
2,5,Ontario,"623 Calaveras Ave, Ontario, CA 91764",Multi Family,https://www.zillow.com/homedetails/623-Calaveras-Ave-Ontario-CA-91764/17206568_zpid/,Apartment for sale,"$499,500","1,850",CA,623 Calaveras Ave,1956,None,$270,91764
--,Studio,Sacramento,"1517 Orlando Way, Sacramento, CA 95815",Multi Family,https://www.zillow.com/homedetails/1517-Orlando-Way-Sacramento-CA-95815/26081285_zpid/,Apartment for sale,"$199,900","1,500",CA,1517 Orlando Way,1954,None,$133,95815
--,Studio,Lodi,"2302 W Elm St, Lodi, CA 95242",Multi Family,https://www.zillow.com/homedetails/2302-W-Elm-St-Lodi-CA-95242/15260068_zpid/,Apartment for sale,"$435,000",--,CA,2302 W Elm St,No Data,"$424,537",No Data,95242
6,11,LongBeach,"273 Bonito Ave, Long Beach, CA 90802",Multi Family,https://www.zillow.com/homedetails/273-Bonito-Ave-Long-Beach-CA-90802/2110196023_zpid/,Apartment for sale,"$1,500,000","4,608",CA,273 Bonito Ave,1964,"$1,483,999",$326,90802
5,8,Pomona,"2429 Angela St APT 4, Pomona, CA 91766",Multi Family,https://www.zillow.com/homedetails/2429-Angela-St-APT-4-Pomona-CA-91766/2082440016_zpid/,Apartment for sale,"$795,000","3,970",CA,2429 Angela St APT 4,1964,"$786,153",$200,91766
5,7,LosAngeles,"123 S Bowling Green Way, Los Angeles, CA 90049",Multi Family,https://www.zillow.com/homedetails/123-S-Bowling-Green-Way-Los-Angeles-CA-90049/20537287_zpid/,Apartment for sale,"$4,250,000","5,136",CA,123 S Bowling Green Way,1929,"$4,164,900",$827,90049
4,6,Fresno,"3448 N Marks Ave, Fresno, CA 93722",Multi Family,https://www.zillow.com/homedetails/3448-N-Marks-Ave-Fresno-CA-93722/82783592_zpid/,Apartment for sale,"$320,000","3,010",CA,3448 N Marks Ave,1972,"$320,024",$106,93722
3,6,ElMonte,"11101 Bonwood Rd, El Monte, CA 91733",Multi Family,https://www.zillow.com/homedetails/11101-Bonwood-Rd-El-Monte-CA-91733/21411630_zpid/,Apartment for sale,"$1,100,000","3,166",CA,11101 Bonwood Rd,1957,"$1,086,800",$347,91733
4,6,Fresno,"3438 N Marks Ave, Fresno, CA 93722",Multi Family,https://www.zillow.com/homedetails/3438-N-Marks-Ave-Fresno-CA-93722/82861984_zpid/,Apartment for sale,"$320,000","3,010",CA,3438 N Marks Ave,1975,"$320,020",$106,93722
6,7,LosAngeles,"2632 S Catalina St, Los Angeles, CA 90007",Multi Family,https://www.zillow.com/homedetails/2632-S-Catalina-St-Los-Angeles-CA-90007/20592795_zpid/,Apartment for sale,"$1,049,000","3,862",CA,2632 S Catalina St,1964,"$1,035,464",$272,90007
--,Studio,Alameda,"2305 San Jose Ave, Alameda, CA 94501",Multi Family,https://www.zillow.com/homedetails/2305-San-Jose-Ave-Alameda-CA-94501/24859730_zpid/,Apartment for sale,"$1,688,888","2,540",CA,2305 San Jose Ave,1935,"$1,868,518",$665,94501
4,4,Oxnard,"5233 Saviers Rd, Oxnard, CA 93033",Multi Family,https://www.zillow.com/homedetails/5233-Saviers-Rd-Oxnard-CA-93033/16406975_zpid/,Apartment for sale,"$525,000","1,896",CA,5233 Saviers Rd,1988,"$525,002",$277,93033
3,6,ElMonte,"11104 Klingerman St, El Monte, CA 91733",Multi Family,https://www.zillow.com/homedetails/11104-Klingerman-St-El-Monte-CA-91733/2082440924_zpid/,Apartment for sale,"$1,250,000","4,304",CA,11104 Klingerman St,1957,"$1,220,436",$290,91733
--,Studio,Turlock,"1113 Colorado Ave, Turlock, CA 95380",Multi Family,https://www.zillow.com/homedetails/1113-Colorado-Ave-Turlock-CA-95380/2099871743_zpid/,Apartment for sale,"$1,780,000","1,200",CA,1113 Colorado Ave,2003,None,"$1,483",95380
3,3,Antioch,"1707 Crater Peak Way, Antioch, CA 94531",Multi Family,https://www.zillow.com/homedetails/1707-Crater-Peak-Way-Antioch-CA-94531/18314402_zpid/,Apartment for sale,"$409,900","1,267",CA,1707 Crater Peak Way,1995,"$411,036",$324,94531
2,4,Chino,"13035 Oaks Ave, Chino, CA 91710",Multi Family,https://www.zillow.com/homedetails/13035-Oaks-Ave-Chino-CA-91710/17547207_zpid/,Apartment for sale,"$608,000","1,802",CA,13035 Oaks Ave,1964,"$603,939",$337,91710
--,2,LongBeach,"1517 W Burnett St, Long Beach, CA 90810",Multi Family,https://www.zillow.com/homedetails/1517-W-Burnett-St-Long-Beach-CA-90810/21285217_zpid/,Apartment for sale,"$510,000","1,440",CA,1517 W Burnett St,1929,"$510,005",$354,90810
3.5,4,Fresno,"1845 W Shields Ave, Fresno, CA 93705",Multi Family,https://www.zillow.com/homedetails/1845-W-Shields-Ave-Fresno-CA-93705/82857800_zpid/,Apartment for sale,"$282,000","2,540",CA,1845 W Shields Ave,1964,"$282,001",$111,93705
--,Studio,Alameda,"820 Island Dr, Alameda, CA 94502",Multi Family,https://www.zillow.com/homedetails/820-Island-Dr-Alameda-CA-94502/24864992_zpid/,Apartment for sale,"$1,388,888","2,664",CA,820 Island Dr,1963,"$1,548,357",$521,94502
2,6,LosAngeles,"1422 E 60th St, Los Angeles, CA 90001",Multi Family,https://www.zillow.com/homedetails/1422-E-60th-St-Los-Angeles-CA-90001/20931154_zpid/,Apartment for sale,"$669,900","2,071",CA,1422 E 60th St,1922,"$669,904",$323,90001
2,4,Coalinga,"546 E Polk St, Coalinga, CA 93210",Multi Family,https://www.zillow.com/homedetails/546-E-Polk-St-Coalinga-CA-93210/2083011611_zpid/,Apartment for sale,"$175,000","1,792",CA,546 E Polk St,1987,"$172,502",$98,93210
7,10,LosAngeles,"1511 Rosalia Rd, Los Angeles, CA 90027",Multi Family,https://www.zillow.com/homedetails/1511-Rosalia-Rd-Los-Angeles-CA-90027/2099348972_zpid/,Apartment for sale,"$2,650,000","5,060",CA,1511 Rosalia Rd,1923,"$2,630,671",$524,90027
--,Studio,SanJose,"175 Roundtable Dr, San Jose, CA 95111",Multi Family,https://www.zillow.com/homedetails/175-Roundtable-Dr-San-Jose-CA-95111/153510184_zpid/,Apartment for sale,"$960,000","1,915",CA,175 Roundtable Dr,1965,"$964,897",$501,95111
--,Studio,PalmSprings,"351 E Cottonwood Rd, Palm Springs, CA 92262",Multi Family,https://www.zillow.com/homedetails/351-E-Cottonwood-Rd-Palm-Springs-CA-92262/2088879441_zpid/,Apartment for sale,"$995,000","3,308",CA,351 E Cottonwood Rd,1947,"$982,902",$301,92262
9,9,RedondoBeach,"108 N Prospect Ave, Redondo Beach, CA 90277",Multi Family,https://www.zillow.com/homedetails/108-N-Prospect-Ave-Redondo-Beach-CA-90277/21328610_zpid/,Apartment for sale,"$2,250,000","4,492",CA,108 N Prospect Ave,1973,"$2,215,695",$501,90277
--,Studio,MountainView,"199 Easy St, Mountain View, CA 94043",Multi Family,https://www.zillow.com/homedetails/199-Easy-St-Mountain-View-CA-94043/19517982_zpid/,Apartment for sale,"$2,499,000","2,790",CA,199 Easy St,1979,"$2,517,454",$896,94043
--,Studio,CitrusHeights,"7525 Gallant Cir, Citrus Heights, CA 95621",Multi Family,https://www.zillow.com/homedetails/7525-Gallant-Cir-Citrus-Heights-CA-95621/25985352_zpid/,Apartment for sale,"$419,950","2,069",CA,7525 Gallant Cir,1977,"$419,952",$203,95621
2,3,HermosaBeach,"306 29th St, Hermosa Beach, CA 90254",Multi Family,https://www.zillow.com/homedetails/306-29th-St-Hermosa-Beach-CA-90254/20423790_zpid/,Apartment for sale,"$2,699,000","1,508",CA,306 29th St,1927,"$2,636,664","$1,790",90254
2,5,ElSegundo,"315 W Palm Ave, El Segundo, CA 90245",Multi Family,https://www.zillow.com/homedetails/315-W-Palm-Ave-El-Segundo-CA-90245/20392503_zpid/,Apartment for sale,"$1,049,000","1,231",CA,315 W Palm Ave,1940,"$1,049,007",$852,90245
2,2,LosAngeles,"6611 S San Pedro St, Los Angeles, CA 90003",Multi Family,https://www.zillow.com/homedetails/6611-S-San-Pedro-St-Los-Angeles-CA-90003/2082447474_zpid/,Apartment for sale,"$990,000","3,800",CA,6611 S San Pedro St,1943,"$991,448",$261,90003
--,Studio,RedBluff,"340 & 350 Antelope Blvd, Red Bluff, CA 96080",Multi Family,https://www.zillow.com/homedetails/340-350-Antelope-Blvd-Red-Bluff-CA-96080/2083677373_zpid/,Apartment for sale,"$420,000",--,CA,340 & 350 Antelope Blvd,1950,"$409,436",No Data,96080
8,8,SantaAna,"1066 W 1st St, Santa Ana, CA 92703",Multi Family,https://www.zillow.com/homedetails/1066-W-1st-St-Santa-Ana-CA-92703/2082447574_zpid/,Apartment for sale,"$1,400,000","2,280",CA,1066 W 1st St,1924,"$1,375,420",$614,92703
