Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
2,5,Rosemead,"3200 Burton Ave, Rosemead, CA 91770",Multi Family,https://www.zillow.com/homedetails/3200-Burton-Ave-Rosemead-CA-91770/20682866_zpid/,Apartment for sale,"$799,000","2,032",CA,3200 Burton Ave,1954,"$700,315",$393,91770
3,3,Avalon,"360 Eucalyptus Ave, Avalon, CA 90704",Multi Family,https://www.zillow.com/homedetails/360-Eucalyptus-Ave-Avalon-CA-90704/21316152_zpid/,Apartment for sale,"$849,000","2,079",CA,360 Eucalyptus Ave,1938,"$849,003",$408,90704
8,8,Orange,"2660 N Bourbon St, Orange, CA 92865",Multi Family,https://www.zillow.com/homedetails/2660-N-Bourbon-St-Orange-CA-92865/25423911_zpid/,Apartment for sale,"$1,210,000","3,580",CA,2660 N Bourbon St,1979,"$1,193,233",$338,92865
4,8,TempleCity,"11165 Wildflower Rd # 4, Temple City, CA 91780",Multi Family,https://www.zillow.com/homedetails/11165-Wildflower-Rd-4-Temple-City-CA-91780/2082319632_zpid/,Apartment for sale,"$1,459,000","3,374",CA,11165 Wildflower Rd # 4,1947,"$1,432,140",$432,91780
4,6,LosAngeles,"1192 1194 Innes Ave, Los Angeles, CA 90026",Multi Family,https://www.zillow.com/homedetails/1192-1194-Innes-Ave-Los-Angeles-CA-90026/2082876658_zpid/,Apartment for sale,"$1,299,000","1,828",CA,1192 1194 Innes Ave,1948,"$1,291,057",$711,90026
2,4,LosAngeles,"3117 E 2nd St, Los Angeles, CA 90063",Multi Family,https://www.zillow.com/homedetails/3117-E-2nd-St-Los-Angeles-CA-90063/20631323_zpid/,Apartment for sale,"$575,000","1,506",CA,3117 E 2nd St,1923,None,$382,90063
--,--,Stockton,"5625 -5627 Brush Creek Dr, Stockton, CA 95207",Multi Family,https://www.zillow.com/homedetails/5625-5627-Brush-Creek-Dr-Stockton-CA-95207/2082319893_zpid/,Apartment for sale,"$419,750",--,CA,5625 -5627 Brush Creek Dr,1979,"$408,557",No Data,95207
2,4,RedondoBeach,"2003 Gates Ave, Redondo Beach, CA 90278",Multi Family,https://www.zillow.com/homedetails/2003-Gates-Ave-Redondo-Beach-CA-90278/20405186_zpid/,Apartment for sale,"$1,350,000","1,957",CA,2003 Gates Ave,1947,"$1,352,504",$690,90278
2,4,LosAngeles,"410 N Kenmore Ave, Los Angeles, CA 90004",Multi Family,https://www.zillow.com/homedetails/410-N-Kenmore-Ave-Los-Angeles-CA-90004/20781238_zpid/,Apartment for sale,"$1,100,000","2,080",CA,410 N Kenmore Ave,1920,"$1,101,171",$529,90004
4,4,Stockton,"1034 S California St, Stockton, CA 95206",Multi Family,https://www.zillow.com/homedetails/1034-S-California-St-Stockton-CA-95206/15329306_zpid/,Apartment for sale,"$495,000","2,234",CA,1034 S California St,1917,"$490,866",$222,95206
2,3,LosAngeles,"806 S Manhattan Pl, Los Angeles, CA 90005",Multi Family,https://www.zillow.com/homedetails/806-S-Manhattan-Pl-Los-Angeles-CA-90005/2082320161_zpid/,Apartment for sale,"$2,100,000","4,508",CA,806 S Manhattan Pl,1940,"$2,114,015",$466,90005
6,9,LosAngeles,"3530 W 67th St, Los Angeles, CA 90043",Multi Family,https://www.zillow.com/homedetails/3530-W-67th-St-Los-Angeles-CA-90043/20326789_zpid/,Apartment for sale,"$900,000","3,144",CA,3530 W 67th St,1923,"$913,217",$286,90043
1,1,SanBernardino,"4190 Sepulveda Ave, San Bernardino, CA 92404",Multi Family,https://www.zillow.com/homedetails/4190-Sepulveda-Ave-San-Bernardino-CA-92404/2082321168_zpid/,Apartment for sale,"$4,720,000","23,800",CA,4190 Sepulveda Ave,1968,None,$198,92404
6,6,LosAngeles,"1200 S Westmoreland Ave, Los Angeles, CA 90006",Multi Family,https://www.zillow.com/homedetails/1200-S-Westmoreland-Ave-Los-Angeles-CA-90006/2082321221_zpid/,Apartment for sale,"$2,200,000","5,620",CA,1200 S Westmoreland Ave,1939,"$2,200,009",$391,90006
2,4,SouthLakeTahoe,"3628 Aspen Ave # A, South Lake Tahoe, CA 96150",Multi Family,https://www.zillow.com/homedetails/3628-Aspen-Ave-A-South-Lake-Tahoe-CA-96150/2083351422_zpid/,Apartment for sale,"$465,000","1,792",CA,3628 Aspen Ave # A,1964,"$448,091",$259,96150
