Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
2,4,LosAngeles,"906 Parkman Ave, Los Angeles, CA 90026",Multi Family,https://www.zillow.com/homedetails/906-Parkman-Ave-Los-Angeles-CA-90026/20745402_zpid/,Apartment for sale,"$1,100,000","1,880",CA,906 Parkman Ave,1937,"$1,116,373",$585,90026
6,8,LosAngeles,"4834 1/2 Saturn St, Los Angeles, CA 90019",Multi Family,https://www.zillow.com/homedetails/4834-1-2-Saturn-St-Los-Angeles-CA-90019/2082383280_zpid/,Apartment for sale,"$1,400,000","3,956",CA,4834 1/2 Saturn St,1961,"$1,399,819",$354,90019
8,10,LosAngeles,"338 E 36th St, Los Angeles, CA 90011",Multi Family,https://www.zillow.com/homedetails/338-E-36th-St-Los-Angeles-CA-90011/20621742_zpid/,Apartment for sale,"$1,260,000","4,400",CA,338 E 36th St,2016,"$1,259,880",$286,90011
4,4,LosAngeles,"1611 E Cesar E Chavez Ave, Los Angeles, CA 90033",Multi Family,https://www.zillow.com/homedetails/1611-E-Cesar-E-Chavez-Ave-Los-Angeles-CA-90033/135553993_zpid/,Apartment for sale,"$1,650,000","6,156",CA,1611 E Cesar E Chavez Ave,1922,"$1,650,002",$268,90033
--,Studio,WalnutCreek,"2001 Vanderslice Ave, Walnut Creek, CA 94596",Multi Family,https://www.zillow.com/homedetails/2001-Vanderslice-Ave-Walnut-Creek-CA-94596/50918208_zpid/,Apartment for sale,"$1,160,000","2,115",CA,2001 Vanderslice Ave,1964,"$1,164,853",$548,94596
2.5,3,DecoatCadencePark,"Bellerose Plan, Deco at Cadence Park",Multi Family,https://www.zillow.com/community/deco-at-cadence-park/2084969235_zpid/,New construction,"$826,000+","1,916",null,Bellerose Plan,2019,"$811,562",$431,null
3,5,Fullerton,"3261 Arbol Dr, Fullerton, CA 92835",Multi Family,https://www.zillow.com/homedetails/3261-Arbol-Dr-Fullerton-CA-92835/25359898_zpid/,Apartment for sale,"$1,249,000","3,406",CA,3261 Arbol Dr,1951,"$1,232,802",$367,92835
5,5,LosAngeles,"3423 S Bronson Ave, Los Angeles, CA 90018",Multi Family,https://www.zillow.com/homedetails/3423-S-Bronson-Ave-Los-Angeles-CA-90018/2082386477_zpid/,Apartment for sale,"$925,000","2,760",CA,3423 S Bronson Ave,1930,"$925,007",$335,90018
--,Studio,Oakland,"3207 Boston Ave, Oakland, CA 94602",Multi Family,https://www.zillow.com/homedetails/3207-Boston-Ave-Oakland-CA-94602/24769281_zpid/,Apartment for sale,"$699,500","1,575",CA,3207 Boston Ave,1924,"$799,603",$444,94602
--,3,Vallejo,"901 Georgia St, Vallejo, CA 94590",Multi Family,https://www.zillow.com/homedetails/901-Georgia-St-Vallejo-CA-94590/2087212898_zpid/,Apartment for sale,"$779,000","7,080",CA,901 Georgia St,1915,"$768,749",$110,94590
--,Studio,Roseville,"1408 Cardinal Way, Roseville, CA 95661",Multi Family,https://www.zillow.com/homedetails/1408-Cardinal-Way-Roseville-CA-95661/17656823_zpid/,Apartment for sale,"$498,000",995,CA,1408 Cardinal Way,1970,"$495,479",$501,95661
3,4,LosAngeles,"529 W 56th St, Los Angeles, CA 90037",Multi Family,https://www.zillow.com/homedetails/529-W-56th-St-Los-Angeles-CA-90037/20560939_zpid/,Apartment for sale,"$660,000","2,370",CA,529 W 56th St,1929,"$659,774",$278,90037
8,10,LosAngeles,"2633 Hauser Blvd, Los Angeles, CA",Multi Family,https://www.zillow.com/homedetails/2633-Hauser-Blvd-Los-Angeles-CA-90016/20588612_zpid/,New construction,"$2,685,000","6,365",CA,2633 Hauser Blvd,2019,"$2,630,204",$422,null
4,8,Rialto,"560 W Shamrock St, Rialto, CA 92376",Multi Family,https://www.zillow.com/homedetails/560-W-Shamrock-St-Rialto-CA-92376/17209607_zpid/,Apartment for sale,"$650,000","2,832",CA,560 W Shamrock St,1978,"$650,002",$230,92376
5,7,ElCajon,"1233 Peach Ave # 1235, El Cajon, CA 92021",Multi Family,https://www.zillow.com/homedetails/1233-Peach-Ave-1235-El-Cajon-CA-92021/2082387687_zpid/,Apartment for sale,"$999,000",--,CA,1233 Peach Ave # 1235,1954,"$982,174",No Data,92021
3,3,Oroville,"20 Buehler Ave, Oroville, CA 95966",Multi Family,https://www.zillow.com/homedetails/20-Buehler-Ave-Oroville-CA-95966/18266438_zpid/,Apartment for sale,"$400,000","1,537",CA,20 Buehler Ave,1960,"$394,648",$260,95966
--,Studio,SanFrancisco,"265 Lee Ave, San Francisco, CA 94112",Multi Family,https://www.zillow.com/homedetails/265-Lee-Ave-San-Francisco-CA-94112/2082388426_zpid/,Apartment for sale,"$1,100,000",--,CA,265 Lee Ave,1921,"$1,320,000",No Data,94112
2,3,LosAngeles,"8319 S Hoover St, Los Angeles, CA 90044",Multi Family,https://www.zillow.com/homedetails/8319-S-Hoover-St-Los-Angeles-CA-90044/20946750_zpid/,Apartment for sale,"$375,000","1,001",CA,8319 S Hoover St,1921,"$375,003",$375,90044
2,3,LosAngeles,"510 E 48th St, Los Angeles, CA 90011",Multi Family,https://www.zillow.com/homedetails/510-E-48th-St-Los-Angeles-CA-90011/20617069_zpid/,Apartment for sale,"$450,000","2,168",CA,510 E 48th St,1923,"$450,100",$208,90011
3,5,SanClemente,"810 Calle Puente, San Clemente, CA 92672",Multi Family,https://www.zillow.com/homedetails/810-Calle-Puente-San-Clemente-CA-92672/25143311_zpid/,Apartment for sale,"$1,425,000","2,299",CA,810 Calle Puente,1956,"$1,394,115",$620,92672
3,5,JurupaValley,"9125 Bellegrave Ave, Jurupa Valley, CA",Multi Family,https://www.zillow.com/homedetails/9125-Bellegrave-Ave-Jurupa-Valley-CA-92509/17820511_zpid/,New construction,"$2,700,000","13,170",CA,9125 Bellegrave Ave,2019,"$2,585,931",$205,null
3,4,SanDiego,"4219 Estrella Ave, San Diego, CA 92115",Multi Family,https://www.zillow.com/homedetails/4219-Estrella-Ave-San-Diego-CA-92115/17003130_zpid/,Apartment for sale,"$799,000","1,634",CA,4219 Estrella Ave,1928,"$791,031",$489,92115
