Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,3,Sunnyvale,"1120 Le Mans Ter, Sunnyvale, CA 94089",Townhouse,https://www.zillow.com/homedetails/1120-Le-Mans-Ter-Sunnyvale-CA-94089/64736225_zpid/,Townhouse for sale,"1,071 sqft",1071.0,"$1,315,000","1,600",CA,1120 Le Mans Ter,2005,"$1,322,172",$822,94089
3,2,Tustin,"13565 Almond St # 6, Tustin, CA 92782",Townhouse,https://www.zillow.com/homedetails/13565-Almond-St-6-Tustin-CA-92782/25733292_zpid/,Townhouse for sale,No Data,1071.0,"$619,000","1,307",CA,13565 Almond St # 6,1988,"$616,292",$474,92782
2,2,Carlsbad,"4117 Karst Rd, Carlsbad, CA 92010",Townhouse,https://www.zillow.com/homedetails/4117-Karst-Rd-Carlsbad-CA-92010/67402254_zpid/,Townhouse for sale,No Data,1071.0,"$529,900","1,363",CA,4117 Karst Rd,2006,"$525,071",$389,92010
2,3,Chatsworth,"10368 Larwin Ave, Chatsworth, CA 91311",Townhouse,https://www.zillow.com/homedetails/10368-Larwin-Ave-Chatsworth-CA-91311/20163064_zpid/,Townhouse for sale,3.16 acres,137649.6,"$439,900","1,288",CA,10368 Larwin Ave,1969,"$439,902",$342,91311
3,2,Anaheim,"1204 S Macduff St, Anaheim, CA",Townhouse,https://www.zillow.com/homedetails/1204-S-Macduff-St-Anaheim-CA-92804/2082366036_zpid/,New construction,No Data,137649.6,"$499,700","1,412",CA,1204 S Macduff St,2019,"$499,703",$354,null
3,2,Anaheim,"1226 S Macduff St, Anaheim, CA",Townhouse,https://www.zillow.com/homedetails/1226-S-Macduff-St-Anaheim-CA-92804/2082366124_zpid/,New construction,No Data,137649.6,"$529,990","1,412",CA,1226 S Macduff St,2019,"$529,992",$375,null
4,4,ScottsValley,"318 Cider Ct, Scotts Valley, CA",Townhouse,https://www.zillow.com/homedetails/318-Cider-Ct-Scotts-Valley-CA-95066/2084917697_zpid/,New construction,No Data,137649.6,"$819,990","1,693",CA,318 Cider Ct,2019,"$821,047",$484,null
3,3,SantaCruz,"2956 Leotar Cir, Santa Cruz, CA 95062",Townhouse,https://www.zillow.com/homedetails/2956-Leotar-Cir-Santa-Cruz-CA-95062/16129139_zpid/,Townhouse for sale,"1,437 sqft",1437.0,"$700,000","1,448",CA,2956 Leotar Cir,1986,"$701,078",$483,95062
2,3,LosGatos,"101 Cedarcrest Pl, Los Gatos, CA 95032",Townhouse,https://www.zillow.com/homedetails/101-Cedarcrest-Pl-Los-Gatos-CA-95032/19667502_zpid/,Townhouse for sale,"2,892 sqft",2892.0,"$1,350,000","1,409",CA,101 Cedarcrest Pl,1977,"$1,350,844",$958,95032
3,3,Fremont,"36112 Potel Cmn, Fremont, CA 94536",Townhouse,https://www.zillow.com/homedetails/36112-Potel-Cmn-Fremont-CA-94536/25015477_zpid/,Townhouse for sale,"2,648 sqft",2648.0,"$779,000","1,663",CA,36112 Potel Cmn,1984,"$769,512",$468,94536
4,3,Newark,"Residence 2, Lighthouse, Newark, CA 94560",Townhouse,https://www.zillow.com/community/lighthouse/2082743745_zpid/,New construction,No Data,2648.0,"$1,025,880+","1,682",CA,Residence 2 Plan,2019,"$1,017,328",$610,94560
3,2,Encinitas,"650 Westlake St, Encinitas, CA 92024",Townhouse,https://www.zillow.com/homedetails/650-Westlake-St-Encinitas-CA-92024/16718137_zpid/,Townhouse for sale,0.71 acres,30927.6,"$719,000","1,379",CA,650 Westlake St,1989,"$709,984",$521,92024
3,3,Chula Vista,"Residence One, Flora at The Village of Escaya, Chula Vista, CA 91913",Townhouse,https://www.zillow.com/community/flora-at-village-of-escaya/2085165963_zpid/,New construction,No Data,30927.6,"$421,000+","1,278",CA,Residence One Plan,2019,"$421,001",$329,91913
3,3,MorganHill,"132 Nogal Ln, Morgan Hill, CA 95037",Townhouse,https://www.zillow.com/homedetails/132-Nogal-Ln-Morgan-Hill-CA-95037/243211419_zpid/,Townhouse for sale,"1,698 sqft",1698.0,"$799,999","2,427",CA,132 Nogal Ln,2017,"$800,003",$330,95037
3,3,SanJose,"3298 Payne Ave, San Jose, CA 95117",Townhouse,https://www.zillow.com/homedetails/3298-Payne-Ave-San-Jose-CA-95117/59683215_zpid/,Townhouse for sale,"2,761 sqft",2761.0,"$1,149,000","1,819",CA,3298 Payne Ave,2002,"$1,168,697",$632,95117
4,3,Milpitas,"873 Spirit Walk, Milpitas, CA 95035",Townhouse,https://www.zillow.com/homedetails/873-Spirit-Walk-Milpitas-CA-95035/51073249_zpid/,Townhouse for sale,958 sqft,958.0,"$968,000","1,534",CA,873 Spirit Walk,2000,"$970,046",$631,95035
3,3,Irvine,"Residence 1, LUX, Irvine, CA 92614",Townhouse,https://www.zillow.com/community/lux/2085287374_zpid/,New construction,No Data,958.0,"$849,880+","1,587",CA,Residence 1 Plan,2019,"$834,916",$536,92614
2,2,Graeagle,"22 Graeagle Meadows Rd, Graeagle, CA 96103",Townhouse,https://www.zillow.com/homedetails/22-Graeagle-Meadows-Rd-Graeagle-CA-96103/112422461_zpid/,Townhouse for sale,"3,484 sqft",3484.0,"$228,800","1,280",CA,22 Graeagle Meadows Rd,1976,"$218,852",$179,96103
4,3,Dublin,"Residence Five, Boulevard   Union, Dublin, CA 94568",Townhouse,https://www.zillow.com/community/boulevard-union/2087975423_zpid/,New construction,No Data,3484.0,"$899,000+","2,076",CA,Residence Five Plan,2019,"$889,603",$433,94568
4,4,Upland,"Plan 1B, Highline, Upland, CA 91784",Townhouse,https://www.zillow.com/community/highline/2082469079_zpid/,New construction,No Data,3484.0,"$552,900+","2,026",CA,Plan 1B Plan,2019,"$547,247",$273,91784
5,4,Santa Clara,"Stanford, One Lawrence Station, Santa Clara, CA 95054",Townhouse,https://www.zillow.com/community/one-lawrence-station/2082369567_zpid/,New construction,No Data,3484.0,"$1,464,995+","2,005",CA,Stanford Plan,2019,"$1,452,110",$731,95054
4,4,Santa Clara,"Bayshore, One Lawrence Station, Santa Clara, CA 95054",Townhouse,https://www.zillow.com/community/one-lawrence-station/2082369565_zpid/,New construction,No Data,3484.0,"$1,429,995+","1,940",CA,Bayshore Plan,2019,"$1,416,770",$737,95054
4,4,Vista,"Residence 1856, Verano at Skyline, Vista, CA 92081",Townhouse,https://www.zillow.com/community/verano-at-skyline/2082370081_zpid/,New construction,No Data,3484.0,"$549,990+","1,856",CA,Residence 1856 Plan,2019,"$546,403",$296,92081
3,3,GardenGrove,"9971 Quiet Path, Garden Grove, CA 92841",Townhouse,https://www.zillow.com/homedetails/9971-Quiet-Path-Garden-Grove-CA-92841/25238317_zpid/,Townhouse for sale,"1,324 sqft",1324.0,"$475,000","1,266",CA,9971 Quiet Path,1981,"$475,001",$375,92841
3.5,3,Milpitas,"Plan 3, Ellison Park, Milpitas, CA 95035",Townhouse,https://www.zillow.com/community/ellison-park/2083554466_zpid/,New construction,No Data,1324.0,"$1,269,000+","2,219",CA,Plan 3 Plan,2019,"$1,244,389",$572,95035
3,2,LosAngeles,"2248 Century Hl, Los Angeles, CA 90067",Townhouse,https://www.zillow.com/homedetails/2248-Century-Hl-Los-Angeles-CA-90067/2082370532_zpid/,Townhouse for sale,18.08 acres,787564.7999999999,"$1,368,000","2,372",CA,2248 Century Hl,1980,"$1,368,011",$577,90067
2,2,Livermore,"2048 Galloway Cmn, Livermore, CA 94551",Townhouse,https://www.zillow.com/homedetails/2048-Galloway-Cmn-Livermore-CA-94551/24948869_zpid/,Townhouse for sale,"3,049 sqft",3049.0,"$575,000",849,CA,2048 Galloway Cmn,1988,"$575,002",$677,94551
3.5,3,Fremont,"Residence 4, Innovation   Fuse, Fremont, CA 94538",Townhouse,https://www.zillow.com/community/innovation-fuse/2087796338_zpid/,New construction,No Data,3049.0,"$1,043,880+","1,780",CA,Residence 4 Plan,2019,"$1,198,482",$586,94538
2.5,3,Ontario,"Plan 5, Holiday at Emerald Park, Ontario, CA 91761",Townhouse,https://www.zillow.com/community/holiday-at-emerald-park/2084333450_zpid/,New construction,No Data,3049.0,"$435,064+","1,746",CA,Plan 5 Plan,2019,"$434,305",$249,91761
2.5,4,Vista,"Plan 3, The Peak at Delpy's Corner, Vista, CA 92084",Townhouse,https://www.zillow.com/community/peak-at-delpy-s-corner/2084060195_zpid/,New construction,No Data,3049.0,"$532,900+","1,747",CA,Plan 3 Plan,2019,"$528,636",$305,92084
2.5,3,Oceanside,"Residence 2, Brisas at Pacific Ridge, Oceanside, CA 92056",Townhouse,https://www.zillow.com/community/brisas-at-pacific-ridge/2087807511_zpid/,New construction,No Data,3049.0,"$528,990+","1,600",CA,Residence 2 Plan,2019,"$543,750",$331,92056
3,3,Oceanside,"Residence 3, Oceanside - Tides New Homes, Oceanside, CA 92054",Townhouse,https://www.zillow.com/community/oceanside-tides-new-homes/2087316422_zpid/,New construction,No Data,3049.0,"$609,990+","1,775",CA,Residence 3 Plan,2019,"$598,145",$344,92054
