Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,3,Riverside,"16960 Mockingbird Canyon Rd, Riverside, CA 92504",Multi Family,https://www.zillow.com/homedetails/16960-Mockingbird-Canyon-Rd-Riverside-CA-92504/2082321962_zpid/,Apartment for sale,"$829,000","2,452",CA,16960 Mockingbird Canyon Rd,1971,"$811,730",$338,92504
3,5,SanDiego,"4754-4756 4760 Polk Ave, San Diego, CA 92105",Multi Family,https://www.zillow.com/homedetails/4754-4756-4760-Polk-Ave-San-Diego-CA-92105/2082322362_zpid/,Apartment for sale,"$799,000",--,CA,4754-4756 4760 Polk Ave,1955,"$799,002",No Data,92105
2,5,SanDiego,"3016 K St, San Diego, CA 92102",Multi Family,https://www.zillow.com/homedetails/3016-K-St-San-Diego-CA-92102/17084243_zpid/,Apartment for sale,"$535,000",936,CA,3016 K St,1950,"$531,029",$572,92102
2,4,ImperialBeach,"1146 Granger St # 1148, Imperial Beach, CA 91932",Multi Family,https://www.zillow.com/homedetails/1146-Granger-St-1148-Imperial-Beach-CA-91932/2082322414_zpid/,Apartment for sale,"$765,000",--,CA,1146 Granger St # 1148,No Data,"$759,724",No Data,91932
4,6,LosAngeles,"6726 N Figueroa St, Los Angeles, CA 90042",Multi Family,https://www.zillow.com/homedetails/6726-N-Figueroa-St-Los-Angeles-CA-90042/135704685_zpid/,Apartment for sale,"$1,995,000","6,478",CA,6726 N Figueroa St,1951,None,$308,90042
--,Studio,Sacramento,"2536 16th St, Sacramento, CA 95818",Multi Family,https://www.zillow.com/homedetails/2536-16th-St-Sacramento-CA-95818/25789352_zpid/,Apartment for sale,"$949,900","2,246",CA,2536 16th St,1927,"$949,906",$423,95818
5,5,Lodi,"315 E Elm St, Lodi, CA 95240",Multi Family,https://www.zillow.com/homedetails/315-E-Elm-St-Lodi-CA-95240/2119225031_zpid/,Apartment for sale,"$1,095,000","1,285",CA,315 E Elm St,1947,"$1,060,278",$852,95240
7,Studio,MammothLakes,"33 Arrowhead Morningstar Apt's, Mammoth Lakes, CA 93546",Multi Family,https://www.zillow.com/homedetails/33-Arrowhead-Morningstar-Apt's-Mammoth-Lakes-CA-93546/2082323011_zpid/,Apartment for sale,"$1,300,000",--,CA,33 Arrowhead Morningstar Apt's,No Data,"$1,269,047",No Data,93546
2,4,Oakland,"4007 Greenwood Ave, Oakland, CA 94602",Multi Family,https://www.zillow.com/homedetails/4007-Greenwood-Ave-Oakland-CA-94602/24764624_zpid/,Apartment for sale,"$1,295,000","2,780",CA,4007 Greenwood Ave,1925,"$1,584,256",$466,94602
--,Studio,SanFrancisco,"241 Upper Ter, San Francisco, CA 94117",Multi Family,https://www.zillow.com/homedetails/241-Upper-Ter-San-Francisco-CA-94117/2106716203_zpid/,Apartment for sale,"$3,950,000","4,455",CA,241 Upper Ter,1957,"$4,863,484",$887,94117
--,Studio,Richmond,"1362 Carlson Blvd, Richmond, CA 94804",Multi Family,https://www.zillow.com/homedetails/1362-Carlson-Blvd-Richmond-CA-94804/18531535_zpid/,Apartment for sale,"$470,000","1,203",CA,1362 Carlson Blvd,1947,"$483,852",$391,94804
2,2,LosAngeles,"1530 W 52nd St, Los Angeles, CA 90062",Multi Family,https://www.zillow.com/homedetails/1530-W-52nd-St-Los-Angeles-CA-90062/20562323_zpid/,Apartment for sale,"$670,000","1,616",CA,1530 W 52nd St,1914,"$687,252",$415,90062
--,Studio,Linda,"5891 Montclair Ave, Linda, CA 95901",Multi Family,https://www.zillow.com/homedetails/5891-Montclair-Ave-Linda-CA-95901/16556755_zpid/,Apartment for sale,"$645,000",960,CA,5891 Montclair Ave,1956,"$625,794",$672,95901
--,Studio,Hayward,"424 Cherry Way, Hayward, CA 94541",Multi Family,https://www.zillow.com/homedetails/424-Cherry-Way-Hayward-CA-94541/299069320_zpid/,Apartment for sale,"$1,150,000","3,456",CA,424 Cherry Way,1950,"$1,199,631",$333,94541
3,4,SanDiego,"4669-71 Del Monte Ave, San Diego, CA 92107",Multi Family,https://www.zillow.com/homedetails/4669-71-Del-Monte-Ave-San-Diego-CA-92107/16962158_zpid/,Apartment for sale,"$1,400,000","1,978",CA,4669-71 Del Monte Ave,1967,"$1,390,300",$708,92107
3,6,AppleValley,"13252 Navajo Rd, Apple Valley, CA 92308",Multi Family,https://www.zillow.com/homedetails/13252-Navajo-Rd-Apple-Valley-CA-92308/53064866_zpid/,Apartment for sale,"$395,000","2,550",CA,13252 Navajo Rd,1979,"$381,875",$155,92308
--,4,Goleta,"6731 Trigo Rd, Goleta, CA 93117",Multi Family,https://www.zillow.com/homedetails/6731-Trigo-Rd-Goleta-CA-93117/15913385_zpid/,Apartment for sale,"$1,195,000",--,CA,6731 Trigo Rd,1965,"$1,166,021",No Data,93117
--,Studio,SanJose,"966 Desert Isle Dr, San Jose, CA 95117",Multi Family,https://www.zillow.com/homedetails/966-Desert-Isle-Dr-San-Jose-CA-95117/153278031_zpid/,Apartment for sale,"$1,429,888","2,253",CA,966 Desert Isle Dr,1962,"$1,444,939",$635,95117
2,3,LosAngeles,"6157 Ruby Pl, Los Angeles, CA 90042",Multi Family,https://www.zillow.com/homedetails/6157-Ruby-Pl-Los-Angeles-CA-90042/2082325728_zpid/,Apartment for sale,"$1,100,000","2,028",CA,6157 Ruby Pl,1922,"$1,103,150",$542,90042
2,4,LosAngeles,"1836 W 38th Pl, Los Angeles, CA 90062",Multi Family,https://www.zillow.com/homedetails/1836-W-38th-Pl-Los-Angeles-CA-90062/20580952_zpid/,Apartment for sale,"$765,000","1,512",CA,1836 W 38th Pl,1914,"$781,885",$506,90062
