Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
2.5,3,Vista,"Plan 2, The Peak at Delpy's Corner, Vista, CA 92084",Townhouse,https://www.zillow.com/community/peak-at-delpy-s-corner/2084060189_zpid/,New construction,No Data,683.0,"$502,900+","1,557",CA,Plan 2 Plan,2019,"$502,900",$323,92084
3,3,Oceanside,"Residence 2, The Collection at St Cloud, Oceanside, CA 92056",Townhouse,https://www.zillow.com/community/collection-at-st-cloud/2085176139_zpid/,New construction,No Data,683.0,"$499,900+","1,521",CA,Residence 2 Plan,2019,"$497,394",$329,92056
3,2,Vista,"Residence 1183, Verano at Skyline, Vista, CA 92081",Townhouse,https://www.zillow.com/community/verano-at-skyline/2082370084_zpid/,New construction,No Data,683.0,"$469,990+","1,183",CA,Residence 1183 Plan,2019,"$465,165",$397,92081
3,3,Chino,"Residence 4, Ivy at The Preserve at Chino, Chino, CA 91708",Townhouse,https://www.zillow.com/community/ivy-at-preserve-at-chino/2082486038_zpid/,New construction,No Data,683.0,"$438,787+","1,773",CA,Residence 4 Plan,2019,"$434,133",$247,91708
4,4,Irvine,"Residence 2, LUX, Irvine, CA 92614",Townhouse,https://www.zillow.com/community/lux/2085287371_zpid/,New construction,No Data,683.0,"$937,195+","1,860",CA,Residence 2 Plan,2019,"$925,858",$504,92614
2,3,Camarillo,"165 Green Glade Ct, Camarillo, CA 93010",Townhouse,https://www.zillow.com/homedetails/165-Green-Glade-Ct-Camarillo-CA-93010/16362142_zpid/,Townhouse for sale,"3,920 sqft",3920.0,"$495,000","1,496",CA,165 Green Glade Ct,1974,"$490,049",$331,93010
3,3,SanJose,"706 Fruit Ranch Loop, San Jose, CA",null,https://www.zillow.com/community/capitol/2083472074_zpid/,New construction,null,null,"$857,990+","1,408",CA,706 Fruit Ranch Loop,null,None,null,null
4,4,Irvine,"Residence Five, Paseo Del Mar, Irvine, CA 92614",Townhouse,https://www.zillow.com/community/paseo-del-mar/2082749498_zpid/,New construction,No Data,null,"$871,665+","1,848",CA,Residence Five Plan,2019,"$864,877",$472,92614
1.5,1,Irvine,"Residence 2, Central Park West   Hudson, Irvine, CA 92612",Townhouse,https://www.zillow.com/community/central-park-west-hudson/2085497825_zpid/,New construction,No Data,null,"$529,990+",924,CA,Residence 2 Plan,2019,"$523,546",$574,92612
2,3,UnionCity,"4319 Planet Cir, Union City, CA 94587",Townhouse,https://www.zillow.com/homedetails/4319-Planet-Cir-Union-City-CA-94587/24998542_zpid/,Townhouse for sale,"1,624 sqft",1624.0,"$589,995","1,137",CA,4319 Planet Cir,1971,"$595,059",$519,94587
3,2,Chino,"7019 Vining St, Chino, CA 91710",Townhouse,https://www.zillow.com/homedetails/7019-Vining-St-Chino-CA-91710/79563266_zpid/,Townhouse for sale,"1,363 sqft",1363.0,"$375,000","1,378",CA,7019 Vining St,2006,"$374,449",$272,91710
4,3,Milpitas,"518 Belshaw Dr, Milpitas, CA 95035",Townhouse,https://www.zillow.com/homedetails/518-Belshaw-Dr-Milpitas-CA-95035/82949759_zpid/,Townhouse for sale,993 sqft,993.0,"$1,138,000","1,504",CA,518 Belshaw Dr,2009,"$1,138,007",$757,95035
3,3,Montclair,"5131 Sundance Dr, Montclair, CA 91763",Townhouse,https://www.zillow.com/homedetails/5131-Sundance-Dr-Montclair-CA-91763/17524913_zpid/,Townhouse for sale,"5,000 sqft",5000.0,"$359,000","1,368",CA,5131 Sundance Dr,1980,"$356,918",$262,91763
3,2,SanJose,"1193 Sierra Madres Ter, San Jose, CA 95126",Townhouse,https://www.zillow.com/homedetails/1193-Sierra-Madres-Ter-San-Jose-CA-95126/82957556_zpid/,Townhouse for sale,688 sqft,688.0,"$850,000","1,667",CA,1193 Sierra Madres Ter,2006,"$850,004",$510,95126
3,3,RedondoBeach,"2213 Robinson St # A, Redondo Beach, CA 90278",Townhouse,https://www.zillow.com/homedetails/2213-Robinson-St-A-Redondo-Beach-CA-90278/20403431_zpid/,Townhouse for sale,"6,638 sqft",6638.0,"$1,069,999","2,050",CA,2213 Robinson St # A,1990,"$1,070,000",$522,90278
3,3,LosAngeles,"18201 Andrea Cir N UNIT 1, Los Angeles, CA 91325",Townhouse,https://www.zillow.com/homedetails/18201-Andrea-Cir-N-UNIT-1-Los-Angeles-CA-91325/20168296_zpid/,Townhouse for sale,4.83 acres,210394.80000000002,"$585,000","2,061",CA,18201 Andrea Cir N UNIT 1,1980,"$585,005",$284,91325
3,3,LaVerne,"4602 Canyon Park Ln, La Verne, CA 91750",Townhouse,https://www.zillow.com/homedetails/4602-Canyon-Park-Ln-La-Verne-CA-91750/21651550_zpid/,Townhouse for sale,"1,672 sqft",1672.0,"$499,000","1,292",CA,4602 Canyon Park Ln,1983,"$499,003",$386,91750
3,2,San Diego,"Plan 2, Solmar, San Diego, CA 92154",Townhouse,https://www.zillow.com/community/solmar/2082405725_zpid/,New construction,No Data,87991.2,"$369,950+","1,310",CA,Plan 2 Plan,2019,"$369,953",$282,92154
3,2,CoronaDelMar,"512B Avocado Ave # B, Corona Del Mar, CA 92625",Townhouse,https://www.zillow.com/homedetails/512B-Avocado-Ave-B-Corona-Del-Mar-CA-92625/2082346194_zpid/,Townhouse for sale,"3,541 sqft",3541.0,"$1,495,000","1,308",CA,512B Avocado Ave # B,2007,"$1,461,150","$1,143",92625
1,2,SanJose,"1544 Easington Way, San Jose, CA 95126",Townhouse,https://www.zillow.com/homedetails/1544-Easington-Way-San-Jose-CA-95126/19591527_zpid/,Townhouse for sale,"4,356 sqft",4356.0,"$769,000",900,CA,1544 Easington Way,1977,"$782,182",$854,95126
4,4,RedondoBeach,"2713 Carnegie Ln # B, Redondo Beach, CA",Townhouse,https://www.zillow.com/homedetails/2713-Carnegie-Ln-B-Redondo-Beach-CA-90278/2082346730_zpid/,New construction,"7,509 sqft",7509.0,"$1,145,000","2,207",CA,2713 Carnegie Ln # B,2019,"$1,145,002",$519,null
3,3,LosAngeles,"13035 Mindanao Way UNIT 3, Los Angeles, CA 90292",Townhouse,https://www.zillow.com/homedetails/13035-Mindanao-Way-UNIT-3-Los-Angeles-CA-90292/20435736_zpid/,Townhouse for sale,8.95 acres,389861.99999999994,"$1,249,000","1,645",CA,13035 Mindanao Way UNIT 3,1975,"$1,241,302",$759,90292
3,3,LaHabra,"159 Pinkerton Ln, La Habra, CA",Townhouse,https://www.zillow.com/homedetails/159-Pinkerton-Ln-La-Habra-CA-90631/2082346798_zpid/,New construction,No Data,389861.99999999994,"$589,990","1,778",CA,159 Pinkerton Ln,2019,"$587,921",$332,null
4,4,Cerritos,"11820 E Solana Pl, Cerritos, CA 90703",Townhouse,https://www.zillow.com/homedetails/11820-E-Solana-Pl-Cerritos-CA-90703/124132220_zpid/,Townhouse for sale,0.48 acres,20908.8,"$654,900","1,849",CA,11820 E Solana Pl,2015,"$649,659",$354,90703
2,2,Redlands,"620 Church Pl APT 6, Redlands, CA 92374",Townhouse,https://www.zillow.com/homedetails/620-Church-Pl-APT-6-Redlands-CA-92374/17257573_zpid/,Townhouse for sale,936 sqft,936.0,"$249,000",936,CA,620 Church Pl APT 6,1985,"$246,037",$266,92374
2,3,Irvine,"18 Briarwood # 70, Irvine, CA 92604",Townhouse,https://www.zillow.com/homedetails/18-Briarwood-70-Irvine-CA-92604/25723418_zpid/,Townhouse for sale,No Data,936.0,"$550,000","1,121",CA,18 Briarwood # 70,1978,"$545,603",$491,92604
2,2,LongBeach,"3673 Country Club Dr UNIT A, Long Beach, CA 90807",Townhouse,https://www.zillow.com/homedetails/3673-Country-Club-Dr-UNIT-A-Long-Beach-CA-90807/21162566_zpid/,Townhouse for sale,4.48 acres,195148.80000000002,"$474,900","1,221",CA,3673 Country Club Dr UNIT A,1975,"$479,660",$389,90807
2,1,LongBeach,"3113 Atlantic Ave UNIT 27, Long Beach, CA 90807",Townhouse,https://www.zillow.com/homedetails/3113-Atlantic-Ave-UNIT-27-Long-Beach-CA-90807/21195591_zpid/,Townhouse for sale,1.13 acres,49222.799999999996,"$314,900",765,CA,3113 Atlantic Ave UNIT 27,1982,"$318,157",$412,90807
3,4,RedondoBeach,"2213 Gates Ave # B, Redondo Beach, CA 90278",Townhouse,https://www.zillow.com/homedetails/2213-Gates-Ave-B-Redondo-Beach-CA-90278/58477661_zpid/,Townhouse for sale,"7,487 sqft",7487.0,"$1,250,000","2,474",CA,2213 Gates Ave # B,2001,"$1,250,003",$505,90278
3,2,Pasadena,"319 Ohio St APT 14, Pasadena, CA 91106",Townhouse,https://www.zillow.com/homedetails/319-Ohio-St-APT-14-Pasadena-CA-91106/20861022_zpid/,Townhouse for sale,0.43 acres,18730.8,"$629,000",996,CA,319 Ohio St APT 14,1984,"$641,377",$632,91106
4,4,HarborCity,"25419 Bayside Pl, Harbor City, CA 90710",Townhouse,https://www.zillow.com/homedetails/25419-Bayside-Pl-Harbor-City-CA-90710/2125451878_zpid/,Townhouse for sale,"1,742 sqft",1742.0,"$589,000","1,633",CA,25419 Bayside Pl,1998,"$586,720",$361,90710
3,3,ShermanOaks,"5203 Lemona Ave # 4, Sherman Oaks, CA",Townhouse,https://www.zillow.com/homedetails/5203-Lemona-Ave-4-Sherman-Oaks-CA-91411/2082346891_zpid/,New construction,No Data,1742.0,"$799,000","1,550",CA,5203 Lemona Ave # 4,2019,"$799,001",$515,null
3,3,Fremont,"40702 Anemone Ter, Fremont, CA", 3,https://www.zillow.com/community/boulevard-heights/2082384983_zpid/,New construction, 0,1742.0,"$1,016,990+","1,975",CA,40702 Anemone Ter, 3,None," 1,975 sqft",null
2,3,HuntingtonBeach,"19843 Coventry Ln, Huntington Beach, CA 92646",Townhouse,https://www.zillow.com/homedetails/19843-Coventry-Ln-Huntington-Beach-CA-92646/25279076_zpid/,Townhouse for sale,879 sqft,879.0,"$479,900","1,100",CA,19843 Coventry Ln,1964,"$479,900",$436,92646
3,3,RedondoBeach,"1911 Bataan Rd # A, Redondo Beach, CA 90278",Townhouse,https://www.zillow.com/homedetails/1911-Bataan-Rd-A-Redondo-Beach-CA-90278/20402921_zpid/,Townhouse for sale,"7,501 sqft",7501.0,"$1,150,000","2,075",CA,1911 Bataan Rd # A,1986,"$1,150,008",$554,90278
3,2,SantaMaria,"1132 Via Mavis, Santa Maria, CA 93455",Townhouse,https://www.zillow.com/homedetails/1132-Via-Mavis-Santa-Maria-CA-93455/15932855_zpid/,Townhouse for sale,"2,252 sqft",2252.0,"$419,000","1,925",CA,1132 Via Mavis,1979,"$414,902",$218,93455
2,3,ElCajon,"1170 Denver Ln UNIT B, El Cajon, CA 92021",Townhouse,https://www.zillow.com/homedetails/1170-Denver-Ln-UNIT-B-El-Cajon-CA-92021/52518822_zpid/,Townhouse for sale,No Data,2252.0,"$349,000","1,344",CA,1170 Denver Ln UNIT B,1973,"$349,000",$260,92021
2,2,Cupertino,"22865 Poplar Grove Sq, Cupertino, CA 95014",Townhouse,https://www.zillow.com/homedetails/22865-Poplar-Grove-Sq-Cupertino-CA-95014/19631245_zpid/,Townhouse for sale,"1,938 sqft",1938.0,"$1,288,000","1,098",CA,22865 Poplar Grove Sq,1973,"$1,322,404","$1,173",95014
3,3,SanRamon,"4079 W Lakeshore Dr, San Ramon, CA 94582",Townhouse,https://www.zillow.com/homedetails/4079-W-Lakeshore-Dr-San-Ramon-CA-94582/18455421_zpid/,Townhouse for sale,"4,800 sqft",4800.0,"$949,950","2,114",CA,4079 W Lakeshore Dr,1990,"$951,164",$449,94582
