Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
1,2,Oceanside,"3610 Seacrest Way, Oceanside, CA 92056",Townhouse,https://www.zillow.com/homedetails/3610-Seacrest-Way-Oceanside-CA-92056/16621915_zpid/,Townhouse for sale,"1,650 sqft",1650.0,"$360,000",968,CA,3610 Seacrest Way,1974,"$356,170",$372,92056
3,2,SanDiego,"725 Anchor Cv, San Diego, CA 92154",Townhouse,https://www.zillow.com/homedetails/725-Anchor-Cv-San-Diego-CA-92154/63479487_zpid/,Townhouse for sale,1 acre,30056.399999999998,"$386,000","1,240",CA,725 Anchor Cv,2005,"$386,160",$311,92154
4,4,Lake Forest,"Plan 6, Copperleaf at IronRidge, Lake Forest, CA 92610",Townhouse,https://www.zillow.com/community/copperleaf-at-ironridge/2085330666_zpid/,New construction,No Data,30056.399999999998,"$735,000+","2,346",CA,Plan 6 Plan,2019,"$723,299",$313,92610
3,3,Chino Hills,"A, Lago Los Serranos, Chino Hills, CA 91709",Townhouse,https://www.zillow.com/community/lago-los-serranos/2086455305_zpid/,New construction,No Data,30056.399999999998,"$580,880+","1,705",CA,A Plan,2019,"$568,972",$341,91709
3,3,San Jose,"Plan 2 Modeled, Metro II at Communications Hill, San Jose, CA 95136",Townhouse,https://www.zillow.com/community/metro-ii-at-communications-hill/2084312500_zpid/,New construction,No Data,30056.399999999998,"$940,000+","1,813",CA,Plan 2 Modeled Plan,2019,"$929,387",$518,95136
3,3,LaMesa,"5715 Baltimore Dr UNIT 13, La Mesa, CA 91942",Townhouse,https://www.zillow.com/homedetails/5715-Baltimore-Dr-UNIT-13-La-Mesa-CA-91942/16990027_zpid/,Townhouse for sale,No Data,30056.399999999998,"$489,000","1,385",CA,5715 Baltimore Dr UNIT 13,1979,"$485,319",$353,91942
2,2,SanDiego,"2676 Worden St UNIT 60, San Diego, CA 92110",Townhouse,https://www.zillow.com/homedetails/2676-Worden-St-UNIT-60-San-Diego-CA-92110/16965544_zpid/,Townhouse for sale,12.88 acres,561052.8,"$465,000",976,CA,2676 Worden St UNIT 60,1969,"$464,090",$476,92110
2,2,Concord,"1771 Laguna St APT 4, Concord, CA 94520",Townhouse,https://www.zillow.com/homedetails/1771-Laguna-St-APT-4-Concord-CA-94520/18363924_zpid/,Townhouse for sale,"1,041 sqft",1041.0,"$375,000","1,040",CA,1771 Laguna St APT 4,1978,"$375,002",$361,94520
2,2,Ramona,"421 Nickel Creek Dr, Ramona, CA 92065",Townhouse,https://www.zillow.com/homedetails/421-Nickel-Creek-Dr-Ramona-CA-92065/241609658_zpid/,Townhouse for sale,10.09 acres,439520.39999999997,"$399,000","1,044",CA,421 Nickel Creek Dr,2016,"$393,229",$382,92065
3,4,SanJose,"305 Heredia Ct, San Jose, CA 95116",Townhouse,https://www.zillow.com/homedetails/305-Heredia-Ct-San-Jose-CA-95116/19720393_zpid/,Townhouse for sale,"1,028 sqft",1028.0,"$580,000","1,474",CA,305 Heredia Ct,1971,"$581,436",$393,95116
4,2,Milpitas,"Residence 11 Prynt, Prynt in Milpitas, Milpitas, CA 95035",Townhouse,https://www.zillow.com/community/prynt-in-milpitas/2082501395_zpid/,New construction,No Data,1028.0,"$1,092,000+","2,046",CA,Residence 11 Prynt Plan,2019,"$1,098,023",$534,95035
2,2,SanJose,"2176 Luz Ave, San Jose, CA 95116",Townhouse,https://www.zillow.com/homedetails/2176-Luz-Ave-San-Jose-CA-95116/19720673_zpid/,Townhouse for sale,958 sqft,958.0,"$435,000",956,CA,2176 Luz Ave,1979,"$440,799",$455,95116
4,3,Fremont,"The Spring, Enclave at Mission Falls, Fremont, CA 94539",Townhouse,https://www.zillow.com/community/enclave-at-mission-falls/2082919833_zpid/,New construction,No Data,958.0,"$1,228,990+","2,154",CA,The Spring Plan,2019,"$1,209,320",$571,94539
4,3,Anaheim,"672 S Melrose St, Anaheim, CA 92805",Townhouse,https://www.zillow.com/homedetails/672-S-Melrose-St-Anaheim-CA-92805/111426190_zpid/,Townhouse for sale,"1,001 sqft",1001.0,"$600,000","1,570",CA,672 S Melrose St,2009,"$600,001",$382,92805
2,3,AlpineMeadows,"2101 Scott Peak Pl UNIT 5, Alpine Meadows, CA 96146",Townhouse,https://www.zillow.com/homedetails/2101-Scott-Peak-Pl-UNIT-5-Alpine-Meadows-CA-96146/17702647_zpid/,Townhouse for sale,No Data,1001.0,"$449,000","1,216",CA,2101 Scott Peak Pl UNIT 5,1969,"$442,387",$369,96146
2,3,SanMarcos,"242 Cerco Rosado, San Marcos, CA 92069",Townhouse,https://www.zillow.com/homedetails/242-Cerco-Rosado-San-Marcos-CA-92069/16685837_zpid/,Townhouse for sale,No Data,1001.0,"$425,000","1,511",CA,242 Cerco Rosado,1976,"$425,001",$281,92069
3,3,SanJose,"5951 Sunstone Dr # 202, San Jose, CA 95123",Townhouse,https://www.zillow.com/homedetails/5951-Sunstone-Dr-202-San-Jose-CA-95123/300480859_zpid/,Townhouse for sale,"1,001 sqft",1001.0,"$874,888","1,736",CA,5951 Sunstone Dr # 202,2019,"$874,891",$504,95123
3,3,ChulaVista,"1751 Via Capri, Chula Vista, CA 91913",Townhouse,https://www.zillow.com/homedetails/1751-Via-Capri-Chula-Vista-CA-91913/52523181_zpid/,Townhouse for sale,No Data,3009.0,"$425,000","1,379",CA,1751 Via Capri,2001,"$425,002",$308,91913
3,3,LosAngeles,"11824 Darlington Ave APT 103, Los Angeles, CA 90049",Townhouse,https://www.zillow.com/homedetails/11824-Darlington-Ave-APT-103-Los-Angeles-CA-90049/51582360_zpid/,Townhouse for sale,"7,875 sqft",7875.0,"$1,099,000","1,792",CA,11824 Darlington Ave APT 103,1999,"$1,099,004",$613,90049
3,3,StevensonRanch,"25945 Stafford Canyon Rd UNIT B, Stevenson Ranch, CA 91381",Townhouse,https://www.zillow.com/homedetails/25945-Stafford-Canyon-Rd-UNIT-B-Stevenson-Ranch-CA-91381/20203707_zpid/,Townhouse for sale,1.06 acres,46173.600000000006,"$495,000","1,667",CA,25945 Stafford Canyon Rd UNIT B,1991,"$495,000",$297,91381
