Bath,Bed,City,Full_address,House_type,House_website,Listing_type,Price,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,2,Tustin,"2873 Ballesteros Ln, Tustin, CA 92782",Condo,https://www.zillow.com/homedetails/2873-Ballesteros-Ln-Tustin-CA-92782/25705632_zpid/,Condo for sale,"$569,000","1,245",CA,2873 Ballesteros Ln,1993,"$561,413",$457,92782
3,3,Perris,"3357 Evening Mist Ln, Perris, CA 92571",Condo,https://www.zillow.com/homedetails/3357-Evening-Mist-Ln-Perris-CA-92571/69289599_zpid/,Condo for sale,"$249,900","1,573",CA,3357 Evening Mist Ln,2006,"$247,436",$159,92571
2,2,LakeArrowhead,"180 Grass Valley Rd # 37, Lake Arrowhead, CA 92352",Condo,https://www.zillow.com/homedetails/180-Grass-Valley-Rd-37-Lake-Arrowhead-CA-92352/55028219_zpid/,Condo for sale,"$320,000","1,676",CA,180 Grass Valley Rd # 37,1965,"$311,165",$191,92352
4,3,Calabasas,"23500 Park Sorrento UNIT G22, Calabasas, CA 91302",Condo,https://www.zillow.com/homedetails/23500-Park-Sorrento-UNIT-G22-Calabasas-CA-91302/250349615_zpid/,Condo for sale,"$1,598,830","2,270",CA,23500 Park Sorrento UNIT G22,2017,"$1,598,830",$704,91302
2,2,LosAngeles,"5009 Woodman Ave APT 311, Los Angeles, CA 91423",Condo,https://www.zillow.com/homedetails/5009-Woodman-Ave-APT-311-Los-Angeles-CA-91423/19985537_zpid/,Condo for sale,"$515,000",979,CA,5009 Woodman Ave APT 311,1978,"$515,042",$526,91423
4,4,Davis,"1688 Vine St, Davis, CA 95616",Condo,https://www.zillow.com/homedetails/1688-Vine-St-Davis-CA-95616/201608432_zpid/,Condo for sale,"$649,000","2,023",CA,1688 Vine St,2015,"$637,874",$321,95616
1,1,SanDiego,"4585 1/2 Campus Ave, San Diego, CA 92116",Condo,https://www.zillow.com/homedetails/4585-1-2-Campus-Ave-San-Diego-CA-92116/81959680_zpid/,Condo for sale,"$369,000",484,CA,4585 1/2 Campus Ave,2008,"$368,327",$762,92116
2,2,ElCajon,"1250 E Madison Ave UNIT A, El Cajon, CA 92021",Condo,https://www.zillow.com/homedetails/1250-E-Madison-Ave-UNIT-A-El-Cajon-CA-92021/17028115_zpid/,Condo for sale,"$295,000","1,088",CA,1250 E Madison Ave UNIT A,1965,"$295,000",$271,92021
1,1,SanDiego,"530 K St UNIT 211, San Diego, CA 92101",Condo,https://www.zillow.com/homedetails/530-K-St-UNIT-211-San-Diego-CA-92101/63496652_zpid/,Condo for sale,"$459,000",707,CA,530 K St UNIT 211,2005,"$454,704",$649,92101
1,1,SanDiego,"800 The Mark Ln UNIT 1106, San Diego, CA 92101",Condo,https://www.zillow.com/homedetails/800-The-Mark-Ln-UNIT-1106-San-Diego-CA-92101/79481662_zpid/,Condo for sale,"$535,000",760,CA,800 The Mark Ln UNIT 1106,2007,"$527,580",$704,92101
2,2,Oceanside,"2160 S Coast Hwy, Oceanside, CA 92054",Condo,https://www.zillow.com/homedetails/2160-S-Coast-Hwy-Oceanside-CA-92054/52504389_zpid/,Condo for sale,"$599,000","1,590",CA,2160 S Coast Hwy,1980,"$585,688",$377,92054
