1 Bed,2 Beds,3 Beds,4 Beds,4+ Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Type,Zip_code
,"$2,325",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,325'}]",Torrance,"3812 W 242nd St, Torrance, CA 90505",12 Month Lease,https://www.apartments.com/3812-w-242nd-st-torrance-ca/8pv7q33/,800,800 Sq Ft,CA,Townhomes,90505
"$2,500",,,,,Nov 1,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,500'}]",Los Angeles,"849 N Sycamore Ave, Los Angeles, CA 90038",1 Month Lease,https://www.apartments.com/849-n-sycamore-ave-los-angeles-ca/r7vhp00/,"1,100","1,100 Sq Ft",CA,Townhomes,90038
,,"$3,200",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]",Santa Monica,"1417 Pearl St, Santa Monica, CA 90405",12 Month Lease,https://www.apartments.com/1417-pearl-st-santa-monica-ca/1p90fn4/,1,1 Sq Ft,CA,Townhomes,90405
,,"$3,000",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",Pasadena,"306 N Chester Ave, Pasadena, CA 91106",12 Month Lease,https://www.apartments.com/306-n-chester-ave-pasadena-ca/17zlwh7/,"1,280","1,280 Sq Ft",CA,Townhomes,91106
,"$3,800",,,,Nov 1,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$3,800'}]",Los Angeles,"12131 Havelock Ave, Los Angeles, CA 90230",,https://www.apartments.com/12131-havelock-ave-los-angeles-ca/4v63d7h/,"1,062","1,062 Sq Ft",CA,Townhomes,90230
"$2,000",,,,,Nov 1,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,000'}]",Los Angeles,"11345 Hatteras St, Los Angeles, CA 91601",12 Month Lease,https://www.apartments.com/11345-hatteras-st-los-angeles-ca/xmhgzjp/,650,650 Sq Ft,CA,Townhomes,91601
,"$4,200",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,200'}]",West Hollywood,"963 Hancock Ave, West Hollywood, CA 90069",12 Month Lease,https://www.apartments.com/963-hancock-ave-west-hollywood-ca/llkrw2g/,"1,260","1,260 Sq Ft",CA,Townhomes,90069
"$2,195",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,195'}]",Los Angeles,"5031 Bakman Ave, Los Angeles, CA 91601",12 Month Lease,https://www.apartments.com/5031-bakman-ave-los-angeles-ca/d75nc6l/,700,700 Sq Ft,CA,Townhomes,91601
,"$2,250",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,250'}]",Burbank,"4131 Warner Blvd, Burbank, CA 91505",,https://www.apartments.com/4131-warner-blvd-burbank-ca/27mwtl8/,,,CA,Townhomes,91505
,,"$4,200",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,200'}]",Burbank,"1705 Cam De Villas, Burbank, CA 91501",12 Month Lease,https://www.apartments.com/1705-cam-de-villas-burbank-ca/wbv8t5j/,"1,500","1,500 Sq Ft",CA,Townhomes,91501
,"$3,350",,,,Dec 1,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,350'}]",El Segundo,"903 Main St, El Segundo, CA 90245",12 Month Lease,https://www.apartments.com/903-main-st-el-segundo-ca/g3etc9z/,"2,000","2,000 Sq Ft",CA,Townhomes,90245
,,"$3,150",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]",San Diego,"13037 Lamia Point, San Diego, CA 92130",12 Month Lease,https://www.apartments.com/13037-lamia-point-san-diego-ca/9y21n87/,"1,475","1,475 Sq Ft",CA,Townhomes,92130
,,"$3,950",,,Nov 1,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,950'}]",Los Angeles,"5208 Lemona Ave, Los Angeles, CA 91411",12 Month Lease,https://www.apartments.com/5208-lemona-ave-los-angeles-ca/hpqkwe0/,"2,000","2,000 Sq Ft",CA,Townhomes,91411
,"$2,399",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,399'}]",Lomita,"25032 Walnut St, Lomita, CA 90717",12 Month Lease,https://www.apartments.com/25032-walnut-st-lomita-ca/kmyqy9c/,"1,000","1,000 Sq Ft",CA,Townhomes,90717
,,"$5,250",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,250'}]",Beverly Hills,"310 N La Peer Dr, Beverly Hills, CA 90211",12 Month Lease,https://www.apartments.com/310-n-la-peer-dr-beverly-hills-ca/yg8s25v/,"2,150","2,150 Sq Ft",CA,Townhomes,90211
,"$2,200",,,,Nov 4,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",San Clemente,"140 W Escalones, San Clemente, CA 92672",12 Month Lease,https://www.apartments.com/140-w-escalones-san-clemente-ca/qjnjz8x/,"1,200","1,200 Sq Ft",CA,Townhomes,92672
,,,"$3,800",,Available Now,2½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,800'}]",Newport Beach,"1 Shellprint Ct, Newport Beach, CA 92663",,https://www.apartments.com/1-shellprint-ct-newport-beach-ca/xmn8g0n/,"1,778","1,778 Sq Ft",CA,Townhomes,92663
,,,"$7,000",,Dec 1,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$7,000'}]",Los Angeles,"1258 Barry Ave, Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/1258-barry-ave-los-angeles-ca/25h1868/,"2,900","2,900 Sq Ft",CA,Townhomes,90025
,,"$2,700",,,Nov 16,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,700'}]",Cerritos,"16518 Poppyglen Ln, Cerritos, CA 90703",12 Month Lease,https://www.apartments.com/16518-poppyglen-ln-cerritos-ca/mydfcsj/,"1,394","1,394 Sq Ft",CA,Townhomes,90703
,,"$3,650",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,650'}]",Los Angeles,"4904 Laurel Canyon Blvd, Los Angeles, CA 91607",12 Month Lease,https://www.apartments.com/4904-laurel-canyon-blvd-los-angeles-ca/bj0s2jc/,"2,000","2,000 Sq Ft",CA,Townhomes,91607
,"$3,695",,,,Nov 4,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,695'}]",Los Angeles,"2425 Prosser Ave, Los Angeles, CA 90064",1 Month Lease,https://www.apartments.com/2425-prosser-ave-los-angeles-ca/y747lkv/,"1,000","1,000 Sq Ft",CA,Townhomes,90064
"$2,450",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,450'}]",Venice,"109 Paloma Ave, Venice, CA 90291",,https://www.apartments.com/109-paloma-ave-venice-ca/kqq1jmb/,,,CA,Townhomes,90291
,,"$3,400",,,Nov 18,1½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,400'}]",Costa Mesa,"261 Flower St, Costa Mesa, CA 92627",12 Month Lease,https://www.apartments.com/261-flower-st-costa-mesa-ca/bk69sv8/,"1,100","1,100 Sq Ft",CA,Townhomes,92627
,,"$9,995",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$9,995'}]",Santa Monica,"914 5th St, Santa Monica, CA 90403",12 Month Lease,https://www.apartments.com/914-5th-st-santa-monica-ca/7qrxyfx/,"2,200","2,200 Sq Ft",CA,Townhomes,90403
,"$3,100",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,100'}]",Burbank,"638 E Tujunga Ave, Burbank, CA 91501",12 Month Lease,https://www.apartments.com/638-e-tujunga-ave-burbank-ca/zev1tgz/,"99,999","99,999 Sq Ft",CA,Townhomes,91501
,"$2,995",,,,Nov 1,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,995'}]",Los Angeles,"10576 Eastborne Ave, Los Angeles, CA 90024",12 Month Lease,https://www.apartments.com/10576-eastborne-ave-los-angeles-ca/zkf2r7w/,"1,100","1,100 Sq Ft",CA,Townhomes,90024
"$3,386",,,,,Available Now,1½ BAs,"[{'bedroom_type': '1 Bed', 'price': '$3,386'}]",Santa Monica,"941 10th St, Santa Monica, CA 90403",12 Month Lease,https://www.apartments.com/941-10th-st-santa-monica-ca/mds17wk/,919,919 Sq Ft,CA,Townhomes,90403
,"$5,500",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,500'}]",Beverly Hills,"9936 Durant Dr, Beverly Hills, CA 90212",,https://www.apartments.com/9936-durant-dr-beverly-hills-ca/zg0sqty/,"2,000","2,000 Sq Ft",CA,Townhomes,90212
,,"$3,200",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]",Rancho Palos Verdes,"28003 Ridgecove Ct N, Rancho Palos Verdes, CA 90275",,https://www.apartments.com/28003-ridgecove-ct-n-rancho-palos-verdes-ca/6mtpj5t/,"1,439","1,439 Sq Ft",CA,Townhomes,90275
,"$2,200",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",Glendale,"411 Lincoln Ave, Glendale, CA 91205",12 Month Lease,https://www.apartments.com/411-lincoln-ave-glendale-ca/k1r94wb/,900,900 Sq Ft,CA,Townhomes,91205
,"$2,650",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,650'}]",Costa Mesa,"1769 Tustin Ave, Costa Mesa, CA 92627",12 Month Lease,https://www.apartments.com/1769-tustin-ave-costa-mesa-ca/1j173s4/,800,800 Sq Ft,CA,Townhomes,92627
,,,"$3,750",,Nov 1,4 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,750'}]",Los Angeles,"16753 Sherman Way, Los Angeles, CA 91406",,https://www.apartments.com/16753-sherman-way-los-angeles-ca/6mbzxlt/,"1,800","1,800 Sq Ft",CA,Townhomes,91406
,"$3,200",,,,Nov 1,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,200'}]",Rancho Palos Verdes,"9 Vía Veneta, Rancho Palos Verdes, CA 90275",12 Month Lease,https://www.apartments.com/9-via-veneta-rancho-palos-verdes-ca/re34f21/,"1,450","1,450 Sq Ft",CA,Townhomes,90275
,,,"$4,800",,Nov 15,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$4,800'}]",Culver City,"5113 Huck Finn Ln, Culver City, CA 90230",6 Month Lease,https://www.apartments.com/5113-huck-finn-ln-culver-city-ca/d96ye2l/,"1,743","1,743 Sq Ft",CA,Townhomes,90230
,,"$6,500",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$6,500'}]",Los Angeles,"12510 West Fielding Circle, Los Angeles, CA 90066",12 Month Lease,https://www.apartments.com/12510-west-fielding-circle-los-angeles-ca/k5gs9vb/,"1,876","1,876 Sq Ft",CA,Townhomes,90066
,,"$3,960",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,960'}]",Santa Monica,"1528 Berkeley St, Santa Monica, CA 90404",,https://www.apartments.com/1528-berkeley-st-santa-monica-ca/fe1dzet/,"1,245","1,245 Sq Ft",CA,Townhomes,90404
,"$2,850",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,850'}]",Los Angeles,"1110 Magnolia Ave, Los Angeles, CA 90006",12 Month Lease,https://www.apartments.com/1110-magnolia-ave-los-angeles-ca/qsqpqyz/,"1,130","1,130 Sq Ft",CA,Townhomes,90006
,"$5,000",,,,Nov 6,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,000'}]",Hermosa Beach,"501 Beach Dr, Hermosa Beach, CA 90254",,https://www.apartments.com/501-beach-dr-hermosa-beach-ca/2ng1kdb/,850,850 Sq Ft,CA,Townhomes,90254
,,"$7,990",,,Nov 16,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$7,990'}]",Marina del Rey,"30 Voyage St, Marina del Rey, CA 90292",6 Month Lease,https://www.apartments.com/30-voyage-st-marina-del-rey-ca/1wpk8n5/,"1,700","1,700 Sq Ft",CA,Townhomes,90292
,"$3,600",,,,Nov 1,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$3,600'}]",Hermosa Beach,"719 Loma Dr, Hermosa Beach, CA 90254",12 Month Lease,https://www.apartments.com/719-loma-dr-hermosa-beach-ca/24w7mrc/,800,800 Sq Ft,CA,Townhomes,90254
,"$6,500",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$6,500'}]",Manhattan Beach,"224 9th St, Manhattan Beach, CA 90266",12 Month Lease,https://www.apartments.com/224-9th-st-manhattan-beach-ca/v0mn5de/,"1,350","1,350 Sq Ft",CA,Townhomes,90266
,,"$8,500",,,Feb 1,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$8,500'}]",Culver City,"4227 Ince Blvd, Culver City, CA 90232",,https://www.apartments.com/4227-ince-blvd-culver-city-ca/c7nd32d/,"2,500","2,500 Sq Ft",CA,Townhomes,90232
,"$2,750",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,750'}]",San Diego,"1440 Pacific Beach Dr, San Diego, CA 92109",,https://www.apartments.com/1440-pacific-beach-dr-san-diego-ca/yr6yf7v/,925,925 Sq Ft,CA,Townhomes,92109
