1 Bed,2 Beds,3 Beds,4 Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Studio,Type,Zip_code
,"$2,695 ",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]",Redondo Beach,"Redondo Beach, CA 90278",12 Month Lease,https://www.apartments.com/2614-nelson-ave-redondo-beach-ca-unit-1/vt77vtd/,"1,000","1,000 Sq Ft",CA,,Condos,90278
"$1,500 ",,,,4-Nov,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,500'}]",Santa Ana,"Santa Ana, CA 92704",12 Month Lease,https://www.apartments.com/2813-s-fairview-st-santa-ana-ca-unit-h/gcfjwlw/,700,700 Sq Ft,CA,,Condos,92704
,,"$3,200 ",,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]",La Mesa,"La Mesa, CA 91942",12 Month Lease,https://www.apartments.com/5649-lake-murray-blvd-la-mesa-ca-unit-d/g5b2z3x/,"1,471","1,471 Sq Ft",CA,,Condos,91942
"$2,100 ",,,,1-Nov,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,100'}]",San Jose,"San Jose, CA 95111",12 Month Lease,https://www.apartments.com/5332-monterey-rd-san-jose-ca-unit-4/r6m4v10/,700,700 Sq Ft,CA,,Condos,95111
,,"$3,750 ",,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,750'}]",Morgan Hill,"Morgan Hill, CA 95037",3 Month Lease,https://www.apartments.com/5770-croy-rd-morgan-hill-ca-unit-h/019zx23/,"1,800","1,800 Sq Ft",CA,,Condos,95037
,,"$4,750 ",,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,750'}]",Ojai,"Ojai, CA 93023",12 Month Lease,https://www.apartments.com/611-pearl-st-ojai-ca-unit-b/2d1t568/,"2,333","2,333 Sq Ft",CA,,Condos,93023
,"$2,700 ",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,700'}]",Lawndale,"Lawndale, CA 90260",12 Month Lease,https://www.apartments.com/4633-marine-ave-lawndale-ca-unit-102/gwtfwqw/,925,925 Sq Ft,CA,,Condos,90260
,"$1,900 ",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,900'}]",Laguna Woods,"Laguna Woods, CA 92637",12 Month Lease,https://www.apartments.com/828-via-alhambra-laguna-woods-ca-unit-n/qkkl14w/,"1,100","1,100 Sq Ft",CA,,Condos,92637
,"$3,300 ",,,1-Nov,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,300'}]",Emeryville,"Emeryville, CA 94608",12 Month Lease,https://www.apartments.com/1121-40th-st-emeryville-ca-unit-2402/efnvvcp/,"1,200","1,200 Sq Ft",CA,,Condos,94608
,,,,1-Nov,1 BA,"[{'bedroom_type': 'Studio', 'price': '$1,300'}]",San Diego,"San Diego, CA 92154",12 Month Lease,https://www.apartments.com/2940-brando-dr-san-diego-ca-unit-1/cvc6stf/,400,400 Sq Ft,CA,"$1,300 ",Condos,92154
,"$2,925 ",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,925'}]",Santa Clara,"Santa Clara, CA 95051",12 Month Lease,https://www.apartments.com/121-buckingham-dr-santa-clara-ca-unit-55/t8xn5g8/,"1,100","1,100 Sq Ft",CA,,Condos,95051
"$2,400 ",,,,Available Now,1½ BAs,"[{'bedroom_type': '1 Bed', 'price': '$2,400'}]",Los Angeles,"Los Angeles, CA 90056",12 Month Lease,https://www.apartments.com/5300-fairview-blvd-los-angeles-ca-unit-12/s0tg304/,900,900 Sq Ft,CA,,Condos,90056
"$1,395 ",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,395'}]",Palmdale,"Palmdale, CA 93550",12 Month Lease,https://www.apartments.com/2554-olive-dr-palmdale-ca-unit-92/j9mq587/,529,529 Sq Ft,CA,,Condos,93550
,"$4,300 ",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$4,300'}]",San Francisco,"San Francisco, CA 94131",12 Month Lease,https://www.apartments.com/1571-church-st-san-francisco-ca-unit-d/jqkef57/,800,800 Sq Ft,CA,,Condos,94131
"$1,950 ",,,,1-Nov,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,950'}]",El Segundo,"El Segundo, CA 90245",12 Month Lease,https://www.apartments.com/770-w-imperial-ave-el-segundo-ca-unit-4/6b2jczr/,750,750 Sq Ft,CA,,Condos,90245
"$2,000 ",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,000'}]",Palm Springs,"Palm Springs, CA 92262",12 Month Lease,https://www.apartments.com/367-s-calle-encilia-palm-springs-ca-unit-b/kh699kc/,600,600 Sq Ft,CA,,Condos,92262
,"$1,950 ",,,1-Nov,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,950'}]",Oceanside,"Oceanside, CA 92058",12 Month Lease,https://www.apartments.com/405-stoney-point-way-oceanside-ca-unit-89/qwl0zwx/,944,944 Sq Ft,CA,,Condos,92058
,"$2,300 ",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]",Los Angeles,"Los Angeles, CA 90013",12 Month Lease,https://www.apartments.com/312-w-5th-st-los-angeles-ca-unit-704/c2l7xqf/,800,800 Sq Ft,CA,,Condos,90013
,"$2,950 ",,,1-Dec,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,950'}]",Sacramento,"Sacramento, CA 95814",3 Month Lease,https://www.apartments.com/500-n-st-sacramento-ca-unit-1604/sn35le6/,"1,261","1,261 Sq Ft",CA,,Condos,95814
,,"$7,995 ",,1-Dec,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$7,995'}]",Marina del Rey,"Marina del Rey, CA 90292",3 Month Lease,https://www.apartments.com/119-anchorage-st-marina-del-rey-ca-unit-1/5y71xmp/,"3,150","3,150 Sq Ft",CA,,Condos,90292
,"$2,200 ",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",Antioch,"Antioch, CA 94509",12 Month Lease,https://www.apartments.com/448-christina-ct-antioch-ca-unit-b/qh6zr6x/,800,800 Sq Ft,CA,,Condos,94509
,"$2,400 ",,,1-Nov,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]",Los Angeles,"Los Angeles, CA 91367",12 Month Lease,https://www.apartments.com/21450-burbank-blvd-los-angeles-ca-unit-101/msmr7tl/,"1,000","1,000 Sq Ft",CA,,Condos,91367
,"$2,350 ",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,350'}]",San Diego,"San Diego, CA 92128",12 Month Lease,https://www.apartments.com/17440-plaza-cerado-san-diego-ca-unit-71/kcsx4f9/,"1,455","1,455 Sq Ft",CA,,Condos,92128
,"$2,475 ",,,1-Nov,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,475'}]",San Ramon,"San Ramon, CA 94583",12 Month Lease,https://www.apartments.com/9005-alcosta-blvd-san-ramon-ca-unit-207/mw8rg3j/,"1,230","1,230 Sq Ft",CA,,Condos,94583
,"$2,400 ",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]",Los Angeles,"Los Angeles, CA 91344",12 Month Lease,https://www.apartments.com/16940-chatsworth-st-los-angeles-ca-unit-211/mvrd5ll/,"1,134","1,134 Sq Ft",CA,,Condos,91344
"$1,365 ",,,,17-Nov,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,365'}]",Sacramento,"Sacramento, CA 95834",12 Month Lease,https://www.apartments.com/4200-e-commerce-way-sacramento-ca-unit-2221/02s36b2/,667,667 Sq Ft,CA,,Condos,95834
,"$2,850 ",,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,850'}]",San Diego,"San Diego, CA 92130",6 Month Lease,https://www.apartments.com/3778-mykonos-ln-san-diego-ca-unit-63/bd14yzb/,"1,231","1,231 Sq Ft",CA,,Condos,92130
,"$2,695 ",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]",San Jose,"San Jose, CA 95118",12 Month Lease,https://www.apartments.com/1672-branham-park-pl-san-jose-ca-unit-0/bg02pec/,"1,020","1,020 Sq Ft",CA,,Condos,95118
,$950 ,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$950'}]",Visalia,"Visalia, CA 93277",12 Month Lease,https://www.apartments.com/4843-w-cypress-ave-visalia-ca-unit-4843/jfv4t65/,990,990 Sq Ft,CA,,Condos,93277
,"$2,795 ",,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,795'}]",Redondo Beach,"Redondo Beach, CA 90278",12 Month Lease,https://www.apartments.com/4524-182nd-st-redondo-beach-ca-unit-4524/ym5qewr/,"1,277","1,277 Sq Ft",CA,,Condos,90278
,"$2,150 ",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,150'}]",La Mesa,"La Mesa, CA 91942",12 Month Lease,https://www.apartments.com/5661-lake-park-way-la-mesa-ca-unit-1/svdmfx5/,942,942 Sq Ft,CA,,Condos,91942
,"$2,250 ",,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,250'}]",Murrieta,"Murrieta, CA 92562",12 Month Lease,https://www.apartments.com/38285-oaktree-loop-murrieta-ca-unit-n-a/6exmkgt/,"1,840","1,840 Sq Ft",CA,,Condos,92562
$950 ,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$950'}]",San Bernardino,"San Bernardino, CA 92410",6 Month Lease,https://www.apartments.com/1025-n-tippecanoe-ave-san-bernardino-ca-unit-122/8nn9xb3/,806,806 Sq Ft,CA,,Condos,92410
,"$2,800 ",,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]",San Diego,"San Diego, CA 92130",12 Month Lease,https://www.apartments.com/3716-mykonos-ln-san-diego-ca-unit-161/73nm4wy/,"1,290","1,290 Sq Ft",CA,,Condos,92130
