1 Bed,2 Beds,3 Beds,4 Beds,4+ Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Type,Zip_code
,,,"$3,600",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,600'}]",Los Angeles,"7234 Beckford Ave, Los Angeles, CA 91335",12 Month Lease,https://www.apartments.com/7234-beckford-ave-los-angeles-ca/xl1r9gp/,"1,536","1,536 Sq Ft",CA,Houses,91335
"$1,800",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,800'}]",Glendale,"465 W Maple St, Glendale, CA 91204",12 Month Lease,https://www.apartments.com/465-w-maple-st-glendale-ca/nz09s3p/,800,800 Sq Ft,CA,Houses,91204
,,"$3,000",,,Nov 4,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",San Gabriel,"9105 Arcadia Ave, San Gabriel, CA 91775",,https://www.apartments.com/9105-arcadia-ave-san-gabriel-ca/c46h2je/,"1,540","1,540 Sq Ft",CA,Houses,91775
,,"$3,750",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,750'}]",Los Angeles,"5853 McDonie Ave, Los Angeles, CA 91367",12 Month Lease,https://www.apartments.com/5853-mcdonie-ave-los-angeles-ca/704612y/,"1,800","1,800 Sq Ft",CA,Houses,91367
,,,"$5,295",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$5,295'}]",Los Angeles,"3392 Wade St, Los Angeles, CA 90066",,https://www.apartments.com/3392-wade-st-los-angeles-ca/x3mrfxq/,"1,600","1,600 Sq Ft",CA,Houses,90066
,"$4,495",,,,Nov 1,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,495'}]",Montecito,"1470 School House Rd, Montecito, CA 93108",2 Month Lease,https://www.apartments.com/1470-school-house-rd-montecito-ca/cmettze/,"1,600","1,600 Sq Ft",CA,Houses,93108
,,"$4,250",,,Available Now,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,250'}]",Los Angeles,"4846 Hayvenhurst Ave, Los Angeles, CA 91436",12 Month Lease,https://www.apartments.com/4846-hayvenhurst-ave-los-angeles-ca/dlvwk4k/,"2,765","2,765 Sq Ft",CA,Houses,91436
,,,,"$3,195",Available Now,4 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$3,195'}]",Buellton,"1467 W Highway 246, Buellton, CA 93427",12 Month Lease,https://www.apartments.com/1467-w-highway-246-buellton-ca/8713zy0/,"2,500","2,500 Sq Ft",CA,Houses,93427
,,,,"$6,800",Available Now,4 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$6,800'}]",Rancho Palos Verdes,"30605 Calle de Suenos, Rancho Palos Verdes, CA 90275",12 Month Lease,https://www.apartments.com/30605-calle-de-suenos-rancho-palos-verdes-ca/csddhvg/,"3,723","3,723 Sq Ft",CA,Houses,90275
,,"$3,100",,,Available Now,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$3,100'}]",Los Angeles,"5026 Brighton Ave, Los Angeles, CA 90062",12 Month Lease,https://www.apartments.com/5026-brighton-ave-los-angeles-ca/t5qljcb/,"1,425","1,425 Sq Ft",CA,Houses,90062
,,"$3,200",,,Available Now,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]",Los Angeles,"9767 Sunland Blvd, Los Angeles, CA 91040",12 Month Lease,https://www.apartments.com/9767-sunland-blvd-los-angeles-ca/mvcy0vh/,"1,400","1,400 Sq Ft",CA,Houses,91040
,,"$3,550",,,Nov 1,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,550'}]",Los Angeles,"18908 Lassen St, Los Angeles, CA 91324",12 Month Lease,https://www.apartments.com/18908-lassen-st-los-angeles-ca/pvsyfhv/,"2,039","2,039 Sq Ft",CA,Houses,91324
,,"$2,750",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,750'}]",Los Angeles,"7322 Wilbur Ave, Los Angeles, CA 91335",12 Month Lease,https://www.apartments.com/7322-wilbur-ave-los-angeles-ca/4hgrxrk/,"1,155","1,155 Sq Ft",CA,Houses,91335
,,"$3,900",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,900'}]",Pasadena,"540 N Chester Ave, Pasadena, CA 91106",,https://www.apartments.com/540-n-chester-ave-pasadena-ca/mcx0ehl/,"1,640","1,640 Sq Ft",CA,Houses,91106
,,"$3,450",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,450'}]",Redondo Beach,"2107 Blossom Ln, Redondo Beach, CA 90278",12 Month Lease,https://www.apartments.com/2107-blossom-ln-redondo-beach-ca/m8mcg7j/,"1,386","1,386 Sq Ft",CA,Houses,90278
,"$1,595",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,595'}]",Los Angeles,"380 W 15th St, Los Angeles, CA 90731",12 Month Lease,https://www.apartments.com/380-w-15th-st-los-angeles-ca/6ez408r/,900,900 Sq Ft,CA,Houses,90731
,,,"$17,000",,Available Now,5 BAs,"[{'bedroom_type': '4 Beds', 'price': '$17,000'}]",Los Angeles,"939 Hartzell St, Los Angeles, CA 90272",12 Month Lease,https://www.apartments.com/939-hartzell-st-los-angeles-ca/vn63yzf/,"3,100","3,100 Sq Ft",CA,Houses,90272
,,,,"$14,800",Dec 1,5 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$14,800'}]",Beverly Hills,"517 N Arden Dr, Beverly Hills, CA 90210",12 Month Lease,https://www.apartments.com/517-n-arden-dr-beverly-hills-ca/0h6e3n2/,"5,136","5,136 Sq Ft",CA,Houses,90210
,,,"$2,700",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$2,700'}]",Rancho Cucamonga,"6277 Phillips Way, Rancho Cucamonga, CA 91737",12 Month Lease,https://www.apartments.com/6277-phillips-way-rancho-cucamonga-ca/626bqbt/,"1,755","1,755 Sq Ft",CA,Houses,91737
,,,"$2,600",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$2,600'}]",Rancho Cucamonga,"7569 Hardy Ave, Rancho Cucamonga, CA 91730",12 Month Lease,https://www.apartments.com/7569-hardy-ave-rancho-cucamonga-ca/0s8k0c2/,"1,974","1,974 Sq Ft",CA,Houses,91730
,,,"$2,550",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$2,550'}]",Rancho Cucamonga,"7883 Selma Ave, Rancho Cucamonga, CA 91730",12 Month Lease,https://www.apartments.com/7883-selma-ave-rancho-cucamonga-ca/wfgz00k/,"2,366","2,366 Sq Ft",CA,Houses,91730
,,,"$8,750",,Available Now,4½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$8,750'}]",Los Angeles,"11331 Isleta St, Los Angeles, CA 90049",12 Month Lease,https://www.apartments.com/11331-isleta-st-los-angeles-ca/r34rk32/,"2,560","2,560 Sq Ft",CA,Houses,90049
"$3,800",,,,,Jan 10,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,800'}]",Los Angeles,"220 Howland Canal, Los Angeles, CA 90291",1 Month Lease,https://www.apartments.com/220-howland-canal-los-angeles-ca/z9y09bz/,500,500 Sq Ft,CA,Houses,90291
,,,"$3,450",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,450'}]",Vista,"1529 Clearwater Ridge, Vista, CA 92081",12 Month Lease,https://www.apartments.com/1529-clearwater-ridge-vista-ca/m0jgnhh/,"2,360","2,360 Sq Ft",CA,Houses,92081
"$1,550",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,550'}]",Los Angeles,"7649 Beckett St, Los Angeles, CA 91042",12 Month Lease,https://www.apartments.com/7649-beckett-st-los-angeles-ca/yxpbd2r/,440,440 Sq Ft,CA,Houses,91042
,,,,"$2,500",Available Now,3 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$2,500'}]",Temecula,"27456 Lovettsville Ln, Temecula, CA 92591",,https://www.apartments.com/27456-lovettsville-ln-temecula-ca/3qr25xd/,"2,200","2,200 Sq Ft",CA,Houses,92591
,,"$3,500",,,Dec 1,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]",Glendale,"3948 Vista Ct, Glendale, CA 91214",12 Month Lease,https://www.apartments.com/3948-vista-ct-glendale-ca/c4pjddg/,"1,610","1,610 Sq Ft",CA,Houses,91214
,,,"$3,700",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,700'}]",Van Nuys,"17114 Vose St, Van Nuys, CA 91406",12 Month Lease,https://www.apartments.com/17114-vose-st-van-nuys-ca/tvpz4k8/,"2,183","2,183 Sq Ft",CA,Houses,91406
$1,,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1'}]",Los Angeles,"4274 Kenyon Ave, Los Angeles, CA 90066",12 Month Lease,https://www.apartments.com/4274-kenyon-ave-los-angeles-ca/l67qmze/,700,700 Sq Ft,CA,Houses,90066
,,,"$10,000",,Jan 4,4 BAs,"[{'bedroom_type': '4 Beds', 'price': '$10,000'}]",Topanga,"20310 Callon Dr, Topanga, CA 90290",12 Month Lease,https://www.apartments.com/20310-callon-dr-topanga-ca/gx34w8y/,"3,000","3,000 Sq Ft",CA,Houses,90290
,,"$2,695",,,Available Now,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$2,695'}]",Altadena,"76 Mountain View St, Altadena, CA 91001",6 Month Lease,https://www.apartments.com/76-mountain-view-st-altadena-ca/k9brcr8/,"1,200","1,200 Sq Ft",CA,Houses,91001
"$2,300",,,,,Jan 1,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,300'}]",Manhattan Beach,"124 16th St, Manhattan Beach, CA 90266",12 Month Lease,https://www.apartments.com/124-16th-st-manhattan-beach-ca/njmn4tn/,500,500 Sq Ft,CA,Houses,90266
,,"$4,500",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,500'}]",Los Angeles,"645 N McCadden Pl, Los Angeles, CA 90004",12 Month Lease,https://www.apartments.com/645-n-mccadden-pl-los-angeles-ca/bzkvbj8/,"1,950","1,950 Sq Ft",CA,Houses,90004
,"$3,999",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$3,999'}]",Los Angeles,"7616 Dunfield Ave, Los Angeles, CA 90045",,https://www.apartments.com/7616-dunfield-ave-los-angeles-ca/6g3c1lr/,"1,500","1,500 Sq Ft",CA,Houses,90045
,"$3,400",,,,Nov 1,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,400'}]",Hermosa Beach,"1064 7th St, Hermosa Beach, CA 90254",12 Month Lease,https://www.apartments.com/1064-7th-st-hermosa-beach-ca/lk2ex6d/,"1,200","1,200 Sq Ft",CA,Houses,90254
"$1,750",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,750'}]",Los Angeles,"17082 Prairie St, Los Angeles, CA 91325",,https://www.apartments.com/17082-prairie-st-los-angeles-ca/xk8ff7p/,500,500 Sq Ft,CA,Houses,91325
,,"$4,395",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,395'}]",Los Angeles,"5841 W 75th St, Los Angeles, CA 90045",12 Month Lease,https://www.apartments.com/5841-w-75th-st-los-angeles-ca/bneygpb/,"1,456","1,456 Sq Ft",CA,Houses,90045
,"$3,800",,,,Nov 9,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$3,800'}]",Los Angeles,"4520 San Andreas Ave, Los Angeles, CA 90065",12 Month Lease,https://www.apartments.com/4520-san-andreas-ave-los-angeles-ca/9ze6eq7/,"1,282","1,282 Sq Ft",CA,Houses,90065
,,"$5,600",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,600'}]",Los Angeles,"2120 Hyperion Ave, Los Angeles, CA 90027",12 Month Lease,https://www.apartments.com/2120-hyperion-ave-los-angeles-ca/vzketxg/,"1,667","1,667 Sq Ft",CA,Houses,90027
,,"$3,500",,,Nov 1,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]",Los Angeles,"17534 Hatteras St, Los Angeles, CA 91316",,https://www.apartments.com/17534-hatteras-st-los-angeles-ca/ljjh7lg/,"1,830","1,830 Sq Ft",CA,Houses,91316
,,,"$2,650",,Nov 1,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$2,650'}]",La Verne,"920 Alessandro Ave, La Verne, CA 91750",,https://www.apartments.com/920-alessandro-ave-la-verne-ca/4phtjvj/,"1,200","1,200 Sq Ft",CA,Houses,91750
,,"$4,000",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,000'}]",Torrance,"5503 Towers St, Torrance, CA 90503",6 Month Lease,https://www.apartments.com/5503-towers-st-torrance-ca/bnzzjkb/,"1,155","1,155 Sq Ft",CA,Houses,90503
,,"$3,850",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,850'}]",Huntington Beach,"19742 Shorecliff Ln, Huntington Beach, CA 92648",12 Month Lease,https://www.apartments.com/19742-shorecliff-ln-huntington-beach-ca/xr8sz7n/,"1,728","1,728 Sq Ft",CA,Houses,92648
,"$2,600",,,,Dec 1,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,600'}]",Pasadena,"100 N Vinedo Ave, Pasadena, CA 91107",12 Month Lease,https://www.apartments.com/100-n-vinedo-ave-pasadena-ca/rymy7x1/,"1,000","1,000 Sq Ft",CA,Houses,91107
,"$2,475",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,475'}]",Los Angeles,"7724 Oak Park Ave, Los Angeles, CA 91406",24 Month Lease,https://www.apartments.com/7724-oak-park-ave-los-angeles-ca/6byf27v/,880,880 Sq Ft,CA,Houses,91406
,,,,"$4,500",Available Now,5 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$4,500'}]",San Gabriel,"6218 N Del Loma Ave, San Gabriel, CA 91775",12 Month Lease,https://www.apartments.com/6218-n-del-loma-ave-san-gabriel-ca/467r7bk/,"3,810","3,810 Sq Ft",CA,Houses,91775
"$1,375",,,,,Dec 1,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,375'}]",Los Angeles,"15339 Vose St, Los Angeles, CA 91406",12 Month Lease,https://www.apartments.com/15339-vose-st-los-angeles-ca/18cm6p7/,500,500 Sq Ft,CA,Houses,91406
,,"$2,300",,,Available Now,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$2,300'}]",Los Angeles,"13278 Mercer St, Los Angeles, CA 91331",12 Month Lease,https://www.apartments.com/13278-mercer-st-los-angeles-ca/5rn198q/,825,825 Sq Ft,CA,Houses,91331
,"$3,250",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,250'}]",Valley Village,"5432 Morella Ave, Valley Village, CA 91607",12 Month Lease,https://www.apartments.com/5432-morella-ave-valley-village-ca/mplbp9j/,"1,600","1,600 Sq Ft",CA,Houses,91607
,,,"$5,395",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$5,395'}]",Los Angeles,"23203 Friar St, Los Angeles, CA 91367",12 Month Lease,https://www.apartments.com/23203-friar-st-los-angeles-ca/h4k4nm0/,"2,500","2,500 Sq Ft",CA,Houses,91367
,,"$6,000",,,Nov 24,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$6,000'}]",Hermosa Beach,"622 Manhattan Ave, Hermosa Beach, CA 90254",12 Month Lease,https://www.apartments.com/622-manhattan-ave-hermosa-beach-ca/nc5e6hm/,"1,500","1,500 Sq Ft",CA,Houses,90254
,"$2,850",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,850'}]",Los Angeles,"15102 Haynes St, Los Angeles, CA 91411",12 Month Lease,https://www.apartments.com/15102-haynes-st-los-angeles-ca/6vzchss/,960,960 Sq Ft,CA,Houses,91411
,,"$7,900",,,Jan 1,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$7,900'}]",Manhattan Beach,"3621 Alma Ave, Manhattan Beach, CA 90266",6 Month Lease,https://www.apartments.com/3621-alma-ave-manhattan-beach-ca/xxlh6fp/,"2,080","2,080 Sq Ft",CA,Houses,90266
,,,"$3,600",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,600'}]",San Diego,"7122 Celome Way, San Diego, CA 92129",12 Month Lease,https://www.apartments.com/7122-celome-way-san-diego-ca/t259q68/,"2,503","2,503 Sq Ft",CA,Houses,92129
,,"$3,100",,,Available Now,1½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,100'}]",Los Angeles,"7818 Rhea Ave, Los Angeles, CA 91335",12 Month Lease,https://www.apartments.com/7818-rhea-ave-los-angeles-ca/6yfrqzv/,"1,200","1,200 Sq Ft",CA,Houses,91335
,,"$3,795",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,795'}]",Los Angeles,"4919 Texhoma Ave, Los Angeles, CA 91316",,https://www.apartments.com/4919-texhoma-ave-los-angeles-ca/g3rq0fw/,"1,864","1,864 Sq Ft",CA,Houses,91316
"$3,500",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,500'}]",Topanga,"19835 Montau Dr, Topanga, CA 90290",,https://www.apartments.com/19835-montau-dr-topanga-ca/9y87h77/,500,500 Sq Ft,CA,Houses,90290
,,"$5,750",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,750'}]",Los Angeles,"11453 National Blvd, Los Angeles, CA 90064",12 Month Lease,https://www.apartments.com/11453-national-blvd-los-angeles-ca/k2ydkzb/,"1,690","1,690 Sq Ft",CA,Houses,90064
,,"$3,000",,,Available Now,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",Los Angeles,"3865 S Sycamore Ave, Los Angeles, CA 90008",12 Month Lease,https://www.apartments.com/3865-s-sycamore-ave-los-angeles-ca/68yfdtv/,"1,238","1,238 Sq Ft",CA,Houses,90008
,,,"$4,800",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$4,800'}]",Woodland Hills,"22858 Burbank Blvd, Woodland Hills, CA 91367",12 Month Lease,https://www.apartments.com/22858-burbank-blvd-woodland-hills-ca/9hxm4y5/,"1,800","1,800 Sq Ft",CA,Houses,91367
,,"$2,900",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,900'}]",Los Angeles,"7456 Lemp Ave, Los Angeles, CA 91605",36 Month Lease,https://www.apartments.com/7456-lemp-ave-los-angeles-ca/tejtn7c/,"1,200","1,200 Sq Ft",CA,Houses,91605
,,"$3,800",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,800'}]",Rancho Palos Verdes,"3444 Hightide Dr, Rancho Palos Verdes, CA 90275",,https://www.apartments.com/3444-hightide-dr-rancho-palos-verdes-ca/wd7wl8h/,,,CA,Houses,90275
,,,,"$65,000",Available Now,6½ BAs,"[{'bedroom_type': '4+ Beds', 'price': '$65,000'}]",Beverly Hills,"926 N Beverly Dr, Beverly Hills, CA 90210",12 Month Lease,https://www.apartments.com/926-n-beverly-dr-beverly-hills-ca/sdz0rv5/,"11,950","11,950 Sq Ft",CA,Houses,90210
"$3,900",,,,,Dec 1,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,900'}]",Los Angeles,"718 N La Jolla Ave, Los Angeles, CA 90046",12 Month Lease,https://www.apartments.com/718-n-la-jolla-ave-los-angeles-ca/lpw398g/,850,850 Sq Ft,CA,Houses,90046
,,,,"$16,500",Available Now,5 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$16,500'}]",Beverly Hills,"610 N Roxbury Dr, Beverly Hills, CA 90210",12 Month Lease,https://www.apartments.com/610-n-roxbury-dr-beverly-hills-ca/39fkn6d/,"4,300","4,300 Sq Ft",CA,Houses,90210
,,,,"$13,900",Available Now,5 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$13,900'}]",Los Angeles,"13141 Warren Ave, Los Angeles, CA 90066",12 Month Lease,https://www.apartments.com/13141-warren-ave-los-angeles-ca/fwdx23t/,"3,960","3,960 Sq Ft",CA,Houses,90066
,,"$5,300",,,Nov 1,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,300'}]",Topanga,"20146 Observation Dr, Topanga, CA 90290",12 Month Lease,https://www.apartments.com/20146-observation-dr-topanga-ca/l9llmne/,"1,850","1,850 Sq Ft",CA,Houses,90290
,"$1,499",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,499'}]",Highland,"26621 Sparks St, Highland, CA 92346",12 Month Lease,https://www.apartments.com/26621-sparks-st-highland-ca/44yky6h/,"1,116","1,116 Sq Ft",CA,Houses,92346
,,"$7,500",,,Nov 1,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$7,500'}]",Los Angeles,"2203 Camden Ave, Los Angeles, CA 90064",12 Month Lease,https://www.apartments.com/2203-camden-ave-los-angeles-ca/7lxl01w/,"2,018","2,018 Sq Ft",CA,Houses,90064
,,"$3,599",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,599'}]",Los Angeles,"18539 Kinzie St, Los Angeles, CA 91324",12 Month Lease,https://www.apartments.com/18539-kinzie-st-los-angeles-ca/r0xyc71/,"1,541","1,541 Sq Ft",CA,Houses,91324
,,"$7,575",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$7,575'}]",Manhattan Beach,"447 23rd Pl, Manhattan Beach, CA 90266",12 Month Lease,https://www.apartments.com/447-23rd-pl-manhattan-beach-ca/ghpj4sz/,"2,000","2,000 Sq Ft",CA,Houses,90266
"$2,295",,,,,Nov 4,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,295'}]",Glendale,"615 S Columbus Ave, Glendale, CA 91204",12 Month Lease,https://www.apartments.com/615-s-columbus-ave-glendale-ca/bhwwhm8/,80,80 Sq Ft,CA,Houses,91204
,"$2,495",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,495'}]",Altadena,"463 E Sacramento St, Altadena, CA 91001",,https://www.apartments.com/463-e-sacramento-st-altadena-ca/d2zjlsk/,700,700 Sq Ft,CA,Houses,91001
