1 Bed,2 Beds,3 Beds,4 Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Studio,Type,Zip_code
$677,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$677'}]",2400 Whitley Ave,"Corcoran, CA 93212",12 Month Lease,https://www.apartments.com/2400-whitley-ave-corcoran-ca/8mh87f0/,,,Corcoran,,Townhomes,CA
$734,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$734'}]",110 Water St,"McCloud, CA 96057",12 Month Lease,https://www.apartments.com/110-water-st-mccloud-ca/1wkvgf6/,,,McCloud,,Townhomes,CA
$645,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$645'}]",550 S Broadway,"Blythe, CA 92225",12 Month Lease,https://www.apartments.com/550-s-broadway-blythe-ca/6en6pkr/,,,Blythe,,Townhomes,CA
$734,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$734'}]",21424 S Marks Ave,"Riverdale, CA 93656",12 Month Lease,https://www.apartments.com/21424-s-marks-ave-riverdale-ca/0mc7db0/,,,Riverdale,,Townhomes,CA
$719,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$719'}]",2600 Red Bud Ln,"Anderson, CA 96007",12 Month Lease,https://www.apartments.com/2600-red-bud-ln-anderson-ca/3qysw7g/,,,Anderson,,Townhomes,CA
$954,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$954'}]",51950 Tyler St,"Coachella, CA 92236",12 Month Lease,https://www.apartments.com/51950-tyler-st-coachella-ca/hqzh4d1/,,,Coachella,,Townhomes,CA
$829,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$829'}]",61451 Verbena Rd,"Joshua Tree, CA 92252",12 Month Lease,https://www.apartments.com/61451-verbena-rd-joshua-tree-ca/pcgphft/,,,Joshua Tree,,Townhomes,CA
,"$1,090",,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,090'}]",4276 Baywood Dr,"4276 Baywood Dr, Redding, CA 96003",,https://www.apartments.com/northpoint-i-apartments-redding-ca/5zpvn0p/,940,940 Sq Ft,Redding,,Townhomes,CA
,"$4,700",,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,700'}]",1226 23rd St,"Santa Monica, CA 90404",,https://www.apartments.com/1226-23rd-st-santa-monica-ca/e5k3hkp/,,,Santa Monica,,Townhomes,CA
,"$1,645",,,Nov 1,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,645'}]",1301 Hickory St,"Roseville, CA 95678",,https://www.apartments.com/1301-hickory-st-roseville-ca/8rnl2b1/,"1,000","1,000 Sq Ft",Roseville,,Townhomes,CA
,"$1,400",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,400'}]",15141 Joy St,"Lake Elsinore, CA 92530",,https://www.apartments.com/15141-joy-st-lake-elsinore-ca/l4ty85d/,"1,000","1,000 Sq Ft",Lake Elsinore,,Townhomes,CA
,"$3,300",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$3,300'}]",420 Narcissus Ave,"Newport Beach, CA 92625",,https://www.apartments.com/420-narcissus-ave-newport-beach-ca/6mhghtt/,"1,100","1,100 Sq Ft",Newport Beach,,Townhomes,CA
,"$2,600",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,600'}]",214 Barlow Ln,"Morro Bay, CA 93442",,https://www.apartments.com/214-barlow-ln-morro-bay-ca/3m5jdkg/,"1,000","1,000 Sq Ft",Morro Bay,,Townhomes,CA
,,"$4,000",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,000'}]",133 Avenida Florencia,"San Clemente, CA 92672",,https://www.apartments.com/133-avenida-florencia-san-clemente-ca/70nn8jw/,"1,800","1,800 Sq Ft",San Clemente,,Townhomes,CA
,,"$11,500",,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$11,500'}]",3519 Manhattan Ave,"Manhattan Beach, CA 90266",,https://www.apartments.com/3519-manhattan-ave-manhattan-beach-ca/77jtt9y/,"2,650","2,650 Sq Ft",Manhattan Beach,,Townhomes,CA
,,"$3,195",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,195'}]",185 Sklar St,"Ladera Ranch, CA 92694",,https://www.apartments.com/185-sklar-st-ladera-ranch-ca/6ldgqkr/,"1,736","1,736 Sq Ft",Ladera Ranch,,Townhomes,CA
,,"$2,900",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,900'}]",1115 Carmel Cir,"Fullerton, CA 92833",,https://www.apartments.com/1115-carmel-cir-fullerton-ca/gtbwyby/,"1,642","1,642 Sq Ft",Fullerton,,Townhomes,CA
,,"$2,600",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]",15447 Pomona Rincon Rd,"Chino Hills, CA 91709",,https://www.apartments.com/15447-pomona-rincon-rd-chino-hills-ca/228cp98/,"1,399","1,399 Sq Ft",Chino Hills,,Townhomes,CA
,,"$11,000",,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$11,000'}]",3016 Breakers Dr,"Newport Beach, CA 92625",,https://www.apartments.com/3016-breakers-dr-newport-beach-ca/yqzqlrv/,"2,499","2,499 Sq Ft",Newport Beach,,Townhomes,CA
,,,"$3,000",Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,000'}]",8342 Telegraph Rd,"Downey, CA 90240",,https://www.apartments.com/8342-telegraph-rd-downey-ca/nh16djq/,"1,912","1,912 Sq Ft",Downey,,Townhomes,CA
,"$2,595",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,595'}]",4215 Hilaria Way,"Newport Beach, CA 92663",,https://www.apartments.com/4215-hilaria-way-newport-beach-ca/mzyx3zl/,"1,100","1,100 Sq Ft",Newport Beach,,Townhomes,CA
,"$2,950",,,Available Now,4 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,950'}]",634 Central Ave,"Upland, CA 91786",,https://www.apartments.com/634-central-ave-upland-ca/mtbx67h/,"2,279","2,279 Sq Ft",Upland,,Townhomes,CA
,,,"$4,200",Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$4,200'}]",2218 Gates Ave,"Redondo Beach, CA 90278",,https://www.apartments.com/2218-gates-ave-redondo-beach-ca/08094r1/,"2,098","2,098 Sq Ft",Redondo Beach,,Townhomes,CA
,,"$3,200",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]",279 Alienta Ln,"Ladera Ranch, CA 92694",,https://www.apartments.com/279-alienta-ln-ladera-ranch-ca/chvbjbe/,"1,476","1,476 Sq Ft",Ladera Ranch,,Townhomes,CA
,,"$4,200",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,200'}]",462 Palos Verdes Blvd,"Redondo Beach, CA 90277",,https://www.apartments.com/462-palos-verdes-blvd-redondo-beach-ca/24hchsb/,"1,698","1,698 Sq Ft",Redondo Beach,,Townhomes,CA
"$1,575",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,575'}]",438 W Wilshire Ave,"Fullerton, CA 92832",,https://www.apartments.com/438-w-wilshire-ave-fullerton-ca/v808wng/,660,660 Sq Ft,Fullerton,,Townhomes,CA
,,"$3,000",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",9 Pointe Vincente,"Laguna Niguel, CA 92677",,https://www.apartments.com/9-pointe-vincente-laguna-niguel-ca/v948xeg/,"1,642","1,642 Sq Ft",Laguna Niguel,,Townhomes,CA
"$2,150",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,150'}]",523 W 39th St,"Los Angeles, CA 90731",,https://www.apartments.com/523-w-39th-st-los-angeles-ca/397hx7g/,841,841 Sq Ft,Los Angeles,,Townhomes,CA
"$2,500",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,500'}]",1669 N Ave 46,"Los Angeles, CA 90041",,https://www.apartments.com/1669-n-ave-46-los-angeles-ca/cgyrvje/,600,600 Sq Ft,Los Angeles,,Townhomes,CA
,,"$2,600",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]",212 La France Ave,"Alhambra, CA 91801",,https://www.apartments.com/212-la-france-ave-alhambra-ca/9twvt55/,"1,435","1,435 Sq Ft",Alhambra,,Townhomes,CA
,,"$2,950",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,950'}]",6543 E Camino Vista,"Anaheim, CA 92807",,https://www.apartments.com/6543-e-camino-vista-anaheim-ca/446dmpj/,"1,540","1,540 Sq Ft",Anaheim,,Townhomes,CA
,$950,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$950'}]",21010 Sitting Bull Rd,"Apple Valley, CA 92308",,https://www.apartments.com/21010-sitting-bull-rd-apple-valley-ca/9894wf7/,900,900 Sq Ft,Apple Valley,,Townhomes,CA
,,"$3,200",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]",82 Costa Brava,"Irvine, CA 92620",,https://www.apartments.com/82-costa-brava-irvine-ca/2x2b5d9/,"1,565","1,565 Sq Ft",Irvine,,Townhomes,CA
,"$1,850",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,850'}]",2038 S Bon View Ave,"Ontario, CA 91761",,https://www.apartments.com/2038-s-bon-view-ave-ontario-ca/1sjlsc4/,"1,364","1,364 Sq Ft",Ontario,,Townhomes,CA
,,"$3,100",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,100'}]",5 Leffington Pl,"Mission Viejo, CA 92694",,https://www.apartments.com/5-leffington-pl-mission-viejo-ca/9shvse4/,"1,700","1,700 Sq Ft",Mission Viejo,,Townhomes,CA
,,"$2,500",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,500'}]",31884 Calle Luz,"Temecula, CA 92592",,https://www.apartments.com/31884-calle-luz-temecula-ca/w45mmwj/,"1,734","1,734 Sq Ft",Temecula,,Townhomes,CA
,,"$3,200",,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]",2463 Oswego St,"Pasadena, CA 91107",,https://www.apartments.com/2463-oswego-st-pasadena-ca/eqyycln/,"1,830","1,830 Sq Ft",Pasadena,,Townhomes,CA
,,"$3,000",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",10 Ashbrook,"Irvine, CA 92604",,https://www.apartments.com/10-ashbrook-irvine-ca/xh0fdqq/,"1,383","1,383 Sq Ft",Irvine,,Townhomes,CA
,"$2,900",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,900'}]",1909 Grant Ave,"Redondo Beach, CA 90278",,https://www.apartments.com/1909-grant-ave-redondo-beach-ca/hfts243/,"4,917","4,917 Sq Ft",Redondo Beach,,Townhomes,CA
,"$2,500",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",5 Rosewood,"Aliso Viejo, CA 92656",,https://www.apartments.com/5-rosewood-aliso-viejo-ca/zs4dxfz/,"1,300","1,300 Sq Ft",Aliso Viejo,,Townhomes,CA
,"$1,600",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,600'}]",323 E Ralston St,"Ontario, CA 91761",,https://www.apartments.com/323-e-ralston-st-ontario-ca/3lsjcte/,"1,017","1,017 Sq Ft",Ontario,,Townhomes,CA
,,,"$3,200",Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,200'}]",738 W La Jolla St,"Placentia, CA 92870",,https://www.apartments.com/738-w-la-jolla-st-placentia-ca/ln31e6g/,"1,300","1,300 Sq Ft",Placentia,,Townhomes,CA
,,,"$4,100",Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$4,100'}]",3446 Del Amo Blvd,"Torrance, CA 90503",,https://www.apartments.com/3446-del-amo-blvd-torrance-ca/73sncsx/,"1,670","1,670 Sq Ft",Torrance,,Townhomes,CA
,,,"$6,500",Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$6,500'}]",1805 Speyer Ln,"Redondo Beach, CA 90278",,https://www.apartments.com/1805-speyer-ln-redondo-beach-ca/kvrt3hc/,"2,410","2,410 Sq Ft",Redondo Beach,,Townhomes,CA
,,"$2,350",,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,350'}]",936 Savi Dr,"Corona, CA 92880",,https://www.apartments.com/936-savi-dr-corona-ca/0gnzm20/,"1,555","1,555 Sq Ft",Corona,,Townhomes,CA
,"$2,575",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,575'}]",210 Laurel St,"Avila Beach, CA 93424",,https://www.apartments.com/210-laurel-st-avila-beach-ca/kttjv4b/,750,750 Sq Ft,Avila Beach,,Townhomes,CA
,"$1,450",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,450'}]",662 N Gordon St,"Pomona, CA 91768",,https://www.apartments.com/662-n-gordon-st-pomona-ca/vqjhj6f/,956,956 Sq Ft,Pomona,,Townhomes,CA
,,"$1,950",,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$1,950'}]",937 Savi Dr,"Corona, CA 92880",,https://www.apartments.com/937-savi-dr-corona-ca/tnv48kc/,"1,555","1,555 Sq Ft",Corona,,Townhomes,CA
,,"$3,950",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,950'}]",40021 Spring Pl Ct,"Temecula, CA 92591",,https://www.apartments.com/40021-spring-pl-ct-temecula-ca/nsfrxzq/,"1,670","1,670 Sq Ft",Temecula,,Townhomes,CA
,,"$2,700",,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,700'}]",3659 Newton St,"Torrance, CA 90505",,https://www.apartments.com/3659-newton-st-torrance-ca/bb2x6s8/,"1,300","1,300 Sq Ft",Torrance,,Townhomes,CA
,,"$5,800",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,800'}]",101 Thornhurst,"Irvine, CA 92620",,https://www.apartments.com/101-thornhurst-irvine-ca/ybxp2ev/,"1,614","1,614 Sq Ft",Irvine,,Townhomes,CA
,,,"$3,300",Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,300'}]",1529 Pleasant Ave,"Los Angeles, CA 90033",,https://www.apartments.com/1529-pleasant-ave-los-angeles-ca/m2wwkbl/,"5,007","5,007 Sq Ft",Los Angeles,,Townhomes,CA
"$1,850",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,850'}]",803 Calle Puente,"San Clemente, CA 92672",,https://www.apartments.com/803-calle-puente-san-clemente-ca/cdkrrsd/,789,789 Sq Ft,San Clemente,,Townhomes,CA
,"$2,400",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]",33531 Blue Lantern St,"Dana Point, CA 92629",,https://www.apartments.com/33531-blue-lantern-st-dana-point-ca/mr2x4qj/,975,975 Sq Ft,Dana Point,,Townhomes,CA
,"$1,900",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,900'}]",1456 Chalgrove Dr,"Corona, CA 92882",,https://www.apartments.com/1456-chalgrove-dr-corona-ca/40sz98l/,"1,040","1,040 Sq Ft",Corona,,Townhomes,CA
,"$2,450",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,450'}]",16073 Gables Loop,"Whittier, CA 90603",,https://www.apartments.com/16073-gables-loop-whittier-ca/wphckql/,"1,272","1,272 Sq Ft",Whittier,,Townhomes,CA
,,"$3,550",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,550'}]",86 Cresta Verde Dr,"Rolling Hills Estates, CA 90274",,https://www.apartments.com/86-cresta-verde-dr-rolling-hills-estates-ca/07qql63/,"1,792","1,792 Sq Ft",Rolling Hills Estates,,Townhomes,CA
,,"$2,950",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,950'}]",7 Haverhill,"Irvine, CA 92602",,https://www.apartments.com/7-haverhill-irvine-ca/0qb8qx0/,"1,549","1,549 Sq Ft",Irvine,,Townhomes,CA
$850,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$850'}]",3756 Lakeshore Blvd,"Lakeport, CA 95453",,https://www.apartments.com/3756-lakeshore-blvd-lakeport-ca/bthjvwb/,800,800 Sq Ft,Lakeport,,Townhomes,CA
,,"$2,650",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,650'}]",15010 Ocaso Ave,"La Mirada, CA 90638",,https://www.apartments.com/15010-ocaso-ave-la-mirada-ca/wh8cm7j/,"1,423","1,423 Sq Ft",La Mirada,,Townhomes,CA
,,"$2,200",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,200'}]",2553 S Via Esplanade,"Ontario, CA 91762",,https://www.apartments.com/2553-s-via-esplanade-ontario-ca/9b14yy6/,"1,554","1,554 Sq Ft",Ontario,,Townhomes,CA
,"$1,300",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,300'}]",815 Flynn St,"Riverside, CA 92507",,https://www.apartments.com/815-flynn-st-riverside-ca/fmrj7fs/,800,800 Sq Ft,Riverside,,Townhomes,CA
,,"$2,500",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,500'}]",7700 Haywood Pl,"Rancho Cucamonga, CA 91730",,https://www.apartments.com/7700-haywood-pl-rancho-cucamonga-ca/yb5sqxv/,"1,500","1,500 Sq Ft",Rancho Cucamonga,,Townhomes,CA
,"$2,000",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,000'}]",11957 207th St,"Lakewood, CA 90715",,https://www.apartments.com/11957-207th-st-lakewood-ca/pzn138v/,965,965 Sq Ft,Lakewood,,Townhomes,CA
,"$1,800",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,800'}]",5931 Kauffman Ave,"Temple City, CA 91780",,https://www.apartments.com/5931-kauffman-ave-temple-city-ca/gl52g4y/,"1,008","1,008 Sq Ft",Temple City,,Townhomes,CA
,,"$2,900",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,900'}]",2 Edgestone,"Irvine, CA 92606",,https://www.apartments.com/2-edgestone-irvine-ca/68pf0qt/,"1,437","1,437 Sq Ft",Irvine,,Townhomes,CA
"$1,875",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,875'}]",33452 Cheltam Way,"Dana Point, CA 92629",,https://www.apartments.com/33452-cheltam-way-dana-point-ca/lqc1gpf/,835,835 Sq Ft,Dana Point,,Townhomes,CA
,"$3,000",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]",28810 Pso Campana,"Mission Viejo, CA 92692",,https://www.apartments.com/28810-pso-campana-mission-viejo-ca/bzlekb8/,"1,428","1,428 Sq Ft",Mission Viejo,,Townhomes,CA
,"$2,195",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,195'}]",25254 Ave Dorena,"Santa Clarita, CA 91321",,https://www.apartments.com/25254-ave-dorena-santa-clarita-ca/fphj5yr/,988,988 Sq Ft,Santa Clarita,,Townhomes,CA
,,"$2,400",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,400'}]",11549 Stoneridge Dr,"Rancho Cucamonga, CA 91730",,https://www.apartments.com/11549-stoneridge-dr-rancho-cucamonga-ca/4vk7wgk/,"1,486","1,486 Sq Ft",Rancho Cucamonga,,Townhomes,CA
,,"$5,500",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,500'}]",37 Finch,"Lake Forest, CA 92610",,https://www.apartments.com/37-finch-lake-forest-ca/edwh96q/,"1,655","1,655 Sq Ft",Lake Forest,,Townhomes,CA
,,"$3,000",,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",84 Cartier Aisle,"Irvine, CA 92620",,https://www.apartments.com/84-cartier-aisle-irvine-ca/q3v5cnx/,"1,679","1,679 Sq Ft",Irvine,,Townhomes,CA
,,"$3,975",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,975'}]",638 N Rampart Blvd,"Los Angeles, CA 90026",,https://www.apartments.com/638-n-rampart-blvd-los-angeles-ca/cm4sdmg/,"1,341","1,341 Sq Ft",Los Angeles,,Townhomes,CA
,,"$3,400",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,400'}]",17 Jasmine,"Lake Forest, CA 92610",,https://www.apartments.com/17-jasmine-lake-forest-ca/c96rx1g/,"1,695","1,695 Sq Ft",Lake Forest,,Townhomes,CA
,"$3,000",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]",2800 Plaza del Amo,"Torrance, CA 90503",,https://www.apartments.com/2800-plaza-del-amo-torrance-ca/xv7hz9p/,"1,088","1,088 Sq Ft",Torrance,,Townhomes,CA
,,"$3,100",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,100'}]",1299 McFadden Dr,"Fullerton, CA 92833",,https://www.apartments.com/1299-mcfadden-dr-fullerton-ca/1b0dyr6/,"1,524","1,524 Sq Ft",Fullerton,,Townhomes,CA
,,"$2,400",,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,400'}]",1323 N Eastern Ave,"Los Angeles, CA 90063",,https://www.apartments.com/1323-n-eastern-ave-los-angeles-ca/7jdbekz/,"1,080","1,080 Sq Ft",Los Angeles,,Townhomes,CA
,"$2,850",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,850'}]",614 Colorado Cir,"Carson, CA 90745",,https://www.apartments.com/614-colorado-cir-carson-ca/34rf89d/,"1,388","1,388 Sq Ft",Carson,,Townhomes,CA
,"$2,850",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,850'}]",15212 Henry Way,"Tustin, CA 92782",,https://www.apartments.com/15212-henry-way-tustin-ca/kqkdb4b/,"1,675","1,675 Sq Ft",Tustin,,Townhomes,CA
,,"$3,000",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",1813 Sonata St,"La Habra, CA 90631",,https://www.apartments.com/1813-sonata-st-la-habra-ca/p1p8egs/,"1,515","1,515 Sq Ft",La Habra,,Townhomes,CA
,,"$2,450",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,450'}]",24228 Sylvan Glen Rd,"Diamond Bar, CA 91765",,https://www.apartments.com/24228-sylvan-glen-rd-diamond-bar-ca/31dfejg/,"1,401","1,401 Sq Ft",Diamond Bar,,Townhomes,CA
,,"$2,500",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,500'}]",8772 Barcelona Plaza,"Westminster, CA 92683",,https://www.apartments.com/8772-barcelona-plaza-westminster-ca/wl4cqgh/,"1,554","1,554 Sq Ft",Westminster,,Townhomes,CA
,"$1,800",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,800'}]",1221 E Market St,"Long Beach, CA 90805",,https://www.apartments.com/1221-e-market-st-long-beach-ca/yz2792t/,770,770 Sq Ft,Long Beach,,Townhomes,CA
,,"$2,600",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]",1170 Loxley Pl,"Walnut, CA 91789",,https://www.apartments.com/1170-loxley-pl-walnut-ca/01sszt0/,"1,697","1,697 Sq Ft",Walnut,,Townhomes,CA
,$900,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$900'}]",342 E Murphy St,"Blythe, CA 92225",,https://www.apartments.com/342-e-murphy-st-blythe-ca/0fhp4x0/,"1,000","1,000 Sq Ft",Blythe,,Townhomes,CA
,"$3,200",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,200'}]",9 Vía Veneta,"Rancho Palos Verdes, CA 90275",,https://www.apartments.com/9-via-veneta-rancho-palos-verdes-ca/t9t3gj8/,"1,450","1,450 Sq Ft",Rancho Palos Verdes,,Townhomes,CA
,,"$2,295",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,295'}]",8692 E 9th St,"Rancho Cucamonga, CA 91730",,https://www.apartments.com/8692-e-9th-st-rancho-cucamonga-ca/ebttmbq/,"1,366","1,366 Sq Ft",Rancho Cucamonga,,Townhomes,CA
,,"$2,600",,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]",4756 Fisher St,"East Los Angeles, CA 90022",,https://www.apartments.com/4756-fisher-st-east-los-angeles-ca/w6cjr0k/,"1,000","1,000 Sq Ft",East Los Angeles,,Townhomes,CA
,,,"$19,998",Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$19,998'}]",30 The Strand St,"Hermosa Beach, CA 90254",,https://www.apartments.com/30-the-strand-hermosa-beach-ca/d3x1xmj/,"2,843","2,843 Sq Ft",Hermosa Beach,,Townhomes,CA
,,"$2,550",,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,550'}]",2625 Verna Dr,"Corona, CA 92883",,https://www.apartments.com/2625-verna-dr-corona-ca/mbtby6h/,"1,289","1,289 Sq Ft",Corona,,Townhomes,CA
,,"$14,498",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$14,498'}]",30 The Strand St,"Hermosa Beach, CA 90254",,https://www.apartments.com/30-the-strand-hermosa-beach-ca/cjpw70f/,"1,250","1,250 Sq Ft",Hermosa Beach,,Townhomes,CA
,"$1,375",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,375'}]",1140 Cero Ct,"Redlands, CA 92374",,https://www.apartments.com/1140-cero-ct-redlands-ca/pf7qcrv/,"1,056","1,056 Sq Ft",Redlands,,Townhomes,CA
,,"$2,900",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,900'}]",18118 Bird Ct,"Fountain Valley, CA 92708",,https://www.apartments.com/18118-bird-ct-fountain-valley-ca/dgh43ch/,"1,690","1,690 Sq Ft",Fountain Valley,,Townhomes,CA
,,,"$3,500",Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,500'}]",704 Colorado Cir,"Carson, CA 90745",,https://www.apartments.com/704-colorado-cir-carson-ca/7t3crsx/,"1,750","1,750 Sq Ft",Carson,,Townhomes,CA
,"$2,545",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,545'}]",5655 E 2nd St,"Long Beach, CA 90803",,https://www.apartments.com/5655-e-2nd-st-long-beach-ca/16ledv6/,"1,000","1,000 Sq Ft",Long Beach,,Townhomes,CA
,,"$2,195",,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,195'}]",2519 Sycamore Dr,"La Verne, CA 91750",,https://www.apartments.com/2519-sycamore-dr-la-verne-ca/3jqth6e/,"1,500","1,500 Sq Ft",La Verne,,Townhomes,CA
,,,"$3,350",Available Now,4 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,350'}]",422 W Rte 66,"Glendora, CA 91740",,https://www.apartments.com/422-w-rte-66-glendora-ca/8tspyg0/,"1,860","1,860 Sq Ft",Glendora,,Townhomes,CA
