1 Bed,2 Beds,3 Beds,4 Beds,Bedroom_Info,City_Rent,Full_Address,Property_Name_Rent,Rent_link,State_Rent,Studio,Type,Zip_code
"$3,511 ","$5,208 ",,,"[{'bedroom_type': 'Studio', 'price': '$3,348'}, {'bedroom_type': '1 Bed', 'price': '$3,511'}, {'bedroom_type': '2 Beds', 'price': '$5,208'}]",San Francisco,"299 Fremont St, San Francisco, CA 94105",Solaire,https://www.apartments.com/solaire-san-francisco-ca/ts39px9/,CA,"$3,348 ",Apartment,94105
"$2,660 ","$3,260 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,305'}, {'bedroom_type': '1 Bed', 'price': '$2,660'}, {'bedroom_type': '2 Beds', 'price': '$3,260'}]",Oakland,"4045 Broadway, Oakland, CA 94611",MAYA,https://www.apartments.com/maya-oakland-ca/qgcpd9x/,CA,"$2,305 ",Apartment,94611
"$2,675 ","$3,440 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,440'}, {'bedroom_type': '1 Bed', 'price': '$2,675'}, {'bedroom_type': '2 Beds', 'price': '$3,440'}]",San Jose,"515 Lincoln Ave, San Jose, CA 95126",The Standard (CA),https://www.apartments.com/the-standard-ca-san-jose-ca/rsse7y1/,CA,"$2,440 ",Apartment,95126
"$1,625 ","$1,780 ","$2,585 ",,"[{'bedroom_type': 'Studio', 'price': '$1,565'}, {'bedroom_type': '1 Bed', 'price': '$1,625'}, {'bedroom_type': '2 Beds', 'price': '$1,780'}, {'bedroom_type': '3 Beds', 'price': '$2,585'}]",Riverside,"3390 Country Village Rd, Riverside, CA 92509",Vesada,https://www.apartments.com/vesada-riverside-ca/xj6yymq/,CA,"$1,565 ",Apartment,92509
"$2,625 ","$3,501 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,265'}, {'bedroom_type': '1 Bed', 'price': '$2,625'}, {'bedroom_type': '2 Beds', 'price': '$3,501'}]",San Diego,"1980 Kettner Blvd, San Diego, CA 92101",Broadstone Little Italy,https://www.apartments.com/broadstone-little-italy-san-diego-ca/ssln7j5/,CA,"$2,265 ",Apartment,92101
"$2,502 ","$2,983 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,502'}, {'bedroom_type': '2 Beds', 'price': '$2,983'}]",Hayward,"28850 Dixon St, Hayward, CA 94544",Cadence,https://www.apartments.com/cadence-hayward-ca/lwhqrze/,CA,,Apartment,94544
"$1,800 ","$2,255 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,800'}, {'bedroom_type': '2 Beds', 'price': '$2,255'}]",Fountain Valley,"9580 El Rey Ave, Fountain Valley, CA 92708",Corte Bella,https://www.apartments.com/corte-bella-fountain-valley-ca/dqns6tl/,CA,,Apartment,92708
"$1,550 ","$2,010 ","$2,520 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,550'}, {'bedroom_type': '2 Beds', 'price': '$2,010'}, {'bedroom_type': '3 Beds', 'price': '$2,520'}]",Corona,"211 W Rincon St, Corona, CA 92880",Artisan at Main Street Metro,https://www.apartments.com/artisan-at-main-street-metro-corona-ca/4xpeq2l/,CA,,Apartment,92880
"$1,410 ","$1,705 ","$2,125 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,410'}, {'bedroom_type': '2 Beds', 'price': '$1,705'}, {'bedroom_type': '3 Beds', 'price': '$2,125'}]",Sacramento,"407 Florin Rd, Sacramento, CA 95831",Vue At The Lake,https://www.apartments.com/vue-at-the-lake-sacramento-ca/6p7nffs/,CA,,Apartment,95831
"$2,505 ","$2,955 ","$3,650 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,505'}, {'bedroom_type': '2 Beds', 'price': '$2,955'}, {'bedroom_type': '3 Beds', 'price': '$3,650'}]",Pleasanton,"3040 Bernal Ave, Pleasanton, CA 94566",Vintage Apartments,https://www.apartments.com/vintage-apartments-pleasanton-ca/rlk3hz2/,CA,,Apartment,94566
"$2,305 ","$3,165 ","$3,662 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,305'}, {'bedroom_type': '2 Beds', 'price': '$3,165'}, {'bedroom_type': '3 Beds', 'price': '$3,662'}]",Glendale,"526-540 N Central Ave, Glendale, CA 91203",Altana Apartments,https://www.apartments.com/altana-apartments-glendale-ca/zlg069y/,CA,,Apartment,91203
"$3,300 ","$4,200 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,700'}, {'bedroom_type': '1 Bed', 'price': '$3,300'}, {'bedroom_type': '2 Beds', 'price': '$4,200'}]",Marina Del Rey,"4065 Glencoe Ave, Marina Del Rey, CA 90292",Inclave Luxury Apartments,https://www.apartments.com/inclave-luxury-apartments-marina-del-rey-ca/y8f8jtv/,CA,"$2,700 ",Apartment,90292
"$2,211 ","$3,946 ","$4,716 ",,"[{'bedroom_type': 'Studio', 'price': '$2,231'}, {'bedroom_type': '1 Bed', 'price': '$2,211'}, {'bedroom_type': '2 Beds', 'price': '$3,946'}, {'bedroom_type': '3 Beds', 'price': '$4,716'}]",Los Angeles,"770 S Grand Ave, Los Angeles, CA 90014",Eighth and Grand,https://www.apartments.com/eighth-and-grand-los-angeles-ca/yescr5t/,CA,"$2,231 ",Apartment,90014
,"$1,565 ","$1,660 ","$2,160 ","[{'bedroom_type': '2 Beds', 'price': '$1,565'}, {'bedroom_type': '3 Beds', 'price': '$1,660'}, {'bedroom_type': '4 Beds', 'price': '$2,160'}]",Antelope,"3700 Navaho Dr, Antelope, CA 95843",The Arbors at Antelope,https://www.apartments.com/the-arbors-at-antelope-antelope-ca/cmw4jmd/,CA,,Apartment,95843
"$1,645 ","$2,331 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,645'}, {'bedroom_type': '2 Beds', 'price': '$2,331'}]",San Diego,"10343 San Diego Mission Rd, San Diego, CA 92108",Bella Posta,https://www.apartments.com/bella-posta-san-diego-ca/87g0g01/,CA,,Apartment,92108
"$1,872 ","$1,915 ","$2,480 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,872'}, {'bedroom_type': '2 Beds', 'price': '$1,915'}, {'bedroom_type': '3 Beds', 'price': '$2,480'}]",Huntington Beach,"6401 Warner Ave, Huntington Beach, CA 92647",Ocean Breeze Villas,https://www.apartments.com/ocean-breeze-villas-huntington-beach-ca/c1x1zeg/,CA,,Apartment,92647
"$2,115 ","$2,410 ","$3,170 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,115'}, {'bedroom_type': '2 Beds', 'price': '$2,410'}, {'bedroom_type': '3 Beds', 'price': '$3,170'}]",Camarillo,"341 Mike Loza Dr, Camarillo, CA 93012",Andorra Apartments,https://www.apartments.com/andorra-apartments-camarillo-ca/bmpjm7b/,CA,,Apartment,93012
"$1,690 ","$1,730 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,690'}, {'bedroom_type': '2 Beds', 'price': '$1,730'}]",Oceanside,"3880 San Ramon Dr, Oceanside, CA 92057",River Oaks,https://www.apartments.com/river-oaks-oceanside-ca/szpnd37/,CA,,Apartment,92057
"$2,270 ","$3,080 ",,,"[{'bedroom_type': 'Studio', 'price': None}, {'bedroom_type': '1 Bed', 'price': '$2,270'}, {'bedroom_type': '2 Beds', 'price': '$3,080'}]",Pasadena,"3330 E Foothill Blvd, Pasadena, CA 91107",Bell Pasadena,https://www.apartments.com/bell-pasadena-pasadena-ca/8qtk361/,CA,,Apartment,91107
"$2,918 ","$4,168 ","$4,977 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,918'}, {'bedroom_type': '2 Beds', 'price': '$4,168'}, {'bedroom_type': '3 Beds', 'price': '$4,977'}]",Menlo Park,"3645 Haven Ave, Menlo Park, CA 94025",Elan Menlo Park,https://www.apartments.com/elan-menlo-park-menlo-park-ca/9yntwg4/,CA,,Apartment,94025
"$2,865 ","$3,430 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,500'}, {'bedroom_type': '1 Bed', 'price': '$2,865'}, {'bedroom_type': '2 Beds', 'price': '$3,430'}]",San Jose,"808 W San Carlos St, San Jose, CA 95126",808 West Apartments,https://www.apartments.com/808-west-apartments-san-jose-ca/402fkjh/,CA,"$2,500 ",Apartment,95126
"$2,262 ","$2,910 ",,,"[{'bedroom_type': 'Studio', 'price': None}, {'bedroom_type': '1 Bed', 'price': '$2,262'}, {'bedroom_type': '2 Beds', 'price': '$2,910'}]",Costa Mesa,"580 Anton Blvd, Costa Mesa, CA 92626",580 Anton,https://www.apartments.com/580-anton-costa-mesa-ca/e1ls8wn/,CA,,Apartment,92626
"$1,990 ","$2,475 ","$3,245 ",,"[{'bedroom_type': 'Studio', 'price': '$2,045'}, {'bedroom_type': '1 Bed', 'price': '$1,990'}, {'bedroom_type': '2 Beds', 'price': '$2,475'}, {'bedroom_type': '3 Beds', 'price': '$3,245'}]",Fullerton,"250 W Santa Fe Ave, Fullerton, CA 92832",Malden Station by Windsor,https://www.apartments.com/malden-station-by-windsor-fullerton-ca/3dyvkse/,CA,"$2,045 ",Apartment,92832
"$1,615 ","$2,030 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,615'}, {'bedroom_type': '2 Beds', 'price': '$2,030'}]",Ventura,"760 S Hill Rd, Ventura, CA 93003",Capes at Ventura,https://www.apartments.com/capes-at-ventura-ventura-ca/g6cfxdx/,CA,,Apartment,93003
"$2,224 ","$2,750 ","$3,175 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,224'}, {'bedroom_type': '2 Beds', 'price': '$2,750'}, {'bedroom_type': '3 Beds', 'price': '$3,175'}]",Carlsbad,"2510 W Ranch St, Carlsbad, CA 92010",Montecito Apartments at Carlsbad,https://www.apartments.com/montecito-apartments-at-carlsbad-carlsbad-ca/z9k19cy/,CA,,Apartment,92010
"$1,870 ","$2,340 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,710'}, {'bedroom_type': '1 Bed', 'price': '$1,870'}, {'bedroom_type': '2 Beds', 'price': '$2,340'}]",Northridge,"9830 Reseda Blvd, Northridge, CA 91324",Candlewood North,https://www.apartments.com/candlewood-north-northridge-ca/bs19lc8/,CA,"$1,710 ",Apartment,91324
"$1,725 ","$2,150 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,550'}, {'bedroom_type': '1 Bed', 'price': '$1,725'}, {'bedroom_type': '2 Beds', 'price': '$2,150'}]",San Diego,"2420 Cardinal Dr, San Diego, CA 92123",Modernaire Apartments,https://www.apartments.com/modernaire-apartments-san-diego-ca/xxhp0km/,CA,"$1,550 ",Apartment,92123
"$1,578 ","$1,716 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,578'}, {'bedroom_type': '2 Beds', 'price': '$1,716'}]",Redlands,"1400 Barton Rd, Redlands, CA 92373",Redlands Lawn & Tennis,https://www.apartments.com/redlands-lawn-tennis-redlands-ca/y9yw0ds/,CA,,Apartment,92373
"$3,292 ","$4,230 ","$6,110 ",,"[{'bedroom_type': '1 Bed', 'price': '$3,292'}, {'bedroom_type': '2 Beds', 'price': '$4,230'}, {'bedroom_type': '3 Beds', 'price': '$6,110'}]",Foster City,"55 Triton Park Ln, Foster City, CA 94404",The Triton,https://www.apartments.com/the-triton-foster-city-ca/5ndw2xp/,CA,,Apartment,94404
"$2,570 ","$2,990 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,295'}, {'bedroom_type': '1 Bed', 'price': '$2,570'}, {'bedroom_type': '2 Beds', 'price': '$2,990'}]",Inglewood,"11622 Aviation Blvd, Inglewood, CA 90304",Bell South Bay,https://www.apartments.com/bell-south-bay-inglewood-ca/ygvm09r/,CA,"$2,295 ",Apartment,90304
,"$1,850 ","$2,599 ",,"[{'bedroom_type': '2 Beds', 'price': '$1,850'}, {'bedroom_type': '3 Beds', 'price': '$2,599'}]",Huntington Beach,"16761 Viewpoint Ln, Huntington Beach, CA 92647",The Breakwater Apartments,https://www.apartments.com/the-breakwater-apartments-huntington-beach-ca/jdxgcg7/,CA,,Apartment,92647
"$2,235 ","$2,800 ","$3,345 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,235'}, {'bedroom_type': '2 Beds', 'price': '$2,800'}, {'bedroom_type': '3 Beds', 'price': '$3,345'}]",Valencia,"24555 Town Center Dr, Valencia, CA 91355",The Madison at Town Center,https://www.apartments.com/the-madison-at-town-center-valencia-ca/svrhnj6/,CA,,Apartment,91355
"$1,550 ","$2,075 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,550'}, {'bedroom_type': '2 Beds', 'price': '$2,075'}]",Fullerton,"1261 Deerpark Dr, Fullerton, CA 92831",THE STREAMS,https://www.apartments.com/the-streams-fullerton-ca/5eqngpq/,CA,,Apartment,92831
"$2,675 ","$3,300 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,675'}, {'bedroom_type': '2 Beds', 'price': '$3,300'}]",Oakland,"459 8th St, Oakland, CA 94607",777 BROADWAY,https://www.apartments.com/777-broadway-oakland-ca/rfcdjq1/,CA,,Apartment,94607
"$1,659 ","$2,058 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,659'}, {'bedroom_type': '2 Beds', 'price': '$2,058'}]",San Ramon,"17115 Bollinger Canyon Rd, San Ramon, CA 94582",Deer Creek Apartments,https://www.apartments.com/deer-creek-apartments-san-ramon-ca/hq191t0/,CA,,Apartment,94582
"$1,460 ","$1,665 ","$2,090 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,460'}, {'bedroom_type': '2 Beds', 'price': '$1,665'}, {'bedroom_type': '3 Beds', 'price': '$2,090'}]",Gold River,"12155 Tributary Point Dr, Gold River, CA 95670",COBBLE OAKS APARTMENTS,https://www.apartments.com/cobble-oaks-apartments-gold-river-ca/nsxp37q/,CA,,Apartment,95670
"$3,557 ","$4,655 ","$5,896 ",,"[{'bedroom_type': 'Studio', 'price': '$2,700'}, {'bedroom_type': '1 Bed', 'price': '$3,557'}, {'bedroom_type': '2 Beds', 'price': '$4,655'}, {'bedroom_type': '3 Beds', 'price': '$5,896'}]",Los Angeles,"5100 Wilshire Blvd, Los Angeles, CA 90036",The Mansfield at Miracle Mile,https://www.apartments.com/the-mansfield-at-miracle-mile-los-angeles-ca/gsl9khx/,CA,"$2,700 ",Apartment,90036
"$1,945 ","$2,130 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,945'}, {'bedroom_type': '2 Beds', 'price': '$2,130'}]",Placentia,"310 S Jefferson St, Placentia, CA 92870",Merrick Apartments,https://www.apartments.com/merrick-apartments-placentia-ca/wfc8p5j/,CA,,Apartment,92870
"$2,235 ","$2,826 ","$3,179 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,235'}, {'bedroom_type': '2 Beds', 'price': '$2,826'}, {'bedroom_type': '3 Beds', 'price': '$3,179'}]",Irvine,"2555 Main St, Irvine, CA 92614",Main Street Village,https://www.apartments.com/main-street-village-irvine-ca/jl8gs35/,CA,,Apartment,92614
"$2,096 ","$3,130 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,195'}, {'bedroom_type': '1 Bed', 'price': '$2,096'}, {'bedroom_type': '2 Beds', 'price': '$3,130'}]",Los Angeles,"936 S Olive St, Los Angeles, CA 90015",Olympic by Windsor,https://www.apartments.com/olympic-by-windsor-los-angeles-ca/wv6ssmh/,CA,"$2,195 ",Apartment,90015
,,"$2,195 ",,"[{'bedroom_type': '1 Bed', 'price': None}, {'bedroom_type': '2 Beds', 'price': None}, {'bedroom_type': '3 Beds', 'price': '$2,195'}, {'bedroom_type': '4 Beds', 'price': None}]",Rocklin,"3339 Marlee Way, Rocklin, CA 95677",THE TERRACES AT STANFORD RANCH,https://www.apartments.com/the-terraces-at-stanford-ranch-rocklin-ca/kjps999/,CA,,Apartment,95677
"$1,395 ","$1,770 ","$2,135 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,395'}, {'bedroom_type': '2 Beds', 'price': '$1,770'}, {'bedroom_type': '3 Beds', 'price': '$2,135'}]",Roseville,"1299 Antelope Creek Dr, Roseville, CA 95678",THE PRESERVE AT CREEKSIDE,https://www.apartments.com/the-preserve-at-creekside-roseville-ca/frn3p6s/,CA,,Apartment,95678
"$1,985 ","$2,365 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,985'}, {'bedroom_type': '2 Beds', 'price': '$2,365'}, {'bedroom_type': '3 Beds', 'price': None}]",Chula Vista,"2043 Artisan Way, Chula Vista, CA 91915",Pulse Millenia Apartments,https://www.apartments.com/pulse-millenia-apartments-chula-vista-ca/mnhs8gh/,CA,,Apartment,91915
"$1,960 ","$2,335 ","$2,870 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,960'}, {'bedroom_type': '2 Beds', 'price': '$2,335'}, {'bedroom_type': '3 Beds', 'price': '$2,870'}]",Vista,"501 W Bobier Dr, Vista, CA 92083",Skye Apartments,https://www.apartments.com/skye-apartments-vista-ca/pjvj6hv/,CA,,Apartment,92083
"$1,380 ","$1,520 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,380'}, {'bedroom_type': '2 Beds', 'price': '$1,520'}, {'bedroom_type': '3 Beds', 'price': None}]",Rancho Cordova,"12499 Folsom Blvd, Rancho Cordova, CA 95742",OAK BROOK APARTMENTS,https://www.apartments.com/oak-brook-apartments-rancho-cordova-ca/eejb9pq/,CA,,Apartment,95742
"$2,420 ","$3,085 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,420'}, {'bedroom_type': '2 Beds', 'price': '$3,085'}]",Union City,"34588 11th St, Union City, CA 94587",The Union Flats,https://www.apartments.com/the-union-flats-union-city-ca/dd1ekmk/,CA,,Apartment,94587
"$1,565 ","$1,755 ","$2,190 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,565'}, {'bedroom_type': '2 Beds', 'price': '$1,755'}, {'bedroom_type': '3 Beds', 'price': '$2,190'}]",Temecula,"41754 Margarita Rd, Temecula, CA 92591",SOLANA RIDGE APARTMENTS,https://www.apartments.com/solana-ridge-apartments-temecula-ca/jp4jpc7/,CA,,Apartment,92591
"$2,579 ","$3,105 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,025'}, {'bedroom_type': '1 Bed', 'price': '$2,579'}, {'bedroom_type': '2 Beds', 'price': '$3,105'}]",Irvine,"3333 Michelson Dr, Irvine, CA 92612",The Royce,https://www.apartments.com/the-royce-irvine-ca/yp1rl9t/,CA,"$2,025 ",Apartment,92612
"$1,795 ","$2,010 ","$2,450 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,795'}, {'bedroom_type': '2 Beds', 'price': '$2,010'}, {'bedroom_type': '3 Beds', 'price': '$2,450'}]",Rancho Cucamonga,"7828 Day Creek Blvd, Rancho Cucamonga, CA 91739",The Angelica Rancho Cucamonga,https://www.apartments.com/the-angelica-rancho-cucamonga-rancho-cucamonga-ca/mgwrn8h/,CA,,Apartment,91739
,"$2,853 ","$3,071 ",,"[{'bedroom_type': '2 Beds', 'price': '$2,853'}, {'bedroom_type': '3 Beds', 'price': '$3,071'}]",Canoga Park,"21535 Roscoe Blvd, Canoga Park, CA 91304",The Verandas,https://www.apartments.com/the-verandas-canoga-park-ca/nsywq1n/,CA,,Apartment,91304
"$2,250 ","$2,645 ","$3,170 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,250'}, {'bedroom_type': '2 Beds', 'price': '$2,645'}, {'bedroom_type': '3 Beds', 'price': '$3,170'}]",Woodland Hills,"21021 Erwin St, Woodland Hills, CA 91367",Motif,https://www.apartments.com/motif-woodland-hills-ca/37mtnye/,CA,,Apartment,91367
"$2,350 ","$2,832 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,350'}, {'bedroom_type': '2 Beds', 'price': '$2,832'}]",Walnut Creek,"260 Park Lake Circle, Walnut Creek, CA 94598",Park Lake at Walnut Creek,https://www.apartments.com/park-lake-at-walnut-creek-walnut-creek-ca/2gn2hsb/,CA,,Apartment,94598
"$1,412 ","$1,788 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,412'}, {'bedroom_type': '2 Beds', 'price': '$1,788'}]",Ontario,"3303 S Archibald Ave, Ontario, CA 91761",Terracina Apartment Homes,https://www.apartments.com/terracina-apartment-homes-ontario-ca/2v7lks8/,CA,,Apartment,91761
"$2,371 ","$2,696 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,371'}, {'bedroom_type': '2 Beds', 'price': '$2,696'}]",Milpitas,"1251 Merry Loop, Milpitas, CA 95035",Amalfi Apartments,https://www.apartments.com/amalfi-apartments-milpitas-ca/yy8dzlr/,CA,,Apartment,95035
"$2,050 ","$2,720 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,050'}, {'bedroom_type': '2 Beds', 'price': '$2,720'}]",Mission Viejo,"26600 Oso Pky, Mission Viejo, CA 92691",Adagio on the Green,https://www.apartments.com/adagio-on-the-green-mission-viejo-ca/mbcjlpj/,CA,,Apartment,92691
"$1,408 ","$1,522 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,408'}, {'bedroom_type': '2 Beds', 'price': '$1,522'}]",Riverside,"7600 Ambergate Pl, Riverside, CA 92504",Artessa,https://www.apartments.com/artessa-riverside-ca/52x029n/,CA,,Apartment,92504
"$1,964 ","$2,327 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,964'}, {'bedroom_type': '2 Beds', 'price': '$2,327'}]",Laguna Niguel,"29781 Niguel Rd, Laguna Niguel, CA 92677",Pointe Niguel,https://www.apartments.com/pointe-niguel-laguna-niguel-ca/f57bnzt/,CA,,Apartment,92677
"$2,508 ","$3,266 ","$10,546 ",,"[{'bedroom_type': 'Studio', 'price': '$2,212'}, {'bedroom_type': '1 Bed', 'price': '$2,508'}, {'bedroom_type': '2 Beds', 'price': '$3,266'}, {'bedroom_type': '3 Beds', 'price': '$10,546'}]",Hollywood,"1600 Vine St, Hollywood, CA 90028",1600 VINE,https://www.apartments.com/1600-vine-hollywood-ca/0eksb50/,CA,"$2,212 ",Apartment,90028
"$2,075 ","$2,797 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,075'}, {'bedroom_type': '2 Beds', 'price': '$2,797'}]",Dana Point,"32762 Pointe Sutton P..., Dana Point, CA 92629",Harbor Pointe,https://www.apartments.com/harbor-pointe-dana-point-ca/4f76ebl/,CA,,Apartment,92629
"$1,877 ","$2,312 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,877'}, {'bedroom_type': '2 Beds', 'price': '$2,312'}]",Anaheim,"8604 E Whitewater Dr, Anaheim, CA 92808",The Cascades,https://www.apartments.com/the-cascades-anaheim-ca/2gyyxgb/,CA,,Apartment,92808
"$2,075 ","$2,485 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,850'}, {'bedroom_type': '1 Bed', 'price': '$2,075'}, {'bedroom_type': '2 Beds', 'price': '$2,485'}]",Huntington Beach,"7441-7461 Edinger Ave, Huntington Beach, CA 92647",Boardwalk by Windsor,https://www.apartments.com/boardwalk-by-windsor-huntington-beach-ca/mg4sqrl/,CA,"$1,850 ",Apartment,92647
"$1,473 ","$2,240 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,388'}, {'bedroom_type': '1 Bed', 'price': '$1,473'}, {'bedroom_type': '2 Beds', 'price': '$2,240'}]",Anaheim,"2235 W Broadway, Anaheim, CA 92804",Madison Park Apartment Homes,https://www.apartments.com/madison-park-apartment-homes-anaheim-ca/n3tb3mm/,CA,"$1,388 ",Apartment,92804
"$2,365 ","$3,005 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,090'}, {'bedroom_type': '1 Bed', 'price': '$2,365'}, {'bedroom_type': '2 Beds', 'price': '$3,005'}]",Los Angeles,"1555 N Vine St, Los Angeles, CA 90028",sunset + vine,https://www.apartments.com/sunset-vine-los-angeles-ca/s4s6ps4/,CA,"$2,090 ",Apartment,90028
"$3,315 ","$3,965 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,925'}, {'bedroom_type': '1 Bed', 'price': '$3,315'}, {'bedroom_type': '2 Beds', 'price': '$3,965'}, {'bedroom_type': '3 Beds', 'price': None}]",Marina del Rey,"14000 Palawan Way, Marina del Rey, CA 90292",Wayfarer® Apartments + Marina,https://www.apartments.com/wayfarer-apartments-marina-marina-del-rey-ca/1xlvly6/,CA,"$2,925 ",Apartment,90292
"$2,470 ","$3,260 ","$3,880 ",,"[{'bedroom_type': 'Studio', 'price': '$2,275'}, {'bedroom_type': '1 Bed', 'price': '$2,470'}, {'bedroom_type': '2 Beds', 'price': '$3,260'}, {'bedroom_type': '3 Beds', 'price': '$3,880'}]",Los Angeles,"8601 Lincoln Blvd, Los Angeles, CA 90045",Playa Del Oro,https://www.apartments.com/playa-del-oro-los-angeles-ca/rn7tnn2/,CA,"$2,275 ",Apartment,90045
"$1,811 ","$1,892 ","$2,171 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,811'}, {'bedroom_type': '2 Beds', 'price': '$1,892'}, {'bedroom_type': '3 Beds', 'price': '$2,171'}]",West Covina,"200 N Grand Ave, West Covina, CA 91791",The Verandas,https://www.apartments.com/the-verandas-west-covina-ca/8w3hm12/,CA,,Apartment,91791
,"$1,790 ","$2,110 ",,"[{'bedroom_type': '2 Beds', 'price': '$1,790'}, {'bedroom_type': '3 Beds', 'price': '$2,110'}]",Chino,"13151 Yorba Ave, Chino, CA 91710",Park West Apartments,https://www.apartments.com/park-west-apartments-chino-ca/xm8dhcq/,CA,,Apartment,91710
,"$1,595 ",,,"[{'bedroom_type': '2 Beds', 'price': '$1,595'}]",Corona,"1261 Ryan Ln, Corona, CA 92882",Lincoln Park Apartments,https://www.apartments.com/lincoln-park-apartments-corona-ca/jsy6fs5/,CA,,Apartment,92882
"$1,785 ","$2,115 ","$2,575 ",,"[{'bedroom_type': 'Studio', 'price': None}, {'bedroom_type': '1 Bed', 'price': '$1,785'}, {'bedroom_type': '2 Beds', 'price': '$2,115'}, {'bedroom_type': '3 Beds', 'price': '$2,575'}]",Woodland Hills,"22100 Erwin St, Woodland Hills, CA 91367",The Reserve at Warner Center,https://www.apartments.com/the-reserve-at-warner-center-woodland-hills-ca/2j9l30b/,CA,,Apartment,91367
"$3,330 ","$4,565 ","$7,380 ",,"[{'bedroom_type': '1 Bed', 'price': '$3,330'}, {'bedroom_type': '2 Beds', 'price': '$4,565'}, {'bedroom_type': '3 Beds', 'price': '$7,380'}, {'bedroom_type': '4 Beds', 'price': None}]",Tiburon,"50 Barbaree Way, Tiburon, CA 94920",The Cove at Tiburon,https://www.apartments.com/the-cove-at-tiburon-tiburon-ca/9e9x044/,CA,,Apartment,94920
"$3,335 ","$3,320 ",,,"[{'bedroom_type': '1 Bed', 'price': '$3,335'}, {'bedroom_type': '2 Beds', 'price': '$3,320'}]",Larkspur,"700 Lincoln Village Cir, Larkspur, CA 94939",Serenity at Larkspur,https://www.apartments.com/serenity-at-larkspur-larkspur-ca/55bw8qq/,CA,,Apartment,94939
"$1,301 ","$1,516 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,301'}, {'bedroom_type': '2 Beds', 'price': '$1,516'}]",Lancaster,"43032 30th St W, Lancaster, CA 93536",Park West Village,https://www.apartments.com/park-west-village-lancaster-ca/xfsq91p/,CA,,Apartment,93536
"$1,945 ","$2,665 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,945'}, {'bedroom_type': '2 Beds', 'price': '$2,665'}]",Los Angeles,"7077 Alvern St, Los Angeles, CA 90045",Playa Summit,https://www.apartments.com/playa-summit-los-angeles-ca/6qn3ezv/,CA,,Apartment,90045
