1 Bed,2 Beds,3 Beds,4 Beds,Bedroom_Info,City_Rent,Full_Address,Property_Name_Rent,Rent_link,State_Rent,Studio,Type,Zip_code
"$2,011 ","$2,132 ","$2,900 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,011'}, {'bedroom_type': '2 Beds', 'price': '$2,132'}, {'bedroom_type': '3 Beds', 'price': '$2,900'}]",Thousand Oaks,"1600 Rancho Conejo Blvd, Thousand Oaks, CA 91320",Arroyo Villa Apts,https://www.apartments.com/arroyo-villa-apts-thousand-oaks-ca/9yll6j7/,CA,,Apartment,91320
"$2,062 ","$2,273 ","$3,154 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,062'}, {'bedroom_type': '2 Beds', 'price': '$2,273'}, {'bedroom_type': '3 Beds', 'price': '$3,154'}]",Newbury Park,"255 Via Mirabella Via, Newbury Park, CA 91320",Monarch at Dos Vientos,https://www.apartments.com/monarch-at-dos-vientos-newbury-park-ca/hrl6l82/,CA,,Apartment,91320
"$1,470 ","$1,755 ","$2,025 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,470'}, {'bedroom_type': '2 Beds', 'price': '$1,755'}, {'bedroom_type': '3 Beds', 'price': '$2,025'}]",Folsom,"1200 Creekside Dr, Folsom, CA 95630",Overlook at Blue Ravine,https://www.apartments.com/overlook-at-blue-ravine-folsom-ca/3pwmydg/,CA,,Apartment,95630
"$1,995 ",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,995'}, {'bedroom_type': '2 Beds', 'price': None}]",Martinez,"620 Center Ave, Martinez, CA 94553",MUIRWOOD GARDENS,https://www.apartments.com/muirwood-gardens-martinez-ca/6nvj5hr/,CA,,Apartment,94553
"$1,445 ","$1,675 ","$2,240 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,445'}, {'bedroom_type': '2 Beds', 'price': '$1,675'}, {'bedroom_type': '3 Beds', 'price': '$2,240'}]",Elk Grove,"9130 Nolan St, Elk Grove, CA 95758",SIENA VILLAS,https://www.apartments.com/siena-villas-elk-grove-ca/424x3eh/,CA,,Apartment,95758
"$1,505 ","$1,780 ","$2,235 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,505'}, {'bedroom_type': '2 Beds', 'price': '$1,780'}, {'bedroom_type': '3 Beds', 'price': '$2,235'}]",Elk Grove,"10270 E Taron Dr, Elk Grove, CA 95757",STONELAKE APARTMENTS HOMES,https://www.apartments.com/stonelake-apartments-homes-elk-grove-ca/72resmx/,CA,,Apartment,95757
"$2,250 ","$2,650 ","$3,455 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,250'}, {'bedroom_type': '2 Beds', 'price': '$2,650'}, {'bedroom_type': '3 Beds', 'price': '$3,455'}]",Brea,"350 W Central Ave, Brea, CA 92821",Calligraphy Urban Residences,https://www.apartments.com/calligraphy-urban-residences-brea-ca/16qm6b5/,CA,,Apartment,92821
"$1,095 ","$1,200 ","$1,380 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,095'}, {'bedroom_type': '2 Beds', 'price': '$1,200'}, {'bedroom_type': '3 Beds', 'price': '$1,380'}]",Bakersfield,"8200 N Laurelglen Blvd, Bakersfield, CA 93311",Cambridge Village Apartments,https://www.apartments.com/cambridge-village-apartments-bakersfield-ca/t9c1yp8/,CA,,Apartment,93311
"$1,999 ","$2,225 ","$3,025 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,999'}, {'bedroom_type': '2 Beds', 'price': '$2,225'}, {'bedroom_type': '3 Beds', 'price': '$3,025'}]",Oxnard,"450 Forest Park Blvd, Oxnard, CA 93036",Tempo at Riverpark,https://www.apartments.com/tempo-at-riverpark-oxnard-ca/c7xhslf/,CA,,Apartment,93036
"$1,145 ","$1,325 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,145'}, {'bedroom_type': '2 Beds', 'price': '$1,325'}]",Sacramento,"7200 Pepperwood Knoll Ln, Sacramento, CA 95842",Pepperwood Knoll Apartments,https://www.apartments.com/pepperwood-knoll-apartments-sacramento-ca/h1295y2/,CA,,Apartment,95842
"$1,150 ","$1,475 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,021'}, {'bedroom_type': '1 Bed', 'price': '$1,150'}, {'bedroom_type': '2 Beds', 'price': '$1,475'}]",Stockton,"1633 E Bianchi Rd, Stockton, CA 95210",Torcello,https://www.apartments.com/torcello-stockton-ca/3932fxf/,CA,"$1,021 ",Apartment,95210
"$2,745 ","$3,795 ","$4,595 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,745'}, {'bedroom_type': '2 Beds', 'price': '$3,795'}, {'bedroom_type': '3 Beds', 'price': '$4,595'}]",Cupertino,"10100 Mary Ave, Cupertino, CA 95014",Glenbrook Apartments,https://www.apartments.com/glenbrook-apartments-cupertino-ca/e3bpmzq/,CA,,Apartment,95014
"$2,140 ","$2,380 ","$3,465 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,140'}, {'bedroom_type': '2 Beds', 'price': '$2,380'}, {'bedroom_type': '3 Beds', 'price': '$3,465'}]",Santa Ana,"1901 E 1st St, Santa Ana, CA 92705",Nineteen01,https://www.apartments.com/nineteen01-santa-ana-ca/j3093m6/,CA,,Apartment,92705
"$2,545 ","$2,995 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,545'}, {'bedroom_type': '2 Beds', 'price': '$2,995'}]",Santa Clara,"1901 Halford Ave, Santa Clara, CA 95051",Halford Gardens Apartments,https://www.apartments.com/halford-gardens-apartments-santa-clara-ca/e1g94yp/,CA,,Apartment,95051
"$2,945 ","$3,325 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,945'}, {'bedroom_type': '2 Beds', 'price': '$3,325'}]",Sunnyvale,"1000 Escalon Ave, Sunnyvale, CA 94085",The Meadows Apartments,https://www.apartments.com/the-meadows-apartments-sunnyvale-ca/4fzr7tk/,CA,,Apartment,94085
"$1,945 ","$2,185 ","$3,245 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,945'}, {'bedroom_type': '2 Beds', 'price': '$2,185'}, {'bedroom_type': '3 Beds', 'price': '$3,245'}]",Camarillo,"1571 Flynn Rd, Camarillo, CA 93012",Avalon Camarillo,https://www.apartments.com/avalon-camarillo-camarillo-ca/fxvsmbv/,CA,,Apartment,93012
,"$1,731 ",,,"[{'bedroom_type': '2 Beds', 'price': '$1,731'}]",San Dimas,"477-477 E Bonita Ave, San Dimas, CA 91773",eaves San Dimas,https://www.apartments.com/eaves-san-dimas-san-dimas-ca/4mmlwxj/,CA,,Apartment,91773
"$2,544 ",,,,"[{'bedroom_type': 'Studio', 'price': '$1,995'}, {'bedroom_type': '1 Bed', 'price': '$2,544'}]",Los Angeles,"1026-1036 Sanborn Ave, Los Angeles, CA 90029",Sienna on Sanborn,https://www.apartments.com/sienna-on-sanborn-los-angeles-ca/1ev6lh7/,CA,"$1,995 ",Apartment,90029
"$2,479 ","$2,724 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,343'}, {'bedroom_type': '1 Bed', 'price': '$2,479'}, {'bedroom_type': '2 Beds', 'price': '$2,724'}]",San Jose,"1432 W San Carlos St, San Jose, CA 95126",Meridian at Midtown,https://www.apartments.com/meridian-at-midtown-san-jose-ca/ezyhf1m/,CA,"$2,343 ",Apartment,95126
"$1,905 ","$2,135 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,905'}, {'bedroom_type': '2 Beds', 'price': '$2,135'}]",Benicia,"1300 Southampton Rd, Benicia, CA 94510",Club Pacifica,https://www.apartments.com/club-pacifica-benicia-ca/r2kd722/,CA,,Apartment,94510
"$1,404 ","$1,614 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,404'}, {'bedroom_type': '2 Beds', 'price': '$1,614'}]",Loma Linda,"25701 Van Leuven Ave, Loma Linda, CA 92354",Monterey Pines Apartments,https://www.apartments.com/monterey-pines-apartments-loma-linda-ca/yfgsxpt/,CA,,Apartment,92354
,"$2,085 ","$2,285 ",,"[{'bedroom_type': '2 Beds', 'price': '$2,085'}, {'bedroom_type': '3 Beds', 'price': '$2,285'}]",Upland,"1501 Golf Club Dr, Upland, CA 91784",Country Club Villas/Country Club Terrace,https://www.apartments.com/country-club-villas-country-club-terrace-upland-ca/v165vpe/,CA,,Apartment,91784
,"$1,948 ","$2,336 ",,"[{'bedroom_type': '1 Bed', 'price': None}, {'bedroom_type': '2 Beds', 'price': '$1,948'}, {'bedroom_type': '3 Beds', 'price': '$2,336'}]",Folsom,"2300 Iron Point Rd, Folsom, CA 95630",Sherwood at Iron Point,https://www.apartments.com/sherwood-at-iron-point-folsom-ca/vch46qf/,CA,,Apartment,95630
"$1,397 ","$1,417 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,397'}, {'bedroom_type': '2 Beds', 'price': '$1,417'}]",Colton,"1699 E Washington St, Colton, CA 92324",Alvista Terrace,https://www.apartments.com/alvista-terrace-colton-ca/b4f64vb/,CA,,Apartment,92324
,,,,"[{'bedroom_type': '\r\n\t\t\t\t\t\t\t\t\t\t\t\t1 Bed\r\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t–\r\n3 Beds\t\t\t\t\t\t\t\t\t\t', 'price': None}]",San Diego,"6363 Beadnell Way, San Diego, CA 92117",Barclay Square,https://www.apartments.com/barclay-square-san-diego-ca/szlkpb7/,CA,,Apartment,92117
"$2,595 ","$3,695 ",,,"[{'bedroom_type': 'Studio', 'price': None}, {'bedroom_type': '1 Bed', 'price': '$2,595'}, {'bedroom_type': '2 Beds', 'price': '$3,695'}]",Berkeley,"651 Addison St, Berkeley, CA 94710",Avalon Berkeley,https://www.apartments.com/avalon-berkeley-berkeley-ca/q5mbjsx/,CA,,Apartment,94710
"$1,570 ","$1,955 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,570'}, {'bedroom_type': '2 Beds', 'price': '$1,955'}]",Fullerton,"1501 S Highland Ave, Fullerton, CA 92832",Highland Pinetree,https://www.apartments.com/highland-pinetree-fullerton-ca/hqskc92/,CA,,Apartment,92832
"$2,100 ","$2,450 ","$3,200 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,100'}, {'bedroom_type': '2 Beds', 'price': '$2,450'}, {'bedroom_type': '3 Beds', 'price': '$3,200'}]",Anaheim,"2100 E Katella Ave, Anaheim, CA 92806",Stadium House Apartments,https://www.apartments.com/stadium-house-apartments-anaheim-ca/rcg1143/,CA,,Apartment,92806
"$1,700 ","$2,075 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,700'}, {'bedroom_type': '2 Beds', 'price': '$2,075'}]",Rowland Heights,"17800 E Colima Ave, Rowland Heights, CA 91748",Pheasant Ridge I,https://www.apartments.com/pheasant-ridge-i-rowland-heights-ca/b795dec/,CA,,Apartment,91748
"$1,700 ","$2,000 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,700'}, {'bedroom_type': '2 Beds', 'price': '$2,000'}]",Fullerton,"2656 Associated Rd, Fullerton, CA 92835",Uptown Fullerton,https://www.apartments.com/uptown-fullerton-fullerton-ca/gbpxb9y/,CA,,Apartment,92835
"$2,149 ","$2,584 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,149'}, {'bedroom_type': '2 Beds', 'price': '$2,584'}]",Calabasas,"3831 N Orchid Ln, Calabasas, CA 91302",Avalon Calabasas,https://www.apartments.com/avalon-calabasas-calabasas-ca/3rwr5kg/,CA,,Apartment,91302
"$1,910 ","$2,165 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,755'}, {'bedroom_type': '1 Bed', 'price': '$1,910'}, {'bedroom_type': '2 Beds', 'price': '$2,165'}]",Concord,"780 Oak Grove Rd, Concord, CA 94518",Palm Lake Apartments,https://www.apartments.com/palm-lake-apartments-concord-ca/vvj2yge/,CA,"$1,755 ",Apartment,94518
"$3,665 ","$5,015 ","$7,260 ",,"[{'bedroom_type': '1 Bed', 'price': '$3,665'}, {'bedroom_type': '2 Beds', 'price': '$5,015'}, {'bedroom_type': '3 Beds', 'price': '$7,260'}]",Marina del Rey,"14126 Marquesas Way, Marina del Rey, CA 90292",Neptune Marina,https://www.apartments.com/neptune-marina-marina-del-rey-ca/evczj7q/,CA,,Apartment,90292
,,,,"[{'bedroom_type': '\r\n\t\t\t\t\t\t\t\t\t\t\t\t1 Bed\r\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t–\r\n2 Beds\t\t\t\t\t\t\t\t\t\t', 'price': None}]",Los Angeles,"117 S Avenue 64, Los Angeles, CA 90042",The Marq Apartments,https://www.apartments.com/the-marq-apartments-los-angeles-ca/1fgp8m5/,CA,,Apartment,90042
"$1,510 ","$1,870 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,510'}, {'bedroom_type': '2 Beds', 'price': '$1,870'}]",Folsom,"180 S Lexington Dr, Folsom, CA 95630",The Legends At Willow Creek,https://www.apartments.com/the-legends-at-willow-creek-folsom-ca/5943frp/,CA,,Apartment,95630
"$2,110 ","$2,555 ","$2,790 ",,"[{'bedroom_type': 'Studio', 'price': '$1,900'}, {'bedroom_type': '1 Bed', 'price': '$2,110'}, {'bedroom_type': '2 Beds', 'price': '$2,555'}, {'bedroom_type': '3 Beds', 'price': '$2,790'}]",Fremont,"40777 High St, Fremont, CA 94538",Pebble Creek,https://www.apartments.com/pebble-creek-fremont-ca/64m9xtr/,CA,"$1,900 ",Apartment,94538
"$1,490 ","$1,580 ","$1,970 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,490'}, {'bedroom_type': '2 Beds', 'price': '$1,580'}, {'bedroom_type': '3 Beds', 'price': '$1,970'}]",Redlands,"1350 Milburn Ave, Redlands, CA 92373",Brookside Park Apartments,https://www.apartments.com/brookside-park-apartments-redlands-ca/14zp3r7/,CA,,Apartment,92373
"$2,010 ","$2,589 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,010'}, {'bedroom_type': '2 Beds', 'price': '$2,589'}]",Fullerton,"130 E Chapman Ave, Fullerton, CA 92832",City Pointe,https://www.apartments.com/city-pointe-fullerton-ca/mthlzdj/,CA,,Apartment,92832
"$2,403 ","$3,570 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,565'}, {'bedroom_type': '1 Bed', 'price': '$2,403'}, {'bedroom_type': '2 Beds', 'price': '$3,570'}]",San Jose,"5 E Reed St, San Jose, CA 95113",SPARQ,https://www.apartments.com/sparq-san-jose-ca/jsr4286/,CA,"$2,565 ",Apartment,95113
"$2,395 ","$3,060 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,395'}, {'bedroom_type': '2 Beds', 'price': '$3,060'}]",Irvine,"16101 Murphy Ave, Irvine, CA 92606",THE MURPHY | IRVINE,https://www.apartments.com/the-murphy-irvine-irvine-ca/v68nxtf/,CA,,Apartment,92606
"$3,005 ","$4,490 ","$4,505 ",,"[{'bedroom_type': 'Studio', 'price': '$2,250'}, {'bedroom_type': '1 Bed', 'price': '$3,005'}, {'bedroom_type': '2 Beds', 'price': '$4,490'}, {'bedroom_type': '3 Beds', 'price': '$4,505'}]",San Diego,"1440 Columbia St, San Diego, CA 92101",Luma,https://www.apartments.com/luma-san-diego-ca/cn99d1e/,CA,"$2,250 ",Apartment,92101
"$2,470 ","$2,820 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,870'}, {'bedroom_type': '1 Bed', 'price': '$2,470'}, {'bedroom_type': '2 Beds', 'price': '$2,820'}]",San Diego,"1110 F St, San Diego, CA 92101",F11,https://www.apartments.com/f11-san-diego-ca/r543wr2/,CA,"$1,870 ",Apartment,92101
"$3,413 ","$4,787 ",,,"[{'bedroom_type': 'Studio', 'price': '$3,368'}, {'bedroom_type': '1 Bed', 'price': '$3,413'}, {'bedroom_type': '2 Beds', 'price': '$4,787'}]",San Francisco,"301 Executive Park Blvd, San Francisco, CA 94134",Ashton San Francisco Apartments,https://www.apartments.com/ashton-san-francisco-apartments-san-francisco-ca/0pvmdb0/,CA,"$3,368 ",Apartment,94134
"$2,295 ","$2,880 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,265'}, {'bedroom_type': '1 Bed', 'price': '$2,295'}, {'bedroom_type': '2 Beds', 'price': '$2,880'}]",San Jose,"1700 Newbury Park Dr, San Jose, CA 95133",LINQ Apartment Homes,https://www.apartments.com/linq-apartment-homes-san-jose-ca/d325jkj/,CA,"$2,265 ",Apartment,95133
,,,,"[{'bedroom_type': '\r\n\t\t\t\t\t\t\t\t\t\t\t\t1 Bed\r\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t–\r\n2 Beds\t\t\t\t\t\t\t\t\t\t', 'price': None}]",Los Angeles,"1040 Glendon Ave, Los Angeles, CA 90024",The Glendon,https://www.apartments.com/the-glendon-los-angeles-ca/xvfrs5n/,CA,,Apartment,90024
"$1,659 ","$2,085 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,449'}, {'bedroom_type': '1 Bed', 'price': '$1,659'}, {'bedroom_type': '2 Beds', 'price': '$2,085'}]",San Diego,"505 W Broadway, San Diego, CA 92101",Koll Center,https://www.apartments.com/koll-center-san-diego-ca/39shbyg/,CA,"$1,449 ",Apartment,92101
"$1,364 ","$1,595 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,246'}, {'bedroom_type': '1 Bed', 'price': '$1,364'}, {'bedroom_type': '2 Beds', 'price': '$1,595'}]",Turlock,"3025 W Christoffersen Pky, Turlock, CA 95382",Sierra Oaks,https://www.apartments.com/sierra-oaks-turlock-ca/5hf4srq/,CA,"$1,246 ",Apartment,95382
,"$1,745 ","$1,995 ",,"[{'bedroom_type': '2 Beds', 'price': '$1,745'}, {'bedroom_type': '3 Beds', 'price': '$1,995'}]",Carmichael,"5959 Van Alstine Ave, Carmichael, CA 95608",Vista Torre,https://www.apartments.com/vista-torre-carmichael-ca/g2w9mrx/,CA,,Apartment,95608
"$3,532 ","$4,273 ",,,"[{'bedroom_type': 'Studio', 'price': '$3,164'}, {'bedroom_type': '1 Bed', 'price': '$3,532'}, {'bedroom_type': '2 Beds', 'price': '$4,273'}]",San Mateo,"1700 S Delaware St, San Mateo, CA 94402",Station Park Green,https://www.apartments.com/station-park-green-san-mateo-ca/j60y0f7/,CA,"$3,164 ",Apartment,94402
"$1,610 ","$1,772 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,610'}, {'bedroom_type': '2 Beds', 'price': '$1,772'}]",Riverside,"5925 Sycamore Canyon Blvd, Riverside, CA 92507",Windemere at Sycamore Highlands,https://www.apartments.com/windemere-at-sycamore-highlands-riverside-ca/yb4gcpt/,CA,,Apartment,92507
"$2,288 ","$2,940 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,998'}, {'bedroom_type': '1 Bed', 'price': '$2,288'}, {'bedroom_type': '2 Beds', 'price': '$2,940'}]",Huntington Beach,"19891-19895 Beach Blvd, Huntington Beach, CA 92648",Beach & Ocean,https://www.apartments.com/beach-ocean-huntington-beach-ca/we9d8bk/,CA,"$1,998 ",Apartment,92648
"$2,348 ","$3,448 ",,,"[{'bedroom_type': 'Studio', 'price': None}, {'bedroom_type': '1 Bed', 'price': '$2,348'}, {'bedroom_type': '2 Beds', 'price': '$3,448'}]",San Diego,"1551 Union St, San Diego, CA 92101",Current,https://www.apartments.com/current-san-diego-ca/wp5wx3l/,CA,,Apartment,92101
"$3,009 ","$4,701 ",,,"[{'bedroom_type': '1 Bed', 'price': '$3,009'}, {'bedroom_type': '2 Beds', 'price': '$4,701'}]",Los Angeles,"717 W Olympic Blvd, Los Angeles, CA 90015",717 Olympic,https://www.apartments.com/717-olympic-los-angeles-ca/vzswhzg/,CA,,Apartment,90015
"$1,820 ","$1,797 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,820'}, {'bedroom_type': '2 Beds', 'price': '$1,797'}]",Vista,"1580 Shadowridge Dr, Vista, CA 92081",Shadowridge Summerwind,https://www.apartments.com/shadowridge-summerwind-vista-ca/60b0bnr/,CA,,Apartment,92081
"$1,317 ","$1,614 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,150'}, {'bedroom_type': '1 Bed', 'price': '$1,317'}, {'bedroom_type': '2 Beds', 'price': '$1,614'}]",Sacramento,"6808 Wyndham Dr, Sacramento, CA 95823",The Crossing at Wyndham,https://www.apartments.com/the-crossing-at-wyndham-sacramento-ca/z1fltjx/,CA,"$1,150 ",Apartment,95823
"$1,220 ","$1,525 ","$1,724 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,220'}, {'bedroom_type': '2 Beds', 'price': '$1,525'}, {'bedroom_type': '3 Beds', 'price': '$1,724'}]",Sacramento,"1850 Club Center Dr, Sacramento, CA 95835",Natomas Park,https://www.apartments.com/natomas-park-sacramento-ca/ygtvfer/,CA,,Apartment,95835
"$3,732 ",,,,"[{'bedroom_type': '1 Bed', 'price': '$3,732'}, {'bedroom_type': '2 Beds', 'price': None}]",Los Angeles,"1480 Vine St, Los Angeles, CA 90028",Sunset Vine Tower,https://www.apartments.com/sunset-vine-tower-los-angeles-ca/l2qp91d/,CA,,Apartment,90028
"$1,931 ","$2,323 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,931'}, {'bedroom_type': '2 Beds', 'price': '$2,323'}]",Woodland Hills,"6355 De Soto Ave, Woodland Hills, CA 91367",Oceano at Warner Center,https://www.apartments.com/oceano-at-warner-center-woodland-hills-ca/4dyzerj/,CA,,Apartment,91367
"$1,840 ","$2,455 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,840'}, {'bedroom_type': '2 Beds', 'price': '$2,455'}]",Thousand Oaks,"351 Hodencamp Rd, Thousand Oaks, CA 91360",eaves Thousand Oaks,https://www.apartments.com/eaves-thousand-oaks-thousand-oaks-ca/xhvd08m/,CA,,Apartment,91360
"$2,195 ","$2,505 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,195'}, {'bedroom_type': '2 Beds', 'price': '$2,505'}]",Fremont,"231 Woodcreek Commons, Fremont, CA 94539",eaves Fremont,https://www.apartments.com/eaves-fremont-fremont-ca/w4ek4pk/,CA,,Apartment,94539
,"$1,830 ",,,"[{'bedroom_type': '2 Beds', 'price': '$1,830'}]",San Dimas,"325 S San Dimas Canyon Rd, San Dimas, CA 91773",eaves San Dimas Canyon,https://www.apartments.com/eaves-san-dimas-canyon-san-dimas-ca/26sbbjb/,CA,,Apartment,91773
"$2,953 ","$3,564 ","$4,315 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,953'}, {'bedroom_type': '2 Beds', 'price': '$3,564'}, {'bedroom_type': '3 Beds', 'price': '$4,315'}]",San Bruno,"1099 Admiral Ct, San Bruno, CA 94066",Avalon San Bruno,https://www.apartments.com/avalon-san-bruno-san-bruno-ca/6xxstbs/,CA,,Apartment,94066
"$2,301 ","$2,740 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,301'}, {'bedroom_type': '2 Beds', 'price': '$2,740'}]",San Jose,"1895 N Capitol Ave, San Jose, CA 95132",eaves San Jose,https://www.apartments.com/eaves-san-jose-san-jose-ca/hwnhn13/,CA,,Apartment,95132
"$3,535 ","$4,770 ",,,"[{'bedroom_type': 'Studio', 'price': '$3,940'}, {'bedroom_type': '1 Bed', 'price': '$3,535'}, {'bedroom_type': '2 Beds', 'price': '$4,770'}, {'bedroom_type': '3 Beds', 'price': None}]",San Francisco,"255 King St, San Francisco, CA 94107",Avalon at Mission Bay,https://www.apartments.com/avalon-at-mission-bay-san-francisco-ca/pxw0s0v/,CA,"$3,940 ",Apartment,94107
"$3,850 ","$4,335 ",,,"[{'bedroom_type': '1 Bed', 'price': '$3,850'}, {'bedroom_type': '2 Beds', 'price': '$4,335'}, {'bedroom_type': '3 Beds', 'price': None}]",Mountain View,"2400 W El Camino Real, Mountain View, CA 94040",Avalon Towers on the Peninsula,https://www.apartments.com/avalon-towers-on-the-peninsula-mountain-view-ca/5zb015q/,CA,,Apartment,94040
"$1,960 ","$2,268 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,960'}, {'bedroom_type': '2 Beds', 'price': '$2,268'}]",Pleasanton,"3650 Andrews Dr, Pleasanton, CA 94588",eaves Pleasanton,https://www.apartments.com/eaves-pleasanton-pleasanton-ca/9yyyt87/,CA,,Apartment,94588
"$1,359 ","$1,620 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,359'}, {'bedroom_type': '2 Beds', 'price': '$1,620'}]",Lancaster,"44045 15th St W, Lancaster, CA 93534",Racquet Club Apartments,https://www.apartments.com/racquet-club-apartments-lancaster-ca/47syp6k/,CA,,Apartment,93534
"$2,825 ","$3,191 ","$4,405 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,825'}, {'bedroom_type': '2 Beds', 'price': '$3,191'}, {'bedroom_type': '3 Beds', 'price': '$4,405'}]",Sunnyvale,"1257 Lakeside Dr, Sunnyvale, CA 94085",Avalon Silicon Valley,https://www.apartments.com/avalon-silicon-valley-sunnyvale-ca/we0jcgj/,CA,,Apartment,94085
"$1,810 ","$2,205 ","$2,730 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,810'}, {'bedroom_type': '2 Beds', 'price': '$2,205'}, {'bedroom_type': '3 Beds', 'price': '$2,730'}]",San Marcos,"823 Nordahl Rd, San Marcos, CA 92069",eaves San Marcos,https://www.apartments.com/eaves-san-marcos-san-marcos-ca/4wgqwzh/,CA,,Apartment,92069
"$1,360 ","$1,795 ","$2,650 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,360'}, {'bedroom_type': '2 Beds', 'price': '$1,795'}, {'bedroom_type': '3 Beds', 'price': '$2,650'}]",Sacramento,"258 Selby Ranch Rd, Sacramento, CA 95864",Selby Ranch Apartment Homes,https://www.apartments.com/selby-ranch-apartment-homes-sacramento-ca/5xwrzeq/,CA,,Apartment,95864
"$2,925 ","$3,030 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,925'}, {'bedroom_type': '2 Beds', 'price': '$3,030'}]",Pacifica,"265 Gateway Dr, Pacifica, CA 94044",eaves Pacifica,https://www.apartments.com/eaves-pacifica-pacifica-ca/xj1fpzm/,CA,,Apartment,94044
"$3,685 ","$4,790 ","$5,820 ",,"[{'bedroom_type': '1 Bed', 'price': '$3,685'}, {'bedroom_type': '2 Beds', 'price': '$4,790'}, {'bedroom_type': '3 Beds', 'price': '$5,820'}]",Newport Beach,"1000 San Joaquin Plz, Newport Beach, CA 92660",Villas Fashion Island,https://www.apartments.com/villas-fashion-island-newport-beach-ca/ppeym6r/,CA,,Apartment,92660
,"$2,401 ","$2,942 ",,"[{'bedroom_type': '2 Beds', 'price': '$2,401'}, {'bedroom_type': '3 Beds', 'price': '$2,942'}]",Livermore,"4601 Gerrilyn Way, Livermore, CA 94550",La Vina,https://www.apartments.com/la-vina-livermore-ca/8hqnnt2/,CA,,Apartment,94550
"$2,030 ","$2,425 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,030'}, {'bedroom_type': '2 Beds', 'price': '$2,425'}]",Dublin,"6500 Cotton Wood Cir, Dublin, CA 94568",Cotton Wood,https://www.apartments.com/cotton-wood-dublin-ca/trkg5sb/,CA,,Apartment,94568
,"$2,000 ",,,"[{'bedroom_type': '2 Beds', 'price': '$2,000'}]",Pittsburg,"2105 Carion Ct, Pittsburg, CA 94565",Edgewater Apartments,https://www.apartments.com/edgewater-apartments-pittsburg-ca/14kt9c5/,CA,,Apartment,94565
,"$2,950 ",,,"[{'bedroom_type': '2 Beds', 'price': '$2,950'}]",Los Angeles,"6944 Knowlton Pl, Los Angeles, CA 90045",Legacy Knowlton,https://www.apartments.com/legacy-knowlton-los-angeles-ca/we31ltl/,CA,,Apartment,90045
