1 Bed,2 Beds,3 Beds,4 Beds,4+ Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Type,Zip_code
,"$2,650",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,650'}]",Los Angeles,"Los Angeles, CA 90008",12 Month Lease,https://www.apartments.com/4247-leimert-blvd-los-angeles-ca/12qr9v4/,"1,600","1,600 Sq Ft",CA,Townhomes,90008
,,"$1,695",,,Available Now,1½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$1,695'}]",Carmichael,"Carmichael, CA 95608",,https://www.apartments.com/3963-la-honda-way-carmichael-ca/4798khh/,"1,100","1,100 Sq Ft",CA,Townhomes,95608
,,"$3,250",,,Available Now,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,250'}]",San Jose,"San Jose, CA 95136",12 Month Lease,https://www.apartments.com/512-king-george-ave-san-jose-ca/nchjxlm/,"1,690","1,690 Sq Ft",CA,Townhomes,95136
,"$3,195",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,195'}]",Huntington Beach,"Huntington Beach, CA 92648",12 Month Lease,https://www.apartments.com/1345-delaware-st-huntington-beach-ca/jc80066/,"1,550","1,550 Sq Ft",CA,Townhomes,92648
,"$1,625",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,625'}]",Imperial Beach,"Imperial Beach, CA 91932",12 Month Lease,https://www.apartments.com/1175-granger-st-imperial-beach-ca/4f9d1nj/,"1,000","1,000 Sq Ft",CA,Townhomes,91932
,"$2,395",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,395'}]",Glendale,"Glendale, CA 91207",12 Month Lease,https://www.apartments.com/942-n-louise-st-glendale-ca/g58h9kw/,965,965 Sq Ft,CA,Townhomes,91207
,"$2,350",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,350'}]",Anaheim,"Anaheim, CA 92801",,https://www.apartments.com/2091-lafayette-dr-anaheim-ca/rg7tcq1/,"1,200","1,200 Sq Ft",CA,Townhomes,92801
,"$1,375",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,375'}]",Cameron Park,"Cameron Park, CA 95682",12 Month Lease,https://www.apartments.com/3397-cimmarron-ct-cameron-park-ca/7d9pzrw/,"1,044","1,044 Sq Ft",CA,Townhomes,95682
,,"$3,800",,,Available Now,1½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,800'}]",San Jose,"San Jose, CA 95121",,https://www.apartments.com/3322-cannongate-ct-san-jose-ca/rqn19g0/,"1,131","1,131 Sq Ft",CA,Townhomes,95121
,"$3,195",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,195'}]",Altadena,"Altadena, CA 91001",,https://www.apartments.com/2000-lake-ave-altadena-ca/lbmrr0g/,"1,600","1,600 Sq Ft",CA,Townhomes,91001
,"$4,950",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,950'}]",San Mateo,"San Mateo, CA 94401",,https://www.apartments.com/322-grand-blvd-san-mateo-ca/4yd3ztj/,"1,400","1,400 Sq Ft",CA,Townhomes,94401
,,"$2,699",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,699'}]",La Habra,"La Habra, CA 90631",,https://www.apartments.com/1489-w-lambert-rd-la-habra-ca/kkdfrtc/,"1,722","1,722 Sq Ft",CA,Townhomes,90631
,"$2,900",,,,Nov 1,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,900'}]",Burbank,"Burbank, CA 91501",12 Month Lease,https://www.apartments.com/434-e-cedar-ave-burbank-ca/9bc36g7/,"1,250","1,250 Sq Ft",CA,Townhomes,91501
,"$2,000",,,,Nov 1,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,000'}]",Murrieta,"Murrieta, CA 92563",12 Month Lease,https://www.apartments.com/37473-paseo-violeta-murrieta-ca/m3cmk9l/,"1,363","1,363 Sq Ft",CA,Townhomes,92563
,,"$2,400",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,400'}]",Placerville,"Placerville, CA 95667",12 Month Lease,https://www.apartments.com/1510-jeffrey-ln-placerville-ca/2ldswh8/,"1,693","1,693 Sq Ft",CA,Townhomes,95667
,,"$4,995",,,Dec 2,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,995'}]",Los Angeles,"Los Angeles, CA 90028",12 Month Lease,https://www.apartments.com/6143-fountain-ave-los-angeles-ca/16zd165/,"1,800","1,800 Sq Ft",CA,Townhomes,90028
,"$4,950",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,950'}]",Beverly Hills,"Beverly Hills, CA 90212",12 Month Lease,https://www.apartments.com/142-s-bedford-dr-beverly-hills-ca/k1v9kq8/,"1,600","1,600 Sq Ft",CA,Townhomes,90212
,"$2,975",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,975'}]",San Diego,"San Diego, CA 92116",,https://www.apartments.com/4564-hamilton-st-san-diego-ca/4rkx5zh/,"1,243","1,243 Sq Ft",CA,Townhomes,92116
,"$1,650",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,650'}]",Grass Valley,"Grass Valley, CA 95945",,https://www.apartments.com/113-rockwood-dr-grass-valley-ca/4fph1pj/,"1,253","1,253 Sq Ft",CA,Townhomes,95945
,,"$7,500",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$7,500'}]",San Diego,"San Diego, CA 92101",,https://www.apartments.com/408-w-juniper-st-san-diego-ca/54229yn/,"2,400","2,400 Sq Ft",CA,Townhomes,92101
,,"$4,500",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,500'}]",Mountain View,"Mountain View, CA 94043",,https://www.apartments.com/169-georgetown-ct-mountain-view-ca/67fkjqr/,"1,350","1,350 Sq Ft",CA,Townhomes,94043
,,"$3,450",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,450'}]",Carlsbad,"Carlsbad, CA 92011",,https://www.apartments.com/1750-nolina-ct-carlsbad-ca/t32nw18/,"2,160","2,160 Sq Ft",CA,Townhomes,92011
,,"$3,650",,,Available Now,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,650'}]",Newark,"Newark, CA 94560",12 Month Lease,https://www.apartments.com/5812-dolbeer-way-newark-ca/ef3qk5q/,"1,707","1,707 Sq Ft",CA,Townhomes,94560
,"$2,995",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,995'}]",Los Angeles,"Los Angeles, CA 91367",12 Month Lease,https://www.apartments.com/6223-randi-ave-los-angeles-ca/ftp2s6v/,"1,579","1,579 Sq Ft",CA,Townhomes,91367
,,"$2,325",,,Nov 1,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,325'}]",Lakeside,"Lakeside, CA 92040",12 Month Lease,https://www.apartments.com/12336-parkside-st-lakeside-ca/eqew31m/,"1,200","1,200 Sq Ft",CA,Townhomes,92040
,,"$2,950",,,Nov 1,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,950'}]",San Diego,"San Diego, CA 92131",12 Month Lease,https://www.apartments.com/10579-caminito-memosac-san-diego-ca/gww2g6z/,"1,540","1,540 Sq Ft",CA,Townhomes,92131
,"$3,495",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,495'}]",Oakland,"Oakland, CA 94606",12 Month Lease,https://www.apartments.com/277-wayne-ave-oakland-ca/mfgszdj/,"1,100","1,100 Sq Ft",CA,Townhomes,94606
,,,"$8,500",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$8,500'}]",Los Angeles,"Los Angeles, CA 90004",,https://www.apartments.com/611-n-beachwood-dr-los-angeles-ca/97gkpk7/,"2,350","2,350 Sq Ft",CA,Townhomes,90004
,,"$3,200",,,Nov 1,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]",Torrance,"Torrance, CA 90504",,https://www.apartments.com/16609-yukon-ave-torrance-ca/qwz57dx/,"1,579","1,579 Sq Ft",CA,Townhomes,90504
,"$2,100",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}]",Alhambra,"Alhambra, CA 91803",,https://www.apartments.com/511-s-curtis-ave-alhambra-ca/3dxblke/,900,900 Sq Ft,CA,Townhomes,91803
,"$2,300",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]",West Hollywood,"West Hollywood, CA 90046",12 Month Lease,https://www.apartments.com/7606-fountain-ave-west-hollywood-ca/94391c6/,700,700 Sq Ft,CA,Townhomes,90046
"$3,300",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,300'}]",Los Angeles,"Los Angeles, CA 90028",,https://www.apartments.com/1846-grace-ave-los-angeles-ca/yc77drs/,940,940 Sq Ft,CA,Townhomes,90028
,"$3,000",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]",Pasadena,"Pasadena, CA 91106",12 Month Lease,https://www.apartments.com/279-e-glenarm-st-pasadena-ca/2eqndpc/,"1,158","1,158 Sq Ft",CA,Townhomes,91106
,"$1,850",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,850'}]",Marina,"Marina, CA 93933",12 Month Lease,https://www.apartments.com/205-cosky-dr-marina-ca/gh7g1tw/,980,980 Sq Ft,CA,Townhomes,93933
,,"$1,795",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$1,795'}]",Pomona,"Pomona, CA 91767",12 Month Lease,https://www.apartments.com/1225-e-pasadena-st-pomona-ca/0l8l2f1/,"1,350","1,350 Sq Ft",CA,Townhomes,91767
,"$3,800",,,,Nov 1,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,800'}]",San Diego,"San Diego, CA 92101",12 Month Lease,https://www.apartments.com/2519-state-st-san-diego-ca/wm4ll2l/,"1,600","1,600 Sq Ft",CA,Townhomes,92101
,,"$2,650",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,650'}]",Anaheim,"Anaheim, CA 92801",6 Month Lease,https://www.apartments.com/548-n-dartmouth-way-anaheim-ca/ns4mxsp/,"1,219","1,219 Sq Ft",CA,Townhomes,92801
"$1,000",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,000'}]",Ridgecrest,"Ridgecrest, CA 93555",,https://www.apartments.com/1500-rademacher-way-ridgecrest-ca/k9p025b/,500,500 Sq Ft,CA,Townhomes,93555
,,"$5,500",,,Nov 1,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,500'}]",Laguna Beach,"Laguna Beach, CA 92651",12 Month Lease,https://www.apartments.com/299-la-brea-st-laguna-beach-ca/xlpnt1p/,"1,400","1,400 Sq Ft",CA,Townhomes,92651
"$1,800",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,800'}]",Loomis,"Loomis, CA 95650",6 Month Lease,https://www.apartments.com/4841-val-verde-rd-loomis-ca/85p4fr0/,"1,500","1,500 Sq Ft",CA,Townhomes,95650
,,"$2,800",,,Available Now,1½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,800'}]",Oakland,"Oakland, CA 94619",,https://www.apartments.com/3821-maybelle-ave-oakland-ca/k6krbwb/,"1,500","1,500 Sq Ft",CA,Townhomes,94619
"$1,150",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,150'}]",Mount Laguna,"Mount Laguna, CA 91948",,https://www.apartments.com/9849-sunrise-hwy-mount-laguna-ca/4ehs37h/,400,400 Sq Ft,CA,Townhomes,91948
"$1,250",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,250'}]",Mount Laguna,"Mount Laguna, CA 91948",,https://www.apartments.com/9849-sunrise-hwy-mount-laguna-ca/yp8kzvr/,300,300 Sq Ft,CA,Townhomes,91948
,,"$3,000",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",Los Angeles,"Los Angeles, CA 90029",12 Month Lease,https://www.apartments.com/1036-n-normandie-ave-los-angeles-ca/b536cw8/,1,1 Sq Ft,CA,Townhomes,90029
,"$4,295",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,295'}]",Sunnyvale,"Sunnyvale, CA 94087",12 Month Lease,https://www.apartments.com/561-manet-terrace-sunnyvale-ca/lvbsgmf/,"1,699","1,699 Sq Ft",CA,Townhomes,94087
"$2,250",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,250'}]",Los Angeles,"Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/1823-corinth-ave-los-angeles-ca/3rq67pe/,660,660 Sq Ft,CA,Townhomes,90025
,,,"$4,650",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$4,650'}]",Oakland,"Oakland, CA 94605",12 Month Lease,https://www.apartments.com/6328-rocky-point-ct-oakland-ca/6b6t9ft/,"2,269","2,269 Sq Ft",CA,Townhomes,94605
,"$2,100",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}]",Los Angeles,"Los Angeles, CA 91405",,https://www.apartments.com/6616-sylmar-ave-los-angeles-ca/3nrlnwg/,"1,000","1,000 Sq Ft",CA,Townhomes,91405
,"$2,800",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]",Irvine,"Irvine, CA 92614",,https://www.apartments.com/123-goldenrod-irvine-ca/sf8yhp5/,"1,200","1,200 Sq Ft",CA,Townhomes,92614
,"$2,125",,,,Nov 16,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,125'}]",Folsom,"Folsom, CA 95630",,https://www.apartments.com/3303-esplanade-cir-folsom-ca/5tccvem/,"1,501","1,501 Sq Ft",CA,Townhomes,95630
,,"$2,990",,,Available Now,1½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,990'}]",Novato,"Novato, CA 94947",,https://www.apartments.com/907-sunnybrae-ln-novato-ca/2pmemhc/,"1,323","1,323 Sq Ft",CA,Townhomes,94947
,,"$3,650",,,Nov 1,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,650'}]",Campbell,"Campbell, CA 95008",,https://www.apartments.com/80-dot-ave-campbell-ca/72r8rcw/,"1,400","1,400 Sq Ft",CA,Townhomes,95008
,"$3,495",,,,Available Now,0½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,495'}]",Los Angeles,"Los Angeles, CA 90035",,https://www.apartments.com/1606-s-sherbourne-dr-los-angeles-ca/fslc28r/,"1,625","1,625 Sq Ft",CA,Townhomes,90035
,"$2,095",,,,Nov 20,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,095'}]",Santa Rosa,"Santa Rosa, CA 95404",12 Month Lease,https://www.apartments.com/1570-north-st-santa-rosa-ca/flwh2pr/,950,950 Sq Ft,CA,Townhomes,95404
,,"$6,000",,,Available Now,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$6,000'}]",San Francisco,"San Francisco, CA 94115",12 Month Lease,https://www.apartments.com/1683-turk-st-san-francisco-ca/nfkf5qp/,"1,000","1,000 Sq Ft",CA,Townhomes,94115
,,"$3,688",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,688'}]",Los Angeles,"Los Angeles, CA 90035",12 Month Lease,https://www.apartments.com/1060-s-corning-st-los-angeles-ca/eg5pktm/,"2,200","2,200 Sq Ft",CA,Townhomes,90035
"$2,600",,,,,Nov 5,1½ BAs,"[{'bedroom_type': '1 Bed', 'price': '$2,600'}]",Los Angeles,"Los Angeles, CA 90004",12 Month Lease,https://www.apartments.com/545-n-kenmore-ave-los-angeles-ca/pw2hmxv/,900,900 Sq Ft,CA,Townhomes,90004
,,"$2,800",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,800'}]",Aliso Viejo,"Aliso Viejo, CA 92656",12 Month Lease,https://www.apartments.com/13-softwind-aliso-viejo-ca/4xweefl/,"1,389","1,389 Sq Ft",CA,Townhomes,92656
,,"$4,950",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,950'}]",Los Angeles,"Los Angeles, CA 90064",12 Month Lease,https://www.apartments.com/2950-s-bentley-ave-los-angeles-ca/txlcnz9/,"1,800","1,800 Sq Ft",CA,Townhomes,90064
,,"$2,990",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,990'}]",Los Angeles,"Los Angeles, CA 91042",12 Month Lease,https://www.apartments.com/10206-mountair-ave-los-angeles-ca/cj5tqld/,"1,500","1,500 Sq Ft",CA,Townhomes,91042
,,"$2,800",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,800'}]",Los Angeles,"Los Angeles, CA 91042",12 Month Lease,https://www.apartments.com/9951-marcus-ave-los-angeles-ca/p3ek9hs/,"1,300","1,300 Sq Ft",CA,Townhomes,91042
,"$1,000",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,000'}]",Merced,"Merced, CA 95348",12 Month Lease,https://www.apartments.com/1933-shadowbrook-dr-merced-ca/t0ll84b/,1,1 Sq Ft,CA,Townhomes,95348
,,"$3,285",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,285'}]",Glendale,"Glendale, CA 91214",,https://www.apartments.com/2809-montrose-ave-glendale-ca/5pewtrq/,"1,400","1,400 Sq Ft",CA,Townhomes,91214
,"$1,200",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,200'}]",Madera,"Madera, CA 93637",12 Month Lease,https://www.apartments.com/594-s-madera-ave-madera-ca/scelfq4/,"1,125","1,125 Sq Ft",CA,Townhomes,93637
,"$2,500",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",Carlsbad,"Carlsbad, CA 92011",,https://www.apartments.com/6835-maple-leaf-dr-carlsbad-ca/en7e1wp/,"1,292","1,292 Sq Ft",CA,Townhomes,92011
,,"$2,195",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,195'}]",Vista,"Vista, CA 92083",12 Month Lease,https://www.apartments.com/820-n-santa-fe-ave-vista-ca/kmedbdc/,"1,400","1,400 Sq Ft",CA,Townhomes,92083
,,"$4,250",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,250'}]",Redondo Beach,"Redondo Beach, CA 90277",12 Month Lease,https://www.apartments.com/120-s-juanita-ave-redondo-beach-ca/77rgxgy/,"1,734","1,734 Sq Ft",CA,Townhomes,90277
,"$2,495",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,495'}]",Pasadena,"Pasadena, CA 91103",12 Month Lease,https://www.apartments.com/504-n-orange-grove-blvd-pasadena-ca/lf0z3gd/,1,1 Sq Ft,CA,Townhomes,91103
,"$2,495",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,495'}]",Alameda,"Alameda, CA 94501",,https://www.apartments.com/123-crolls-garden-ct-alameda-ca/wk53b0k/,900,900 Sq Ft,CA,Townhomes,94501
,"$2,900",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,900'}]",Pasadena,"Pasadena, CA 91106",12 Month Lease,https://www.apartments.com/63-harkness-ave-pasadena-ca/myn3wek/,"1,421","1,421 Sq Ft",CA,Townhomes,91106
,"$1,995",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,995'}]",Richmond,"Richmond, CA 94804",,https://www.apartments.com/5314-bayview-ave-richmond-ca/c1pewne/,785,785 Sq Ft,CA,Townhomes,94804
,"$3,400",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$3,400'}]",Los Angeles,"Los Angeles, CA 90025",,https://www.apartments.com/12119-rochester-ave-los-angeles-ca/fqc8g2t/,"1,000","1,000 Sq Ft",CA,Townhomes,90025
"$2,195",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,195'}]",Los Angeles,"Los Angeles, CA 91601",12 Month Lease,https://www.apartments.com/5023-bakman-ave-los-angeles-ca/dljd2pj/,800,800 Sq Ft,CA,Townhomes,91601
,,"$8,245",,,Nov 1,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$8,245'}]",West Hollywood,"West Hollywood, CA 90069",12 Month Lease,https://www.apartments.com/1217-horn-ave-west-hollywood-ca/fmsc37v/,"3,000","3,000 Sq Ft",CA,Townhomes,90069
,"$3,195",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,195'}]",Santa Clara,"Santa Clara, CA 95054",12 Month Lease,https://www.apartments.com/2177-hogan-dr-santa-clara-ca/hcl66f3/,"1,050","1,050 Sq Ft",CA,Townhomes,95054
,,"$3,600",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,600'}]",San Jose,"San Jose, CA 95131",12 Month Lease,https://www.apartments.com/2093-oakland-rd-san-jose-ca/kk42g19/,"1,336","1,336 Sq Ft",CA,Townhomes,95131
,"$2,795",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,795'}]",Carlsbad,"Carlsbad, CA 92011",8 Month Lease,https://www.apartments.com/912-sea-wind-ct-carlsbad-ca/xbvk80m/,"1,110","1,110 Sq Ft",CA,Townhomes,92011
,,,"$3,400",,Available Now,3½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,400'}]",San Diego,"San Diego, CA 92127",12 Month Lease,https://www.apartments.com/16130-veridian-cir-san-diego-ca/8glzmb0/,"1,858","1,858 Sq Ft",CA,Townhomes,92127
"$3,950",,,,,Nov 1,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,950'}]",San Francisco,"San Francisco, CA 94114",,https://www.apartments.com/333-vicksburg-st-san-francisco-ca/fsdlzpt/,"1,000","1,000 Sq Ft",CA,Townhomes,94114
,,"$5,500",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,500'}]",Los Angeles,"Los Angeles, CA 90036",12 Month Lease,https://www.apartments.com/7455-oakwood-ave-los-angeles-ca/7mmhkkz/,"1,950","1,950 Sq Ft",CA,Townhomes,90036
,,"$3,700",,,Nov 11,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,700'}]",Laguna Niguel,"Laguna Niguel, CA 92677",12 Month Lease,https://www.apartments.com/21-dover-pl-laguna-niguel-ca/t2s4xtc/,"1,414","1,414 Sq Ft",CA,Townhomes,92677
,,"$3,250",,,Nov 1,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,250'}]",Fremont,"Fremont, CA 94536",,https://www.apartments.com/57-gazania-terrace-fremont-ca/tcgzxvc/,"1,378","1,378 Sq Ft",CA,Townhomes,94536
,"$2,900",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,900'}]",Pleasant Hill,"Pleasant Hill, CA 94523",12 Month Lease,https://www.apartments.com/409-ridgeview-dr-pleasant-hill-ca/4gc0qwj/,"1,100","1,100 Sq Ft",CA,Townhomes,94523
,"$2,850",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,850'}]",Fountain Valley,"Fountain Valley, CA 92708",12 Month Lease,https://www.apartments.com/17550-water-garden-ct-fountain-valley-ca/v8k5y3e/,"1,302","1,302 Sq Ft",CA,Townhomes,92708
,"$3,800",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,800'}]",San Jose,"San Jose, CA 95125",6 Month Lease,https://www.apartments.com/1051-villa-maria-ct-san-jose-ca/t9re889/,"1,353","1,353 Sq Ft",CA,Townhomes,95125
,,,,"$3,200",Available Now,3 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$3,200'}]",Los Angeles,"Los Angeles, CA 90002",12 Month Lease,https://www.apartments.com/910-e-88th-pl-los-angeles-ca/t1n9yk9/,"1,100","1,100 Sq Ft",CA,Townhomes,90002
,,,,"$3,000",Nov 1,3 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$3,000'}]",Los Angeles,"Los Angeles, CA 90059",12 Month Lease,https://www.apartments.com/637-e-115th-st-los-angeles-ca/cf4e9ne/,"1,800","1,800 Sq Ft",CA,Townhomes,90059
,,"$3,150",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]",Hayward,"Hayward, CA 94541",12 Month Lease,https://www.apartments.com/24034-marchand-ct-hayward-ca/3xeeqgf/,"1,808","1,808 Sq Ft",CA,Townhomes,94541
,,"$3,500",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]",Milpitas,"Milpitas, CA 95035",12 Month Lease,https://www.apartments.com/1161-mente-linda-loop-milpitas-ca/sx12lc5/,"1,810","1,810 Sq Ft",CA,Townhomes,95035
,,"$3,400",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,400'}]",Irvine,"Irvine, CA 92618",12 Month Lease,https://www.apartments.com/25-peony-irvine-ca/8j3lsf1/,"1,900","1,900 Sq Ft",CA,Townhomes,92618
,,"$4,254",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,254'}]",Mountain View,"Mountain View, CA 94043",12 Month Lease,https://www.apartments.com/330-wescoat-ct-mountain-view-ca/rr25j60/,"1,760","1,760 Sq Ft",CA,Townhomes,94043
,,"$2,740",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,740'}]",San Diego,"San Diego, CA 92131",,https://www.apartments.com/10964-ivy-hill-dr-san-diego-ca/765x33z/,"1,568","1,568 Sq Ft",CA,Townhomes,92131
,,"$2,750",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,750'}]",Carlsbad,"Carlsbad, CA 92010",12 Month Lease,https://www.apartments.com/3650-jetty-point-carlsbad-ca/mgjspqk/,"1,900","1,900 Sq Ft",CA,Townhomes,92010
,"$2,250",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,250'}]",Santa Clarita,"Santa Clarita, CA 91321",,https://www.apartments.com/25254-ave-dorena-santa-clarita-ca/4qx0v3h/,988,988 Sq Ft,CA,Townhomes,91321
,"$2,600",,,,Nov 8,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,600'}]",Santa Clarita,"Santa Clarita, CA 91354",,https://www.apartments.com/28223-canterbury-ct-santa-clarita-ca/xz1h65q/,"1,377","1,377 Sq Ft",CA,Townhomes,91354
,,"$3,295",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,295'}]",Los Angeles,"Los Angeles, CA 91411",12 Month Lease,https://www.apartments.com/14611-delano-st-los-angeles-ca/kkfxqn8/,"1,550","1,550 Sq Ft",CA,Townhomes,91411
,"$4,200",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,200'}]",Los Angeles,"Los Angeles, CA 90034",12 Month Lease,https://www.apartments.com/3475-s-bentley-ave-los-angeles-ca/chwthee/,"1,397","1,397 Sq Ft",CA,Townhomes,90034
"$1,850",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,850'}]",Burbank,"Burbank, CA 91506",12 Month Lease,https://www.apartments.com/432-n-glenwood-pl-burbank-ca/qt9h7vz/,625,625 Sq Ft,CA,Townhomes,91506
