Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Townhouse for sale,"$529,000","22026 Strathern St Unit 14, Los Angeles, CA 91304",22026 Strathern St UNIT 14,Los Angeles,CA,91304,34.21506,-118.607263,"2,026",2.29 Acres,99752.4,Townhouse,1982,2 spaces,null,$261,"$539,173","$3,000/mo",https://www.zillow.com/homedetails/22026-Strathern-St-UNIT-14-Los-Angeles-CA-91304/51577487_zpid/
Townhouse for sale,"$274,950","9391 River Oaks Ln, Orangevale, CA 95662",9391 River Oaks Ln,Orangevale,CA,95662,38.674821,-121.20271,"1,436","1,306 sqft",1306.0,Townhouse,1985,1 space,null,$191,"$290,840","$1,895/mo",https://www.zillow.com/homedetails/9391-River-Oaks-Ln-Orangevale-CA-95662/26007314_zpid/
Townhouse for sale,"$685,000","20600 Desert Ash Ln, Winnetka, CA 91306",20600 Desert Ash Ln,Winnetka,CA,91306,34.210111,-118.575909,"2,031","1,851 sqft",1851.0,Townhouse,2020,2 spaces,null,$337,null,null,https://www.zillow.com/homedetails/20600-Desert-Ash-Ln-Winnetka-CA-91306/306362089_zpid/
Townhouse for sale,"$680,000","6300 Honolulu Ave Unit 209, La Crescenta, CA 91214",6300 Honolulu Ave UNIT 209,La Crescenta,CA,91214,34.232977,-118.269798,"1,480",0.76 Acres,33105.6,Townhouse,2006,2 spaces,null,$459,"$690,799","$3,400/mo",https://www.zillow.com/homedetails/6300-Honolulu-Ave-UNIT-209-La-Crescenta-CA-91214/79524294_zpid/
Townhouse for sale,"$288,000","3300 Spill Way Unit 4, Cameron Park, CA 95682",3300 Spill Way UNIT 4,Cameron Park,CA,95682,38.680497,-120.99405,"1,110","1,306 sqft",1306.0,Townhouse,1990,2 spaces,null,$259,"$297,469","$1,950/mo",https://www.zillow.com/homedetails/3300-Spill-Way-UNIT-4-Cameron-Park-CA-95682/18603407_zpid/
Townhouse for sale,"$868,000","908 N Santa Anita Ave Unit A, Arcadia, CA 91006",908 N Santa Anita Ave UNIT A,Arcadia,CA,91006,34.1492,-118.031257,"1,930","10,846 sqft",10846.0,Townhouse,2015,2 spaces,null,$450,"$828,980","$3,450/mo",https://www.zillow.com/homedetails/908-N-Santa-Anita-Ave-UNIT-A-Arcadia-CA-91006/135833453_zpid/
Townhouse for sale,"$559,000","627 Alder Ln, Diamond Bar, CA 91789",627 Alder Ln,Diamond Bar,CA,91789,34.008002,-117.840175,"1,578","1,481 sqft",1481.0,Townhouse,1986,2 spaces,null,$354,"$561,036","$2,690/mo",https://www.zillow.com/homedetails/627-Alder-Ln-Diamond-Bar-CA-91789/21677243_zpid/
Townhouse for sale,"$565,000","505 N Atlantic Blvd #a, Alhambra, CA 91801",505 N Atlantic Blvd #A,Alhambra,CA,91801,34.097762,-118.135156,"1,510",0.81 Acres,35283.6,Townhouse,2000,2 spaces,null,$374,"$610,026","$2,800/mo",https://www.zillow.com/homedetails/505-N-Atlantic-Blvd-A-Alhambra-CA-91801/54668609_zpid/
Townhouse for sale,"$575,000","1600 Avery Rd, San Marcos, CA 92078",1600 Avery Rd,San Marcos,CA,92078,33.098143,-117.201436,"1,740",1.86 Acres,81021.6,Townhouse,2003,2 spaces,null,$330,"$584,747","$2,895/mo",https://www.zillow.com/homedetails/1600-Avery-Rd-San-Marcos-CA-92078/61901286_zpid/
Townhouse for sale,"$360,000","3365 Northwood Dr Unit D, Concord, CA 94520",3365 Northwood Dr UNIT D,Concord,CA,94520,38.000328,-122.038906,982,757 sqft,757.0,Townhouse,1971,2 spaces,null,$367,null,null,https://www.zillow.com/homedetails/3365-Northwood-Dr-UNIT-D-Concord-CA-94520/2077704069_zpid/
Townhouse for sale,"$719,000","4731 W 149th St, Lawndale, CA 90260",4731 W 149th St,Lawndale,CA,90260,33.896678,-118.360557,"1,746","5,754 sqft",5754.0,Townhouse,2004,2 spaces,null,$412,"$722,219","$3,350/mo",https://www.zillow.com/homedetails/4731-W-149th-St-Lawndale-CA-90260/65236546_zpid/
Townhouse for sale,"$497,000","5020 Teton Ln, Ventura, CA 93003",5020 Teton Ln,Ventura,CA,93003,34.261193,-119.223641,"1,190","1,306 sqft",1306.0,Townhouse,1980,2 spaces,null,$418,"$497,002","$2,450/mo",https://www.zillow.com/homedetails/5020-Teton-Ln-Ventura-CA-93003/16353402_zpid/
