Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Multi-family home for sale,"$510,000","9725 N Loop Blvd, California City, CA 93505",9725 N Loop Blvd,California City,CA,93505,35.13352,-117.955292,"5,027",null,null,Multiple Occupancy,1988,No Data,null,$101,null,null,https://www.zillow.com/homedetails/9725-N-Loop-Blvd-California-City-CA-93505/2078178065_zpid/
Multi-family home for sale,"$679,900","6040 Pine Ave, Maywood, CA 90270",6040 Pine Ave,Maywood,CA,90270,33.984212,-118.18795,"1,536",null,null,Multiple Occupancy,1926,8 spaces,null,$443,"$698,572","$2,200/mo",https://www.zillow.com/homedetails/6040-Pine-Ave-Maywood-CA-90270/21071369_zpid/
Multi-family home for sale,"$515,000","2916-2918 Logan Ave, San Diego, CA 92113",2916-2918 Logan Ave,San Diego,CA,92113,32.697118,-117.13119,,null,null,Multiple Occupancy,1940,No Data,null,null,null,null,https://www.zillow.com/homedetails/2916-2918-Logan-Ave-San-Diego-CA-92113/2077696840_zpid/
Multi-family home for sale,"$695,000","712 Howard St, Santa Rosa, CA 95404",712 Howard St,Santa Rosa,CA,95404,38.448553,-122.714104,"1,785",null,null,Multiple Occupancy,1923,1 space,null,$389,"$716,756","$2,750/mo",https://www.zillow.com/homedetails/712-Howard-St-Santa-Rosa-CA-95404/15867914_zpid/
Multi-family home for sale,"$899,880","1509 Obispo Ave, Long Beach, CA 90804",1509 Obispo Ave,Long Beach,CA,90804,33.786507,-118.154891,"1,692",null,null,Multiple Occupancy,1921,11 spaces,null,$532,"$915,005","$2,900/mo",https://www.zillow.com/homedetails/1509-Obispo-Ave-Long-Beach-CA-90804/21226877_zpid/
Multi-family home for sale,"$3,299,000","1947-1949 S Milvia St, Berkeley, CA 94704",1947-1949 S Milvia St,Berkeley,CA,94704,37.87292,-122.270781,"6,523",null,null,Multiple Occupancy,1923,No Data,null,$506,null,null,https://www.zillow.com/homedetails/1947-1949-S-Milvia-St-Berkeley-CA-94704/2077623311_zpid/
Multi-family home for sale,"$1,549,000","12701 Waldorf Dr, Lynwood, CA 90262",12701 Waldorf Dr,Lynwood,CA,90262,33.907926,-118.197624,"3,560",null,null,Multiple Occupancy,1943,8 spaces,null,$435,"$1,549,006","$2,665/mo",https://www.zillow.com/homedetails/12701-Waldorf-Dr-Lynwood-CA-90262/21017467_zpid/
Multi-family home for sale,"$2,395,000","647 Hill St, Santa Monica, CA 90405",647 Hill St,Santa Monica,CA,90405,34.0048,-118.476824,"5,660",null,null,Multiple Occupancy,1971,No Data,null,$423,null,null,https://www.zillow.com/homedetails/647-Hill-St-Santa-Monica-CA-90405/2077641326_zpid/
Multi-family home for sale,"$229,000","2440 Baldwin Ave, Oroville, CA 95966",2440 Baldwin Ave,Oroville,CA,95966,39.513744,-121.549272,"1,676",null,null,Multiple Occupancy,1946,2 spaces,null,$137,"$228,306","$1,625/mo",https://www.zillow.com/homedetails/2440-Baldwin-Ave-Oroville-CA-95966/18225359_zpid/
Multi-family home for sale,"$325,000","55830 Haugen Lehman Way, Whitewater, CA 92282",55830 Haugen Lehman Way,Whitewater,CA,92282,33.927842,-116.68886,"1,918",null,null,Multiple Occupancy,1958,4 spaces,null,$169,null,null,https://www.zillow.com/homedetails/55830-Haugen-Lehman-Way-Whitewater-CA-92282/2077782628_zpid/
Multi-family home for sale,"$267,700","16824 Verde St, Victorville, CA 92395",16824 Verde St,Victorville,CA,92395,34.527485,-117.297031,"1,664",null,null,Multiple Occupancy,1982,2 spaces,null,$161,"$275,658","$1,200/mo",https://www.zillow.com/homedetails/16824-Verde-St-Victorville-CA-92395/17476599_zpid/
For sale by owner,"$265,000","140 Ivy Ave #f47, Patterson, CA 95363",140 Ivy Ave #F47,Patterson,CA,95363,37.483707,-121.138187,"1,147",null,null,Multiple Occupancy,2016,1 space,null,$231,"$264,619","$1,795/mo",https://www.zillow.com/homedetails/140-Ivy-Ave-F47-Patterson-CA-95363/187904918_zpid/
Multi-family home for sale,"$1,295,000","222-224 23rd Ave, San Francisco, CA 94121",222-224 23rd Ave,San Francisco,CA,94121,37.783499,-122.482658,"2,500",null,null,Multiple Occupancy,1909,No Data,null,$518,null,null,https://www.zillow.com/homedetails/222-224-23rd-Ave-San-Francisco-CA-94121/2077733504_zpid/
Multi-family home for sale,"$3,390,000","1760 S Bentley Ave, West Los Angeles, CA 90025",1760 S Bentley Ave,West Los Angeles,CA,90025,34.046693,-118.441823,"5,825",null,null,Multiple Occupancy,1964,5 spaces,null,$582,null,null,https://www.zillow.com/homedetails/1760-S-Bentley-Ave-West-Los-Angeles-CA-90025/2095080880_zpid/
Multi-family home for sale,"$950,000","755 Investment St, Rodeo, CA 94572",755 Investment St,Rodeo,CA,94572,38.034206,-122.265464,600,null,null,Multiple Occupancy,1948,No Data,null,"$1,583",null,null,https://www.zillow.com/homedetails/755-Investment-St-Rodeo-CA-94572/18481888_zpid/
Multi-family home for sale,"$550,000","993 91st Ave, Oakland, CA 94603",993 91st Ave,Oakland,CA,94603,37.746545,-122.180295,"1,802",null,null,Multiple Occupancy,1966,No Data,null,$305,"$662,973","$2,650/mo",https://www.zillow.com/homedetails/993-91st-Ave-Oakland-CA-94603/24800422_zpid/
Multi-family home for sale,"$1,999,900","14725 Weddington St, Sherman Oaks, CA 91411",14725 Weddington St,Sherman Oaks,CA,91411,34.166936,-118.454057,"3,417",null,null,Multiple Occupancy,1949,2 spaces,null,$585,"$1,980,633","$3,500/mo",https://www.zillow.com/homedetails/14725-Weddington-St-Sherman-Oaks-CA-91411/19975800_zpid/
Multi-family home for sale,"$597,000","3268-70 J St, San Diego, CA 92102",3268-70 J St,San Diego,CA,92102,32.710258,-117.123299,"1,414",null,null,Multiple Occupancy,1958,No Data,null,$422,"$607,062","$2,500/mo",https://www.zillow.com/homedetails/3268-70-J-St-San-Diego-CA-92102/295361728_zpid/
Multi-family home for sale,"$475,000","245 W Oakland St, Farmersville, CA 93223",245 W Oakland St,Farmersville,CA,93223,36.293552,-119.20838,"1,384",null,null,Multiple Occupancy,1965,No Data,null,$343,null,null,https://www.zillow.com/homedetails/245-W-Oakland-St-Farmersville-CA-93223/2078508879_zpid/
