Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Multi-family home for sale,"$559,990","403 E 43rd St, Los Angeles, CA 90011",403 E 43rd St,Los Angeles,CA,90011,34.005935,-118.268326,"1,697",null,null,Multiple Occupancy,1903,2 spaces,null,$330,"$559,991","$2,700/mo",https://www.zillow.com/homedetails/403-E-43rd-St-Los-Angeles-CA-90011/20618340_zpid/
Multi-family home for sale,"$795,000","2952 W Avenue 34, Los Angeles, CA 90065",2952 W Avenue 34,Los Angeles,CA,90065,34.117079,-118.238664,"1,328",null,null,Multiple Occupancy,1930,2 spaces,null,$599,"$801,543","$2,800/mo",https://www.zillow.com/homedetails/2952-W-Avenue-34-Los-Angeles-CA-90065/20758424_zpid/
Multi-family home for sale,"$224,999","25468 Anderson Ave, Barstow, CA 92311",25468 Anderson Ave,Barstow,CA,92311,34.877782,-117.105076,"2,025",null,null,Multiple Occupancy,1959,No Data,null,$111,"$53,858","$1,300/mo",https://www.zillow.com/homedetails/25468-Anderson-Ave-Barstow-CA-92311/17451871_zpid/
Multi-family home for sale,"$350,000","1527 Belle St, San Bernardino, CA 92404",1527 Belle St,San Bernardino,CA,92404,34.127547,-117.279697,"1,968",null,null,Multiple Occupancy,1952,3 spaces,null,$178,"$355,606","$1,200/mo",https://www.zillow.com/homedetails/1527-Belle-St-San-Bernardino-CA-92404/17234127_zpid/
For sale by owner,"$445,000","2510 Valini Ln, Lodi, CA 95240",2510 Valini Ln,Lodi,CA,95240,38.101788,-121.263143,"1,992",null,null,Multiple Occupancy,2005,2 spaces,null,$223,"$404,527","$2,200/mo",https://www.zillow.com/homedetails/2510-Valini-Ln-Lodi-CA-95240/69029339_zpid/
Multi-family home for sale,"$189,900","16541 E St, Victorville, CA 92395",16541 E St,Victorville,CA,92395,34.542235,-117.298281,"1,500",null,null,Multiple Occupancy,1946,8 spaces,null,$127,"$190,168","$1,200/mo",https://www.zillow.com/homedetails/16541-E-St-Victorville-CA-92395/17478213_zpid/
Multi-family home for sale,"$247,500","8208 Alix Ave, Los Angeles, CA 90001",8208 Alix Ave,Los Angeles,CA,90001,33.963975,-118.235668,686,null,null,Multiple Occupancy,1911,No Data,null,$361,"$249,231","$2,200/mo",https://www.zillow.com/homedetails/8208-Alix-Ave-Los-Angeles-CA-90001/20942944_zpid/
Multi-family home for sale,"$300,000","2478 E Scotts Ave, Stockton, CA 95205",2478 E Scotts Ave,Stockton,CA,95205,37.953129,-121.251864,"1,254",null,null,Multiple Occupancy,1947,2 spaces,null,$239,"$300,969","$1,500/mo",https://www.zillow.com/homedetails/2478-E-Scotts-Ave-Stockton-CA-95205/15332089_zpid/
Multi-family home for sale,"$799,000","8455-57 Lemon Ave, La Mesa, CA 91941",8455-57 Lemon Ave,La Mesa,CA,91941,32.766616,-117.014945,720,null,null,Multiple Occupancy,1969,No Data,null,"$1,110","$799,002","$2,500/mo",https://www.zillow.com/homedetails/8455-57-Lemon-Ave-La-Mesa-CA-91941/17033466_zpid/
Multi-family home for sale,"$599,000","1919 Oakdale Ave, San Francisco, CA 94124",1919 Oakdale Ave,San Francisco,CA,94124,37.737929,-122.396748,"1,750",null,null,Multiple Occupancy,1900,No Data,null,$342,null,null,https://www.zillow.com/homedetails/1919-Oakdale-Ave-San-Francisco-CA-94124/2077709529_zpid/
Multi-family home for sale,"$485,000","2911 Diamond St, Rosamond, CA 93560",2911 Diamond St,Rosamond,CA,93560,34.862862,-118.164798,"2,772",null,null,Multiple Occupancy,1986,3 spaces,null,$175,"$468,012","$1,250/mo",https://www.zillow.com/homedetails/2911-Diamond-St-Rosamond-CA-93560/18971456_zpid/
Multi-family home for sale,"$589,900","1401 Clela Ave, Los Angeles, CA 90022",1401 Clela Ave,Los Angeles,CA,90022,34.013666,-118.162968,"1,739",null,null,Multiple Occupancy,1946,2 spaces,null,$339,"$644,170","$2,337/mo",https://www.zillow.com/homedetails/1401-Clela-Ave-Los-Angeles-CA-90022/20655135_zpid/
Multi-family home for sale,"$499,900","335 E Caroline St, San Bernardino, CA 92408",335 E Caroline St,San Bernardino,CA,92408,34.060989,-117.277731,"1,814",null,null,Multiple Occupancy,1941,1 space,null,$276,"$322,989","$1,850/mo",https://www.zillow.com/homedetails/335-E-Caroline-St-San-Bernardino-CA-92408/17365101_zpid/
Multi-family home for sale,"$499,000","4409-4411 E 10th St, Long Beach, CA 90804",4409-4411 E 10th St,Long Beach,CA,90804,33.778965,-118.166402,"1,364",null,null,Multiple Occupancy,1949,No Data,null,$366,null,null,https://www.zillow.com/homedetails/4409-4411-E-10th-St-Long-Beach-CA-90804/2077697188_zpid/
For sale by owner,"$725,000","3950 L K Wood Ct, Arcata, CA 95521",3950 L K Wood Ct,Arcata,CA,95521,40.887278,-124.077699,"2,900",null,null,Multiple Occupancy,1991,No Data,null,$250,"$501,695","$1,800/mo",https://www.zillow.com/homedetails/3950-L-K-Wood-Ct-Arcata-CA-95521/205209843_zpid/
Multi-family home for sale,"$365,000","9749 N Loop Blvd #a-b, California City, CA 93505",9749 N Loop Blvd #A-B,California City,CA,93505,35.133528,-117.954494,"3,817",null,null,Multiple Occupancy,1990,No Data,null,$96,null,null,https://www.zillow.com/homedetails/9749-N-Loop-Blvd-A-B-California-City-CA-93505/2078189326_zpid/
Multi-family home for sale,"$948,900","7539-7541 Farmdale Ave, North Hollywood, CA 91605",7539-7541 Farmdale Ave,North Hollywood,CA,91605,34.195745,-118.38123,"2,217",null,null,Multiple Occupancy,1944,6 spaces,null,$428,null,null,https://www.zillow.com/homedetails/7539-7541-Farmdale-Ave-North-Hollywood-CA-91605/2077641359_zpid/
