Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Condo for sale,"$239,000","3104 Cambridge Rd #4d, Cameron Park, CA 95682",3104 Cambridge Rd #4D,Cameron Park,CA,95682,38.681886,-120.995998,"1,005",null,null,Condo,1986,1 space,$295/mo,$238,"$246,858","$1,695/mo",https://www.zillow.com/homedetails/3104-Cambridge-Rd-4D-Cameron-Park-CA-95682/18603311_zpid/
Condo for sale,"$725,000","3030 Beachwood Bluff Way, San Diego, CA 92117",3030 Beachwood Bluff Way,San Diego,CA,92117,32.797001,-117.192106,"1,418",null,null,Condo,2008,2 spaces,$250/mo,$511,"$731,666","$3,200/mo",https://www.zillow.com/homedetails/3030-Beachwood-Bluff-Way-San-Diego-CA-92117/83122022_zpid/
Condo for sale,"$350,000","1200 Ohio Ave Apt 5, Long Beach, CA 90804",1200 Ohio Ave APT 5,Long Beach,CA,90804,33.781884,-118.159714,870,null,null,Condo,1987,2 spaces,$270/mo,$402,"$370,199","$1,899/mo",https://www.zillow.com/homedetails/1200-Ohio-Ave-APT-5-Long-Beach-CA-90804/89147831_zpid/
Condo for sale,"$375,000","18 Malaga Dr, Rancho Mirage, CA 92270",18 Malaga Dr,Rancho Mirage,CA,92270,33.748231,-116.410446,"1,581",null,null,Condo,1975,2 spaces,$551/mo,$237,"$367,647","$3,900/mo",https://www.zillow.com/homedetails/18-Malaga-Dr-Rancho-Mirage-CA-92270/18137704_zpid/
Condo for sale,"$535,500","76649 Sheba Way, Palm Desert, CA 92211",76649 Sheba Way,Palm Desert,CA,92211,33.736857,-116.327375,"1,704",null,null,Condo,1988,2 spaces,$628/mo,$314,"$524,451","$3,900/mo",https://www.zillow.com/homedetails/76649-Sheba-Way-Palm-Desert-CA-92211/18094010_zpid/
Foreclosure,"$291,189","3950 Ohio St Unit 319, San Diego, CA 92104",3950 Ohio St UNIT 319,San Diego,CA,92104,32.750225,-117.129093,795,null,null,Condo,2006,1 space,$417/mo,$366,"$400,410","$1,950/mo",https://www.zillow.com/homedetails/3950-Ohio-St-UNIT-319-San-Diego-CA-92104/72149460_zpid/
Condo for sale,"$362,500","16551 Grunion #302, Huntington Beach, CA 92649",16551 Grunion #302,Huntington Beach,CA,92649,33.721602,-118.042909,"1,166",null,null,Condo,1980,1 space,$570/mo,$311,null,null,https://www.zillow.com/homedetails/16551-Grunion-302-Huntington-Beach-CA-92649/2077700390_zpid/
Condo for sale,"$468,000","5879 Western Ave, Buena Park, CA 90621",5879 Western Ave,Buena Park,CA,90621,33.875039,-118.003009,"1,183",null,null,Condo,2006,2 spaces,$179/mo,$396,"$482,055","$2,600/mo",https://www.zillow.com/homedetails/5879-Western-Ave-Buena-Park-CA-90621/79808128_zpid/
Condo for sale,"$149,900","44544 15th St E Unit 9, Lancaster, CA 93535",44544 15th St E UNIT 9,Lancaster,CA,93535,34.692636,-118.101968,"1,056",null,null,Condo,1992,No Data,$250/mo,$142,"$159,712","$2,295/mo",https://www.zillow.com/homedetails/44544-15th-St-E-UNIT-9-Lancaster-CA-93535/20299088_zpid/
Condo for sale,"$225,000","611 S Orange Ave Apt 10, Santa Ana, CA 92701",611 S Orange Ave APT 10,Santa Ana,CA,92701,33.740089,-117.864723,588,null,null,Condo,1957,1 space,$200/mo,$383,"$229,644","$1,675/mo",https://www.zillow.com/homedetails/611-S-Orange-Ave-APT-10-Santa-Ana-CA-92701/83337941_zpid/
Condo for sale,"$455,000","293 Castlewood Cir, Roseville, CA 95678",293 Castlewood Cir,Roseville,CA,95678,38.761685,-121.284343,"1,817",null,null,Condo,1983,2 spaces,$455/mo,$250,"$465,904","$2,500/mo",https://www.zillow.com/homedetails/293-Castlewood-Cir-Roseville-CA-95678/17657395_zpid/
Condo for sale,"$419,900","801 Ash St Unit 605, San Diego, CA 92101",801 Ash St UNIT 605,San Diego,CA,92101,32.719654,-117.157165,869,null,null,Condo,2006,1 space,$603/mo,$483,"$419,902","$2,287/mo",https://www.zillow.com/homedetails/801-Ash-St-UNIT-605-San-Diego-CA-92101/70598282_zpid/
Condo for sale,"$398,900","412 Sandpiper St, Palm Desert, CA 92260",412 Sandpiper St,Palm Desert,CA,92260,33.71784,-116.393216,"1,002",null,null,Condo,1960,1 space,$485/mo,$398,"$394,467","$1,950/mo",https://www.zillow.com/homedetails/412-Sandpiper-St-Palm-Desert-CA-92260/18099603_zpid/
Condo for sale,"$650,000","6344 Telegraph Ave, Oakland, CA 94609",6344 Telegraph Ave,Oakland,CA,94609,37.849359,-122.260267,"1,337",null,null,Condo,1914,1 space,$340/mo,$486,"$2,044,324","$3,375/mo",https://www.zillow.com/homedetails/6344-Telegraph-Ave-Oakland-CA-94609/82835833_zpid/
Condo for sale,"$489,000","7400 Altiva Pl, Carlsbad, CA 92009",7400 Altiva Pl,Carlsbad,CA,92009,33.094718,-117.25265,900,null,null,Condo,1990,2 spaces,$315/mo,$543,"$489,001","$2,350/mo",https://www.zillow.com/homedetails/7400-Altiva-Pl-Carlsbad-CA-92009/16655903_zpid/
