Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Multi-family home for sale,"$998,000","314 Sumner St, Santa Cruz, CA 95062",314 Sumner St,Santa Cruz,CA,95062,36.970276,-122.006587,"1,100",null,null,Multiple Occupancy,1928,No Data,null,$907,"$1,033,963","$2,800/mo",https://www.zillow.com/homedetails/314-Sumner-St-Santa-Cruz-CA-95062/16113444_zpid/
Multi-family home for sale,"$1,499,000","943 Hillcrest St, El Segundo, CA 90245",943 Hillcrest St,El Segundo,CA,90245,33.93029,-118.425358,"2,040",null,null,Multiple Occupancy,1982,4 spaces,null,$735,"$1,591,898","$5,078/mo",https://www.zillow.com/homedetails/943-Hillcrest-St-El-Segundo-CA-90245/20392165_zpid/
Multi-family home for sale,"$620,000","1334 Emeric Ave, San Pablo, CA 94806",1334 Emeric Ave,San Pablo,CA,94806,37.953932,-122.35604,"1,632",null,null,Multiple Occupancy,1965,No Data,null,$380,"$445,795","$2,500/mo",https://www.zillow.com/homedetails/1334-Emeric-Ave-San-Pablo-CA-94806/18507275_zpid/
Multi-family home for sale,"$849,888","1704 F St, Sacramento, CA 95811",1704 F St,Sacramento,CA,95811,38.581944,-121.481834,600,null,null,Multiple Occupancy,1880,No Data,null,"$1,416",null,null,https://www.zillow.com/homedetails/1704-F-St-Sacramento-CA-95811/2120480913_zpid/
Multi-family home for sale,"$3,095,000","1439 Cedar Ave, Long Beach, CA 90813",1439 Cedar Ave,Long Beach,CA,90813,33.785109,-118.195434,"10,080",null,null,Multiple Occupancy,1928,4 spaces,null,$307,null,null,https://www.zillow.com/homedetails/1439-Cedar-Ave-Long-Beach-CA-90813/2077643034_zpid/
Multi-family home for sale,"$4,600,000","120 35th St, Manhattan Beach, CA 90266",120 35th St,Manhattan Beach,CA,90266,33.899162,-118.418416,"2,554",null,null,Multiple Occupancy,1939,2 spaces,null,"$1,801","$4,601,365","$5,795/mo",https://www.zillow.com/homedetails/120-35th-St-Manhattan-Beach-CA-90266/20420573_zpid/
Multi-family home for sale,"$195,000","1955 Wyandotte Ave, Oroville, CA 95966",1955 Wyandotte Ave,Oroville,CA,95966,39.500134,-121.549492,"1,400",null,null,Multiple Occupancy,1942,2 spaces,null,$139,"$195,000","$1,017/mo",https://www.zillow.com/homedetails/1955-Wyandotte-Ave-Oroville-CA-95966/18234010_zpid/
For sale by owner,"$1,245,000","1245 University Rd, Hopland, CA 95449",1245 University Rd,Hopland,CA,95449,38.97981,-123.094889,"2,600",null,null,Multiple Occupancy,2005,11 spaces,null,$479,null,null,https://www.zillow.com/homedetails/1245-University-Rd-Hopland-CA-95449/2077657370_zpid/
Multi-family home for sale,"$645,000","3187 Rodeo Ave, Chico, CA 95973",3187 Rodeo Ave,Chico,CA,95973,39.750831,-121.896039,"3,699",null,null,Multiple Occupancy,1965,4 spaces,null,$174,"$645,717","$1,895/mo",https://www.zillow.com/homedetails/3187-Rodeo-Ave-Chico-CA-95973/18239947_zpid/
Multi-family home for sale,"$325,000","1565 Elm St, Chico, CA 95928",1565 Elm St,Chico,CA,95928,39.725527,-121.823184,"1,768",null,null,Multiple Occupancy,1982,No Data,null,$184,"$325,957","$1,800/mo",https://www.zillow.com/homedetails/1565-Elm-St-Chico-CA-95928/18218987_zpid/
