Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Townhouse for sale,"$495,000","1606 Heywood St Unit B, Simi Valley, CA 93065",1606 Heywood St UNIT B,Simi Valley,CA,93065,34.26806,-118.766494,"1,463","1,463 sqft",1463.0,Townhouse,2011,2 spaces,null,$338,"$494,117","$2,650/mo",https://www.zillow.com/homedetails/1606-Heywood-St-UNIT-B-Simi-Valley-CA-93065/111710292_zpid/
Townhouse for sale,"$629,000","101 S Verdugo Rd Apt F, Glendale, CA 91205",101 S Verdugo Rd APT F,Glendale,CA,91205,34.145919,-118.235309,"1,291",0.31 Acres,13503.6,Townhouse,1998,2 spaces,null,$487,"$630,940","$2,800/mo",https://www.zillow.com/homedetails/101-S-Verdugo-Rd-APT-F-Glendale-CA-91205/49925800_zpid/
Townhouse for sale,"$759,000","29 Montanas Este #38, Irvine, CA 92612",29 Montanas Este #38,Irvine,CA,92612,33.658147,-117.83327,"1,531","3,402 sqft",3402.0,Townhouse,1975,1 space,null,$496,null,null,https://www.zillow.com/homedetails/29-Montanas-Este-38-Irvine-CA-92612/2078777547_zpid/
Townhouse for sale,"$763,600","38 Ice House Loop, Truckee, CA 96161",38 Ice House Loop,Truckee,CA,96161,null,null,"1,334",No Data,null,Townhouse,2020,1 space,null,$572,null,null,https://www.zillow.com/homedetails/38-Ice-House-Loop-Truckee-CA-96161/2077673199_zpid/
Townhouse for sale,"$305,000","3989 Wimbledon Dr, Diamond Springs, CA 95619",3989 Wimbledon Dr,Diamond Springs,CA,95619,38.698766,-120.80878,"1,386","2,221 sqft",2221.0,Townhouse,2004,1 space,null,$220,"$320,249","$1,950/mo",https://www.zillow.com/homedetails/3989-Wimbledon-Dr-Diamond-Springs-CA-95619/69238224_zpid/
Townhouse for sale,"$329,800","18718 Vista Del Canon Unit F, Santa Clarita, CA 91321",18718 Vista Del Canon UNIT F,Santa Clarita,CA,91321,34.402869,-118.464388,810,1.79 Acres,77972.4,Townhouse,1990,2 spaces,null,$407,"$331,852","$2,100/mo",https://www.zillow.com/homedetails/18718-Vista-Del-Canon-UNIT-F-Santa-Clarita-CA-91321/20215337_zpid/
Townhouse for sale,"$628,000","4837 Saginaw Cir, Pleasanton, CA 94588",4837 Saginaw Cir,Pleasanton,CA,94588,37.690553,-121.881676,"1,130",901 sqft,901.0,Townhouse,1973,No Data,null,$556,"$640,579","$2,665/mo",https://www.zillow.com/homedetails/4837-Saginaw-Cir-Pleasanton-CA-94588/25078013_zpid/
Townhouse for sale,"$380,000","22332 Blue Lupine Cir, Grand Terrace, CA 92313",22332 Blue Lupine Cir,Grand Terrace,CA,92313,34.031551,-117.317214,"1,836","1,833 sqft",1833.0,Townhouse,2007,2 spaces,null,$207,"$384,662","$2,200/mo",https://www.zillow.com/homedetails/22332-Blue-Lupine-Cir-Grand-Terrace-CA-92313/79561985_zpid/
Townhouse for sale,"$455,000","19515 Opal Ln #264, Santa Clarita, CA 91350",19515 Opal Ln #264,Santa Clarita,CA,91350,34.446504,-118.477105,"1,440",2.88 Acres,125452.8,Townhouse,2005,2 spaces,null,$316,null,null,https://www.zillow.com/homedetails/19515-Opal-Ln-264-Santa-Clarita-CA-91350/2078430711_zpid/
Townhouse for sale,"$589,900","1098 Westward Ln #1, Costa Mesa, CA 92627",1098 Westward Ln #1,Costa Mesa,CA,92627,33.651506,-117.942898,"1,292",No Data,null,Townhouse,1977,2 spaces,null,$457,"$589,903","$2,800/mo",https://www.zillow.com/homedetails/1098-Westward-Ln-1-Costa-Mesa-CA-92627/25716116_zpid/
