Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
House for sale,"$398,500","40270 Catania Ct, Indio, CA 92203",40270 Catania Ct,Indio,CA,92203,33.756497,-116.233163,"2,256","8,276 sqft",8276.0,Single Family,2006,4 spaces,null,$177,"$398,501","$2,500/mo",https://www.zillow.com/homedetails/40270-Catania-Ct-Indio-CA-92203/79829674_zpid/
House for sale,"$39,800,000","1288 S Oakland Ave, Pasadena, CA 91106",1288 S Oakland Ave,Pasadena,CA,91106,34.12382,-118.139027,"31,415",4.63 Acres,201682.8,Single Family,1991,8 spaces,null,"$1,267","$14,674,838","$45,000/mo",https://www.zillow.com/homedetails/1288-S-Oakland-Ave-Pasadena-CA-91106/20699726_zpid/
House for sale,"$519,000","648 Gates Ct, Paso Robles, CA 93446",648 Gates Ct,Paso Robles,CA,93446,35.624232,-120.675602,"1,542","10,018 sqft",10018.0,Single Family,1959,No Data,null,$337,"$523,157","$2,400/mo",https://www.zillow.com/homedetails/648-Gates-Ct-Paso-Robles-CA-93446/15397095_zpid/
House for sale,"$235,000","19270 Westlawn St, Hesperia, CA 92345",19270 Westlawn St,Hesperia,CA,92345,34.405053,-117.242445,"1,512","7,562 sqft",7562.0,Single Family,2004,4 spaces,null,$155,"$235,907","$1,675/mo",https://www.zillow.com/homedetails/19270-Westlawn-St-Hesperia-CA-92345/69002897_zpid/
House for sale,"$4,423,000","5005 Gresham Dr, El Dorado Hills, CA 95762",5005 Gresham Dr,El Dorado Hills,CA,95762,38.684204,-121.06158,"7,931",0.96 Acres,41817.6,Single Family,2009,6 spaces,null,$558,"$4,428,089","$10,650/mo",https://www.zillow.com/homedetails/5005-Gresham-Dr-El-Dorado-Hills-CA-95762/95408826_zpid/
House for sale,"$300,000","2021 Enfield Way, Modesto, CA 95355",2021 Enfield Way,Modesto,CA,95355,37.673599,-120.958941,"1,048","5,998 sqft",5998.0,Single Family,1972,2 spaces,null,$286,"$305,232","$1,650/mo",https://www.zillow.com/homedetails/2021-Enfield-Way-Modesto-CA-95355/16039562_zpid/
House for sale,"$215,000","31120 Valley Oak Dr, Running Springs, CA 92382",31120 Valley Oak Dr,Running Springs,CA,92382,34.211399,-117.124368,992,"5,998 sqft",5998.0,Single Family,1978,No Data,null,$217,"$220,397","$1,500/mo",https://www.zillow.com/homedetails/31120-Valley-Oak-Dr-Running-Springs-CA-92382/17405606_zpid/
Foreclosure,"$193,000","9451 Warwick Dr, Desert Hot Springs, CA 92240",9451 Warwick Dr,Desert Hot Springs,CA,92240,33.979437,-116.532878,"1,656","8,712 sqft",8712.0,Single Family,1987,2 spaces,null,$117,"$196,391","$2,300/mo",https://www.zillow.com/homedetails/9451-Warwick-Dr-Desert-Hot-Springs-CA-92240/18114594_zpid/
House for sale,"$295,000","1335 Monte Vista Ave, Rosamond, CA 93560",1335 Monte Vista Ave,Rosamond,CA,93560,34.867955,-118.156046,"1,684","6,534 sqft",6534.0,Single Family,2006,2 spaces,null,$175,"$295,000","$1,900/mo",https://www.zillow.com/homedetails/1335-Monte-Vista-Ave-Rosamond-CA-93560/71343051_zpid/
House for sale,"$429,950","4556 Olivegate Dr, Fair Oaks, CA 95628",4556 Olivegate Dr,Fair Oaks,CA,95628,38.648758,-121.294099,"1,481","8,712 sqft",8712.0,Single Family,1973,2 spaces,null,$290,"$428,149","$2,000/mo",https://www.zillow.com/homedetails/4556-Olivegate-Dr-Fair-Oaks-CA-95628/26053753_zpid/
