Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Condo for sale,"$340,900","18645 Hatteras St Unit 215, Los Angeles, CA 91356",18645 Hatteras St UNIT 215,Los Angeles,CA,91356,34.177237,-118.540059,758,null,null,Condo,1973,1 space,$380/mo,$450,"$324,429","$1,775/mo",https://www.zillow.com/homedetails/18645-Hatteras-St-UNIT-215-Los-Angeles-CA-91356/19933899_zpid/
Condo for sale,"$637,900","930 Via Mil Cumbres Unit 27, Solana Beach, CA 92075",930 Via Mil Cumbres UNIT 27,Solana Beach,CA,92075,32.996584,-117.253105,"1,242",null,null,Condo,1979,1 space,$415/mo,$514,"$637,905","$2,795/mo",https://www.zillow.com/homedetails/930-Via-Mil-Cumbres-UNIT-27-Solana-Beach-CA-92075/16726910_zpid/
Condo for sale,"$419,900","212 S Kraemer Blvd Unit 610, Placentia, CA 92870",212 S Kraemer Blvd UNIT 610,Placentia,CA,92870,33.870545,-117.861736,"1,052",null,null,Condo,1972,2 spaces,$323/mo,$399,"$395,656","$2,316/mo",https://www.zillow.com/homedetails/212-S-Kraemer-Blvd-UNIT-610-Placentia-CA-92870/25737145_zpid/
Condo for sale,"$539,900","500 Cagney Ln Penthouse 17, Newport Beach, CA 92663",500 Cagney Ln PENTHOUSE 17,Newport Beach,CA,92663,33.625213,-117.934099,920,null,null,Condo,1971,1 space,$440/mo,$587,"$536,250","$2,500/mo",https://www.zillow.com/homedetails/500-Cagney-Ln-PENTHOUSE-17-Newport-Beach-CA-92663/25730417_zpid/
Condo for sale,"$387,900","1000 S Mollison Ave Unit 13, El Cajon, CA 92020",1000 S Mollison Ave UNIT 13,El Cajon,CA,92020,32.782186,-116.951699,"1,014",null,null,Condo,1995,1 space,$356/mo,$383,"$324,776","$2,320/mo",https://www.zillow.com/homedetails/1000-S-Mollison-Ave-UNIT-13-El-Cajon-CA-92020/69812371_zpid/
Condo for sale,"$843,900","2045 Beloit Ave Apt 303, Los Angeles, CA 90025",2045 Beloit Ave APT 303,Los Angeles,CA,90025,34.040289,-118.442055,"1,351",null,null,Condo,1989,2 spaces,$37/mo,$625,"$895,855","$3,590/mo",https://www.zillow.com/homedetails/2045-Beloit-Ave-APT-303-Los-Angeles-CA-90025/20465634_zpid/
Condo for sale,"$1,118,900","3115 6th St Apt 4, Santa Monica, CA 90405",3115 6th St APT 4,Santa Monica,CA,90405,34.00068,-118.475006,"1,110",null,null,Condo,1976,2 spaces,$400/mo,"$1,008","$1,119,005","$3,650/mo",https://www.zillow.com/homedetails/3115-6th-St-APT-4-Santa-Monica-CA-90405/20483412_zpid/
Condo for sale,"$832,900","12130 Ohio Ave Apt 102, Los Angeles, CA 90025",12130 Ohio Ave APT 102,Los Angeles,CA,90025,34.039437,-118.463273,"1,324",null,null,Condo,1989,2 spaces,$476/mo,$629,"$920,022","$3,300/mo",https://www.zillow.com/homedetails/12130-Ohio-Ave-APT-102-Los-Angeles-CA-90025/20467228_zpid/
Condo for sale,"$250,000","2222 S Mesa St Unit 21, Los Angeles, CA 90731",2222 S Mesa St UNIT 21,Los Angeles,CA,90731,33.723879,-118.28513,"1,736",null,null,Condo,1990,2 spaces,$429/mo,$144,"$250,001","$2,850/mo",https://www.zillow.com/homedetails/2222-S-Mesa-St-UNIT-21-Los-Angeles-CA-90731/21312796_zpid/
Condo for sale,"$328,900","1440 Oakdale Ave Unit 3, El Cajon, CA 92021",1440 Oakdale Ave UNIT 3,El Cajon,CA,92021,32.802422,-116.929476,899,null,null,Condo,1995,1 space,$265/mo,$366,"$335,376","$2,195/mo",https://www.zillow.com/homedetails/1440-Oakdale-Ave-UNIT-3-El-Cajon-CA-92021/69223820_zpid/
Condo for sale,"$531,900","28411 Boulder Dr, Trabuco Canyon, CA 92679",28411 Boulder Dr,Trabuco Canyon,CA,92679,33.679431,-117.634353,"1,256",null,null,Condo,1990,1 space,$220/mo,$423,"$536,175","$2,795/mo",https://www.zillow.com/homedetails/28411-Boulder-Dr-Trabuco-Canyon-CA-92679/25685528_zpid/
