Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Condo for sale,"$215,000","9101 Newhall Dr Apt 16, Sacramento, CA 95826",9101 Newhall Dr APT 16,Sacramento,CA,95826,38.543049,-121.36088,"1,036",null,null,Condo,1983,1 space,$235/mo,$208,"$209,082","$1,550/mo",https://www.zillow.com/homedetails/9101-Newhall-Dr-APT-16-Sacramento-CA-95826/25888812_zpid/
Condo for sale,"$265,000","720 Sunrise Ave Apt 38, Roseville, CA 95661",720 Sunrise Ave APT 38,Roseville,CA,95661,38.7352,-121.272545,"1,307",null,null,Condo,1983,1 space,$312/mo,$203,"$274,611","$1,995/mo",https://www.zillow.com/homedetails/720-Sunrise-Ave-APT-38-Roseville-CA-95661/79550981_zpid/
Condo for sale,"$350,000","3820 Starburst Ln, Placerville, CA 95667",3820 Starburst Ln,Placerville,CA,95667,38.622049,-120.741916,"1,736",null,null,Condo,1975,No Data,null,$202,"$360,931","$2,100/mo",https://www.zillow.com/homedetails/3820-Starburst-Ln-Placerville-CA-95667/18588449_zpid/
Condo for sale,"$429,990","2198 Cabo Bahia, Chula Vista, CA 91914",2198 Cabo Bahia,Chula Vista,CA,91914,32.657521,-116.972537,"1,024",null,null,Condo,1995,2 spaces,$255/mo,$420,"$429,992","$2,250/mo",https://www.zillow.com/homedetails/2198-Cabo-Bahia-Chula-Vista-CA-91914/17145817_zpid/
For sale by owner,"$238,000","48694 Desert Flower Dr, Palm Desert, CA 92260",48694 Desert Flower Dr,Palm Desert,CA,92260,33.694095,-116.401088,"1,207",null,null,Condo,1972,2 spaces,$375/mo,$197,"$176,005","$1,730/mo",https://www.zillow.com/homedetails/48694-Desert-Flower-Dr-Palm-Desert-CA-92260/18107799_zpid/
Condo for sale,"$395,000","25761 Le Parc Unit 22, Lake Forest, CA 92630",25761 Le Parc UNIT 22,Lake Forest,CA,92630,33.642086,-117.679518,886,null,null,Condo,1983,1 space,$382/mo,$446,"$389,468","$2,100/mo",https://www.zillow.com/homedetails/25761-Le-Parc-UNIT-22-Lake-Forest-CA-92630/25758801_zpid/
Condo for sale,"$550,000","1406 Clay St #j, Newport Beach, CA 92663",1406 Clay St #J,Newport Beach,CA,92663,33.620727,-117.914056,"1,061",null,null,Condo,1964,1 space,$425/mo,$518,"$550,001","$3,200/mo",https://www.zillow.com/homedetails/1406-Clay-St-J-Newport-Beach-CA-92663/25735724_zpid/
Condo for sale,"$290,000","315 W 3rd St Unit 410, Long Beach, CA 90802",315 W 3rd St UNIT 410,Long Beach,CA,90802,33.770816,-118.195434,457,null,null,Condo,1925,No Data,$255/mo,$635,"$290,008","$1,500/mo",https://www.zillow.com/homedetails/315-W-3rd-St-UNIT-410-Long-Beach-CA-90802/21240410_zpid/
Condo for sale,"$399,999","850 Beech St Unit 417, San Diego, CA 92101",850 Beech St UNIT 417,San Diego,CA,92101,32.721195,-117.157072,791,null,null,Condo,2003,1 space,$747/mo,$506,"$399,542","$2,195/mo",https://www.zillow.com/homedetails/850-Beech-St-UNIT-417-San-Diego-CA-92101/58627004_zpid/
Condo for sale,"$399,000","1206 Esplanade Cir, Folsom, CA 95630",1206 Esplanade Cir,Folsom,CA,95630,38.69078,-121.115789,"1,364",null,null,Condo,2005,2 spaces,$261/mo,$293,"$398,018","$1,995/mo",https://www.zillow.com/homedetails/1206-Esplanade-Cir-Folsom-CA-95630/64439727_zpid/
Condo for sale,"$450,000","9909 Karmont Ave, South Gate, CA 90280",9909 Karmont Ave,South Gate,CA,90280,33.940469,-118.165666,"1,571",null,null,Condo,1972,2 spaces,$288/mo,$286,"$451,851","$2,800/mo",https://www.zillow.com/homedetails/9909-Karmont-Ave-South-Gate-CA-90280/21041193_zpid/
Condo for sale,"$125,000","1034 Manuel Rd #32, Arnold, CA 95223",1034 Manuel Rd #32,Arnold,CA,95223,38.257566,-120.352984,882,null,null,Condo,1992,1 space,$260/mo,$142,null,null,https://www.zillow.com/homedetails/1034-Manuel-Rd-32-Arnold-CA-95223/2077676865_zpid/
Condo for sale,"$463,670","2667 5th St, Alameda, CA 94501",2667 5th St,Alameda,CA,94501,37.786203,-122.28175,"1,066",null,null,Condo,2017,2 spaces,$275/mo,$435,"$477,013","$3,399/mo",https://www.zillow.com/homedetails/2667-5th-St-Alameda-CA-94501/250132959_zpid/
Condo for sale,"$399,000","965 Shorepoint Ct Apt 100, Alameda, CA 94501",965 Shorepoint Ct APT 100,Alameda,CA,94501,37.76202,-122.2692,773,null,null,Condo,1971,No Data,$393/mo,$516,"$436,831","$2,395/mo",https://www.zillow.com/homedetails/965-Shorepoint-Ct-APT-100-Alameda-CA-94501/24869291_zpid/
Condo for sale,"$629,000","825 La Playa St Apt 227, San Francisco, CA 94121",825 La Playa St APT 227,San Francisco,CA,94121,37.772707,-122.510419,784,null,null,Condo,1983,1 space,$758/mo,$802,"$642,104","$3,300/mo",https://www.zillow.com/homedetails/825-La-Playa-St-APT-227-San-Francisco-CA-94121/15100692_zpid/
Condo for sale,"$405,000","1998 E Cienega Ave Apt B, Covina, CA 91724",1998 E Cienega Ave APT B,Covina,CA,91724,34.102291,-117.84813,"1,051",null,null,Condo,1984,2 spaces,$290/mo,$385,"$405,003","$2,150/mo",https://www.zillow.com/homedetails/1998-E-Cienega-Ave-APT-B-Covina-CA-91724/21535163_zpid/
Condo for sale,"$310,000","1200 Moon Cir Unit 1222, Folsom, CA 95630",1200 Moon Cir UNIT 1222,Folsom,CA,95630,38.649999,-121.090025,"1,070",null,null,Condo,2007,1 space,$248/mo,$290,"$309,518","$1,700/mo",https://www.zillow.com/homedetails/1200-Moon-Cir-UNIT-1222-Folsom-CA-95630/79557413_zpid/
Condo for sale,"$514,500","394 Ilo Ln Apt 801, Danville, CA 94526",394 Ilo Ln APT 801,Danville,CA,94526,37.826244,-121.996659,"1,012",null,null,Condo,1964,1 space,$479/mo,$508,"$514,504","$2,695/mo",https://www.zillow.com/homedetails/394-Ilo-Ln-APT-801-Danville-CA-94526/18430183_zpid/
Condo for sale,"$589,000","3 Tierra Montanosa, Rancho Santa Margarita, CA 92688",3 Tierra Montanosa,Rancho Santa Margarita,CA,92688,33.655983,-117.614169,"1,500",null,null,Condo,1998,2 spaces,$313/mo,$393,"$607,789","$2,900/mo",https://www.zillow.com/homedetails/3-Tierra-Montanosa-Rancho-Santa-Margarita-CA-92688/25747792_zpid/
Condo for sale,"$799,000","4900 Whitsett Ave Apt 6, Los Angeles, CA 91607",4900 Whitsett Ave APT 6,Los Angeles,CA,91607,34.159593,-118.405055,"1,482",null,null,Condo,1971,2 spaces,$394/mo,$539,"$811,609","$3,250/mo",https://www.zillow.com/homedetails/4900-Whitsett-Ave-APT-6-Los-Angeles-CA-91607/79796502_zpid/
Condo for sale,"$310,000","1162 S Citron St #78, Anaheim, CA 92805",1162 S Citron St #78,Anaheim,CA,92805,33.819046,-117.91656,988,null,null,Condo,1980,2 spaces,$525/mo,$314,"$342,654","$2,109/mo",https://www.zillow.com/homedetails/1162-S-Citron-St-78-Anaheim-CA-92805/25749874_zpid/
Condo for sale,"$420,000","60 Via Contento, Rancho Santa Margarita, CA 92688",60 Via Contento,Rancho Santa Margarita,CA,92688,33.620529,-117.612258,908,null,null,Condo,1992,1 space,$280/mo,$463,"$415,435","$2,100/mo",https://www.zillow.com/homedetails/60-Via-Contento-Rancho-Santa-Margarita-CA-92688/25719340_zpid/
Condo for sale,"$699,000","5845 Doverwood Dr Unit 302, Culver City, CA 90230",5845 Doverwood Dr UNIT 302,Culver City,CA,90230,33.982426,-118.389174,"1,462",null,null,Condo,1970,2 spaces,$405/mo,$478,"$783,232","$3,300/mo",https://www.zillow.com/homedetails/5845-Doverwood-Dr-UNIT-302-Culver-City-CA-90230/20395438_zpid/
Condo for sale,"$135,000","3591 Quail Lakes Dr Apt 295, Stockton, CA 95207",3591 Quail Lakes Dr APT 295,Stockton,CA,95207,37.992204,-121.342356,612,null,null,Condo,1980,1 space,$397/mo,$221,"$136,516","$1,300/mo",https://www.zillow.com/homedetails/3591-Quail-Lakes-Dr-APT-295-Stockton-CA-95207/15311663_zpid/
Condo for sale,"$525,000","2503 E 21st St Apt 108, Signal Hill, CA 90755",2503 E 21st St APT 108,Signal Hill,CA,90755,33.795137,-118.161352,"1,290",null,null,Condo,1978,2 spaces,$364/mo,$407,"$475,992","$2,400/mo",https://www.zillow.com/homedetails/2503-E-21st-St-APT-108-Signal-Hill-CA-90755/21198754_zpid/
Condo for sale,"$759,999","104 Crescent Moon, Irvine, CA 92602",104 Crescent Moon,Irvine,CA,92602,33.737882,-117.749762,"1,500",null,null,Condo,2016,2 spaces,$189/mo,$507,"$760,001","$3,200/mo",https://www.zillow.com/homedetails/104-Crescent-Moon-Irvine-CA-92602/145648397_zpid/
Condo for sale,"$429,000","421 S La Fayette Park Pl Apt 513, Los Angeles, CA 90057",421 S La Fayette Park Pl APT 513,Los Angeles,CA,90057,34.065107,-118.282172,850,null,null,Condo,1971,1 space,$403/mo,$505,"$429,003","$2,300/mo",https://www.zillow.com/homedetails/421-S-La-Fayette-Park-Pl-APT-513-Los-Angeles-CA-90057/20626700_zpid/
Condo for sale,"$309,000","45750 San Luis Rey Ave #172, Palm Desert, CA 92260",45750 San Luis Rey Ave #172,Palm Desert,CA,92260,33.716442,-116.378997,"1,000",null,null,Condo,1977,1 space,$378/mo,$309,"$304,144","$2,000/mo",https://www.zillow.com/homedetails/45750-San-Luis-Rey-Ave-172-Palm-Desert-CA-92260/18084718_zpid/
Condo for sale,"$675,000","11828 Goshen Ave Apt 5, Los Angeles, CA 90049",11828 Goshen Ave APT 5,Los Angeles,CA,90049,34.048238,-118.463743,937,null,null,Condo,1977,2 spaces,$270/mo,$720,"$675,873","$3,282/mo",https://www.zillow.com/homedetails/11828-Goshen-Ave-APT-5-Los-Angeles-CA-90049/20468670_zpid/
Condo for sale,"$375,000","14287 Foothill Blvd, Sylmar, CA 91342",14287 Foothill Blvd,Sylmar,CA,91342,34.319018,-118.444432,"1,266",null,null,Condo,1983,1 space,$400/mo,$296,null,null,https://www.zillow.com/homedetails/14287-Foothill-Blvd-Sylmar-CA-91342/2077696673_zpid/
Condo for sale,"$425,000","21186 Chestnut #214, Mission Viejo, CA 92691",21186 Chestnut #214,Mission Viejo,CA,92691,33.655711,-117.64317,"1,206",null,null,Condo,1986,2 spaces,$339/mo,$352,"$420,004","$2,800/mo",https://www.zillow.com/homedetails/21186-Chestnut-214-Mission-Viejo-CA-92691/25668261_zpid/
Condo for sale,"$325,000","3660 S Bear St Unit G, Santa Ana, CA 92704",3660 S Bear St UNIT G,Santa Ana,CA,92704,33.698165,-117.892831,"1,370",null,null,Condo,1984,2 spaces,$662/mo,$237,null,null,https://www.zillow.com/homedetails/3660-S-Bear-St-UNIT-G-Santa-Ana-CA-92704/2078075378_zpid/
Condo for sale,"$274,900","840 Avenida Sevilla #b, Laguna Woods, CA 92637",840 Avenida Sevilla #B,Laguna Woods,CA,92637,33.597593,-117.707177,"1,040",null,null,Condo,1964,No Data,$601/mo,$264,null,null,https://www.zillow.com/homedetails/840-Avenida-Sevilla-B-Laguna-Woods-CA-92637/2077653204_zpid/
Condo for sale,"$465,000","4064 Huerfano Ave Unit 166, San Diego, CA 92117",4064 Huerfano Ave UNIT 166,San Diego,CA,92117,32.815002,-117.218083,"1,008",null,null,Condo,1972,1 space,$401/mo,$461,"$488,718","$2,500/mo",https://www.zillow.com/homedetails/4064-Huerfano-Ave-UNIT-166-San-Diego-CA-92117/17199693_zpid/
Condo for sale,"$599,000","130 W Racquet Club Rd Unit 501, Palm Springs, CA 92262",130 W Racquet Club Rd UNIT 501,Palm Springs,CA,92262,33.85397,-116.546314,"1,367",null,null,Condo,1979,2 spaces,$443/mo,$438,"$414,745","$2,350/mo",https://www.zillow.com/homedetails/130-W-Racquet-Club-Rd-UNIT-501-Palm-Springs-CA-92262/18023143_zpid/
Condo for sale,"$749,000","692 Robinson Rd, Sebastopol, CA 95472",692 Robinson Rd,Sebastopol,CA,95472,38.395493,-122.832548,"1,809",null,null,Condo,1999,1 space,$239/mo,$414,"$763,543","$3,000/mo",https://www.zillow.com/homedetails/692-Robinson-Rd-Sebastopol-CA-95472/15747716_zpid/
Foreclosure,"$370,000","824 N Pasadena Ave Apt 12, Azusa, CA 91702",824 N Pasadena Ave APT 12,Azusa,CA,91702,34.136293,-117.901695,994,null,null,Condo,1983,1 space,$180/mo,$372,"$365,381","$2,199/mo",https://www.zillow.com/homedetails/824-N-Pasadena-Ave-APT-12-Azusa-CA-91702/21625477_zpid/
Condo for sale,"$285,000","43334 32nd St W Unit 33, Lancaster, CA 93536",43334 32nd St W UNIT 33,Lancaster,CA,93536,34.66978,-118.186832,"1,570",null,null,Condo,1990,2 spaces,$377/mo,$182,"$285,444","$2,400/mo",https://www.zillow.com/homedetails/43334-32nd-St-W-UNIT-33-Lancaster-CA-93536/20282079_zpid/
Condo for sale,"$435,000","76 W Luna Loca Ln, Mountain House, CA 95391",76 W Luna Loca Ln,Mountain House,CA,95391,37.776244,-121.544749,"1,460",null,null,Condo,2006,2 spaces,$410/mo,$298,"$449,871","$2,300/mo",https://www.zillow.com/homedetails/76-W-Luna-Loca-Ln-Mountain-House-CA-95391/79577227_zpid/
Condo for sale,"$839,000","50 La Cumbre Cir, Santa Barbara, CA 93105",50 La Cumbre Cir,Santa Barbara,CA,93105,34.430344,-119.748271,"1,298",null,null,Condo,1970,2 spaces,$335/mo,$646,"$810,993","$3,400/mo",https://www.zillow.com/homedetails/50-La-Cumbre-Cir-Santa-Barbara-CA-93105/15897749_zpid/
Condo for sale,"$380,000","2941 C St Unit 469, San Diego, CA 92102",2941 C St UNIT 469,San Diego,CA,92102,32.716596,-117.130838,875,null,null,Condo,1984,1 space,$278/mo,$434,"$405,828","$2,095/mo",https://www.zillow.com/homedetails/2941-C-St-UNIT-469-San-Diego-CA-92102/66657535_zpid/
Condo for sale,"$259,000","5441 Nicklaus Dr, Banning, CA 92220",5441 Nicklaus Dr,Banning,CA,92220,33.916298,-116.936288,"1,356",null,null,Condo,1988,2 spaces,$282/mo,$191,null,null,https://www.zillow.com/homedetails/5441-Nicklaus-Dr-Banning-CA-92220/17962928_zpid/
Condo for sale,"$699,000","8545 Mecca Rd, Elk Grove, CA 95624",8545 Mecca Rd,Elk Grove,CA,95624,38.447432,-121.301659,"2,436",null,null,Condo,1979,3 spaces,null,$287,"$691,225","$2,600/mo",https://www.zillow.com/homedetails/8545-Mecca-Rd-Elk-Grove-CA-95624/25940956_zpid/
Condo for sale,"$525,000","331 Kenbrook Cir, San Jose, CA 95111",331 Kenbrook Cir,San Jose,CA,95111,37.286266,-121.843186,"1,012",null,null,Condo,1987,2 spaces,$312/mo,$519,"$540,000","$2,700/mo",https://www.zillow.com/homedetails/331-Kenbrook-Cir-San-Jose-CA-95111/19739172_zpid/
Condo for sale,"$400,400","376 Center St Unit 130, Chula Vista, CA 91910",376 Center St UNIT 130,Chula Vista,CA,91910,32.639231,-117.082003,"1,618",null,null,Condo,1981,2 spaces,$375/mo,$247,"$400,403","$2,445/mo",https://www.zillow.com/homedetails/376-Center-St-UNIT-130-Chula-Vista-CA-91910/17104151_zpid/
Condo for sale,"$539,000","680 Camino De La Reina Apt 2312, San Diego, CA 92108",680 Camino De La Reina APT 2312,San Diego,CA,92108,32.767643,-117.158769,"1,330",null,null,Condo,1995,4 spaces,$467/mo,$405,null,null,https://www.zillow.com/homedetails/680-Camino-De-La-Reina-APT-2312-San-Diego-CA-92108/2077648498_zpid/
Condo for sale,"$270,000","138 Stillman Way Unit 4, Upland, CA 91786",138 Stillman Way UNIT 4,Upland,CA,91786,34.093561,-117.673325,840,null,null,Condo,1971,4 spaces,$250/mo,$321,null,null,https://www.zillow.com/homedetails/138-Stillman-Way-UNIT-4-Upland-CA-91786/2078067356_zpid/
Condo for sale,"$249,000","11813 Runnymede St Apt 49, North Hollywood, CA 91605",11813 Runnymede St APT 49,North Hollywood,CA,91605,34.206232,-118.391026,700,null,null,Condo,1970,1 space,$385/mo,$356,"$247,367","$1,750/mo",https://www.zillow.com/homedetails/11813-Runnymede-St-APT-49-North-Hollywood-CA-91605/2119638178_zpid/
Condo for sale,"$369,900","3571 Ruffin Rd Unit 240, San Diego, CA 92123",3571 Ruffin Rd UNIT 240,San Diego,CA,92123,32.807496,-117.128365,943,null,null,Condo,1975,2 spaces,$398/mo,$392,"$370,000","$2,050/mo",https://www.zillow.com/homedetails/3571-Ruffin-Rd-UNIT-240-San-Diego-CA-92123/16919461_zpid/
Condo for sale,"$359,000","3424 Hathaway Ave Apt 313, Long Beach, CA 90815",3424 Hathaway Ave APT 313,Long Beach,CA,90815,33.794383,-118.150804,600,null,null,Condo,1990,1 space,$335/mo,$598,"$359,001","$1,979/mo",https://www.zillow.com/homedetails/3424-Hathaway-Ave-APT-313-Long-Beach-CA-90815/136160678_zpid/
Condo for sale,"$278,900","601 Halyard St, Port Hueneme, CA 93041",601 Halyard St,Port Hueneme,CA,93041,34.180606,-119.214878,892,null,null,Condo,1971,2 spaces,$235/mo,$313,"$279,390","$1,800/mo",https://www.zillow.com/homedetails/601-Halyard-St-Port-Hueneme-CA-93041/16385504_zpid/
For sale by owner,"$412,000","11499 Benton St, Loma Linda, CA 92354",11499 Benton St,Loma Linda,CA,92354,34.045471,-117.251082,"1,607",null,null,Condo,1977,2 spaces,$375/mo,$256,"$384,085","$2,000/mo",https://www.zillow.com/homedetails/11499-Benton-St-Loma-Linda-CA-92354/17367013_zpid/
Condo for sale,"$259,000","224 Eden St, Lodi, CA 95240",224 Eden St,Lodi,CA,95240,38.127388,-121.268507,952,null,null,Condo,1951,1 space,null,$272,"$260,738","$1,595/mo",https://www.zillow.com/homedetails/224-Eden-St-Lodi-CA-95240/15268395_zpid/
Condo for sale,"$500,000","1230 Granada Way, San Marcos, CA 92078",1230 Granada Way,San Marcos,CA,92078,33.127916,-117.194393,"1,381",null,null,Condo,1981,4 spaces,$330/mo,$362,"$503,900","$2,700/mo",https://www.zillow.com/homedetails/1230-Granada-Way-San-Marcos-CA-92078/16671877_zpid/
Condo for sale,"$265,000","4133 42nd St Apt 3, San Diego, CA 92105",4133 42nd St APT 3,San Diego,CA,92105,32.752118,-117.104069,792,null,null,Condo,1982,2 spaces,$280/mo,$335,"$227,934","$1,950/mo",https://www.zillow.com/homedetails/4133-42nd-St-APT-3-San-Diego-CA-92105/17003217_zpid/
Condo for sale,"$360,000","985 S Idaho St Unit 46, La Habra, CA 90631",985 S Idaho St UNIT 46,La Habra,CA,90631,33.919848,-117.961971,931,null,null,Condo,1973,2 spaces,$285/mo,$387,"$364,328","$2,000/mo",https://www.zillow.com/homedetails/985-S-Idaho-St-UNIT-46-La-Habra-CA-90631/25716807_zpid/
Foreclosure,"$649,000","2600 Waldie Ct, Elk Grove, CA 95758",2600 Waldie Ct,Elk Grove,CA,95758,38.419886,-121.476698,"2,673",null,null,Condo,2000,2 spaces,null,$243,"$590,720","$2,580/mo",https://www.zillow.com/homedetails/2600-Waldie-Ct-Elk-Grove-CA-95758/51595048_zpid/
Condo for sale,"$558,000","523 S Almansor St Apt 72, Alhambra, CA 91801",523 S Almansor St APT 72,Alhambra,CA,91801,34.092526,-118.117478,"1,540",null,null,Condo,1981,2 spaces,$288/mo,$362,"$565,804","$2,885/mo",https://www.zillow.com/homedetails/523-S-Almansor-St-APT-72-Alhambra-CA-91801/20709342_zpid/
Condo for sale,"$299,999","1326 Del Rey Ave, Modesto, CA 95350",1326 Del Rey Ave,Modesto,CA,95350,37.662306,-121.012407,"1,392",null,null,Condo,1953,2 spaces,null,$216,"$305,231","$1,695/mo",https://www.zillow.com/homedetails/1326-Del-Rey-Ave-Modesto-CA-95350/16073122_zpid/
Condo for sale,"$1,399,999","1131 12th St Apt 102, Santa Monica, CA 90403",1131 12th St APT 102,Santa Monica,CA,90403,34.026106,-118.491214,"1,466",null,null,Condo,1973,2 spaces,$500/mo,$955,"$1,029,920","$5,000/mo",https://www.zillow.com/homedetails/1131-12th-St-APT-102-Santa-Monica-CA-90403/20478748_zpid/
Condo for sale,"$485,000","2750 Artesia Blvd Unit 465, Redondo Beach, CA 90278",2750 Artesia Blvd UNIT 465,Redondo Beach,CA,90278,33.871811,-118.359714,860,null,null,Condo,2007,2 spaces,$265/mo,$564,"$485,001","$2,500/mo",https://www.zillow.com/homedetails/2750-Artesia-Blvd-UNIT-465-Redondo-Beach-CA-90278/89144046_zpid/
Condo for sale,"$364,900","2281 Rose Arbor Dr, Sacramento, CA 95835",2281 Rose Arbor Dr,Sacramento,CA,95835,38.682752,-121.511788,"1,557",null,null,Condo,2004,2 spaces,$266/mo,$234,"$382,848","$2,000/mo",https://www.zillow.com/homedetails/2281-Rose-Arbor-Dr-Sacramento-CA-95835/61336845_zpid/
Condo for sale,"$529,900","7953 E Quinn Dr, Anaheim, CA 92808",7953 E Quinn Dr,Anaheim,CA,92808,33.854454,-117.740914,"1,162",null,null,Condo,1994,2 spaces,$315/mo,$456,"$533,492","$2,500/mo",https://www.zillow.com/homedetails/7953-E-Quinn-Dr-Anaheim-CA-92808/25660607_zpid/
Condo for sale,"$449,900","18555 Collins St Apt C5, Los Angeles, CA 91356",18555 Collins St APT C5,Los Angeles,CA,91356,34.174601,-118.537399,"1,187",null,null,Condo,1964,1 space,$477/mo,$379,"$449,903","$2,720/mo",https://www.zillow.com/homedetails/18555-Collins-St-APT-C5-Los-Angeles-CA-91356/19934166_zpid/
Condo for sale,"$279,900","2250 Scarborough Dr Apt 15, Lodi, CA 95240",2250 Scarborough Dr APT 15,Lodi,CA,95240,38.105596,-121.280178,"1,092",null,null,Condo,1991,1 space,$288/mo,$256,"$281,942","$1,645/mo",https://www.zillow.com/homedetails/2250-Scarborough-Dr-APT-15-Lodi-CA-95240/15272368_zpid/
Condo for sale,"$270,000","11015 Kittridge St Apt 117, Los Angeles, CA 91606",11015 Kittridge St APT 117,Los Angeles,CA,91606,34.190635,-118.370893,696,null,null,Condo,1970,1 space,$210/mo,$388,"$328,141","$1,750/mo",https://www.zillow.com/homedetails/11015-Kittridge-St-APT-117-Los-Angeles-CA-91606/20003191_zpid/
