Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
House for sale,"$410,000","167 Sandstone Way, Manteca, CA 95336",167 Sandstone Way,Manteca,CA,95336,37.822284,-121.218518,"1,754","3,301 sqft",3301.0,Single Family,1999,2 spaces,null,$234,"$415,256","$2,100/mo",https://www.zillow.com/homedetails/167-Sandstone-Way-Manteca-CA-95336/15355187_zpid/
House for sale,"$499,999","259 La Casita Spur, Twin Peaks, CA 92391",259 La Casita Spur,Twin Peaks,CA,92391,34.248461,-117.236108,"1,963",0.38 Acres,16552.8,Single Family,1960,2 spaces,null,$255,"$510,002","$2,200/mo",https://www.zillow.com/homedetails/259-La-Casita-Spur-Twin-Peaks-CA-92391/17413443_zpid/
House for sale,"$355,000","12430 Santiago Dr, Victorville, CA 92392",12430 Santiago Dr,Victorville,CA,92392,34.476418,-117.39353,"1,830","8,001 sqft",8001.0,Single Family,1992,7 spaces,null,$194,"$355,002","$1,800/mo",https://www.zillow.com/homedetails/12430-Santiago-Dr-Victorville-CA-92392/17640790_zpid/
House for sale,"$850,000","709 Katrina St, Livermore, CA 94550",709 Katrina St,Livermore,CA,94550,37.689596,-121.726837,"1,588","8,672 sqft",8672.0,Single Family,1971,2 spaces,null,$535,"$890,442","$3,296/mo",https://www.zillow.com/homedetails/709-Katrina-St-Livermore-CA-94550/24950574_zpid/
House for sale,"$285,000","2221 S Akers St, Visalia, CA 93277",2221 S Akers St,Visalia,CA,93277,36.310572,-119.349903,"1,875","8,751 sqft",8751.0,Single Family,1977,2 spaces,null,$152,"$262,704","$1,495/mo",https://www.zillow.com/homedetails/2221-S-Akers-St-Visalia-CA-93277/16250241_zpid/
House for sale,"$385,000","9927 Lincoln Ave, Hesperia, CA 92345",9927 Lincoln Ave,Hesperia,CA,92345,34.430944,-117.340827,"2,030",0.42 Acres,18295.2,Single Family,1999,2 spaces,null,$190,"$391,177","$2,200/mo",https://www.zillow.com/homedetails/9927-Lincoln-Ave-Hesperia-CA-92345/17442478_zpid/
House for sale,"$849,900","6115 Jasper St, Rancho Cucamonga, CA 91701",6115 Jasper St,Rancho Cucamonga,CA,91701,34.143471,-117.620514,"2,313",0.28 Acres,12196.8,Single Family,1976,3 spaces,null,$367,"$853,785","$3,348/mo",https://www.zillow.com/homedetails/6115-Jasper-St-Rancho-Cucamonga-CA-91701/17592159_zpid/
House for sale,"$612,000","2258 E Belmont Pl, Anaheim, CA 92806",2258 E Belmont Pl,Anaheim,CA,92806,33.847826,-117.884081,"1,239","6,982 sqft",6982.0,Single Family,1957,2 spaces,null,$494,"$626,378","$2,850/mo",https://www.zillow.com/homedetails/2258-E-Belmont-Pl-Anaheim-CA-92806/25344652_zpid/
House for sale,"$6,495,000","1455 Lindacrest Dr, Beverly Hills, CA 90210",1455 Lindacrest Dr,Beverly Hills,CA,90210,34.097611,-118.404739,"5,931",0.30 Acres,13068.0,Single Family,1987,6 spaces,null,"$1,095","$4,268,470","$18,000/mo",https://www.zillow.com/homedetails/1455-Lindacrest-Dr-Beverly-Hills-CA-90210/20522956_zpid/
House for sale,"$370,000","13802 Goldfinch Ct, Victorville, CA 92394",13802 Goldfinch Ct,Victorville,CA,92394,34.516312,-117.362159,"3,480","7,078 sqft",7078.0,Single Family,2004,3 spaces,null,$106,"$355,195","$2,300/mo",https://www.zillow.com/homedetails/13802-Goldfinch-Ct-Victorville-CA-92394/64675984_zpid/
House for sale,"$539,000","80436 Paseo De Norte, Indio, CA 92201",80436 Paseo De Norte,Indio,CA,92201,33.696112,-116.261188,"2,391","8,276 sqft",8276.0,Single Family,2004,3 spaces,null,$225,"$533,608","$3,200/mo",https://www.zillow.com/homedetails/80436-Paseo-De-Norte-Indio-CA-92201/64469964_zpid/
House for sale,"$379,000","1570 La Linda Ln, Chico, CA 95926",1570 La Linda Ln,Chico,CA,95926,39.737446,-121.875419,"1,345","8,712 sqft",8712.0,Single Family,1992,2 spaces,null,$282,"$379,002","$1,950/mo",https://www.zillow.com/homedetails/1570-La-Linda-Ln-Chico-CA-95926/18241242_zpid/
House for sale,"$715,000","3750 Brookshire St, San Diego, CA 92111",3750 Brookshire St,San Diego,CA,92111,32.81232,-117.17387,"1,228","7,801 sqft",7801.0,Single Family,1962,8 spaces,null,$582,"$718,906","$3,040/mo",https://www.zillow.com/homedetails/3750-Brookshire-St-San-Diego-CA-92111/16918318_zpid/
House for sale,"$655,000","7722 Koyama Ct, Sacramento, CA 95829",7722 Koyama Ct,Sacramento,CA,95829,38.469712,-121.31169,"3,039","8,494 sqft",8494.0,Single Family,2002,3 spaces,null,$216,"$649,759","$2,500/mo",https://www.zillow.com/homedetails/7722-Koyama-Ct-Sacramento-CA-95829/58459110_zpid/
House for sale,"$699,000","2132 Sunset Dr, Escondido, CA 92025",2132 Sunset Dr,Escondido,CA,92025,33.098822,-117.066165,"1,728",0.38 Acres,16552.8,Single Family,1970,4 spaces,null,$405,"$699,003","$2,800/mo",https://www.zillow.com/homedetails/2132-Sunset-Dr-Escondido-CA-92025/16702786_zpid/
House for sale,"$869,900","13130 Woodmont St, Poway, CA 92064",13130 Woodmont St,Poway,CA,92064,32.976039,-117.048358,"2,259",0.39 Acres,16988.4,Single Family,1985,6 spaces,null,$385,"$869,904","$3,600/mo",https://www.zillow.com/homedetails/13130-Woodmont-St-Poway-CA-92064/16803792_zpid/
House for sale,"$549,900","2655 Chris Ave, South Lake Tahoe, CA 96150",2655 Chris Ave,South Lake Tahoe,CA,96150,38.926795,-119.981876,"2,008","8,712 sqft",8712.0,Single Family,1947,2 spaces,null,$274,"$567,981","$2,495/mo",https://www.zillow.com/homedetails/2655-Chris-Ave-South-Lake-Tahoe-CA-96150/18579656_zpid/
House for sale,"$872,000","4048 Via Miguel St, Corona, CA 92881",4048 Via Miguel St,Corona,CA,92881,33.819837,-117.547896,"3,735",0.35 Acres,15246.0,Single Family,2003,4 spaces,null,$233,"$872,005","$4,050/mo",https://www.zillow.com/homedetails/4048-Via-Miguel-St-Corona-CA-92881/61281972_zpid/
House for sale,"$529,900","1319 Gaspar Ct, Rohnert Park, CA 94928",1319 Gaspar Ct,Rohnert Park,CA,94928,38.368219,-122.684766,"1,190","4,356 sqft",4356.0,Single Family,1981,No Data,null,$445,"$533,631","$2,725/mo",https://www.zillow.com/homedetails/1319-Gaspar-Ct-Rohnert-Park-CA-94928/15856625_zpid/
House for sale,"$399,900","2656 Curtis Dr, Pioneertown, CA 92268",2656 Curtis Dr,Pioneertown,CA,92268,34.203397,-116.493235,465,5 Acres,217800.0,Single Family,1956,No Data,null,$860,null,null,https://www.zillow.com/homedetails/2656-Curtis-Dr-Pioneertown-CA-92268/2096722712_zpid/
House for sale,"$25,000,000","499 Halvern Dr, Los Angeles, CA 90049",499 Halvern Dr,Los Angeles,CA,90049,34.070936,-118.473734,"12,500",0.86 Acres,37461.6,Single Family,1970,No Data,null,"$2,000","$24,112,829","$45,000/mo",https://www.zillow.com/homedetails/499-Halvern-Dr-Los-Angeles-CA-90049/20547161_zpid/
House for sale,"$729,000","1511 S Rita Ln, Anaheim, CA 92804",1511 S Rita Ln,Anaheim,CA,92804,33.809952,-117.958013,"1,180","10,876 sqft",10876.0,Single Family,1954,1 space,null,$618,"$743,093","$2,800/mo",https://www.zillow.com/homedetails/1511-S-Rita-Ln-Anaheim-CA-92804/25225109_zpid/
House for sale,"$415,000","1306 Rozan Ct, Roseville, CA 95678",1306 Rozan Ct,Roseville,CA,95678,38.748713,-121.303948,"1,404","7,997 sqft",7997.0,Single Family,1976,2 spaces,null,$296,"$402,498","$2,150/mo",https://www.zillow.com/homedetails/1306-Rozan-Ct-Roseville-CA-95678/17653790_zpid/
House for sale,"$499,000","859 Freeman Ln, Grass Valley, CA 95949",859 Freeman Ln,Grass Valley,CA,95949,39.197228,-121.064038,"1,873",0.28 Acres,12196.8,Single Family,1996,3 spaces,null,$266,"$511,024","$2,350/mo",https://www.zillow.com/homedetails/859-Freeman-Ln-Grass-Valley-CA-95949/19439365_zpid/
House for sale,"$599,000","632 Tyrone St, El Cajon, CA 92020",632 Tyrone St,El Cajon,CA,92020,32.80312,-116.989778,"2,497",0.25 Acres,10890.0,Single Family,1971,4 spaces,null,$240,"$600,200","$3,500/mo",https://www.zillow.com/homedetails/632-Tyrone-St-El-Cajon-CA-92020/17018778_zpid/
House for sale,"$275,000","1440 W Jenner St, Lancaster, CA 93534",1440 W Jenner St,Lancaster,CA,93534,34.700037,-118.156778,"1,451","7,832 sqft",7832.0,Single Family,1953,2 spaces,null,$190,"$275,825","$2,300/mo",https://www.zillow.com/homedetails/1440-W-Jenner-St-Lancaster-CA-93534/20287110_zpid/
House for sale,"$780,000","3474 Aries Ct, Santa Ana, CA 92704",3474 Aries Ct,Santa Ana,CA,92704,33.702546,-117.905849,"1,988",5.02 Acres,218671.2,Single Family,2000,2 spaces,null,$392,"$795,096","$3,200/mo",https://www.zillow.com/homedetails/3474-Aries-Ct-Santa-Ana-CA-92704/54977738_zpid/
