Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Multi-family home for sale,"$877,000","3526-3528 W 132nd St, Hawthorne, CA 90250",3526-3528 W 132nd St,Hawthorne,CA,90250,33.912672,-118.359014,"2,633",null,null,Multiple Occupancy,1940,3 spaces,null,$333,null,null,https://www.zillow.com/homedetails/3526-3528-W-132nd-St-Hawthorne-CA-90250/2079492538_zpid/
Multi-family home for sale,"$610,000","15764 Bear Valley Rd, Victorville, CA 92395",15764 Bear Valley Rd,Victorville,CA,92395,34.471309,-117.319743,"4,858",null,null,Multiple Occupancy,1984,2 spaces,null,$126,"$286,439","$1,727/mo",https://www.zillow.com/homedetails/15764-Bear-Valley-Rd-Victorville-CA-92395/17635400_zpid/
Multi-family home for sale,"$3,750,000","210 Barlow Ln, Morro Bay, CA 93442",210 Barlow Ln,Morro Bay,CA,93442,35.356238,-120.845702,"5,999",null,null,Multiple Occupancy,1962,3 spaces,null,$625,"$3,415,226","$2,300/mo",https://www.zillow.com/homedetails/210-Barlow-Ln-Morro-Bay-CA-93442/15442475_zpid/
Multi-family home for sale,"$275,000","1510 Frienza Ave, Sacramento, CA 95815",1510 Frienza Ave,Sacramento,CA,95815,38.612645,-121.431774,751,null,null,Multiple Occupancy,1956,2 spaces,null,$366,"$293,113","$1,395/mo",https://www.zillow.com/homedetails/1510-Frienza-Ave-Sacramento-CA-95815/26081269_zpid/
Multi-family home for sale,"$10,200,000","225 Mallorca Way, San Francisco, CA 94123",225 Mallorca Way,San Francisco,CA,94123,37.802691,-122.438744,"16,194",null,null,Multiple Occupancy,1929,No Data,null,$630,null,null,https://www.zillow.com/homedetails/225-Mallorca-Way-San-Francisco-CA-94123/2077675009_zpid/
Multi-family home for sale,"$750,000","13766 Avenue 416, Orosi, CA 93647",13766 Avenue 416,Orosi,CA,93647,36.54496,-119.26569,"9,000",null,null,Multiple Occupancy,1976,2 spaces,null,$83,"$394,428","$1,962/mo",https://www.zillow.com/homedetails/13766-Avenue-416-Orosi-CA-93647/16220265_zpid/
Multi-family home for sale,"$6,295,000","5247 Neptune Sq, Oxnard, CA 93035",5247 Neptune Sq,Oxnard,CA,93035,34.187459,-119.241785,"3,441",null,null,Multiple Occupancy,2005,4 spaces,null,"$1,829","$5,919,489","$8,458/mo",https://www.zillow.com/homedetails/5247-Neptune-Sq-Oxnard-CA-93035/70591871_zpid/
Multi-family home for sale,"$1,500,000","12470 W Washington Blvd, Los Angeles, CA 90066",12470 W Washington Blvd,Los Angeles,CA,90066,33.996589,-118.429746,"1,250",null,null,Multiple Occupancy,No Data,2 spaces,null,"$1,200",null,null,https://www.zillow.com/homedetails/12470-W-Washington-Blvd-Los-Angeles-CA-90066/2077646876_zpid/
Multi-family home for sale,"$885,000","678 Joann St, Costa Mesa, CA 92627",678 Joann St,Costa Mesa,CA,92627,33.657761,-117.926849,"1,700",null,null,Multiple Occupancy,1960,4 spaces,null,$521,"$892,831","$2,650/mo",https://www.zillow.com/homedetails/678-Joann-St-Costa-Mesa-CA-92627/25462356_zpid/
Multi-family home for sale,"$499,900","2932 5th St, Riverside, CA 92507",2932 5th St,Riverside,CA,92507,33.980248,-117.363256,"1,660",null,null,Multiple Occupancy,1900,3 spaces,null,$301,"$505,383","$1,637/mo",https://www.zillow.com/homedetails/2932-5th-St-Riverside-CA-92507/2082937881_zpid/
Multi-family home for sale,"$875,000","13991 River Rd #0, Walnut Grove, CA 95690",13991 River Rd #0,Walnut Grove,CA,95690,38.249366,-121.508118,"1,000",null,null,Multiple Occupancy,1991,No Data,null,$875,null,null,https://www.zillow.com/homedetails/13991-River-Rd-0-Walnut-Grove-CA-95690/2078211301_zpid/
Multi-family home for sale,"$979,000","4434-4436 Cherokee Ave, San Diego, CA 92116",4434-4436 Cherokee Ave,San Diego,CA,92116,32.762099,-117.114098,,null,null,Multiple Occupancy,1924,No Data,null,null,null,null,https://www.zillow.com/homedetails/4434-4436-Cherokee-Ave-San-Diego-CA-92116/2077723785_zpid/
Multi-family home for sale,"$205,000","265 Foster Ave, Lindsay, CA 93247",265 Foster Ave,Lindsay,CA,93247,36.201149,-119.087392,"1,400",null,null,Multiple Occupancy,1950,No Data,null,$146,"$204,873",$795/mo,https://www.zillow.com/homedetails/265-Foster-Ave-Lindsay-CA-93247/16278186_zpid/
Multi-family home for sale,"$1,895,000","57 Walter St, San Francisco, CA 94114",57 Walter St,San Francisco,CA,94114,37.769063,-122.432212,"2,112",null,null,Multiple Occupancy,1900,No Data,null,$897,"$1,548,383","$4,995/mo",https://www.zillow.com/homedetails/57-Walter-St-San-Francisco-CA-94114/89239207_zpid/
Multi-family home for sale,"$390,000","9023 Olive St, Fontana, CA 92335",9023 Olive St,Fontana,CA,92335,34.08988,-117.437321,2,null,null,Multiple Occupancy,1947,1 space,null,"$195,000","$400,264","$1,475/mo",https://www.zillow.com/homedetails/9023-Olive-St-Fontana-CA-92335/17281941_zpid/
Multi-family home for sale,"$485,000","2102 3rd St, Julian, CA 92036",2102 3rd St,Julian,CA,92036,33.078817,-116.600937,"1,200",null,null,Multiple Occupancy,1930,No Data,null,$404,null,null,https://www.zillow.com/homedetails/2102-3rd-St-Julian-CA-92036/2104256053_zpid/
Multi-family home for sale,"$610,000","6209 Canobie Ave, Whittier, CA 90601",6209 Canobie Ave,Whittier,CA,90601,33.985993,-118.052755,"1,022",null,null,Multiple Occupancy,1947,2 spaces,null,$597,"$629,095","$2,400/mo",https://www.zillow.com/homedetails/6209-Canobie-Ave-Whittier-CA-90601/21427904_zpid/
Multi-family home for sale,"$485,000","7725 Pompei Ct, Citrus Heights, CA 95621",7725 Pompei Ct,Citrus Heights,CA,95621,38.706279,-121.317876,828,null,null,Multiple Occupancy,1978,2 spaces,null,$586,"$480,233","$1,750/mo",https://www.zillow.com/homedetails/7725-Pompei-Ct-Citrus-Heights-CA-95621/25981070_zpid/
Multi-family home for sale,"$249,900","20750 S Armstrong Ave, Laton, CA 93242",20750 S Armstrong Ave,Laton,CA,93242,36.436282,-119.680232,"1,440",null,null,Multiple Occupancy,1971,2 spaces,null,$174,"$251,438","$1,000/mo",https://www.zillow.com/homedetails/20750-S-Armstrong-Ave-Laton-CA-93242/82858411_zpid/
Multi-family home for sale,"$699,999","13030 Roscoe Blvd, Sun Valley, CA 91352",13030 Roscoe Blvd,Sun Valley,CA,91352,34.22134,-118.417504,"1,700",null,null,Multiple Occupancy,1956,2 spaces,null,$412,"$726,459","$2,795/mo",https://www.zillow.com/homedetails/13030-Roscoe-Blvd-Sun-Valley-CA-91352/19996505_zpid/
Multi-family home for sale,"$749,500","4230 W 105th St, Lennox, CA 90304",4230 W 105th St,Lennox,CA,90304,33.940751,-118.349442,"1,800",null,null,Multiple Occupancy,1955,2 spaces,null,$416,"$760,798","$2,450/mo",https://www.zillow.com/homedetails/4230-W-105th-St-Lennox-CA-90304/20345511_zpid/
Multi-family home for sale,"$800,000","1248 N Loma Vista Dr, Long Beach, CA 90813",1248 N Loma Vista Dr,Long Beach,CA,90813,33.781258,-118.19701,"1,972",null,null,Multiple Occupancy,1918,2 spaces,null,$406,"$800,182","$2,000/mo",https://www.zillow.com/homedetails/1248-N-Loma-Vista-Dr-Long-Beach-CA-90813/21235771_zpid/
