Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Condo for sale,"$1,189,000","19237 Meadowood Cir, Huntington Beach, CA 92648",19237 Meadowood Cir,Huntington Beach,CA,92648,33.681944,-118.02699,"2,400",null,null,Condo,1988,2 spaces,$468/mo,$495,"$1,065,201","$4,200/mo",https://www.zillow.com/homedetails/19237-Meadowood-Cir-Huntington-Beach-CA-92648/25111455_zpid/
Condo for sale,"$1,275,000","1688 Pine St #e402, San Francisco, CA 94109",1688 Pine St #E402,San Francisco,CA,94109,37.789553,-122.423278,989,null,null,Condo,2016,1 space,$755/mo,"$1,289","$1,253,661","$4,700/mo",https://www.zillow.com/homedetails/1688-Pine-St-E402-San-Francisco-CA-94109/241585739_zpid/
Condo for sale,"$399,999","3045 E Theresa St Apt 1, Long Beach, CA 90814",3045 E Theresa St APT 1,Long Beach,CA,90814,33.774687,-118.155831,840,null,null,Condo,1971,1 space,$265/mo,$476,"$406,584","$2,000/mo",https://www.zillow.com/homedetails/3045-E-Theresa-St-APT-1-Long-Beach-CA-90814/21226381_zpid/
Condo for sale,"$689,000","19 Windwood, Irvine, CA 92604",19 Windwood,Irvine,CA,92604,33.687333,-117.797104,"1,234",null,null,Condo,1977,2 spaces,$340/mo,$558,null,null,https://www.zillow.com/homedetails/19-Windwood-Irvine-CA-92604/2077649525_zpid/
Condo for sale,"$570,000","8346 Telegraph Rd, Downey, CA 90240",8346 Telegraph Rd,Downey,CA,90240,33.96376,-118.113432,"1,866",null,null,Condo,2005,2 spaces,$135/mo,$305,"$579,272","$2,850/mo",https://www.zillow.com/homedetails/8346-Telegraph-Rd-Downey-CA-90240/68994201_zpid/
Condo for sale,"$299,900","26202 La Real Apt B, Mission Viejo, CA 92691",26202 La Real APT B,Mission Viejo,CA,92691,33.623947,-117.673605,642,null,null,Condo,1985,1 space,$367/mo,$467,"$296,264","$2,100/mo",https://www.zillow.com/homedetails/26202-La-Real-APT-B-Mission-Viejo-CA-92691/25676739_zpid/
Condo for sale,"$635,000","9935 Caminito Tomatillo, San Diego, CA 92131",9935 Caminito Tomatillo,San Diego,CA,92131,32.898,-117.106396,"1,694",null,null,Condo,1973,2 spaces,$447/mo,$375,"$636,920","$2,800/mo",https://www.zillow.com/homedetails/9935-Caminito-Tomatillo-San-Diego-CA-92131/16867040_zpid/
Condo for sale,"$1,295,000","133 S Oakhurst Dr Apt 102, Beverly Hills, CA 90212",133 S Oakhurst Dr APT 102,Beverly Hills,CA,90212,34.065752,-118.391037,"1,621",null,null,Condo,1974,2 spaces,$707/mo,$799,"$1,295,005","$3,995/mo",https://www.zillow.com/homedetails/133-S-Oakhurst-Dr-APT-102-Beverly-Hills-CA-90212/20512433_zpid/
Condo for sale,"$799,999","10 Allaire Way, Aliso Viejo, CA 92656",10 Allaire Way,Aliso Viejo,CA,92656,33.564864,-117.732454,"1,673",null,null,Condo,1998,2 spaces,$90/mo,$478,"$799,999","$3,200/mo",https://www.zillow.com/homedetails/10-Allaire-Way-Aliso-Viejo-CA-92656/25742576_zpid/
Condo for sale,"$535,000","1260 Coyote Creek Pl, San Jose, CA 95116",1260 Coyote Creek Pl,San Jose,CA,95116,37.353037,-121.872762,849,null,null,Condo,1984,1 space,$312/mo,$630,"$536,311","$2,550/mo",https://www.zillow.com/homedetails/1260-Coyote-Creek-Pl-San-Jose-CA-95116/19570063_zpid/
Condo for sale,"$820,000","748 Tranquility Cir Unit 3, Livermore, CA 94551",748 Tranquility Cir UNIT 3,Livermore,CA,94551,37.702174,-121.794484,"1,817",null,null,Condo,2018,2 spaces,$343/mo,$451,null,null,https://www.zillow.com/homedetails/748-Tranquility-Cir-UNIT-3-Livermore-CA-94551/318984875_zpid/
