Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Townhouse for sale,"$425,000","2791 Mcbride Ln Apt 136, Santa Rosa, CA 95403",2791 Mcbride Ln APT 136,Santa Rosa,CA,95403,38.464779,-122.730868,"1,324","1,751 sqft",1751.0,Townhouse,1980,2 spaces,null,$321,"$429,372","$2,600/mo",https://www.zillow.com/homedetails/2791-Mcbride-Ln-APT-136-Santa-Rosa-CA-95403/15846696_zpid/
Townhouse for sale,"$639,999","1179 Swallowtail Way #70, Nipomo, CA 93444",1179 Swallowtail Way #70,Nipomo,CA,93444,35.028198,-120.554969,"2,130","1,406 sqft",1406.0,Townhouse,2012,2 spaces,null,$300,null,null,https://www.zillow.com/homedetails/1179-Swallowtail-Way-70-Nipomo-CA-93444/2077897189_zpid/
Townhouse for sale,"$275,000","447 1/2 E 234th Walk, Carson, CA 90745",447 1/2 E 234th Walk,Carson,CA,90745,33.813049,-118.266485,556,9.98 Acres,434728.8,Townhouse,1944,1 space,null,$495,null,null,https://www.zillow.com/homedetails/447-1-2-E-234th-Walk-Carson-CA-90745/2080003467_zpid/
Townhouse for sale,"$550,000","12636 Springbrook Dr Unit C, San Diego, CA 92128",12636 Springbrook Dr UNIT C,San Diego,CA,92128,32.946748,-117.087876,"1,200",2.56 Acres,111513.6,Townhouse,1992,2 spaces,null,$458,"$555,725","$2,500/mo",https://www.zillow.com/homedetails/12636-Springbrook-Dr-UNIT-C-San-Diego-CA-92128/16812395_zpid/
Townhouse for sale,"$495,000","441 Hartnell Pl, Sacramento, CA 95825",441 Hartnell Pl,Sacramento,CA,95825,38.567845,-121.414905,"1,986","2,178 sqft",2178.0,Townhouse,1967,2 spaces,null,$249,"$492,926","$2,300/mo",https://www.zillow.com/homedetails/441-Hartnell-Pl-Sacramento-CA-95825/26109021_zpid/
Townhouse for sale,"$499,950","4744 Ben Ave Unit 6, Los Angeles, CA 91607",4744 Ben Ave UNIT 6,Los Angeles,CA,91607,34.157059,-118.393874,871,"10,341 sqft",10341.0,Townhouse,1986,4 spaces,null,$574,"$501,277","$2,500/mo",https://www.zillow.com/homedetails/4744-Ben-Ave-UNIT-6-Los-Angeles-CA-91607/20019862_zpid/
Townhouse for sale,"$541,000","16259 Sierra Ridge Way, Hacienda Heights, CA 91745",16259 Sierra Ridge Way,Hacienda Heights,CA,91745,33.983484,-117.957637,"1,452","1,542 sqft",1542.0,Townhouse,1977,2 spaces,null,$373,"$541,335","$2,500/mo",https://www.zillow.com/homedetails/16259-Sierra-Ridge-Way-Hacienda-Heights-CA-91745/21469741_zpid/
Townhouse for sale,"$609,000","4919 Lazio Way, Oak Park, CA 91377",4919 Lazio Way,Oak Park,CA,91377,34.17662,-118.783499,"1,240","1,241 sqft",1241.0,Townhouse,1993,2 spaces,null,$491,"$609,000","$3,150/mo",https://www.zillow.com/homedetails/4919-Lazio-Way-Oak-Park-CA-91377/16495271_zpid/
Townhouse for sale,"$459,000","870 S 46th St, Richmond, CA 94804",870 S 46th St,Richmond,CA,94804,37.91956,-122.327358,"1,159","2,596 sqft",2596.0,Townhouse,1972,2 spaces,null,$396,null,null,https://www.zillow.com/homedetails/870-S-46th-St-Richmond-CA-94804/18532787_zpid/
Townhouse for sale,"$1,095,000","1011 Freedom Ct, Del Mar, CA 92014",1011 Freedom Ct,Del Mar,CA,92014,32.98453,-117.252763,"1,688",4.64 Acres,202118.4,Townhouse,1986,4 spaces,null,$649,"$1,095,005","$3,995/mo",https://www.zillow.com/homedetails/1011-Freedom-Ct-Del-Mar-CA-92014/16760615_zpid/
Townhouse for sale,"$489,000","601 Magnolia Way, La Habra, CA 90631",601 Magnolia Way,La Habra,CA,90631,33.926855,-117.96501,"1,476","2,121 sqft",2121.0,Townhouse,1974,2 spaces,null,$331,"$494,008","$2,600/mo",https://www.zillow.com/homedetails/601-Magnolia-Way-La-Habra-CA-90631/25103446_zpid/
For sale by owner,"$590,000","557 E San Jose Ave Apt 7, Burbank, CA 91501",557 E San Jose Ave APT 7,Burbank,CA,91501,34.188232,-118.308387,"1,125","7,318 sqft",7318.0,Townhouse,1980,2 spaces,null,$524,"$593,947","$2,700/mo",https://www.zillow.com/homedetails/557-E-San-Jose-Ave-APT-7-Burbank-CA-91501/20053900_zpid/
Townhouse for sale,"$1,049,000","5113 Huck Finn Ln, Culver City, CA 90230",5113 Huck Finn Ln,Culver City,CA,90230,34.007933,-118.388217,"1,743","1,254 sqft",1254.0,Townhouse,1973,2 spaces,null,$602,"$1,076,734","$4,000/mo",https://www.zillow.com/homedetails/5113-Huck-Finn-Ln-Culver-City-CA-90230/20488532_zpid/
Townhouse for sale,"$1,050,000","1301 Palisades Dr, Pacific Palisades, CA 90272",1301 Palisades Dr,Pacific Palisades,CA,90272,34.069867,-118.561971,"1,575",3.14 Acres,136778.4,Townhouse,1973,2 spaces,null,$667,"$1,138,502","$4,500/mo",https://www.zillow.com/homedetails/1301-Palisades-Dr-Pacific-Palisades-CA-90272/20547550_zpid/
Townhouse for sale,"$699,000","2133 Chatsworth Blvd Apt 203, San Diego, CA 92107",2133 Chatsworth Blvd APT 203,San Diego,CA,92107,32.738557,-117.228761,"1,550","7,792 sqft",7792.0,Townhouse,1982,4 spaces,null,$451,"$703,465","$3,250/mo",https://www.zillow.com/homedetails/2133-Chatsworth-Blvd-APT-203-San-Diego-CA-92107/16965072_zpid/
Townhouse for sale,"$589,900","7541 Jerez Ct, Carlsbad, CA 92009",7541 Jerez Ct,Carlsbad,CA,92009,33.086176,-117.247989,"1,564",0.38 Acres,16552.8,Townhouse,1976,2 spaces,null,$377,"$580,407","$2,800/mo",https://www.zillow.com/homedetails/7541-Jerez-Ct-Carlsbad-CA-92009/16660864_zpid/
Townhouse for sale,"$1,069,000","1427 12th St Apt 1, Manhattan Beach, CA 90266",1427 12th St APT 1,Manhattan Beach,CA,90266,33.888344,-118.388836,"1,335","7,501 sqft",7501.0,Townhouse,1984,2 spaces,null,$801,"$1,074,944","$3,500/mo",https://www.zillow.com/homedetails/1427-12th-St-APT-1-Manhattan-Beach-CA-90266/20414468_zpid/
Townhouse for sale,"$1,899,900","636 Vincent Park #a, Redondo Beach, CA 90277",636 Vincent Park #A,Redondo Beach,CA,90277,33.843502,-118.383641,"2,394","6,037 sqft",6037.0,Townhouse,2019,2 spaces,null,$794,"$1,915,894","$3,200/mo",https://www.zillow.com/homedetails/636-Vincent-Park-A-Redondo-Beach-CA-90277/21318423_zpid/
Townhouse for sale,"$819,000","6539 Caminito Kittansett, La Jolla, CA 92037",6539 Caminito Kittansett,La Jolla,CA,92037,32.835343,-117.245865,"1,620",4.54 Acres,197762.4,Townhouse,1980,2 spaces,null,$506,"$819,005","$3,600/mo",https://www.zillow.com/homedetails/6539-Caminito-Kittansett-La-Jolla-CA-92037/16852368_zpid/
Townhouse for sale,"$698,000","606 Miles Ct, Pleasant Hill, CA 94523",606 Miles Ct,Pleasant Hill,CA,94523,37.966919,-122.090031,"1,598","1,319 sqft",1319.0,Townhouse,1988,2 spaces,null,$437,null,null,https://www.zillow.com/homedetails/606-Miles-Ct-Pleasant-Hill-CA-94523/18395346_zpid/
Townhouse for sale,"$630,000","8856 Sutter Cir Unit 523c, Huntington Beach, CA 92646",8856 Sutter Cir UNIT 523C,Huntington Beach,CA,92646,33.66238,-117.97443,"1,072","5,488 sqft",5488.0,Townhouse,1977,6 spaces,null,$588,"$639,223","$2,585/mo",https://www.zillow.com/homedetails/8856-Sutter-Cir-UNIT-523C-Huntington-Beach-CA-92646/2091413871_zpid/
Townhouse for sale,"$650,000","3001 Kaiser Dr Unit B, Santa Clara, CA 95051",3001 Kaiser Dr UNIT B,Santa Clara,CA,95051,37.342077,-121.981001,992,453 sqft,453.0,Townhouse,1971,1 space,null,$655,"$660,635","$2,600/mo",https://www.zillow.com/homedetails/3001-Kaiser-Dr-UNIT-B-Santa-Clara-CA-95051/19597060_zpid/
Townhouse for sale,"$500,000","11434 Gettysburg Dr #2, Norwalk, CA 90650",11434 Gettysburg Dr #2,Norwalk,CA,90650,33.918324,-118.08994,"1,523",2.64 Acres,114998.4,Townhouse,1983,2 spaces,null,$328,"$502,725","$2,500/mo",https://www.zillow.com/homedetails/11434-Gettysburg-Dr-2-Norwalk-CA-90650/21374889_zpid/
Townhouse for sale,"$850,000","4 Montanas Sud #58, Irvine, CA 92612",4 Montanas Sud #58,Irvine,CA,92612,33.657945,-117.83116,"2,004","1,600 sqft",1600.0,Townhouse,1974,3 spaces,null,$424,"$836,482","$3,400/mo",https://www.zillow.com/homedetails/4-Montanas-Sud-58-Irvine-CA-92612/25704363_zpid/
Townhouse for sale,"$549,000","2347 Caringa Way Unit 1, Carlsbad, CA 92009",2347 Caringa Way UNIT 1,Carlsbad,CA,92009,33.09458,-117.258305,"1,352",5 Acres,217800.0,Townhouse,1975,2 spaces,null,$406,"$574,979","$2,595/mo",https://www.zillow.com/homedetails/2347-Caringa-Way-UNIT-1-Carlsbad-CA-92009/16655565_zpid/
Townhouse for sale,"$459,000","34725 Alvarado Niles Rd Apt 2, Union City, CA 94587",34725 Alvarado Niles Rd APT 2,Union City,CA,94587,37.585931,-122.018074,903,"7,474 sqft",7474.0,Townhouse,1972,No Data,null,$508,"$471,519","$2,350/mo",https://www.zillow.com/homedetails/34725-Alvarado-Niles-Rd-APT-2-Union-City-CA-94587/2090540151_zpid/
