Bath,Bed,City,Full_address,HOA,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Parking,Price,Rent_zestimate,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
2,3,Lancaster,"5754 Columbia Way, Lancaster, CA 93536",null,Single Family,https://www.zillow.com/homedetails/5754-Columbia-Way-Lancaster-CA-93536/20276379_zpid/,House for sale,0.29 acres,12632.4,No Data,"$329,900","$2,195/mo","1,242",CA,5754 Columbia Way,1974,"$329,729",$266,93536
3,3,AppleValley,"16360 Tao Rd, Apple Valley, CA 92307",null,Single Family,https://www.zillow.com/homedetails/16360-Tao-Rd-Apple-Valley-CA-92307/17475513_zpid/,House for sale,0.67 acres,29185.2,2 spaces,"$350,000","$1,846/mo","2,234",CA,16360 Tao Rd,1985,"$350,000",$157,92307
2,4,Atwater,"721 Green Sands Ave, Atwater, CA 95301",None,Single Family,https://www.zillow.com/homedetails/721-Green-Sands-Ave-Atwater-CA-95301/19156346_zpid/,House for sale,1.38 acres,60112.8,2 spaces,"$275,000","$1,500/mo","1,558",CA,721 Green Sands Ave,1999,"$269,718",$177,95301
4,4,ElDoradoHills,"5101 Thalia Dr, El Dorado Hills, CA 95762",$95/month,Single Family,https://www.zillow.com/homedetails/5101-Thalia-Dr-El-Dorado-Hills-CA-95762/69236399_zpid/,House for sale,0.72 acres,31363.2,3 spaces,"$875,000","$3,391/mo","3,036",CA,5101 Thalia Dr,2004,"$874,715",$288,95762
6,5,Carmel,"166 Spindrift Rd, Carmel, CA 93923",null,Single Family,https://www.zillow.com/homedetails/166-Spindrift-Rd-Carmel-CA-93923/19379212_zpid/,House for sale,1.43 acres,62290.8,2 spaces,"$24,000,000","$50,672/mo","6,432",CA,166 Spindrift Rd,1997,"$21,181,492","$3,731",93923
3,5,ElkGrove,"8831 Staplehurst Way, Elk Grove, CA 95624",None,Single Family,https://www.zillow.com/homedetails/8831-Staplehurst-Way-Elk-Grove-CA-95624/61330219_zpid/,House for sale,0.32 acres,13939.2,3 spaces,"$775,000","$3,059/mo","4,192",CA,8831 Staplehurst Way,2004,"$791,825",$185,95624
6,5,LosAngeles,"2103 Linda Flora Dr, Los Angeles, CA",None,Single Family,https://www.zillow.com/homedetails/2103-Linda-Flora-Dr-Los-Angeles-CA-90077/20530052_zpid/,New construction,0.41 acres,17859.6,2 spaces,"$8,995,000","$14,435/mo","6,550",CA,2103 Linda Flora Dr,2020,"$8,529,561","$1,373",null
2,2,DesertHotSprings,"67684 San Tomas St, Desert Hot Springs, CA 92240",null,Single Family,https://www.zillow.com/homedetails/67684-San-Tomas-St-Desert-Hot-Springs-CA-92240/18112821_zpid/,For sale by owner,"9,583 sqft",9583.0,6 spaces,"$175,000","$1,600/mo","1,040",CA,67684 San Tomas St,1956,"$155,837",$168,92240
3,4,Fontana,"15674 N Peak Ln, Fontana, CA 92336",$98/month,Single Family,https://www.zillow.com/homedetails/15674-N-Peak-Ln-Fontana-CA-92336/69006672_zpid/,House for sale,"9,465 sqft",9465.0,7 spaces,"$569,900","$2,800/mo","3,051",CA,15674 N Peak Ln,2005,"$551,291",$187,92336
3,3,LosAngeles,"3440 Troy Dr, Los Angeles, CA 90068",null,Single Family,https://www.zillow.com/homedetails/3440-Troy-Dr-Los-Angeles-CA-90068/20805121_zpid/,House for sale,"9,195 sqft",9195.0,6 spaces,"$1,450,000","$4,936/mo","3,234",CA,3440 Troy Dr,1926,"$1,503,199",$448,90068
2,3,CitrusHeights,"5409 Wildwood Way, Citrus Heights, CA 95610",null,Single Family,https://www.zillow.com/homedetails/5409-Wildwood-Way-Citrus-Heights-CA-95610/26031953_zpid/,House for sale,"9,147 sqft",9147.0,2 spaces,"$315,000","$1,900/mo","1,483",CA,5409 Wildwood Way,1960,"$322,989",$212,95610
2,4,PasoRobles,"1010 Samantha Dr, Paso Robles, CA 93446",None,Single Family,https://www.zillow.com/homedetails/1010-Samantha-Dr-Paso-Robles-CA-93446/15399558_zpid/,House for sale,"6,969 sqft",6969.0,2 spaces,"$449,500","$2,300/mo","1,581",CA,1010 Samantha Dr,1980,"$449,500",$284,93446
3,3,SanBernardino,"1895 W 13th St, San Bernardino, CA 92411",None,Single Family,https://www.zillow.com/homedetails/1895-W-13th-St-San-Bernardino-CA-92411/17230678_zpid/,House for sale,"7,487 sqft",7487.0,2 spaces,"$229,000","$2,100/mo","1,621",CA,1895 W 13th St,1987,"$213,664",$141,92411
3,3,Cottonwood,"19375 Gas Point Rd, Cottonwood, CA 96022",None,Single Family,https://www.zillow.com/homedetails/19375-Gas-Point-Rd-Cottonwood-CA-96022/15248524_zpid/,House for sale,4.12 acres,179467.2,3 spaces,"$419,000","$1,979/mo","2,052",CA,19375 Gas Point Rd,2002,"$410,067",$204,96022
2,3,Palmdale,"38609 11th St E, Palmdale, CA 93550",null,Single Family,https://www.zillow.com/homedetails/38609-11th-St-E-Palmdale-CA-93550/20249460_zpid/,House for sale,"9,147 sqft",9147.0,1 space,"$294,990","$1,995/mo","1,590",CA,38609 11th St E,1948,"$294,992",$186,93550
2,2,SanMarcos,"1759 Calle Del Arroyo, San Marcos, CA 92078",$340/month,Single Family,https://www.zillow.com/homedetails/1759-Calle-Del-Arroyo-San-Marcos-CA-92078/16671597_zpid/,House for sale,8.98 acres,391168.8,4 spaces,"$565,900","$2,500/mo","1,306",CA,1759 Calle Del Arroyo,1978,"$565,904",$433,92078
2,3,CaliforniaCity,"9725 Peach Ave, California City, CA 93505",null,Single Family,https://www.zillow.com/homedetails/9725-Peach-Ave-California-City-CA-93505/18962339_zpid/,House for sale,"10,018 sqft",10018.0,2 spaces,"$104,000","$1,200/mo","1,348",CA,9725 Peach Ave,1991,"$104,000",$77,93505
2,3,Oakhurst,"49505 Meadowwood Rd, Oakhurst, CA 93644",null,Single Family,https://www.zillow.com/homedetails/49505-Meadowwood-Rd-Oakhurst-CA-93644/19149512_zpid/,House for sale,3.3 acres,143748.0,2 spaces,"$340,000","$1,700/mo","1,778",CA,49505 Meadowwood Rd,1984,"$323,916",$191,93644
2,3,Atascadero,"8961 Palomar Ave, Atascadero, CA 93422",null,Single Family,https://www.zillow.com/homedetails/8961-Palomar-Ave-Atascadero-CA-93422/15414841_zpid/,House for sale,"9,766 sqft",9766.0,1 space,"$439,000","$2,175/mo","1,085",CA,8961 Palomar Ave,1972,"$439,002",$405,93422
2,4,Glendale,"3632 Santa Carlotta St, Glendale, CA 91214",null,Single Family,https://www.zillow.com/homedetails/3632-Santa-Carlotta-St-Glendale-CA-91214/20814542_zpid/,House for sale,"7,797 sqft",7797.0,3 spaces,"$900,000","$3,495/mo","1,772",CA,3632 Santa Carlotta St,1963,"$907,637",$508,91214
2,3,Menifee,"27010 Pinehurst Rd, Menifee, CA 92586",$31/month,Single Family,https://www.zillow.com/homedetails/27010-Pinehurst-Rd-Menifee-CA-92586/17914699_zpid/,House for sale,"7,840 sqft",7840.0,2 spaces,"$260,000","$1,650/mo","1,308",CA,27010 Pinehurst Rd,1964,"$260,000",$199,92586
3,5,QuartzHill,"41404 Yancey Ln, Quartz Hill, CA 93536",null,Single Family,https://www.zillow.com/homedetails/41404-Yancey-Ln-Quartz-Hill-CA-93536/20277683_zpid/,House for sale,"9,147 sqft",9147.0,2 spaces,"$499,990","$2,700/mo","3,098",CA,41404 Yancey Ln,1990,"$500,215",$161,93536
3,3,Pomona,"910 W 11th St, Pomona, CA 91766",None,Single Family,https://www.zillow.com/homedetails/910-W-11th-St-Pomona-CA-91766/21514870_zpid/,House for sale,"5,675 sqft",5675.0,2 spaces,"$468,000","$2,500/mo","1,653",CA,910 W 11th St,1991,"$474,756",$283,91766
4,4,Sacramento,"641 34th St, Sacramento, CA 95816",None,Single Family,https://www.zillow.com/homedetails/641-34th-St-Sacramento-CA-95816/25781075_zpid/,House for sale,"6,738 sqft",6738.0,1 space,"$1,795,000","$7,453/mo","3,671",CA,641 34th St,2015,"$1,777,200",$489,95816
3,3,DesertHotSprings,"11818 Morning Star Dr, Desert Hot Springs, CA 92240",$110/month,Single Family,https://www.zillow.com/homedetails/11818-Morning-Star-Dr-Desert-Hot-Springs-CA-92240/79832065_zpid/,House for sale,"6,534 sqft",6534.0,2 spaces,"$273,000","$1,950/mo","2,009",CA,11818 Morning Star Dr,2006,"$266,395",$136,92240
2,4,OakHills,"12525 Mission St, Oak Hills, CA 92344",None,Single Family,https://www.zillow.com/homedetails/12525-Mission-St-Oak-Hills-CA-92344/17625915_zpid/,House for sale,2.01 acres,87555.6,3 spaces,"$388,800","$2,150/mo","2,114",CA,12525 Mission St,1995,"$387,249",$184,92344
