Bath,Bed,City,Full_address,HOA,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Parking,Price,Rent_zestimate,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
2,2,LagunaWoods,"3272 San Amadeo UNIT C, Laguna Woods, CA 92637",$658/month,Condo,https://www.zillow.com/homedetails/3272-San-Amadeo-UNIT-C-Laguna-Woods-CA-92637/25688107_zpid/,Condo for sale,null,null,Carport,"$299,000","$2,250/mo","1,145",CA,3272 San Amadeo UNIT C,1973,"$299,000",$261,92637
1,2,Somerset,"8150 Fairplay Rd, Somerset, CA 95684",None,Condo,https://www.zillow.com/homedetails/8150-Fairplay-Rd-Somerset-CA-95684/18608984_zpid/,Condo for sale,null,null,2 spaces,"$139,500","$1,500/mo","1,016",CA,8150 Fairplay Rd,1956,"$293,905",$137,95684
2,2,SanFrancisco,"222 Parnassus Ave APT B, San Francisco, CA 94117",$455/month,Condo,https://www.zillow.com/homedetails/222-Parnassus-Ave-APT-B-San-Francisco-CA-94117/15087977_zpid/,Condo for sale,null,null,1 space,"$999,999","$4,300/mo","1,126",CA,222 Parnassus Ave APT B,1982,"$1,085,644",$888,94117
1,1,Sacramento,"4200 E Commerce Way UNIT 613, Sacramento, CA 95834",$367/month,Condo,https://www.zillow.com/homedetails/4200-E-Commerce-Way-UNIT-613-Sacramento-CA-95834/64744364_zpid/,Condo for sale,null,null,1 space,"$175,000","$1,295/mo",667,CA,4200 E Commerce Way UNIT 613,2004,"$176,225",$262,95834
2,2,LaHabra,"1239 Cheltenham Ln, La Habra, CA 90631",$275/month,Condo,https://www.zillow.com/homedetails/1239-Cheltenham-Ln-La-Habra-CA-90631/25358373_zpid/,Condo for sale,null,null,2 spaces,"$435,000","$2,100/mo","1,082",CA,1239 Cheltenham Ln,1976,"$436,227",$402,90631
2,2,SantaAna,"3720 S Bear St UNIT E, Santa Ana, CA 92704",null,null,https://www.zillow.com/homedetails/3720-S-Bear-St-UNIT-E-Santa-Ana-CA-92704/2080790100_zpid/,Condo for sale,null,null,null,"$310,000",null,"1,284",CA,3720 S Bear St UNIT E,null,null,null,92704
3,2,SanLuisObispo,"1273 Manzanita Way, San Luis Obispo, CA 93401",$280/month,Condo,https://www.zillow.com/homedetails/1273-Manzanita-Way-San-Luis-Obispo-CA-93401/15429836_zpid/,Condo for sale,null,null,2 spaces,"$565,000","$2,800/mo","1,311",CA,1273 Manzanita Way,1996,"$592,051",$431,93401
3,2,SanJuanCapistrano,"27851 Paseo Del Sol, San Juan Capistrano, CA 92675",$423/month,Condo,https://www.zillow.com/homedetails/27851-Paseo-Del-Sol-San-Juan-Capistrano-CA-92675/25711075_zpid/,Condo for sale,null,null,2 spaces,"$599,000","$2,800/mo","1,265",CA,27851 Paseo Del Sol,1992,"$555,933",$474,92675
1,1,SanDiego,"3841 Basilone St UNIT 1, San Diego, CA 92110",$465/month,Condo,https://www.zillow.com/homedetails/3841-Basilone-St-UNIT-1-San-Diego-CA-92110/16950127_zpid/,Condo for sale,null,null,1 space,"$319,950","$2,200/mo",877,CA,3841 Basilone St UNIT 1,1964,"$320,698",$365,92110
3,4,Orange,"401 N Cotswolds Ln UNIT D, Orange, CA 92869",$250/month,Condo,https://www.zillow.com/homedetails/401-N-Cotswolds-Ln-UNIT-D-Orange-CA-92869/51675855_zpid/,Condo for sale,null,null,2 spaces,"$625,000","$3,250/mo","1,802",CA,401 N Cotswolds Ln UNIT D,1999,"$640,291",$347,92869
