Bath,Bed,City,Full_address,HOA,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Parking,Price,Rent_zestimate,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,3,SolaraatSkyline,"Residence 1538 Plan, Solara at Skyline",null,Townhouse,https://www.zillow.com/community/solara-at-skyline/2082357013_zpid/,New construction,No Data,null,2 spaces,"$545,900+",null,"1,538",null,Residence 1538 Plan,2020,null,$355,null
3,2,SoHayFront,"Plan 4 WLH Plan, SoHay Front",null,Townhouse,https://www.zillow.com/community/sohay-front/2081115940_zpid/,New construction,No Data,null,2 spaces,"$617,990+",null,"1,304",null,Plan 4 WLH Plan,2020,null,$474,null
4,3,MDL,"Plan E1 Plan, MDL",null,Townhouse,https://www.zillow.com/community/mdl/2082824237_zpid/,New construction,No Data,null,2 spaces,"$854,999+",null,"1,991",null,Plan E1 Plan,2020,null,$429,null
3,2,SilveroakatIronRidge,"Plan One Plan, Silveroak at IronRidge",null,Townhouse,https://www.zillow.com/community/silveroak-at-ironridge/2081149905_zpid/,New construction,No Data,null,2 spaces,"$585,000+",null,"1,311",null,Plan One Plan,2020,null,$446,null
3,3,Sacramento,"3074 Fossil Trail Walk, Sacramento, CA",$250/month,Townhouse,https://www.zillow.com/homedetails/3074-Fossil-Trail-Walk-Sacramento-CA-95833/300347015_zpid/,New construction,"1,441 sqft",1441.0,2 spaces,"$405,371",null,"1,656",CA,3074 Fossil Trail Walk,No Data,null,$245,null
3,3,Mystique,"Plan 3 Plan, Mystique",$295/month,Townhouse,https://www.zillow.com/community/mystique/2081448038_zpid/,New construction,No Data,null,2 spaces,"$348,990+",null,"1,697",null,Plan 3 Plan,2020,null,$206,null
3,3,SouthLakeTahoe,"1053 William Ave, South Lake Tahoe, CA 96150",null,Townhouse,https://www.zillow.com/homedetails/1053-William-Ave-South-Lake-Tahoe-CA-96150/2108835626_zpid/,Townhouse for sale,871 sqft,871.0,1 space,"$449,900","$2,500/mo","1,765",CA,1053 William Ave,2014,"$438,238",$255,96150
3,3,WilshireatBoulevard,"Residence 2B Plan, Wilshire at Boulevard",null,Townhouse,https://www.zillow.com/community/wilshire-at-boulevard/2081344555_zpid/,New construction,No Data,null,2 spaces,"$903,990+",null,"1,778",null,Residence 2B Plan,2020,null,$508,null
3,3,SanDiego,"3680 Ruette De Vl, San Diego, CA 92130",$350/month,Townhouse,https://www.zillow.com/homedetails/3680-Ruette-De-Vl-San-Diego-CA-92130/16777127_zpid/,Townhouse for sale,4.33 acres,188614.8,2 spaces,"$838,000","$3,400/mo","1,532",CA,3680 Ruette De Vl,1993,"$841,045",$547,92130
2,2,SkyhausatRanchoTesoro,"Plan 4 Plan, Skyhaus at Rancho Tesoro",null,Townhouse,https://www.zillow.com/community/skyhaus-at-rancho-tesoro/2082239169_zpid/,New construction,No Data,null,2 spaces,"$488,900+",null,"1,251",null,Plan 4 Plan,2020,null,$391,null
