Bath,Bed,City,Full_address,HOA,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Parking,Price,Rent_zestimate,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,3,SanJose,"4166 Horizon Ct, San Jose, CA 95148",$138/month,Multi Family,https://www.zillow.com/homedetails/4166-Horizon-Ct-San-Jose-CA-95148/61323269_zpid/,Foreclosure,null,null,2 spaces,"$1,461,263","$3,500/mo","2,159",CA,4166 Horizon Ct,2005,"$1,570,647",$677,95148
4,5,LosAngeles,"10518 Wilmington Ave, Los Angeles, CA 90002",null,Multi Family,https://www.zillow.com/homedetails/10518-Wilmington-Ave-Los-Angeles-CA-90002/20967356_zpid/,Apartment for sale,null,null,No Data,"$560,000","$2,450/mo","1,495",CA,10518 Wilmington Ave,1925,"$560,034",$375,90002
3,5,Gardena,"1650 W 145th St, Gardena, CA 90247",null,Multi Family,https://www.zillow.com/homedetails/1650-W-145th-St-Gardena-CA-90247/20979417_zpid/,Apartment for sale,null,null,2 spaces,"$669,000","$2,695/mo","2,096",CA,1650 W 145th St,1956,"$675,043",$319,90247
3,3,SanDiego,"4117 33rd St, San Diego, CA 92104",None,Multi Family,https://www.zillow.com/homedetails/4117-33rd-St-San-Diego-CA-92104/16959763_zpid/,Apartment for sale,null,null,1 space,"$699,000","$2,995/mo","1,493",CA,4117 33rd St,1950,"$704,252",$468,92104
2,4,LosAngeles,"3421 Descanso Dr, Los Angeles, CA 90026",null,Multi Family,https://www.zillow.com/homedetails/3421-Descanso-Dr-Los-Angeles-CA-90026/20745971_zpid/,Apartment for sale,null,null,2 spaces,"$1,490,000","$3,400/mo","2,588",CA,3421 Descanso Dr,1922,"$1,490,351",$576,90026
2,3,Escondido,"1801 Esquire Gln, Escondido, CA 92029",$220/month,Multi Family,https://www.zillow.com/homedetails/1801-Esquire-Gln-Escondido-CA-92029/52509031_zpid/,Apartment for sale,null,null,2 spaces,"$499,000","$2,650/mo","1,482",CA,1801 Esquire Gln,1979,"$499,238",$337,92029
--,6,Sacramento,"3291 Rockhampton Dr, Sacramento, CA 95833",None,Multi Family,https://www.zillow.com/homedetails/3291-Rockhampton-Dr-Sacramento-CA-95833/96051571_zpid/,Apartment for sale,null,null,4 spaces,"$609,999",null,"1,652",CA,3291 Rockhampton Dr,2020,null,$369,95833
4,8,Norwalk,"11934 Rosecrans Ave, Norwalk, CA 90650",null,Multi Family,https://www.zillow.com/homedetails/11934-Rosecrans-Ave-Norwalk-CA-90650/95686516_zpid/,Apartment for sale,null,null,4 spaces,"$1,300,000","$2,150/mo","3,360",CA,11934 Rosecrans Ave,1952,"$1,290,676",$387,90650
3,4,LosAngeles,"148 W 47th St, Los Angeles, CA 90037",None,Multi Family,https://www.zillow.com/homedetails/148-W-47th-St-Los-Angeles-CA-90037/20617427_zpid/,Apartment for sale,null,null,1 space,"$499,900","$2,550/mo","2,036",CA,148 W 47th St,1922,"$507,258",$246,90037
--,5,Sacramento,"2169 Perkins Way, Sacramento, CA 95818",None,Multi Family,https://www.zillow.com/homedetails/2169-Perkins-Way-Sacramento-CA-95818/25797338_zpid/,Apartment for sale,null,null,No Data,"$695,000","$1,650/mo",--,CA,2169 Perkins Way,1949,"$702,461",No Data,95818
1,1,Downey,"7834 2nd St, Downey, CA 90241",null,Multi Family,https://www.zillow.com/homedetails/7834-2nd-St-Downey-CA-90241/250340947_zpid/,Apartment for sale,null,null,11 spaces,"$1,395,000","$2,500/mo","4,848",CA,7834 2nd St,1954,"$1,395,008",$288,90241
2,4,LosAngeles,"464 N Ezra St, Los Angeles, CA 90063",null,Multi Family,https://www.zillow.com/homedetails/464-N-Ezra-St-Los-Angeles-CA-90063/20631079_zpid/,Apartment for sale,null,null,2 spaces,"$499,000","$2,500/mo","1,562",CA,464 N Ezra St,1927,"$506,817",$319,90063
1,1,Oceano,"1311 S 4th St, Oceano, CA 93445",None,Multi Family,https://www.zillow.com/homedetails/1311-S-4th-St-Oceano-CA-93445/82956938_zpid/,Apartment for sale,null,null,4 spaces,"$399,000","$2,100/mo","1,025",CA,1311 S 4th St,1951,"$399,000",$389,93445
--,Studio,SanFrancisco,"335 27th Ave, San Francisco, CA 94121",null,Multi Family,https://www.zillow.com/homedetails/335-27th-Ave-San-Francisco-CA-94121/2080708383_zpid/,Apartment for sale,null,null,No Data,"$1,195,000",null,"1,994",CA,335 27th Ave,1907,null,$599,94121
6,6,Coalinga,"698 E Polk St, Coalinga, CA 93210",null,Multi Family,https://www.zillow.com/homedetails/698-E-Polk-St-Coalinga-CA-93210/2106437084_zpid/,Apartment for sale,null,null,No Data,"$139,900","$2,416/mo","1,690",CA,698 E Polk St,1945,"$129,899",$77,93210
3,Studio,Compton,"123 E Maple St, Compton, CA 90220",None,Multi Family,https://www.zillow.com/homedetails/123-E-Maple-St-Compton-CA-90220/21008014_zpid/,Apartment for sale,null,null,No Data,"$495,000","$1,825/mo",840,CA,123 E Maple St,1949,"$413,437",$589,90220
2,5,Brea,"333 S Walnut Ave, Brea, CA 92821",null,Multi Family,https://www.zillow.com/homedetails/333-S-Walnut-Ave-Brea-CA-92821/25351980_zpid/,Apartment for sale,null,null,6 spaces,"$799,000","$2,400/mo","2,360",CA,333 S Walnut Ave,1922,"$799,006",$339,92821
4,6,Reseda,"18607 18605 Victory Blvd, Reseda, CA 91335",None,Multi Family,https://www.zillow.com/homedetails/18607-18605-Victory-Blvd-Reseda-CA-91335/2080838125_zpid/,Apartment for sale,null,null,No Data,"$939,900",null,"2,520",CA,18607 18605 Victory Blvd,1951,null,$373,91335
4,4,SanFrancisco,"1865 1869 Union St, San Francisco, CA 94123",null,Multi Family,https://www.zillow.com/homedetails/1865-1869-Union-St-San-Francisco-CA-94123/2081089988_zpid/,Apartment for sale,null,null,No Data,"$5,095,000",null,"5,300",CA,1865 1869 Union St,1900,null,$961,94123
1,1,Oceano,"1311 S 4th St, Oceano, CA 93445",None,Multi Family,https://www.zillow.com/homedetails/1311-S-4th-St-Oceano-CA-93445/82956938_zpid/,Apartment for sale,null,null,4 spaces,"$399,000","$2,100/mo","1,025",CA,1311 S 4th St,1951,"$399,000",$389,93445
2,2,ElMonte,"10727 Amador St, El Monte, CA 91731",null,Multi Family,https://www.zillow.com/homedetails/10727-Amador-St-El-Monte-CA-91731/21613971_zpid/,Apartment for sale,null,null,2 spaces,"$450,000","$1,995/mo",960,CA,10727 Amador St,1950,"$458,000",$469,91731
2,5,Brea,"333 S Walnut Ave, Brea, CA 92821",null,Multi Family,https://www.zillow.com/homedetails/333-S-Walnut-Ave-Brea-CA-92821/25351980_zpid/,Apartment for sale,null,null,6 spaces,"$799,000","$2,400/mo","2,360",CA,333 S Walnut Ave,1922,"$799,006",$339,92821
--,Studio,Monterey,"845 Wave St, Monterey, CA 93940",null,Multi Family,https://www.zillow.com/homedetails/845-Wave-St-Monterey-CA-93940/136710478_zpid/,Apartment for sale,null,null,Attached Garage,"$2,595,000","$3,500/mo","2,998",CA,845 Wave St,1958,"$2,537,333",$866,93940
4,4,CulverCity,"4181 Commonwealth Ave, Culver City, CA 90232",null,Multi Family,https://www.zillow.com/homedetails/4181-Commonwealth-Ave-Culver-City-CA-90232/20436500_zpid/,Apartment for sale,null,null,3 spaces,"$1,449,000","$3,600/mo","2,037",CA,4181 Commonwealth Ave,1944,"$1,472,043",$711,90232
10,8,LosAngeles,"707 Crenshaw Blvd, Los Angeles, CA 90005",null,Multi Family,https://www.zillow.com/homedetails/707-Crenshaw-Blvd-Los-Angeles-CA-90005/2080284469_zpid/,Apartment for sale,null,null,5 spaces,"$2,250,000",null,"6,362",CA,707 Crenshaw Blvd,1940,null,$354,90005
4,5,Orange,"520 N Parker St, Orange, CA 92868",None,Multi Family,https://www.zillow.com/homedetails/520-N-Parker-St-Orange-CA-92868/25131055_zpid/,Apartment for sale,null,null,2 spaces,"$849,900","$2,500/mo","1,783",CA,520 N Parker St,1930,"$857,387",$477,92868
--,Studio,Bakersfield,"1514 Mount Vernon Ave, Bakersfield, CA 93306",null,Multi Family,https://www.zillow.com/homedetails/1514-Mount-Vernon-Ave-Bakersfield-CA-93306/18936109_zpid/,Apartment for sale,null,null,No Data,"$250,000",$800/mo,"2,146",CA,1514 Mount Vernon Ave,1970,"$249,998",$116,93306
--,Studio,SanFrancisco,"335 27th Ave, San Francisco, CA 94121",null,Multi Family,https://www.zillow.com/homedetails/335-27th-Ave-San-Francisco-CA-94121/2080708383_zpid/,Apartment for sale,null,null,No Data,"$1,195,000",null,"1,994",CA,335 27th Ave,1907,null,$599,94121
3,7,Ridgecrest,"209 W French Ave, Ridgecrest, CA 93555",null,Multi Family,https://www.zillow.com/homedetails/209-W-French-Ave-Ridgecrest-CA-93555/81862528_zpid/,Apartment for sale,null,null,No Data,"$235,000",$900/mo,"2,961",CA,209 W French Ave,1952,"$235,000",$79,93555
3,6,LosAngeles,"1927 E 111th St, Los Angeles, CA 90059",null,Multi Family,https://www.zillow.com/homedetails/1927-E-111th-St-Los-Angeles-CA-90059/20968042_zpid/,Foreclosure,null,null,3 spaces,"$409,900","$2,465/mo","2,253",CA,1927 E 111th St,1908,"$412,869",$182,90059
6,6,Coalinga,"698 E Polk St, Coalinga, CA 93210",null,Multi Family,https://www.zillow.com/homedetails/698-E-Polk-St-Coalinga-CA-93210/2106437084_zpid/,Apartment for sale,null,null,No Data,"$129,900","$2,416/mo","1,690",CA,698 E Polk St,1945,"$129,899",$77,93210
4,6,LosAngeles,"2625 W Avenue 35, Los Angeles, CA 90065",null,Multi Family,https://www.zillow.com/homedetails/2625-W-Avenue-35-Los-Angeles-CA-90065/20759000_zpid/,Apartment for sale,null,null,4 spaces,"$1,200,000","$2,400/mo","3,116",CA,2625 W Avenue 35,1954,"$1,219,465",$385,90065
7,11,SantaMonica,"724 Ashland Ave, Santa Monica, CA 90405",null,Multi Family,https://www.zillow.com/homedetails/724-Ashland-Ave-Santa-Monica-CA-90405/20483195_zpid/,Apartment for sale,null,null,8 spaces,"$3,500,000","$2,375/mo","3,898",CA,724 Ashland Ave,1956,"$3,493,826",$898,90405
2,4,LosAngeles,"3421 Descanso Dr, Los Angeles, CA 90026",null,Multi Family,https://www.zillow.com/homedetails/3421-Descanso-Dr-Los-Angeles-CA-90026/20745971_zpid/,Apartment for sale,null,null,2 spaces,"$1,490,000","$3,400/mo","2,588",CA,3421 Descanso Dr,1922,"$1,490,351",$576,90026
4,6,Reseda,"18607 18605 Victory Blvd, Reseda, CA 91335",None,Multi Family,https://www.zillow.com/homedetails/18607-18605-Victory-Blvd-Reseda-CA-91335/2080838125_zpid/,Apartment for sale,null,null,No Data,"$939,900",null,"2,520",CA,18607 18605 Victory Blvd,1951,null,$373,91335
4,8,MorenoValley,"15427 Sheila St, Moreno Valley, CA 92551",None,Multi Family,https://www.zillow.com/homedetails/15427-Sheila-St-Moreno-Valley-CA-92551/2109593851_zpid/,Apartment for sale,null,null,4 spaces,"$635,000","$1,200/mo","3,648",CA,15427 Sheila St,1970,"$635,001",$174,92551
28,15,LosAngeles,"532 W Vernon Ave, Los Angeles, CA 90037",null,Multi Family,https://www.zillow.com/homedetails/532-W-Vernon-Ave-Los-Angeles-CA-90037/20571893_zpid/,Apartment for sale,null,null,15 spaces,"$1,495,000","$2,950/mo","22,000",CA,532 W Vernon Ave,2020,"$1,477,359",$68,90037
13,13,LosAngeles,"1540 N Formosa Ave, Los Angeles, CA 90046",null,Multi Family,https://www.zillow.com/homedetails/1540-N-Formosa-Ave-Los-Angeles-CA-90046/2091986346_zpid/,Apartment for sale,null,null,10 spaces,"$3,750,000","$1,795/mo","8,198",CA,1540 N Formosa Ave,1963,"$3,637,375",$457,90046
--,Studio,NorthHighlands,"5948 Gilman Way, North Highlands, CA 95660",null,Multi Family,https://www.zillow.com/homedetails/5948-Gilman-Way-North-Highlands-CA-95660/25994193_zpid/,Apartment for sale,null,null,No Data,"$349,000","$1,495/mo","2,000",CA,5948 Gilman Way,1979,"$312,579",$174,95660
4,4,Inglewood,"8412 Byrd Ave, Inglewood, CA 90305",None,Multi Family,https://www.zillow.com/homedetails/8412-Byrd-Ave-Inglewood-CA-90305/20329630_zpid/,Apartment for sale,null,null,3 spaces,"$1,119,000",null,"3,062",CA,8412 Byrd Ave,1936,null,$365,90305
--,5,Cutler,"12767 2nd Dr, Cutler, CA 93615",null,Multi Family,https://www.zillow.com/homedetails/12767-2nd-Dr-Cutler-CA-93615/16221624_zpid/,Apartment for sale,null,null,No Data,"$200,000","$1,250/mo","1,776",CA,12767 2nd Dr,1921,"$194,481",$113,93615
2,2,LosAngeles,"1617 5th Ave, Los Angeles, CA 90019",null,Multi Family,https://www.zillow.com/homedetails/1617-5th-Ave-Los-Angeles-CA-90019/20602388_zpid/,Apartment for sale,null,null,4 spaces,"$875,000","$3,250/mo","1,732",CA,1617 5th Ave,1922,"$900,391",$505,90019
4,5,Barstow,"27743 Panamint Rd, Barstow, CA 92311",null,Multi Family,https://www.zillow.com/homedetails/27743-Panamint-Rd-Barstow-CA-92311/17453758_zpid/,Apartment for sale,null,null,2 spaces,"$255,000","$1,200/mo","2,572",CA,27743 Panamint Rd,1962,"$250,131",$99,92311
4,8,MorenoValley,"15452 Perris Blvd, Moreno Valley, CA 92551",None,Multi Family,https://www.zillow.com/homedetails/15452-Perris-Blvd-Moreno-Valley-CA-92551/2089324035_zpid/,Apartment for sale,null,null,2 spaces,"$750,000","$1,725/mo",1,CA,15452 Perris Blvd,1970,"$749,511","$750,000",92551
3,4,LongBeach,"5586 E Ocean Blvd, Long Beach, CA 90803",None,Multi Family,https://www.zillow.com/homedetails/5586-E-Ocean-Blvd-Long-Beach-CA-90803/21217358_zpid/,Apartment for sale,null,null,1 space,"$1,299,000","$3,495/mo","2,022",CA,5586 E Ocean Blvd,1946,"$1,299,002",$642,90803
4,7,BellGardens,"6558 Suva St, Bell Gardens, CA 90201",null,Multi Family,https://www.zillow.com/homedetails/6558-Suva-St-Bell-Gardens-CA-90201/21089850_zpid/,Apartment for sale,null,null,9 spaces,"$890,000","$1,995/mo","3,023",CA,6558 Suva St,1945,"$890,007",$294,90201
5,6,MidwayCity,"14931 Monroe St, Midway City, CA 92655",None,Multi Family,https://www.zillow.com/homedetails/14931-Monroe-St-Midway-City-CA-92655/25182531_zpid/,Apartment for sale,null,null,4 spaces,"$899,900","$3,500/mo","2,522",CA,14931 Monroe St,1956,"$899,907",$357,92655
2,4,Alhambra,"821 S Olive Ave, Alhambra, CA 91803",None,Multi Family,https://www.zillow.com/homedetails/821-S-Olive-Ave-Alhambra-CA-91803/20712313_zpid/,Apartment for sale,null,null,2 spaces,"$899,000","$2,500/mo","1,364",CA,821 S Olive Ave,1954,"$940,473",$659,91803
4,5,LosAngeles,"10518 Wilmington Ave, Los Angeles, CA 90002",null,Multi Family,https://www.zillow.com/homedetails/10518-Wilmington-Ave-Los-Angeles-CA-90002/20967356_zpid/,Apartment for sale,null,null,No Data,"$560,000","$2,450/mo","1,495",CA,10518 Wilmington Ave,1925,"$560,034",$375,90002
4,5,DesertHotSprings,"13998 Caliente Dr, Desert Hot Springs, CA 92240",null,Multi Family,https://www.zillow.com/homedetails/13998-Caliente-Dr-Desert-Hot-Springs-CA-92240/2080438644_zpid/,Apartment for sale,null,null,4 spaces,"$314,900",null,"2,339",CA,13998 Caliente Dr,1990,null,$135,92240
--,Studio,SouthLakeTahoe,"3830 Forest Ave #A, South Lake Tahoe, CA 96150",null,Multi Family,https://www.zillow.com/homedetails/3830-Forest-Ave-A-South-Lake-Tahoe-CA-96150/2080352334_zpid/,Apartment for sale,null,null,2 spaces,"$439,000",null,"1,568",CA,3830 Forest Ave #A,1973,null,$280,96150
15,16,LosAngeles,"11902 Gorham Ave, Los Angeles, CA 90049",null,Multi Family,https://www.zillow.com/homedetails/11902-Gorham-Ave-Los-Angeles-CA-90049/2092813795_zpid/,Apartment for sale,null,null,14 spaces,"$6,197,000",null,"10,861",CA,11902 Gorham Ave,1966,null,$571,90049
2,3,LosAngeles,"2338 N Cahuenga Blvd, Los Angeles, CA 90068",null,Multi Family,https://www.zillow.com/homedetails/2338-N-Cahuenga-Blvd-Los-Angeles-CA-90068/20804016_zpid/,Apartment for sale,null,null,2 spaces,"$849,900","$3,795/mo","2,342",CA,2338 N Cahuenga Blvd,1927,"$768,594",$363,90068
4,6,SantaRosa,"1368 Gordon Ln LOT 1370, Santa Rosa, CA 95404",$34/month,Multi Family,https://www.zillow.com/homedetails/1368-Gordon-Ln-LOT-1370-Santa-Rosa-CA-95404/2080405280_zpid/,Apartment for sale,null,null,No Data,"$849,000",null,"3,227",CA,1368 Gordon Ln LOT 1370,2006,null,$263,95404
--,Studio,Bakersfield,"9809 Greenacres Dr, Bakersfield, CA 93312",null,Multi Family,https://www.zillow.com/homedetails/9809-Greenacres-Dr-Bakersfield-CA-93312/18918146_zpid/,Apartment for sale,null,null,1 space,"$280,000","$1,150/mo","1,600",CA,9809 Greenacres Dr,1939,"$273,750",$175,93312
6,5,ManhattanBeach,"1804 The Strand, Manhattan Beach, CA 90266",null,Multi Family,https://www.zillow.com/homedetails/1804-The-Strand-Manhattan-Beach-CA-90266/20421741_zpid/,Apartment for sale,null,null,2 spaces,"$18,500,000","$3,250/mo","3,994",CA,1804 The Strand,2010,"$17,773,730","$4,632",90266
5,9,Berkeley,"1625 Prince St, Berkeley, CA 94703",null,Multi Family,https://www.zillow.com/homedetails/1625-Prince-St-Berkeley-CA-94703/299072623_zpid/,Apartment for sale,null,null,5 spaces,"$1,350,000","$3,345/mo","3,510",CA,1625 Prince St,1965,"$1,420,592",$385,94703
--,6,Sacramento,"3900 23rd Ave, Sacramento, CA 95820",None,Multi Family,https://www.zillow.com/homedetails/3900-23rd-Ave-Sacramento-CA-95820/82891447_zpid/,Apartment for sale,null,null,2 spaces,"$429,900","$1,595/mo","3,400",CA,3900 23rd Ave,2009,"$438,411",$126,95820
16,16,LosAngeles,"4601 Pickford St, Los Angeles, CA 90019",null,Multi Family,https://www.zillow.com/homedetails/4601-Pickford-St-Los-Angeles-CA-90019/20602010_zpid/,Apartment for sale,null,null,8 spaces,"$1,225,000","$2,995/mo","6,660",CA,4601 Pickford St,2020,"$1,299,679",$184,90019
--,5,Cutler,"12767 2nd Dr, Cutler, CA 93615",null,Multi Family,https://www.zillow.com/homedetails/12767-2nd-Dr-Cutler-CA-93615/16221624_zpid/,Apartment for sale,null,null,No Data,"$200,000","$1,250/mo","1,776",CA,12767 2nd Dr,1921,"$194,481",$113,93615
2,4,Menifee,"27736 Monroe Ave, Menifee, CA 92585",null,Multi Family,https://www.zillow.com/homedetails/27736-Monroe-Ave-Menifee-CA-92585/2080877435_zpid/,Apartment for sale,null,null,No Data,"$360,000",null,"1,305",CA,27736 Monroe Ave,1963,null,$276,92585
7,11,SantaMonica,"724 Ashland Ave, Santa Monica, CA 90405",null,Multi Family,https://www.zillow.com/homedetails/724-Ashland-Ave-Santa-Monica-CA-90405/20483195_zpid/,Apartment for sale,null,null,8 spaces,"$3,500,000","$2,375/mo","3,898",CA,724 Ashland Ave,1956,"$3,493,826",$898,90405
2,5,SanJacinto,"160 N Sheriff Ave, San Jacinto, CA 92583",None,Multi Family,https://www.zillow.com/homedetails/160-N-Sheriff-Ave-San-Jacinto-CA-92583/2080738815_zpid/,Apartment for sale,null,null,4 spaces,"$269,900",null,"1,567",CA,160 N Sheriff Ave,1964,null,$172,92583
2,5,LomaLinda,"25004 Court St, Loma Linda, CA 92354",null,Multi Family,https://www.zillow.com/homedetails/25004-Court-St-Loma-Linda-CA-92354/17365193_zpid/,Apartment for sale,null,null,2 spaces,"$499,900","$1,536/mo","2,014",CA,25004 Court St,1900,"$499,901",$248,92354
5,4,Sacramento,"200 Southgate Rd, Sacramento, CA 95815",None,Multi Family,https://www.zillow.com/homedetails/200-Southgate-Rd-Sacramento-CA-95815/26089785_zpid/,Apartment for sale,null,null,4 spaces,"$864,000","$1,595/mo","3,920",CA,200 Southgate Rd,1983,"$864,003",$220,95815
2,2,Crestline,"23991 Scenic Dr, Crestline, CA 92325",None,Multi Family,https://www.zillow.com/homedetails/23991-Scenic-Dr-Crestline-CA-92325/17418572_zpid/,Apartment for sale,null,null,2 spaces,"$199,000","$1,400/mo",856,CA,23991 Scenic Dr,1960,"$199,000",$232,92325
4,4,Pomona,"715 N Gibbs St, Pomona, CA 91767",null,Multi Family,https://www.zillow.com/homedetails/715-N-Gibbs-St-Pomona-CA-91767/21511966_zpid/,Apartment for sale,null,null,4 spaces,"$760,000","$2,500/mo","3,480",CA,715 N Gibbs St,1917,"$760,003",$218,91767
7,7,Sonora,"20440 Sunny Ridge 10450 Ratto Rd, Sonora, CA 95370",null,Multi Family,https://www.zillow.com/homedetails/20440-Sunny-Ridge-10450-Ratto-Rd-Sonora-CA-95370/2081143991_zpid/,Apartment for sale,null,null,3 spaces,"$850,000",null,"5,000",CA,20440 Sunny Ridge 10450 Ratto Rd,1990,null,$170,95370
