City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,1 Bed,3 Beds,4 Beds,2 Beds,5 Beds,6 Beds,1 – 2 Beds,Studio,2 – 3 Beds
Los Angeles,Houses,CA,90049,"[{'bedroom_type': '3 Beds', 'price': '$5,90'}]","Los Angeles, CA 90049",https://www.apartments.com/12041-coyne-st-los-angeles-ca/nxd40sp/,2½ BAs,"2,952 Sq Ft","2,952",6 Month Lease,Available Now,,"$5,90",,,,,,,
Santa Monica,Houses,CA,90404,"[{'bedroom_type': '4 Beds', 'price': '$6,00'}]","Santa Monica, CA 90404",https://www.apartments.com/2930-delaware-ave-santa-monica-ca/4wxs6xk/,2½ BAs,"1,953 Sq Ft","1,953",12 Month Lease,Available Now,,,"$6,00",,,,,,
Los Angeles,Houses,CA,90045,"[{'bedroom_type': '5 Beds', 'price': '$7,00'}]","Los Angeles, CA 90045",https://www.apartments.com/7339-w-91st-st-los-angeles-ca/g3kw2nw/,3 BAs,"2,400 Sq Ft","2,400",12 Month Lease,Available Now,,,,,"$7,00",,,,
Culver City,Houses,CA,90232,"[{'bedroom_type': '3 Beds', 'price': '$4,99'}]","8647 Higuera St, Culver City, CA 90232",https://www.apartments.com/8647-higuera-st-culver-city-ca/b3fp598/,3 BAs,"1,700 Sq Ft","1,700",12 Month Lease,Oct 17,,"$4,99",,,,,,,
Inglewood,Houses,CA,90304,"[{'bedroom_type': '1 Bed', 'price': '$1,77'}]","Inglewood, CA 90304",https://www.apartments.com/5527-w-118th-st-inglewood-ca/bmzxbbb/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,"$1,77",,,,,,,,
San Pedro,Houses,CA,90731,"[{'bedroom_type': '2 Beds', 'price': '$2,95'}]","3415 S Kerckhoff Ave, San Pedro, CA 90731",https://www.apartments.com/3415-s-kerckhoff-ave-san-pedro-ca/zrpnlnw/,1 BA,"1,350 Sq Ft","1,350",,Available Now,,,,"$2,95",,,,,
Santa Monica,Houses,CA,90403,"[{'bedroom_type': '1 Bed', 'price': '$2,57'}]","223 California Ave, Santa Monica, CA 90403",https://www.apartments.com/223-california-ave-santa-monica-ca/hmwln82/,1 BA,600 Sq Ft,600,12 Month Lease,Available Now,"$2,57",,,,,,,,
Los Angeles,Houses,CA,90039,"[{'bedroom_type': '1 Bed', 'price': '$2,40'}]","3510 Dover St, Los Angeles, CA 90039",https://www.apartments.com/3510-dover-st-los-angeles-ca/pxlthgv/,1 BA,625 Sq Ft,625,3 Month Lease,Available Now,"$2,40",,,,,,,,
Manhattan Beach,Houses,CA,90266,"[{'bedroom_type': '2 Beds', 'price': '$5,00'}]","Manhattan Beach, CA 90266",https://www.apartments.com/224-seaview-st-manhattan-beach-ca/1gphms5/,2 BAs,"1,200 Sq Ft","1,200",,Available Now,,,,"$5,00",,,,,
View Park-Windsor Hills,Houses,CA,90043,"[{'bedroom_type': '3 Beds', 'price': '$3,39'}]","View Park-Windsor Hills, CA 90043",https://www.apartments.com/5715-s-rimpau-blvd-view-park-windsor-hills-ca/nl16ryn/,2 BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,,"$3,39",,,,,,,
Culver City,Houses,CA,90232,"[{'bedroom_type': '1 Bed', 'price': '$2,95'}]","4233 Lafayette Pl, Culver City, CA 90232",https://www.apartments.com/4233-lafayette-pl-culver-city-ca/g8vj4gx/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,"$2,95",,,,,,,,
San Jose,Houses,CA,95128,"[{'bedroom_type': '2 Beds', 'price': '$3,25'}]","San Jose, CA 95128",https://www.apartments.com/323-rutland-ave-san-jose-ca/6vh811v/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,,,"$3,25",,,,,
Los Angeles,Houses,CA,90025,"[{'bedroom_type': '1 Bed', 'price': '$2,39'}]","1941 Butler Ave, Los Angeles, CA 90025",https://www.apartments.com/1941-butler-ave-los-angeles-ca/k8nn6sb/,1 BA,600 Sq Ft,600,12 Month Lease,Available Now,"$2,39",,,,,,,,
Santa Monica,Houses,CA,90403,"[{'bedroom_type': '6 Beds', 'price': '$19,99'}]","1126 Yale St, Santa Monica, CA 90403",https://www.apartments.com/1126-yale-st-santa-monica-ca/vv3l8ef/,6½ BAs,"4,700 Sq Ft","4,700",,Available Now,,,,,,"$19,99",,,
Los Angeles,Houses,CA,90065,"[{'bedroom_type': '1 – 2 Beds', 'price': '$2,000'}]","Los Angeles, CA 90065",https://www.apartments.com/3629-marmion-way-los-angeles-ca/eycf9yn/,1 BA,400 Sq Ft,400,6 Month Lease,Available Now,,,,,,,"$2,000",,
Vallejo,Houses,CA,94590,"[{'bedroom_type': '3 Beds', 'price': '$2,40'}]","Vallejo, CA 94590",https://www.apartments.com/1516-louisiana-st-vallejo-ca/pp2gd2s/,2 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$2,40",,,,,,,
North Hollywood,Houses,CA,91601,"[{'bedroom_type': 'Studio', 'price': '$1,75'}]","North Hollywood, CA 91601",https://www.apartments.com/5540-willowcrest-ave-north-hollywood-ca/e9fh95p/,1 BA,380 Sq Ft,380,12 Month Lease,Oct 15,,,,,,,,"$1,75",
Pomona,Houses,CA,91766,"[{'bedroom_type': '3 Beds', 'price': '$2,45'}]","Pomona, CA 91766",https://www.apartments.com/1219-savona-pl-pomona-ca/b8csrk8/,2 BAs,"1,136 Sq Ft","1,136",12 Month Lease,Available Now,,"$2,45",,,,,,,
San Francisco,Houses,CA,94107,"[{'bedroom_type': '1 Bed', 'price': '$2,90'}]","San Francisco, CA 94107",https://www.apartments.com/2205-25th-st-san-francisco-ca/c74cwyg/,1 BA,550 Sq Ft,550,12 Month Lease,Nov 1,"$2,90",,,,,,,,
South Lake Tahoe,Houses,CA,96150,"[{'bedroom_type': '6 Beds', 'price': '$15,10'}]","South Lake Tahoe, CA 96150",https://www.apartments.com/3755-beach-rd-south-lake-tahoe-ca/h2x4f23/,5 BAs,"3,700 Sq Ft","3,700",1 Month Lease,Mar 7,,,,,,"$15,10",,,
Los Angeles,Houses,CA,90068,"[{'bedroom_type': '4 Beds', 'price': '$4,95'}]","1945 Holly Dr, Los Angeles, CA 90068",https://www.apartments.com/1945-holly-dr-los-angeles-ca/8l8j931/,3 BAs,"2,272 Sq Ft","2,272",,Available Now,,,"$4,95",,,,,,
Los Angeles,Houses,CA,90019,"[{'bedroom_type': '2 Beds', 'price': '$3,00'}]","1432 Orange S Dr, Los Angeles, CA 90019",https://www.apartments.com/1432-orange-s-dr-los-angeles-ca/kx0z4gb/,1 BA,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,,,"$3,00",,,,,
West Hollywood,Houses,CA,90046,"[{'bedroom_type': '1 Bed', 'price': '$2,80'}]","1241 N Formosa Ave, West Hollywood, CA 90046",https://www.apartments.com/1241-n-formosa-ave-west-hollywood-ca/bn1245c/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,"$2,80",,,,,,,,
Los Angeles,Houses,CA,90036,"[{'bedroom_type': '2 Beds', 'price': '$4,00'}]","630 N Gardner St, Los Angeles, CA 90036",https://www.apartments.com/630-n-gardner-st-los-angeles-ca/jpjkbw5/,1 BA,"1,000 Sq Ft","1,000",6 Month Lease,Available Now,,,,"$4,00",,,,,
Los Angeles,Houses,CA,90034,"[{'bedroom_type': '2 Beds', 'price': '$3,00'}]","Los Angeles, CA 90034",https://www.apartments.com/8940-hargis-st-los-angeles-ca/2h3667b/,2 BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,,,,"$3,00",,,,,
Gardena,Houses,CA,90247,"[{'bedroom_type': '3 Beds', 'price': '$2,80'}]","1939 162nd W St, Gardena, CA 90247",https://www.apartments.com/1939-162nd-w-st-gardena-ca/fp7dtpr/,2 BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,,"$2,80",,,,,,,
San Francisco,Houses,CA,94112,"[{'bedroom_type': '3 Beds', 'price': '$5,30'}]","San Francisco, CA 94112",https://www.apartments.com/324-avalon-ave-san-francisco-ca/8bydrw2/,2 BAs,"1,475 Sq Ft","1,475",,Available Now,,"$5,30",,,,,,,
San Rafael,Houses,CA,94901,"[{'bedroom_type': '2 Beds', 'price': '$2,55'}]","San Rafael, CA 94901",https://www.apartments.com/14-roger-dr-san-rafael-ca/vclke1d/,1 BA,850 Sq Ft,850,12 Month Lease,Available Now,,,,"$2,55",,,,,
Crestline,Houses,CA,92325,"[{'bedroom_type': '4 Beds', 'price': '$2,50'}]","Crestline, CA 92325",https://www.apartments.com/267-weisshorn-dr-crestline-ca/dv3vmsk/,2½ BAs,"2,030 Sq Ft","2,030",12 Month Lease,Available Now,,,"$2,50",,,,,,
Los Angeles,Houses,CA,90068,"[{'bedroom_type': '4 Beds', 'price': '$13,50'}]","6030 Linforth Dr, Los Angeles, CA 90068",https://www.apartments.com/6030-linforth-dr-los-angeles-ca/8b0ser1/,6 BAs,"5,000 Sq Ft","5,000",12 Month Lease,Available Now,,,"$13,50",,,,,,
Santa Clarita,Houses,CA,91350,"[{'bedroom_type': '4 Beds', 'price': '$2,49'}]","Santa Clarita, CA 91350",https://www.apartments.com/22080-alamogordo-rd-santa-clarita-ca/1twb0p6/,2 BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,,,"$2,49",,,,,,
Santa Clara,Houses,CA,95054,"[{'bedroom_type': '4 Beds', 'price': '$3,95'}]","Santa Clara, CA 95054",https://www.apartments.com/2243-3rd-st-santa-clara-ca/emjys4n/,2½ BAs,"1,602 Sq Ft","1,602",12 Month Lease,Nov 1,,,"$3,95",,,,,,
Los Angeles,Houses,CA,90046,"[{'bedroom_type': '1 Bed', 'price': '$1,35'}]","2366 Nichols Canyon Rd, Los Angeles, CA 90046",https://www.apartments.com/2366-nichols-canyon-rd-los-angeles-ca/cjqrzvd/,1 BA,500 Sq Ft,500,6 Month Lease,Available Now,"$1,35",,,,,,,,
Los Angeles,Houses,CA,90069,"[{'bedroom_type': '3 Beds', 'price': '$8,00'}]","Los Angeles, CA 90069",https://www.apartments.com/1271-ozeta-ter-los-angeles-ca/vjkxs7d/,4 BAs,"2,096 Sq Ft","2,096",12 Month Lease,Available Now,,"$8,00",,,,,,,
Los Angeles,Houses,CA,90010,"[{'bedroom_type': '4 Beds', 'price': '$7,90'}]","Los Angeles, CA 90010",https://www.apartments.com/4717-wilshire-blvd-los-angeles-ca/vktwwvf/,3½ BAs,"2,429 Sq Ft","2,429",3 Month Lease,Oct 11,,,"$7,90",,,,,,
Los Angeles,Houses,CA,90046,"[{'bedroom_type': '1 Bed', 'price': '$2,69'}]","Los Angeles, CA 90046",https://www.apartments.com/750-n-genesee-ave-los-angeles-ca/m1xrr6h/,1 BA,680 Sq Ft,680,12 Month Lease,Available Now,"$2,69",,,,,,,,
Los Angeles,Houses,CA,90049,"[{'bedroom_type': '1 Bed', 'price': '$2,50'}]","Los Angeles, CA 90049",https://www.apartments.com/11689-goshen-ave-los-angeles-ca/ez6cftq/,1 BA,440 Sq Ft,440,12 Month Lease,Available Now,"$2,50",,,,,,,,
Hermosa Beach,Houses,CA,90254,"[{'bedroom_type': '1 Bed', 'price': '$2,10'}]","Hermosa Beach, CA 90254",https://www.apartments.com/746-bayview-dr-hermosa-beach-ca/n49ne0q/,1 BA,600 Sq Ft,600,12 Month Lease,Available Now,"$2,10",,,,,,,,
North Hollywood,Houses,CA,91606,"[{'bedroom_type': '1 Bed', 'price': '$1,50'}]","North Hollywood, CA 91606",https://www.apartments.com/6515-ben-ave-north-hollywood-ca/rntl9b3/,1 BA,500 Sq Ft,500,12 Month Lease,Available Now,"$1,50",,,,,,,,
Palm Desert,Houses,CA,92260,"[{'bedroom_type': '2 Beds', 'price': '$2,20'}]","73531 Red Cir, Palm Desert, CA 92260",https://www.apartments.com/73531-red-cir-palm-desert-ca/b5t5dd9/,2 BAs,"1,500 Sq Ft","1,500",1 Month Lease,Available Now,,,,"$2,20",,,,,
Los Angeles,Houses,CA,90016,"[{'bedroom_type': '3 Beds', 'price': '$3,34'}]","Los Angeles, CA 90016",https://www.apartments.com/5431-geer-ave-los-angeles-ca/q5vhzkw/,1 BA,"1,600 Sq Ft","1,600",12 Month Lease,Available Now,,"$3,34",,,,,,,
Los Angeles,Houses,CA,90037,"[{'bedroom_type': '3 Beds', 'price': '$2,40'}]","Los Angeles, CA 90037",https://www.apartments.com/718-w-47th-st-los-angeles-ca/e7lsvbm/,2 BAs,980 Sq Ft,980,18 Month Lease,Available Now,,"$2,40",,,,,,,
San Luis Obispo,Houses,CA,93401,"[{'bedroom_type': '2 Beds', 'price': '$2,90'}]","San Luis Obispo, CA 93401",https://www.apartments.com/3812-sequoia-dr-san-luis-obispo-ca/nf7eqrm/,1½ BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,,,,"$2,90",,,,,
Mountain View,Houses,CA,94043,"[{'bedroom_type': '3 Beds', 'price': '$4,99'}]","Mountain View, CA 94043",https://www.apartments.com/1716-morgan-st-mountain-view-ca/md0x9hl/,2 BAs,"1,460 Sq Ft","1,460",,Available Now,,"$4,99",,,,,,,
Van Nuys,Houses,CA,91406,"[{'bedroom_type': '2 Beds', 'price': '$2,50'}]","Van Nuys, CA 91406",https://www.apartments.com/6926-encino-ave-van-nuys-ca/rcxnl50/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,,,,"$2,50",,,,,
Los Angeles,Houses,CA,91604,"[{'bedroom_type': '1 Bed', 'price': '$3,59'}]","4323 Laurelgrove Ave, Los Angeles, CA 91604",https://www.apartments.com/4323-laurelgrove-ave-los-angeles-ca/3097syf/,1 BA,700 Sq Ft,700,,Available Now,"$3,59",,,,,,,,
Los Angeles,Houses,CA,91304,"[{'bedroom_type': '4 Beds', 'price': '$4,90'}]","Los Angeles, CA 91304",https://www.apartments.com/7801-mclaren-ave-los-angeles-ca/5wexk5q/,2 BAs,"1,760 Sq Ft","1,760",12 Month Lease,Available Now,,,"$4,90",,,,,,
Arcadia,Houses,CA,91006,"[{'bedroom_type': '3 Beds', 'price': '$2,90'}]","1428 S 4th Ave, Arcadia, CA 91006",https://www.apartments.com/1428-s-4th-ave-arcadia-ca/rkyjxb1/,1 BA,"1,450 Sq Ft","1,450",12 Month Lease,Oct 15,,"$2,90",,,,,,,
Berkeley,Houses,CA,94704,"[{'bedroom_type': '6 Beds', 'price': '$11,99'}]","Berkeley, CA 94704",https://www.apartments.com/2606-fulton-st-berkeley-ca/l9p42bg/,4½ BAs,"3,200 Sq Ft","3,200",10 Month Lease,Available Now,,,,,,"$11,99",,,
Altadena,Houses,CA,91001,"[{'bedroom_type': '2 Beds', 'price': '$3,15'}]","Altadena, CA 91001",https://www.apartments.com/2474-new-york-dr-altadena-ca/qg4d6kx/,1 BA,"1,375 Sq Ft","1,375",12 Month Lease,Available Now,,,,"$3,15",,,,,
Hermosa Beach,Houses,CA,90254,"[{'bedroom_type': '3 Beds', 'price': '$5,99'}]","Hermosa Beach, CA 90254",https://www.apartments.com/2840-amby-pl-hermosa-beach-ca/vmsckjg/,3 BAs,"2,600 Sq Ft","2,600",12 Month Lease,Available Now,,"$5,99",,,,,,,
Redondo Beach,Houses,CA,90277,"[{'bedroom_type': '4 Beds', 'price': '$4,80'}]","Redondo Beach, CA 90277",https://www.apartments.com/1122-s-prospect-ave-redondo-beach-ca/t0gj3k8/,3 BAs,"2,200 Sq Ft","2,200",12 Month Lease,Oct 15,,,"$4,80",,,,,,
Los Angeles,Houses,CA,90066,"[{'bedroom_type': '2 Beds', 'price': '$3,99'}]","4354 Coolidge Ave, Los Angeles, CA 90066",https://www.apartments.com/4354-coolidge-ave-los-angeles-ca/3lhxwcd/,1 BA,990 Sq Ft,990,12 Month Lease,Available Now,,,,"$3,99",,,,,
Los Angeles,Houses,CA,90045,"[{'bedroom_type': '5 Beds', 'price': '$8,00'}]","Los Angeles, CA 90045",https://www.apartments.com/7339-w-91st-st-los-angeles-ca/5wflmbq/,3 BAs,"2,400 Sq Ft","2,400",12 Month Lease,Available Now,,,,,"$8,00",,,,
San Diego,Houses,CA,92122,"[{'bedroom_type': '2 Beds', 'price': '$2,00'}]","San Diego, CA 92122",https://www.apartments.com/5708-stresemann-st-san-diego-ca/n4evebp/,1 BA,400 Sq Ft,400,12 Month Lease,Available Now,,,,"$2,00",,,,,
Benicia,Houses,CA,94510,"[{'bedroom_type': '5 Beds', 'price': '$4,80'}]","Benicia, CA 94510",https://www.apartments.com/50-la-cruz-ave-benicia-ca/m7kh2gj/,3 BAs,"2,500 Sq Ft","2,500",1 Month Lease,Oct 9,,,,,"$4,80",,,,
Los Angeles,Houses,CA,90019,"[{'bedroom_type': '1 Bed', 'price': '$2,45'}]","Los Angeles, CA 90019",https://www.apartments.com/1324-s-cloverdale-ave-los-angeles-ca/k2xybdb/,1 BA,850 Sq Ft,850,,Available Now,"$2,45",,,,,,,,
Campbell,Houses,CA,95008,"[{'bedroom_type': '2 Beds', 'price': '$4,95'}]","Campbell, CA 95008",https://www.apartments.com/1071-shamrock-dr-campbell-ca/jmnlgs6/,1 BA,"1,000 Sq Ft","1,000",3 Month Lease,Nov 1,,,,"$4,95",,,,,
Pleasanton,Houses,CA,94588,"[{'bedroom_type': '1 Bed', 'price': '$2,40'}]","Pleasanton, CA 94588",https://www.apartments.com/6150-homer-ct-pleasanton-ca/xeh130p/,1 BA,300 Sq Ft,300,1 Month Lease,Available Now,"$2,40",,,,,,,,
Van Nuys,Houses,CA,91401,"[{'bedroom_type': '2 Beds', 'price': '$1,95'}]","14116 Sylvan St, Van Nuys, CA 91401",https://www.apartments.com/14116-sylvan-st-van-nuys-ca/2bgs5t8/,1 BA,875 Sq Ft,875,12 Month Lease,Available Now,,,,"$1,95",,,,,
Sierra Madre,Houses,CA,91024,"[{'bedroom_type': '2 Beds', 'price': '$2,75'}]","Sierra Madre, CA 91024",https://www.apartments.com/178-e-sierra-madre-blvd-sierra-madre-ca/z68wmhx/,1½ BAs,"1,353 Sq Ft","1,353",12 Month Lease,Available Now,,,,"$2,75",,,,,
Los Angeles,Houses,CA,90026,"[{'bedroom_type': '1 Bed', 'price': '$2,67'}]","Los Angeles, CA 90026",https://www.apartments.com/839-n-benton-way-los-angeles-ca/2j2z949/,1 BA,975 Sq Ft,975,12 Month Lease,Available Now,"$2,67",,,,,,,,
Monrovia,Houses,CA,91016,"[{'bedroom_type': '3 Beds', 'price': '$3,00'}]","115 Peppertree Ln, Monrovia, CA 91016",https://www.apartments.com/115-peppertree-ln-monrovia-ca/h043s60/,2½ BAs,"1,387 Sq Ft","1,387",12 Month Lease,Available Now,,"$3,00",,,,,,,
Palo Alto,Houses,CA,94306,"[{'bedroom_type': '4 Beds', 'price': '$6,25'}]","Palo Alto, CA 94306",https://www.apartments.com/635-wellsbury-way-palo-alto-ca/fq5h4sv/,3 BAs,"2,300 Sq Ft","2,300",12 Month Lease,Available Now,,,"$6,25",,,,,,
Santa Ana,Houses,CA,92705,"[{'bedroom_type': '5 Beds', 'price': '$6,50'}]","Santa Ana, CA 92705",https://www.apartments.com/1532-bluff-pl-santa-ana-ca/ncj9z4q/,4½ BAs,"4,200 Sq Ft","4,200",,Available Now,,,,,"$6,50",,,,
San Francisco,Houses,CA,94121,"[{'bedroom_type': '5 Beds', 'price': '$7,80'}]","San Francisco, CA 94121",https://www.apartments.com/3638-anza-st-san-francisco-ca/hkv49m0/,3 BAs,"2,500 Sq Ft","2,500",12 Month Lease,Available Now,,,,,"$7,80",,,,
Manhattan Beach,Houses,CA,90266,"[{'bedroom_type': '2 Beds', 'price': '$3,95'}]","Manhattan Beach, CA 90266",https://www.apartments.com/708-s-redondo-ave-manhattan-beach-ca/536wc2m/,1 BA,812 Sq Ft,812,,Available Now,,,,"$3,95",,,,,
Manhattan Beach,Houses,CA,90266,"[{'bedroom_type': '2 Beds', 'price': '$3,95'}]","Manhattan Beach, CA 90266",https://www.apartments.com/708-s-redondo-ave-manhattan-beach-ca/536wc2m/,1 BA,812 Sq Ft,812,,Available Now,,,,"$3,95",,,,,
Alhambra,Houses,CA,91801,"[{'bedroom_type': '2 Beds', 'price': '$2,10'}]","Alhambra, CA 91801",https://www.apartments.com/424-s-6th-st-alhambra-ca/8nzklq3/,2 BAs,750 Sq Ft,750,,Available Now,,,,"$2,10",,,,,
Los Angeles,Houses,CA,91306,"[{'bedroom_type': '1 Bed', 'price': '$1,90'}]","Los Angeles, CA 91306",https://www.apartments.com/20003-arminta-st-los-angeles-ca/tmzhwjb/,1 BA,600 Sq Ft,600,12 Month Lease,Available Now,"$1,90",,,,,,,,
Los Angeles,Houses,CA,90035,"[{'bedroom_type': '2 Beds', 'price': '$2,95'}]","Los Angeles, CA 90035",https://www.apartments.com/1050-s-hayworth-ave-los-angeles-ca/qd8lety/,1½ BAs,"1,334 Sq Ft","1,334",12 Month Lease,Available Now,,,,"$2,95",,,,,
Los Angeles,Houses,CA,90066,"[{'bedroom_type': '4 Beds', 'price': '$5,95'}]","Los Angeles, CA 90066",https://www.apartments.com/4352-neosho-ave-los-angeles-ca/6750gjt/,2 BAs,"1,786 Sq Ft","1,786",,Available Now,,,"$5,95",,,,,,
Menlo Park,Houses,CA,94025,"[{'bedroom_type': '5 Beds', 'price': '$1,10'}]","Menlo Park, CA 94025",https://www.apartments.com/546-hamilton-ave-menlo-park-ca/k7sx039/,3 BAs,"2,000 Sq Ft","2,000",12 Month Lease,Available Now,,,,,"$1,10",,,,
Los Angeles,Houses,CA,90045,"[{'bedroom_type': '5 Beds', 'price': '$5,50'}]","6067 W 75th St, Los Angeles, CA 90045",https://www.apartments.com/6067-w-75th-st-los-angeles-ca/pgwmeqs/,3 BAs,"2,649 Sq Ft","2,649",1 Month Lease,Available Now,,,,,"$5,50",,,,
North Hollywood,Houses,CA,91601,"[{'bedroom_type': '2 Beds', 'price': '$2,25'}]","North Hollywood, CA 91601",https://www.apartments.com/5446-camellia-ave-north-hollywood-ca/ylfj41s/,1 BA,"1,000 Sq Ft","1,000",1 Month Lease,Nov 1,,,,"$2,25",,,,,
Topanga,Houses,CA,90290,"[{'bedroom_type': '3 Beds', 'price': '$3,80'}]","Topanga, CA 90290",https://www.apartments.com/1440-old-topanga-canyon-rd-topanga-ca/v9tr4bg/,2 BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,,"$3,80",,,,,,,
Manhattan Beach,Houses,CA,90266,"[{'bedroom_type': '3 Beds', 'price': '$10,99'}]","219 38th Pl, Manhattan Beach, CA 90266",https://www.apartments.com/219-38th-pl-manhattan-beach-ca/621p87r/,3½ BAs,"1,750 Sq Ft","1,750",12 Month Lease,Nov 5,,"$10,99",,,,,,,
Valley Village,Houses,CA,91607,"[{'bedroom_type': '2 Beds', 'price': '$3,30'}]","5243 Wilkinson Ave, Valley Village, CA 91607",https://www.apartments.com/5243-wilkinson-ave-valley-village-ca/z73x32y/,1 BA,"1,040 Sq Ft","1,040",12 Month Lease,Available Now,,,,"$3,30",,,,,
Malibu,Houses,CA,90265,"[{'bedroom_type': '3 Beds', 'price': '$7,95'}]","3440 Shoreheights Dr, Malibu, CA 90265",https://www.apartments.com/3440-shoreheights-dr-malibu-ca/t2j5d9c/,3 BAs,"3,000 Sq Ft","3,000",1 Month Lease,Available Now,,"$7,95",,,,,,,
Altadena,Houses,CA,91001,"[{'bedroom_type': '3 Beds', 'price': '$3,20'}]","Altadena, CA 91001",https://www.apartments.com/812-morada-pl-altadena-ca/sqx1v46/,2 BAs,"1,300 Sq Ft","1,300",12 Month Lease,Available Now,,"$3,20",,,,,,,
Los Angeles,Houses,CA,91344,"[{'bedroom_type': '1 Bed', 'price': '$1,69'}]","Los Angeles, CA 91344",https://www.apartments.com/12360-jolette-ave-los-angeles-ca/rftdc20/,1 BA,420 Sq Ft,420,12 Month Lease,Available Now,"$1,69",,,,,,,,
Yorba Linda,Houses,CA,92886,"[{'bedroom_type': '4 Beds', 'price': '$3,30'}]","Yorba Linda, CA 92886",https://www.apartments.com/4972-ohio-st-yorba-linda-ca/cj4rlzf/,2½ BAs,"2,368 Sq Ft","2,368",12 Month Lease,Available Now,,,"$3,30",,,,,,
Sunland,Houses,CA,91040,"[{'bedroom_type': '1 Bed', 'price': '$2,20'}]","Sunland, CA 91040",https://www.apartments.com/9857-wheatland-ave-sunland-ca/xbj3g4q/,1 BA,550 Sq Ft,550,12 Month Lease,Available Now,"$2,20",,,,,,,,
Los Angeles,Houses,CA,90068,"[{'bedroom_type': '2 Beds', 'price': '$4,00'}]","Los Angeles, CA 90068",https://www.apartments.com/2526-vasanta-way-los-angeles-ca/6gzxvft/,2 BAs,900 Sq Ft,900,12 Month Lease,Available Now,,,,"$4,00",,,,,
Altadena,Houses,CA,91001,"[{'bedroom_type': '3 Beds', 'price': '$3,50'}]","Altadena, CA 91001",https://www.apartments.com/810-morada-pl-altadena-ca/brl3dyb/,2 BAs,"1,300 Sq Ft","1,300",1 Month Lease,Available Now,,"$3,50",,,,,,,
Elk Grove,Houses,CA,95624,"[{'bedroom_type': '5 Beds', 'price': '$3,00'}]","Elk Grove, CA 95624",https://www.apartments.com/8576-petunia-way-elk-grove-ca/bxfkveb/,3 BAs,"2,674 Sq Ft","2,674",12 Month Lease,Available Now,,,,,"$3,00",,,,
Huntington Beach,Houses,CA,92648,"[{'bedroom_type': '4 Beds', 'price': '$6,00'}]","Huntington Beach, CA 92648",https://www.apartments.com/19352-beckonridge-ln-huntington-beach-ca/cd0346f/,3 BAs,"2,800 Sq Ft","2,800",12 Month Lease,Available Now,,,"$6,00",,,,,,
Gardena,Houses,CA,90247,"[{'bedroom_type': '2 Beds', 'price': '$1,85'}]","815 W 134th St, Gardena, CA 90247",https://www.apartments.com/815-w-134th-st-gardena-ca/herlgv2/,1 BA,640 Sq Ft,640,12 Month Lease,Available Now,,,,"$1,85",,,,,
Los Angeles,Houses,CA,91335,"[{'bedroom_type': '2 Beds', 'price': '$2,69'}]","Los Angeles, CA 91335",https://www.apartments.com/6906-enfield-ave-los-angeles-ca/sd50y06/,2 BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,,,,"$2,69",,,,,
Gardena,Houses,CA,90247,"[{'bedroom_type': '3 Beds', 'price': '$2,65'}]","817 W 134th St, Gardena, CA 90247",https://www.apartments.com/817-w-134th-st-gardena-ca/r58wgz3/,2 BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,"$2,65",,,,,,,
Gardena,Houses,CA,90247,"[{'bedroom_type': '3 Beds', 'price': '$2,65'}]","817 W 134th St, Gardena, CA 90247",https://www.apartments.com/817-w-134th-st-gardena-ca/hmvr1k2/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$2,65",,,,,,,
Gardena,Houses,CA,90247,"[{'bedroom_type': '3 Beds', 'price': '$2,65'}]","Gardena, CA 90247",https://www.apartments.com/817-w-134th-st-gardena-ca/6j9mm6s/,2 BAs,975 Sq Ft,975,12 Month Lease,Available Now,,"$2,65",,,,,,,
Los Angeles,Houses,CA,91316,"[{'bedroom_type': '4 Beds', 'price': '$5,59'}]","5152 Balboa Blvd, Los Angeles, CA 91316",https://www.apartments.com/5152-balboa-blvd-los-angeles-ca/j5vchx4/,3 BAs,"2,500 Sq Ft","2,500",12 Month Lease,Available Now,,,"$5,59",,,,,,
Granada Hills,Houses,CA,91344,"[{'bedroom_type': 'Studio', 'price': '$1,80'}]","Granada Hills, CA 91344",https://www.apartments.com/16661-horace-st-granada-hills-ca/4frcwjk/,1 BA,400 Sq Ft,400,12 Month Lease,Available Now,,,,,,,,"$1,80",
