Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
Multi-family home for sale,"$259,000","4310 Dunsmuir Ave, Dunsmuir, CA 96025",4310 Dunsmuir Ave,Dunsmuir,CA,96025,--,--,--,null,null,Multiple Occupancy,No Data,0 spaces,null,"$319,863","$1,895/mo",null,https://www.zillow.com/homedetails/4310-Dunsmuir-Ave-Dunsmuir-CA-96025/2083296726_zpid/
Multi-family home for sale,"$875,000","13991 River Rd #122, Walnut Grove, CA 95690",13991 River Rd #122,WalnutGrove,CA,95690,8,--,"17,975",null,null,Multiple Occupancy,1991,0 spaces,null,"$875,007",null,$49,https://www.zillow.com/homedetails/13991-River-Rd-122-Walnut-Grove-CA-95690/2077196092_zpid/
Multi-family home for sale,"$225,000","26623 Anderson St, Boron, CA 93516",26623 Anderson St,Boron,CA,93516,6,4,"2,174",null,null,Multiple Occupancy,1963,"Garage - Attached, Covered",null,"$225,001","$1,100/mo",$103,https://www.zillow.com/homedetails/26623-Anderson-St-Boron-CA-93516/18965067_zpid/
New construction,"$1,549,000","836 N Poinsettia Pl, Los Angeles, CA 90046",836 N Poinsettia Pl,LosAngeles,CA,90046,18,18,"9,197",null,null,Multiple Occupancy,2020,"Garage - Attached, Covered",$290/mo,"$1,434,410","$3,300/mo",$168,https://www.zillow.com/homedetails/836-N-Poinsettia-Pl-Los-Angeles-CA-90046/20784186_zpid/
Multi-family home for sale,"$485,000","6040 E Highway 20, Lucerne, CA 95458",6040 E Highway 20,Lucerne,CA,95458,7,4,"3,800",null,null,Multiple Occupancy,1956,"Garage, Carport, Garage - Detached, Off-street, Covered",null,"$477,761","$1,350/mo",$128,https://www.zillow.com/homedetails/6040-E-Highway-20-Lucerne-CA-95458/19088425_zpid/
Multi-family home for sale,"$799,888","475 Sycamore Ave, Hayward, CA 94544",475 Sycamore Ave,Hayward,CA,94544,--,--,"1,882",null,null,Multiple Occupancy,1932,Carport,null,"$827,766","$2,550/mo",$425,https://www.zillow.com/homedetails/475-Sycamore-Ave-Hayward-CA-94544/299070266_zpid/
Multi-family home for sale,"$549,000","1811 E 11th St, Long Beach, CA 90813",1811 E 11th St,LongBeach,CA,90813,2,2,924,null,null,Multiple Occupancy,1923,"Garage - Detached, Covered",null,"$561,620","$2,150/mo",$594,https://www.zillow.com/homedetails/1811-E-11th-St-Long-Beach-CA-90813/21228281_zpid/
Multi-family home for sale,"$299,999","781 N Village Ln, Crestline, CA 92325",781 N Village Ln,Crestline,CA,92325,4,3,"1,800",null,null,Multiple Occupancy,1925,"Garage, Off-street, Covered",null,"$300,001","$1,500/mo",$167,https://www.zillow.com/homedetails/781-N-Village-Ln-Crestline-CA-92325/17417438_zpid/
Multi-family home for sale,"$480,000","7533 Gallant Cir, Citrus Heights, CA 95621",7533 Gallant Cir,CitrusHeights,CA,95621,4,--,"2,079",null,null,Multiple Occupancy,1977,"Garage, Garage - Attached, Covered",null,"$482,953","$1,550/mo",$231,https://www.zillow.com/homedetails/7533-Gallant-Cir-Citrus-Heights-CA-95621/25985350_zpid/
Multi-family home for sale,"$45,000","409 H St, Needles, CA 92363",409 H St,Needles,CA,92363,2,1,"1,483",null,null,Multiple Occupancy,1935,"Garage, Garage - Attached",null,"$49,230",$850/mo,$30,https://www.zillow.com/homedetails/409-H-St-Needles-CA-92363/17276990_zpid/
Multi-family home for sale,"$2,250,000","1825 S Horne St, Oceanside, CA 92054",1825 S Horne St,Oceanside,CA,92054,8,5,"1,400",null,null,Multiple Occupancy,2017,"Garage, Off-street, On-street, Covered",null,"$2,250,018","$3,100/mo","$1,607",https://www.zillow.com/homedetails/1825-S-Horne-St-Oceanside-CA-92054/16584995_zpid/
Multi-family home for sale,"$279,000","73544 Cedar Dr, Twentynine Palms, CA 92277",73544 Cedar Dr,TwentyninePalms,CA,92277,1,4,"1,600",null,null,Multiple Occupancy,1947,"Garage, Garage - Attached, Covered",null,null,$860/mo,$174,https://www.zillow.com/homedetails/73544-Cedar-Dr-Twentynine-Palms-CA-92277/17503941_zpid/
Multi-family home for sale,"$128,000","11900 Nancy Ave, Boron, CA 93516",11900 Nancy Ave,Boron,CA,93516,4,2,"1,510",null,null,Multiple Occupancy,1957,Covered,null,"$128,000","$1,149/mo",$85,https://www.zillow.com/homedetails/11900-Nancy-Ave-Boron-CA-93516/18966987_zpid/
Multi-family home for sale,"$1,325,000","72-74 Santa Rosa Ave, Pacifica, CA 94044",72-74 Santa Rosa Ave,Pacifica,CA,94044,--,--,"2,370",null,null,Multiple Occupancy,1952,Garage - Attached,null,"$1,380,208",null,$559,https://www.zillow.com/homedetails/72-74-Santa-Rosa-Ave-Pacifica-CA-94044/2076969862_zpid/
Multi-family home for sale,"$435,000","1802 Sutter St, Vallejo, CA 94590",1802 Sutter St,Vallejo,CA,94590,4,3,"1,710",null,null,Multiple Occupancy,1943,0 spaces,null,"$446,756",null,$254,https://www.zillow.com/homedetails/1802-Sutter-St-Vallejo-CA-94590/2077306186_zpid/
Multi-family home for sale,"$300,000","275 E Hawthorne St, Coalinga, CA 93210",275 E Hawthorne St,Coalinga,CA,93210,6,4,"2,415",null,null,Multiple Occupancy,2007,"Garage, Garage - Attached, Covered",null,"$300,001","$1,125/mo",$124,https://www.zillow.com/homedetails/275-E-Hawthorne-St-Coalinga-CA-93210/79537762_zpid/
Multi-family home for sale,"$255,000","2170 Laurel St, Chico, CA 95928",2170 Laurel St,Chico,CA,95928,4,2,"1,363",null,null,Multiple Occupancy,1945,Garage,null,"$255,001","$1,650/mo",$187,https://www.zillow.com/homedetails/2170-Laurel-St-Chico-CA-95928/18219117_zpid/
Multi-family home for sale,"$250,000","308 N 3rd St, Porterville, CA 93257",308 N 3rd St,Porterville,CA,93257,4,4,"2,374",null,null,Multiple Occupancy,1900,"Garage, Garage - Attached, Covered",null,"$243,732","$1,050/mo",$105,https://www.zillow.com/homedetails/308-N-3rd-St-Porterville-CA-93257/16292311_zpid/
Multi-family home for sale,"$599,000","320 E 59th St, Long Beach, CA 90805",320 E 59th St,LongBeach,CA,90805,5,2,"1,940",null,null,Multiple Occupancy,1910,"Carport, Covered",null,"$599,001","$2,395/mo",$309,https://www.zillow.com/homedetails/320-E-59th-St-Long-Beach-CA-90805/21152010_zpid/
Multi-family home for sale,"$755,000","6078 Spruce St, Wrightwood, CA 92397",6078 Spruce St,Wrightwood,CA,92397,6,6,"3,960",null,null,Multiple Occupancy,1987,"Garage, Garage - Attached",null,"$749,428","$1,620/mo",$191,https://www.zillow.com/homedetails/6078-Spruce-St-Wrightwood-CA-92397/17425497_zpid/
Multi-family home for sale,"$175,000","121 Cramer St, Bakersfield, CA 93308",121 Cramer St,Bakersfield,CA,93308,--,--,"1,974",null,null,Multiple Occupancy,1987,"Garage - Attached, Covered",null,"$175,064","$1,100/mo",$89,https://www.zillow.com/homedetails/121-Cramer-St-Bakersfield-CA-93308/18923648_zpid/
Multi-family home for sale,"$299,995","116 N I St, San Bernardino, CA 92410",116 N I St,SanBernardino,CA,92410,3,2,"1,042",null,null,Multiple Occupancy,1940,"Garage, Garage - Attached",null,"$299,996","$1,395/mo",$288,https://www.zillow.com/homedetails/116-N-I-St-San-Bernardino-CA-92410/17222781_zpid/
Multi-family home for sale,"$125,000","68825 Michael Way, Twentynine Palms, CA 92277",68825 Michael Way,TwentyninePalms,CA,92277,1,1,408,null,null,Multiple Occupancy,1959,"Garage, Garage - Attached, Covered",null,null,"$1,015/mo",$306,https://www.zillow.com/homedetails/68825-Michael-Way-Twentynine-Palms-CA-92277/299170144_zpid/
Multi-family home for sale,"$889,000","4433 Ryer Rd E, Walnut Grove, CA 95690",4433 Ryer Rd E,WalnutGrove,CA,95690,2,--,--,null,null,Multiple Occupancy,No Data,Carport,null,"$883,543",null,null,https://www.zillow.com/homedetails/4433-Ryer-Rd-E-Walnut-Grove-CA-95690/2077580935_zpid/
Multi-family home for sale,"$405,000","430 W 16th St, San Bernardino, CA 92405",430 W 16th St,SanBernardino,CA,92405,4,3,3,null,null,Multiple Occupancy,1938,"Garage, Garage - Attached, Garage - Detached, Covered",null,"$405,003","$1,500/mo","$135,000",https://www.zillow.com/homedetails/430-W-16th-St-San-Bernardino-CA-92405/17232856_zpid/
Multi-family home for sale,"$485,000","721 28th St, Paso Robles, CA 93446",721 28th St,PasoRobles,CA,93446,4,2,"2,025",null,null,Multiple Occupancy,1918,Covered,null,"$640,375","$2,500/mo",$240,https://www.zillow.com/homedetails/721-28th-St-Paso-Robles-CA-93446/2105940454_zpid/
Multi-family home for sale,"$224,950","2407 Olympic Drive, Bakersfield, CA 93308",2407 Olympic Drive,Bakersfield,CA,93308,--,--,"1,662",null,null,Multiple Occupancy,1941,"Garage - Detached, Covered",null,"$224,951","$1,100/mo",$135,https://www.zillow.com/homedetails/2407-Olympic-Drive-Bakersfield-CA-93308/2100927640_zpid/
Multi-family home for sale,"$375,000","249 W Elizabeth Ave, Reedley, CA 93654",249 W Elizabeth Ave,Reedley,CA,93654,7,4,"2,700",null,null,Multiple Occupancy,1950,0 spaces,null,"$369,933","$1,525/mo",$139,https://www.zillow.com/homedetails/249-W-Elizabeth-Ave-Reedley-CA-93654/18676054_zpid/
Multi-family home for sale,"$498,000","445 Valley View Rd, El Sobrante, CA 94803",445 Valley View Rd,ElSobrante,CA,94803,4,4,"1,922",null,null,Multiple Occupancy,1948,0 spaces,null,"$500,503",null,$259,https://www.zillow.com/homedetails/445-Valley-View-Rd-El-Sobrante-CA-94803/2077028249_zpid/
Multi-family home for sale,"$141,500","162 E M St, Colton, CA 92324",162 E M St,Colton,CA,92324,3,1,"1,756",null,null,Multiple Occupancy,1915,"Garage, Garage - Attached",null,null,"$1,595/mo",$81,https://www.zillow.com/homedetails/162-E-M-St-Colton-CA-92324/17252342_zpid/
Multi-family home for sale,"$264,900","818 E Kaweah Ave, Visalia, CA 93292",818 E Kaweah Ave,Visalia,CA,93292,4,--,"1,538",null,null,Multiple Occupancy,1964,"Carport, Covered",null,"$225,001","$1,250/mo",$172,https://www.zillow.com/homedetails/818-E-Kaweah-Ave-Visalia-CA-93292/16241292_zpid/
Multi-family home for sale,"$599,900","8972 Victoria Ave, South Gate, CA 90280",8972 Victoria Ave,SouthGate,CA,90280,4,2,"1,248",null,null,Multiple Occupancy,1923,Covered,null,"$613,932","$2,250/mo",$481,https://www.zillow.com/homedetails/8972-Victoria-Ave-South-Gate-CA-90280/21029456_zpid/
Contingent,"$689,000","427 E 4th St, Ontario, CA 91764",427 E 4th St,Ontario,CA,91764,5,3,"2,501",null,null,Multiple Occupancy,1943,"Garage, Garage - Attached, Garage - Detached, Covered",null,"$691,041",null,$275,https://www.zillow.com/homedetails/427-E-4th-St-Ontario-CA-91764/17575561_zpid/
Multi-family home for sale,"$460,000","2601 Tahoe Dr, Ontario, CA 91761",2601 Tahoe Dr,Ontario,CA,91761,3,2,"1,377",null,null,Multiple Occupancy,1987,"Garage, Garage - Attached, Covered",$81/mo,"$472,160","$2,347/mo",$334,https://www.zillow.com/homedetails/2601-Tahoe-Dr-Ontario-CA-91761/17306776_zpid/
Multi-family home for sale,"$899,500","20700 Chatsworth St, Chatsworth, CA 91311",20700 Chatsworth St,Chatsworth,CA,91311,4,3,"2,531",null,null,Multiple Occupancy,1962,"Garage, Covered",null,"$911,793","$3,250/mo",$355,https://www.zillow.com/homedetails/20700-Chatsworth-St-Chatsworth-CA-91311/20157101_zpid/
Multi-family home for sale,"$2,290,000","1239 Scott St #1241, San Francisco, CA 94115",1239 Scott St #1241,SanFrancisco,CA,94115,5,4,"2,549",null,null,Multiple Occupancy,1911,0 spaces,null,"$2,290,332",null,$898,https://www.zillow.com/homedetails/1239-Scott-St-1241-San-Francisco-CA-94115/2076773711_zpid/
Multi-family home for sale,"$490,000","416 W 51st St, Los Angeles, CA 90037",416 W 51st St,LosAngeles,CA,90037,5,4,"2,518",null,null,Multiple Occupancy,1908,"Garage - Detached, Covered",null,"$490,111","$2,300/mo",$195,https://www.zillow.com/homedetails/416-W-51st-St-Los-Angeles-CA-90037/20561190_zpid/
For sale by owner,"$408,000","3934 Mulberry Dr, Concord, CA 94519",3934 Mulberry Dr,Concord,CA,94519,3,2,"1,217",null,null,Multiple Occupancy,1972,"Garage, Carport, Covered",$340/mo,"$404,715","$2,590/mo",$335,https://www.zillow.com/homedetails/3934-Mulberry-Dr-Concord-CA-94519/18347451_zpid/
Multi-family home for sale,"$2,849,000","1336 N Fairfax Ave, West Hollywood, CA 90046",1336 N Fairfax Ave,WestHollywood,CA,90046,6,9,"4,880",null,null,Multiple Occupancy,2006,"Garage - Attached, Garage - Detached, Covered",null,"$2,856,434","$3,550/mo",$584,https://www.zillow.com/homedetails/1336-N-Fairfax-Ave-West-Hollywood-CA-90046/20795529_zpid/
Multi-family home for sale,"$169,000","1238 El Tejon Ave, Bakersfield, CA 93308",1238 El Tejon Ave,Bakersfield,CA,93308,--,--,"1,184",null,null,Multiple Occupancy,1949,"Garage - Attached, Covered",null,"$169,035","$1,250/mo",$143,https://www.zillow.com/homedetails/1238-El-Tejon-Ave-Bakersfield-CA-93308/18919248_zpid/
Multi-family home for sale,"$650,000","635 Capitol St, Vallejo, CA 94590",635 Capitol St,Vallejo,CA,94590,5,3,"2,088",null,null,Multiple Occupancy,1925,0 spaces,null,"$654,039",null,$311,https://www.zillow.com/homedetails/635-Capitol-St-Vallejo-CA-94590/2076770384_zpid/
Multi-family home for sale,"$1,488,800","15574 Garo St, Hacienda Heights, CA 91745",15574 Garo St,HaciendaHeights,CA,91745,11,10,"4,600",null,null,Multiple Occupancy,1952,"Garage, Covered",null,"$1,490,130","$2,733/mo",$324,https://www.zillow.com/homedetails/15574-Garo-St-Hacienda-Heights-CA-91745/21457762_zpid/
Multi-family home for sale,"$295,000","1056 Hedge Ave, West Linda, CA 95961",1056 Hedge Ave,WestLinda,CA,95961,--,--,"1,650",null,null,Multiple Occupancy,1965,"Garage - Attached, Covered",null,"$295,001","$1,895/mo",$179,https://www.zillow.com/homedetails/1056-Hedge-Ave-West-Linda-CA-95961/16555342_zpid/
Multi-family home for sale,"$579,900","3137 E Side Blvd, Los Angeles, CA 90063",3137 E Side Blvd,LosAngeles,CA,90063,5,3,"1,904",null,null,Multiple Occupancy,1923,Covered,null,"$584,360","$2,400/mo",$305,https://www.zillow.com/homedetails/3137-E-Side-Blvd-Los-Angeles-CA-90063/20630996_zpid/
Multi-family home for sale,"$550,000","416 La Paloma Rd, El Sobrante, CA 94803",416 La Paloma Rd,ElSobrante,CA,94803,--,--,--,null,null,Multiple Occupancy,1946,None,null,"$575,341",null,null,https://www.zillow.com/homedetails/416-La-Paloma-Rd-El-Sobrante-CA-94803/2077360932_zpid/
Multi-family home for sale,"$495,000","10411 San Leandro St, Oakland, CA 94603",10411 San Leandro St,Oakland,CA,94603,5,3,"1,996",null,null,Multiple Occupancy,1921,Covered,null,"$702,730","$3,250/mo",$248,https://www.zillow.com/homedetails/10411-San-Leandro-St-Oakland-CA-94603/24802357_zpid/
Multi-family home for sale,"$249,900","253 W Dunn Ave, Fresno, CA 93706",253 W Dunn Ave,Fresno,CA,93706,5,3,"1,945",null,null,Multiple Occupancy,1930,0 spaces,null,"$249,901","$1,095/mo",$128,https://www.zillow.com/homedetails/253-W-Dunn-Ave-Fresno-CA-93706/18753902_zpid/
Multi-family home for sale,"$899,999","309-315 N Pico Ave, Fallbrook, CA 92028",309-315 N Pico Ave,Fallbrook,CA,92028,8,4,--,null,null,Multiple Occupancy,1979,0 spaces,null,null,null,null,https://www.zillow.com/homedetails/309-315-N-Pico-Ave-Fallbrook-CA-92028/2076747734_zpid/
Multi-family home for sale,"$225,000","26124 Slide Inn St, Long Barn, CA 95335",26124 Slide Inn St,LongBarn,CA,95335,4,--,672,null,null,Multiple Occupancy,1946,0 spaces,null,"$217,181",null,$335,https://www.zillow.com/homedetails/26124-Slide-Inn-St-Long-Barn-CA-95335/2076878978_zpid/
Multi-family home for sale,"$1,249,000","5135 Eagle Rock Blvd, Los Angeles, CA 90041",5135 Eagle Rock Blvd,LosAngeles,CA,90041,6,3,"2,029",null,null,Multiple Occupancy,1921,"On-street, Covered",null,"$1,195,845","$2,695/mo",$616,https://www.zillow.com/homedetails/5135-Eagle-Rock-Blvd-Los-Angeles-CA-90041/20845614_zpid/
For sale by owner,"$130,000","739 Balsam St, Ridgecrest, CA 93555",739 Balsam St,Ridgecrest,CA,93555,3,3,"1,580",null,null,Multiple Occupancy,1955,0 spaces,null,"$185,063","$1,200/mo",$82,https://www.zillow.com/homedetails/739-Balsam-St-Ridgecrest-CA-93555/18911021_zpid/
Multi-family home for sale,"$498,000","16338 1st St, Guerneville, CA 95446",16338 1st St,Guerneville,CA,95446,3,3,"2,313",null,null,Multiple Occupancy,No Data,0 spaces,null,"$504,384",null,$215,https://www.zillow.com/homedetails/16338-1st-St-Guerneville-CA-95446/2077246437_zpid/
Multi-family home for sale,"$760,000","2426 Houston St, Los Angeles, CA 90033",2426 Houston St,LosAngeles,CA,90033,7,4,"3,444",null,null,Multiple Occupancy,1905,Covered,null,"$760,010","$2,495/mo",$221,https://www.zillow.com/homedetails/2426-Houston-St-Los-Angeles-CA-90033/20630164_zpid/
Multi-family home for sale,"$380,000","463 W 21st St, San Bernardino, CA 92405",463 W 21st St,SanBernardino,CA,92405,5,2,"7,500",null,null,Multiple Occupancy,1925,"Garage, Garage - Attached, Garage - Detached, Covered",null,"$382,541","$1,650/mo",$51,https://www.zillow.com/homedetails/463-W-21st-St-San-Bernardino-CA-92405/17232437_zpid/
Multi-family home for sale,"$798,800","5015 Denker Ave, Los Angeles, CA 90062",5015 Denker Ave,LosAngeles,CA,90062,4,3,"1,496",null,null,Multiple Occupancy,1916,Covered,null,"$804,430","$2,850/mo",$534,https://www.zillow.com/homedetails/5015-Denker-Ave-Los-Angeles-CA-90062/20570518_zpid/
Multi-family home for sale,"$569,950","992 Fowler Rd, Newcastle, CA 95658",992 Fowler Rd,Newcastle,CA,95658,5,--,"2,368",null,null,Multiple Occupancy,1998,"Garage, Garage - Detached, Covered",null,"$579,610","$2,175/mo",$241,https://www.zillow.com/homedetails/992-Fowler-Rd-Newcastle-CA-95658/17666080_zpid/
Multi-family home for sale,"$365,000","168 W Washington St, Coalinga, CA 93210",168 W Washington St,Coalinga,CA,93210,5,3,"2,292",null,null,Multiple Occupancy,1954,Carport,null,"$363,440",null,$159,https://www.zillow.com/homedetails/168-W-Washington-St-Coalinga-CA-93210/2077372835_zpid/
Multi-family home for sale,"$229,900","536 Johnson St, Red Bluff, CA 96080",536 Johnson St,RedBluff,CA,96080,--,--,"1,591",null,null,Multiple Occupancy,1905,"Garage - Attached, Garage - Detached, Covered",null,"$229,901","$2,263/mo",$145,https://www.zillow.com/homedetails/536-Johnson-St-Red-Bluff-CA-96080/16172728_zpid/
Multi-family home for sale,"$2,995,000","715-717 De Haro St, San Francisco, CA 94107",715-717 De Haro St,SanFrancisco,CA,94107,5,4,"3,584",null,null,Multiple Occupancy,1965,Garage - Attached,null,"$2,995,003",null,$836,https://www.zillow.com/homedetails/715-717-De-Haro-St-San-Francisco-CA-94107/2077600876_zpid/
Multi-family home for sale,"$175,000","720 Lincoln Ave, Bakersfield, CA 93308",720 Lincoln Ave,Bakersfield,CA,93308,--,--,986,null,null,Multiple Occupancy,1938,"Garage - Attached, Covered",null,"$170,484","$1,100/mo",$177,https://www.zillow.com/homedetails/720-Lincoln-Ave-Bakersfield-CA-93308/18921131_zpid/
Multi-family home for sale,"$470,000","1100 Roanoke Ave, Sacramento, CA 95838",1100 Roanoke Ave,Sacramento,CA,95838,5,5,"2,100",null,null,Multiple Occupancy,1992,"Garage, Garage - Attached, Covered",null,"$470,104","$1,695/mo",$224,https://www.zillow.com/homedetails/1100-Roanoke-Ave-Sacramento-CA-95838/26058215_zpid/
For sale by owner,"$72,500","247 E Fremont St, Owatonna, MN 55060",247 E Fremont St,Owatonna,MN,55060,4,2,"1,800",null,null,Multiple Occupancy,1900,Garage,null,null,null,$40,https://www.zillow.com/homedetails/247-E-Fremont-St-Owatonna-MN-55060/2080834316_zpid/
Multi-family home for sale,"$519,000","4431 Stewart Ave, Baldwin Park, CA 91706",4431 Stewart Ave,BaldwinPark,CA,91706,3,2,"1,188",null,null,Multiple Occupancy,1961,"Garage, Garage - Attached, Covered",null,"$533,466","$2,500/mo",$437,https://www.zillow.com/homedetails/4431-Stewart-Ave-Baldwin-Park-CA-91706/21593506_zpid/
Multi-family home for sale,"$498,888","926 Wellswood Ave, Lodi, CA 95240",926 Wellswood Ave,Lodi,CA,95240,6,--,"2,628",null,null,Multiple Occupancy,1978,"Garage - Attached, Covered",null,"$518,977","$1,795/mo",$190,https://www.zillow.com/homedetails/926-Wellswood-Ave-Lodi-CA-95240/15268753_zpid/
Multi-family home for sale,"$674,913","8502 Rose St, Bellflower, CA 90706",8502 Rose St,Bellflower,CA,90706,4,--,"1,272",null,null,Multiple Occupancy,1951,Covered,null,"$696,684","$2,300/mo",$531,https://www.zillow.com/homedetails/8502-Rose-St-Bellflower-CA-90706/21172866_zpid/
For sale by owner,"$13,250,000","25350 Malibu Rd, Malibu, CA 90265",25350 Malibu Rd,Malibu,CA,90265,12,12,"10,500",null,null,Multiple Occupancy,1959,"Garage - Attached, Covered",$1/mo,null,"$2,950/mo","$1,262",https://www.zillow.com/homedetails/25350-Malibu-Rd-Malibu-CA-90265/135469675_zpid/
Multi-family home for sale,"$419,000","5916 Estrella Ave, Los Angeles, CA 90044",5916 Estrella Ave,LosAngeles,CA,90044,4,2,"1,552",null,null,Multiple Occupancy,1902,Covered,null,"$419,003","$2,250/mo",$270,https://www.zillow.com/homedetails/5916-Estrella-Ave-Los-Angeles-CA-90044/20929219_zpid/
Contingent,"$1,399,000","751-753 42nd Ave, San Francisco, CA 94121",751-753 42nd Ave,SanFrancisco,CA,94121,4,2,"2,500",null,null,Multiple Occupancy,No Data,Garage - Attached,null,"$1,491,097",null,$560,https://www.zillow.com/homedetails/751-753-42nd-Ave-San-Francisco-CA-94121/2076963760_zpid/
Multi-family home for sale,"$675,000","228 S Spring St, Lake Elsinore, CA 92530",228 S Spring St,LakeElsinore,CA,92530,5,3,"3,263",null,null,Multiple Occupancy,1910,"Carport, Covered",null,"$675,009",null,$207,https://www.zillow.com/homedetails/228-S-Spring-St-Lake-Elsinore-CA-92530/2077152801_zpid/
Multi-family home for sale,"$198,500","1914 Pacific St, Bakersfield, CA 93305",1914 Pacific St,Bakersfield,CA,93305,2,3,"1,504",null,null,Multiple Occupancy,1949,0 spaces,null,"$198,500",null,$132,https://www.zillow.com/homedetails/1914-Pacific-St-Bakersfield-CA-93305/18936224_zpid/
,"$1,449,000","8 Garden Ave, San Rafael, CA 94903",8 Garden Ave,SanRafael,CA,94903,4,3,"2,081",null,null,Multiple Occupancy,1956,"Garage, Garage - Detached, Covered",null,"$1,449,012","$3,800/mo",$696,https://www.zillow.com/homedetails/8-Garden-Ave-San-Rafael-CA-94903/80739580_zpid/
,"$945,000","11500 Calvert St, North Hollywood, CA 91606",11500 Calvert St,NorthHollywood,CA,91606,4,3,947,null,null,Multiple Occupancy,1941,"Garage, Garage - Attached, Covered",null,"$958,341","$2,850/mo",$998,https://www.zillow.com/homedetails/11500-Calvert-St-North-Hollywood-CA-91606/20012266_zpid/
,"$649,000","7831 Church St, Gilroy, CA 95020",7831 Church St,Gilroy,CA,95020,--,--,"1,264",null,null,Multiple Occupancy,1890,"Mixed, Covered, Garage",null,"$667,153","$2,950/mo",$513,https://www.zillow.com/homedetails/7831-Church-St-Gilroy-CA-95020/19856435_zpid/
,"$1,499,000","1261 Kedith St, Belmont, CA 94002",1261 Kedith St,Belmont,CA,94002,3,2,"1,552",null,null,Multiple Occupancy,1949,"Garage, Garage - Detached",null,"$1,499,004","$3,100/mo",$966,https://www.zillow.com/homedetails/1261-Kedith-St-Belmont-CA-94002/15540603_zpid/
,"$665,000","4124 Durfee Ave, El Monte, CA 91732",4124 Durfee Ave,ElMonte,CA,91732,5,2,"2,078",null,null,Multiple Occupancy,1947,0 spaces,null,"$682,904","$2,300/mo",$320,https://www.zillow.com/homedetails/4124-Durfee-Ave-El-Monte-CA-91732/21598731_zpid/
