Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Zillow_price/sqft,House_website
Townhouse for sale,"$775,000","1305 Rosita Rd, Pacifica, CA 94044",1305 Rosita Rd,Pacifica,CA,94044,3,3,"1,410","1,102 sqft",1102.0,Townhouse,1973,Carport,$450/mo,"$783,031",$550,https://www.zillow.com/homedetails/1305-Rosita-Rd-Pacifica-CA-94044/15508463_zpid/
Townhouse for sale,"$998,000","865 Carlisle Way APT 101, Sunnyvale, CA 94087",865 Carlisle Way APT 101,Sunnyvale,CA,94087,2,3,"1,120",845 sqft,845.0,Townhouse,2007,"Carport, Garage - Attached, Covered",$375/mo,"$1,018,367",$891,https://www.zillow.com/homedetails/865-Carlisle-Way-APT-101-Sunnyvale-CA-94087/82959981_zpid/
Townhouse for sale,"$540,000","1204 Paseo Sea Clf UNIT 62, San Diego, CA 92154",1204 Paseo Sea Clf UNIT 62,SanDiego,CA,92154,4,4,"1,857",27.06 Acres,1178733.6,Townhouse,2017,"Garage - Attached, Covered",$188/mo,"$544,209",$291,https://www.zillow.com/homedetails/1204-Paseo-Sea-Clf-UNIT-62-San-Diego-CA-92154/250193316_zpid/
Townhouse for sale,"$475,000","15516 Donner Pass Rd #5, Truckee, CA 96161",15516 Donner Pass Rd #5,Truckee,CA,96161,2,2.5,"1,257",No Data,null,Townhouse,1974,Covered,null,"$480,711",$378,https://www.zillow.com/homedetails/15516-Donner-Pass-Rd-5-Truckee-CA-96161/2076776601_zpid/
Townhouse for sale,"$436,500","7057 Oregon St, Buena Park, CA 90621",7057 Oregon St,BuenaPark,CA,90621,2,3,"1,342",No Data,null,Townhouse,2016,"Garage, Garage - Attached, Covered",$277/mo,"$559,209",$325,https://www.zillow.com/homedetails/7057-Oregon-St-Buena-Park-CA-90621/246154816_zpid/
Townhouse for sale,"$535,000","1311 La Palma St UNIT 1, San Diego, CA 92109",1311 La Palma St UNIT 1,SanDiego,CA,92109,2,2,870,0.29 Acres,12632.4,Townhouse,1970,Covered,$700/mo,"$535,002",$615,https://www.zillow.com/homedetails/1311-La-Palma-St-UNIT-1-San-Diego-CA-92109/16921401_zpid/
Townhouse for sale,"$599,000","2694 Walnut Blvd, Walnut Creek, CA 94596",2694 Walnut Blvd,WalnutCreek,CA,94596,2,2,"1,131",792 sqft,792.0,Townhouse,1972,"Garage, Garage - Detached, Covered",$365/mo,"$599,005",$530,https://www.zillow.com/homedetails/2694-Walnut-Blvd-Walnut-Creek-CA-94596/18413946_zpid/
Townhouse for sale,"$305,000","3007 Courtside Dr, Diamond Springs, CA 95619",3007 Courtside Dr,DiamondSprings,CA,95619,3,3,"1,231","4,399 sqft",4399.0,Townhouse,2004,"Garage - Attached, Covered",$109/mo,"$305,721",$248,https://www.zillow.com/homedetails/3007-Courtside-Dr-Diamond-Springs-CA-95619/63129862_zpid/
Townhouse for sale,"$1,195,000","1135 Crestview Dr #6, San Carlos, CA 94070",1135 Crestview Dr #6,SanCarlos,CA,94070,3,2,"1,308",1.60 Acres,69696.0,Townhouse,1973,0 spaces,$792/mo,null,$914,https://www.zillow.com/homedetails/1135-Crestview-Dr-6-San-Carlos-CA-94070/2076753959_zpid/
Townhouse for sale,"$699,000","266 Tustin Field Dr, Tustin, CA 92782",266 Tustin Field Dr,Tustin,CA,92782,3,4,"1,573","1,572 sqft",1572.0,Townhouse,2004,"Garage, Garage - Attached, Covered",$260/mo,"$700,556",$444,https://www.zillow.com/homedetails/266-Tustin-Field-Dr-Tustin-CA-92782/64467407_zpid/
Townhouse for sale,"$1,798,000","426 Ives Ter, Sunnyvale, CA 94087",426 Ives Ter,Sunnyvale,CA,94087,3,3,"2,150","2,522 sqft",2522.0,Townhouse,1981,"Garage, Garage - Attached, Covered",$490/mo,"$1,771,292",$836,https://www.zillow.com/homedetails/426-Ives-Ter-Sunnyvale-CA-94087/19547873_zpid/
Townhouse for sale,"$199,900","2320 E Avenue Q4 UNIT 69, Palmdale, CA 93550",2320 E Avenue Q4 UNIT 69,Palmdale,CA,93550,2,3,"1,013",906 sqft,906.0,Townhouse,1991,"Garage - Attached, Covered",$175/mo,"$199,901",$197,https://www.zillow.com/homedetails/2320-E-Avenue-Q4-UNIT-69-Palmdale-CA-93550/20250206_zpid/
Townhouse for sale,"$675,000","238 Birch Creek Dr, Pleasanton, CA 94566",238 Birch Creek Dr,Pleasanton,CA,94566,2,3,"1,221","1,237 sqft",1237.0,Townhouse,1985,"Garage, Garage - Attached, Covered",$379/mo,"$699,635",$553,https://www.zillow.com/homedetails/238-Birch-Creek-Dr-Pleasanton-CA-94566/24931202_zpid/
Townhouse for sale,"$299,999","453 Ranger Ct UNIT 32, Oakdale, CA 95361",453 Ranger Ct UNIT 32,Oakdale,CA,95361,3,3,"1,515","1,141 sqft",1141.0,Townhouse,2007,"Garage, Garage - Attached, Covered",$240/mo,"$300,000",$198,https://www.zillow.com/homedetails/453-Ranger-Ct-UNIT-32-Oakdale-CA-95361/72652109_zpid/
Townhouse for sale,"$369,999","1374 Deerwood St, Plumas Lake, CA 95961",1374 Deerwood St,PlumasLake,CA,95961,4,2,"1,810","8,363 sqft",8363.0,Townhouse,2019,"Garage - Attached, Covered",null,"$369,999",$204,https://www.zillow.com/homedetails/1374-Deerwood-St-Plumas-Lake-CA-95961/111023728_zpid/
Townhouse for sale,"$525,000","1978 Rolling Vista Dr UNIT 26, Lomita, CA 90717",1978 Rolling Vista Dr UNIT 26,Lomita,CA,90717,2,2,"1,471",4.92 Acres,214315.2,Townhouse,1965,"Garage - Attached, Covered",$435/mo,"$525,004",$357,https://www.zillow.com/homedetails/1978-Rolling-Vista-Dr-UNIT-26-Lomita-CA-90717/21347321_zpid/
Townhouse for sale,"$469,000","21901 Lassen St UNIT 164, Los Angeles, CA 91311",21901 Lassen St UNIT 164,LosAngeles,CA,91311,3,3,"1,438",3.88 Acres,169012.8,Townhouse,1976,"Garage - Attached, Covered",$450/mo,"$473,620",$326,https://www.zillow.com/homedetails/21901-Lassen-St-UNIT-164-Los-Angeles-CA-91311/20172582_zpid/
Townhouse for sale,"$265,000","6657 Greenback Ln, Citrus Heights, CA 95621",6657 Greenback Ln,CitrusHeights,CA,95621,3,2,"1,398","1,398 sqft",1398.0,Townhouse,1973,"Garage, Carport, Covered",$318/mo,"$266,514",$190,https://www.zillow.com/homedetails/6657-Greenback-Ln-Citrus-Heights-CA-95621/26024428_zpid/
Townhouse for sale,"$400,000","15908 Fountain Ln, Chino, CA 91708",15908 Fountain Ln,Chino,CA,91708,2,2,"1,488","4,342 sqft",4342.0,Townhouse,2006,"Garage, Garage - Attached, Covered",$250/mo,"$400,002",$269,https://www.zillow.com/homedetails/15908-Fountain-Ln-Chino-CA-91708/79551694_zpid/
Townhouse for sale,"$379,900","2101 S Pacific Ave UNIT 1, Santa Ana, CA 92704",2101 S Pacific Ave UNIT 1,SantaAna,CA,92704,3,2,"1,218","1,459 sqft",1459.0,Townhouse,1964,"Garage, Carport, Covered",$250/mo,"$379,903",$312,https://www.zillow.com/homedetails/2101-S-Pacific-Ave-UNIT-1-Santa-Ana-CA-92704/25690966_zpid/
Townhouse for sale,"$329,000","165 W Bowling Grn, Port Hueneme, CA 93041",165 W Bowling Grn,PortHueneme,CA,93041,2,2,959,"3,049 sqft",3049.0,Townhouse,1964,"Garage, Covered",$307/mo,"$329,000",$343,https://www.zillow.com/homedetails/165-W-Bowling-Grn-Port-Hueneme-CA-93041/16384343_zpid/
Townhouse for sale,"$545,000","1941 E Hawkeye Ave, Turlock, CA 95380",1941 E Hawkeye Ave,Turlock,CA,95380,4,3,"1,938",0.32 Acres,13939.2,Townhouse,1977,"Garage, Garage - Attached, Covered",null,"$545,002",$281,https://www.zillow.com/homedetails/1941-E-Hawkeye-Ave-Turlock-CA-95380/16050942_zpid/
Townhouse for sale,"$775,000","427 Tampico, Walnut Creek, CA 94598",427 Tampico,WalnutCreek,CA,94598,3,2,"1,424","2,613 sqft",2613.0,Townhouse,1971,"Garage, Garage - Attached, Covered",$374/mo,"$775,007",$544,https://www.zillow.com/homedetails/427-Tampico-Walnut-Creek-CA-94598/18380312_zpid/
Townhouse for sale,"$575,000","232 Hill Ranch Dr, Thousand Oaks, CA 91362",232 Hill Ranch Dr,ThousandOaks,CA,91362,3,3,"1,500","1,498 sqft",1498.0,Townhouse,1988,"Garage, Garage - Attached, Covered",$350/mo,"$575,002",$383,https://www.zillow.com/homedetails/232-Hill-Ranch-Dr-Thousand-Oaks-CA-91362/16477260_zpid/
Townhouse for sale,"$1,000,000","716 Lakeside Ct, Danville, CA 94526",716 Lakeside Ct,Danville,CA,94526,2,2,"1,440","3,628 sqft",3628.0,Townhouse,1982,"Garage, Garage - Attached, Covered",$457/mo,"$1,000,008",$694,https://www.zillow.com/homedetails/716-Lakeside-Ct-Danville-CA-94526/18458890_zpid/
,"$1,399,000","824 Westmount Dr #2, West Hollywood, CA 90069",824 Westmount Dr #2,WestHollywood,CA,90069,3,3,"1,885","6,194 sqft",6194.0,Townhouse,1990,"None, Covered",$650/mo,"$1,399,378",$742,https://www.zillow.com/homedetails/824-Westmount-Dr-2-West-Hollywood-CA-90069/20516751_zpid/
,"$399,999","610 Telegraph Canyon Rd UNIT B, Chula Vista, CA 91910",610 Telegraph Canyon Rd UNIT B,ChulaVista,CA,91910,3,2,"1,168",3.38 Acres,147232.8,Townhouse,1980,"Garage, Covered",$350/mo,"$404,443",$342,https://www.zillow.com/homedetails/610-Telegraph-Canyon-Rd-UNIT-B-Chula-Vista-CA-91910/52522672_zpid/
,"$399,000","852 W Beach Ave UNIT 2, Inglewood, CA 90302",852 W Beach Ave UNIT 2,Inglewood,CA,90302,2,2,973,0.58 Acres,25264.8,Townhouse,1971,"Garage - Detached, Covered",$360/mo,"$402,069",$410,https://www.zillow.com/homedetails/852-W-Beach-Ave-UNIT-2-Inglewood-CA-90302/20334118_zpid/
,"$580,990+","Brisas ; Residence 2 Plan, Lucero _ Brisas _ Altura at Pacific Ridge",Brisas ; Residence 2 Plan,Lucero_Brisas_AlturaatPacificRidge,null,null,3,3,"1,600",null,null,null,null,null,null,null,null,https://www.zillow.com/community/lucero-_-brisas-_-altura-at-pacific-ridge/2076743294_zpid/
,"$515,990+","Lucero ; Residence 2 Plan, Lucero _ Brisas _ Altura at Pacific Ridge",Lucero ; Residence 2 Plan,Lucero_Brisas_AlturaatPacificRidge,null,null,3,3,"1,563",null,null,null,null,null,null,null,null,https://www.zillow.com/community/lucero-_-brisas-_-altura-at-pacific-ridge/2076743296_zpid/
,"$540,990+","Brisas ; Residence 1 Plan, Lucero _ Brisas _ Altura at Pacific Ridge",Brisas ; Residence 1 Plan,Lucero_Brisas_AlturaatPacificRidge,null,null,3,3,"1,499",null,null,null,null,null,null,null,null,https://www.zillow.com/community/lucero-_-brisas-_-altura-at-pacific-ridge/2076743295_zpid/
,"$449,900","27009 Karns Ct UNIT 2302, Canyon Country, CA 91387",27009 Karns Ct UNIT 2302,CanyonCountry,CA,91387,3,3,"1,419",3.06 Acres,133293.6,Townhouse,1991,"Garage - Attached, Covered",$325/mo,"$454,800",$317,https://www.zillow.com/homedetails/27009-Karns-Ct-UNIT-2302-Canyon-Country-CA-91387/20217324_zpid/
,"$290,000","2506 Gallo Ct, Palmdale, CA 93550",2506 Gallo Ct,Palmdale,CA,93550,2,3,"1,519",26.08 Acres,1136044.8,Townhouse,2007,"Garage - Attached, Covered",$210/mo,"$295,686",$191,https://www.zillow.com/homedetails/2506-Gallo-Ct-Palmdale-CA-93550/82878793_zpid/
,"$619,000","67 Patria, Rancho Mission Viejo, CA 92694",67 Patria,RanchoMissionViejo,CA,92694,3,3,"1,561",No Data,null,Townhouse,2016,"Garage, Garage - Attached, Covered",null,"$619,000",$397,https://www.zillow.com/homedetails/67-Patria-Rancho-Mission-Viejo-CA-92694/246154815_zpid/
,"$419,000","19231 Sherman Way UNIT 34, Los Angeles, CA 91335",19231 Sherman Way UNIT 34,LosAngeles,CA,91335,3,3,"1,200",3.35 Acres,145926.0,Townhouse,1979,"Garage - Attached, Covered",$425/mo,"$423,028",$349,https://www.zillow.com/homedetails/19231-Sherman-Way-UNIT-34-Los-Angeles-CA-91335/19905754_zpid/
,"$194,500","246 W Bissell Ave, Richmond, CA 94801",246 W Bissell Ave,Richmond,CA,94801,2,1,781,No Data,null,Townhouse,1942,"On-street, Covered",$375/mo,"$194,862",$249,https://www.zillow.com/homedetails/246-W-Bissell-Ave-Richmond-CA-94801/18557054_zpid/
,"$599,000","10735 Bloomfield St UNIT 4, Los Angeles, CA 91602",10735 Bloomfield St UNIT 4,LosAngeles,CA,91602,2,3,"1,280","5,841 sqft",5841.0,Townhouse,2005,"Garage - Attached, Covered",$506/mo,"$604,372",$468,https://www.zillow.com/homedetails/10735-Bloomfield-St-UNIT-4-Los-Angeles-CA-91602/88783291_zpid/
,"$590,990+","Lucero ; Residence 3 Plan, Lucero _ Brisas _ Altura at Pacific Ridge",Lucero ; Residence 3 Plan,Lucero_Brisas_AlturaatPacificRidge,null,null,4,4,"1,824",null,null,null,null,null,null,null,null,https://www.zillow.com/community/lucero-_-brisas-_-altura-at-pacific-ridge/2076743298_zpid/
,"$275,000","2212 Sundale Dr, Rancho Cordova, CA 95670",2212 Sundale Dr,RanchoCordova,CA,95670,2,2,"1,163","1,533 sqft",1533.0,Townhouse,1974,"Garage, Carport, Garage - Attached, Covered",$223/mo,"$282,857",$236,https://www.zillow.com/homedetails/2212-Sundale-Dr-Rancho-Cordova-CA-95670/25861651_zpid/
,"$490,000","2175 Condor Dr UNIT 55, Chula Vista, CA 91915",2175 Condor Dr UNIT 55,ChulaVista,CA,91915,3,3,"1,437",15.41 Acres,671259.6,Townhouse,2006,"Garage, Garage - Attached, Covered",$216/mo,"$495,318",$341,https://www.zillow.com/homedetails/2175-Condor-Dr-UNIT-55-Chula-Vista-CA-91915/79571152_zpid/
,"$499,999","8709 Vista Del Oro Way, Spring Valley, CA 91977",8709 Vista Del Oro Way,SpringValley,CA,91977,3,3,"1,688","2,178 sqft",2178.0,Townhouse,1991,"Garage, Garage - Attached, Covered",$374/mo,"$500,113",$296,https://www.zillow.com/homedetails/8709-Vista-Del-Oro-Way-Spring-Valley-CA-91977/17116290_zpid/
,"$640,990+","Brisas ; Residence 3 Plan, Lucero _ Brisas _ Altura at Pacific Ridge",Brisas ; Residence 3 Plan,Lucero_Brisas_AlturaatPacificRidge,null,null,3,3,"1,806",null,null,null,null,null,null,null,null,https://www.zillow.com/community/lucero-_-brisas-_-altura-at-pacific-ridge/2076743293_zpid/
,"$439,999","12120 Terra Bella St UNIT 2, Los Angeles, CA 91331",12120 Terra Bella St UNIT 2,LosAngeles,CA,91331,4,3,"1,559",1.53 Acres,66646.8,Townhouse,1995,"Garage - Attached, Covered",$210/mo,"$444,333",$282,https://www.zillow.com/homedetails/12120-Terra-Bella-St-UNIT-2-Los-Angeles-CA-91331/20085230_zpid/
,"$559,000","12421 Ramona Ave, Hawthorne, CA 90250",12421 Ramona Ave,Hawthorne,CA,90250,3,3,"1,560",2.10 Acres,91476.0,Townhouse,1978,"Garage - Attached, Covered",$375/mo,"$566,009",$358,https://www.zillow.com/homedetails/12421-Ramona-Ave-Hawthorne-CA-90250/20347830_zpid/
,"$989,000","3000 Shadow Brook Ln, Westlake Village, CA 91361",3000 Shadow Brook Ln,WestlakeVillage,CA,91361,3,3,"2,243","4,356 sqft",4356.0,Townhouse,1980,"Garage, Covered",$510/mo,"$989,006",$441,https://www.zillow.com/homedetails/3000-Shadow-Brook-Ln-Westlake-Village-CA-91361/16490530_zpid/
,"$449,000","427 Eastgate Ln, Martinez, CA 94553",427 Eastgate Ln,Martinez,CA,94553,2,2,"1,088",649 sqft,649.0,Townhouse,1984,"Garage, Carport",$400/mo,"$449,003",$413,https://www.zillow.com/homedetails/427-Eastgate-Ln-Martinez-CA-94553/18399632_zpid/
,"$1,175,000","1801 Milbank Rd, Encinitas, CA 92024",1801 Milbank Rd,Encinitas,CA,92024,3,2,"1,485","2,957 sqft",2957.0,Townhouse,1974,"Garage, Covered",$650/mo,"$1,175,005",$791,https://www.zillow.com/homedetails/1801-Milbank-Rd-Encinitas-CA-92024/16709612_zpid/
,"$379,000","8927 Willis Ave UNIT 5, Los Angeles, CA 91402",8927 Willis Ave UNIT 5,LosAngeles,CA,91402,2,3,"1,455",0.76 Acres,33105.6,Townhouse,1978,"Garage - Attached, Covered",$300/mo,"$388,243",$260,https://www.zillow.com/homedetails/8927-Willis-Ave-UNIT-5-Los-Angeles-CA-91402/20134028_zpid/
,"$769,000","163 Cypress Loop, Hayward, CA 94544",163 Cypress Loop,Hayward,CA,94544,4,4,"1,921",No Data,null,Townhouse,2016,"Garage, Garage - Attached, Covered",$276/mo,"$802,849",$400,https://www.zillow.com/homedetails/163-Cypress-Loop-Hayward-CA-94544/241574949_zpid/
,"$350,000","19679 Boreal Ridge Rd #8, Truckee, CA 96161",19679 Boreal Ridge Rd #8,Truckee,CA,96161,3,2,"1,165","4,356 sqft",4356.0,Townhouse,1972,"Garage, Garage - Attached, Covered",null,"$365,217",$300,https://www.zillow.com/homedetails/19679-Boreal-Ridge-Rd-8-Truckee-CA-96161/19457839_zpid/
,"$309,900","423 Safflower Pl, West Sacramento, CA 95691",423 Safflower Pl,WestSacramento,CA,95691,3,3,"1,502","1,467 sqft",1467.0,Townhouse,1974,"Garage, Garage - Detached, Covered",$370/mo,null,$206,https://www.zillow.com/homedetails/423-Safflower-Pl-West-Sacramento-CA-95691/16530009_zpid/
,"$370,685+","Residence 1 Plan, Ivy at The Preserve in Chino",Residence 1 Plan,IvyatThePreserveinChino,null,null,2,3,"1,250",No Data,null,Townhouse,2021,Covered,null,null,$297,https://www.zillow.com/community/ivy-at-preserve-in-chino/2081043569_zpid/
,"$389,900","9600 Sylmar Ave UNIT 19, Los Angeles, CA 91402",9600 Sylmar Ave UNIT 19,LosAngeles,CA,91402,3,2,"1,145",2.42 Acres,105415.2,Townhouse,1979,"Garage - Attached, Covered",$470/mo,"$393,373",$341,https://www.zillow.com/homedetails/9600-Sylmar-Ave-UNIT-19-Los-Angeles-CA-91402/20128364_zpid/
,"$429,000","955 Glencliff St, La Habra, CA 90631",955 Glencliff St,LaHabra,CA,90631,2,2,"1,231","1,738 sqft",1738.0,Townhouse,1963,"Carport, Garage - Attached",$365/mo,"$435,711",$348,https://www.zillow.com/homedetails/955-Glencliff-St-La-Habra-CA-90631/25105283_zpid/
,"$695,900","13963 Riverside Dr, Sherman Oaks, CA 91423",13963 Riverside Dr,ShermanOaks,CA,91423,2,3,"1,563",1.73 Acres,75358.8,Townhouse,1975,"Garage - Attached, Covered",$566/mo,"$696,379",$445,https://www.zillow.com/homedetails/13963-Riverside-Dr-Sherman-Oaks-CA-91423/19986065_zpid/
,"$799,999","4052 Ghiotti Ct, Pleasanton, CA 94588",4052 Ghiotti Ct,Pleasanton,CA,94588,2,3,"1,316",988 sqft,988.0,Townhouse,1997,"Garage, Garage - Attached, Covered",$232/mo,"$835,819",$608,https://www.zillow.com/homedetails/4052-Ghiotti-Ct-Pleasanton-CA-94588/25073211_zpid/
,"$880,000","285 E Saint James St APT 2, San Jose, CA 95112",285 E Saint James St APT 2,SanJose,CA,95112,3,3,"1,700","6,425 sqft",6425.0,Townhouse,1889,Covered,null,"$916,186",$518,https://www.zillow.com/homedetails/285-E-Saint-James-St-APT-2-San-Jose-CA-95112/2085615486_zpid/
,"$399,800","12916 Royal Palm Cir, Chino, CA 91710",12916 Royal Palm Cir,Chino,CA,91710,2,3,"1,260","1,999 sqft",1999.0,Townhouse,1984,"Garage, Garage - Attached, Covered",$220/mo,"$399,966",$317,https://www.zillow.com/homedetails/12916-Royal-Palm-Cir-Chino-CA-91710/17544542_zpid/
,"$454,990+","Tesoro ; Residence 2 Plan, Tesoro at Vista del Sur",Tesoro ; Residence 2 Plan,TesoroatVistadelSur,null,null,3,3,"1,485",No Data,null,Townhouse,2021,"Garage - Attached, Covered",null,null,$306,https://www.zillow.com/community/tesoro-at-vista-del-sur/2076743302_zpid/
,"$1,099,000","1920 S Pacific Coast Hwy #109, Redondo Beach, CA 90277",1920 S Pacific Coast Hwy #109,RedondoBeach,CA,90277,3,4,"1,749",1.43 Acres,62290.8,Townhouse,2018,Covered,$435/mo,"$1,099,007",$628,https://www.zillow.com/homedetails/1920-S-Pacific-Coast-Hwy-109-Redondo-Beach-CA-90277/325797112_zpid/
,"$438,000","241 Riverview Way, Oceanside, CA 92057",241 Riverview Way,Oceanside,CA,92057,3,2,"1,330",0.28 Acres,12196.8,Townhouse,1984,Covered,$320/mo,"$439,684",$329,https://www.zillow.com/homedetails/241-Riverview-Way-Oceanside-CA-92057/16589939_zpid/
,"$627,950","105 Palo Verde Ter, Santa Cruz, CA 95060",105 Palo Verde Ter,SantaCruz,CA,95060,3,2,"1,237","1,045 sqft",1045.0,Townhouse,1973,Carport,$51/mo,"$632,001",$508,https://www.zillow.com/homedetails/105-Palo-Verde-Ter-Santa-Cruz-CA-95060/16101951_zpid/
,"$410,000","36 Marcilla, Mission Viejo, CA 92694",36 Marcilla,MissionViejo,CA,92694,2,2,"1,057",No Data,null,Townhouse,2003,"Garage, Garage - Attached, Covered",$240/mo,"$415,002",$388,https://www.zillow.com/homedetails/36-Marcilla-Mission-Viejo-CA-92694/63083034_zpid/
,"$699,900","16827 Sorrel Way, Morgan Hill, CA 95037",16827 Sorrel Way,MorganHill,CA,95037,3,3,"1,716","1,894 sqft",1894.0,Townhouse,1986,"Garage, Garage - Attached, Covered",$447/mo,"$711,653",$408,https://www.zillow.com/homedetails/16827-Sorrel-Way-Morgan-Hill-CA-95037/19861481_zpid/
,"$315,000","5140 N River Rd UNIT F, Oceanside, CA 92057",5140 N River Rd UNIT F,Oceanside,CA,92057,2,2,992,3.45 Acres,150282.0,Townhouse,1984,"Garage, Covered",$340/mo,"$315,002",$318,https://www.zillow.com/homedetails/5140-N-River-Rd-UNIT-F-Oceanside-CA-92057/16569008_zpid/
