Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
Multi-family home for sale,"$750,000","2739 Chico Ave, South El Monte, CA 91733",2739 Chico Ave,SouthElMonte,CA,91733,6,3,"1,792",null,null,Multiple Occupancy,1940,Covered,null,"$756,818","$2,200/mo",$419,https://www.zillow.com/homedetails/2739-Chico-Ave-South-El-Monte-CA-91733/21410270_zpid/
Multi-family home for sale,"$799,000","2542 Filbert St, Oakland, CA 94607",2542 Filbert St,Oakland,CA,94607,5,3,"1,921",null,null,Multiple Occupancy,1907,"Garage - Detached, Covered",null,"$872,501","$2,452/mo",$416,https://www.zillow.com/homedetails/2542-Filbert-St-Oakland-CA-94607/24739741_zpid/
Multi-family home for sale,"$500,000","4211 Market St #15, San Diego, CA 92102",4211 Market St #15,SanDiego,CA,92102,--,--,--,null,null,Multiple Occupancy,1900,0 spaces,null,"$531,244",null,null,https://www.zillow.com/homedetails/4211-Market-St-15-San-Diego-CA-92102/2076922077_zpid/
Multi-family home for sale,"$1,379,000","3633 32nd St, San Diego, CA 92104",3633 32nd St,SanDiego,CA,92104,4,2,"2,696",null,null,Multiple Occupancy,1929,"Off-street, Covered",null,"$1,362,449","$1,895/mo",$511,https://www.zillow.com/homedetails/3633-32nd-St-San-Diego-CA-92104/2092188964_zpid/
Contingent,"$500,000","179 S Napa Junction Rd LOT 179, American Canyon, CA 94503",179 S Napa Junction Rd LOT 179,AmericanCanyon,CA,94503,5,2,"2,158",null,null,Multiple Occupancy,1913,0 spaces,null,"$500,001",null,$232,https://www.zillow.com/homedetails/179-S-Napa-Junction-Rd-LOT-179-American-Canyon-CA-94503/2077040799_zpid/
Multi-family home for sale,"$485,000","6330 N Fresno St, Fresno, CA 93710",6330 N Fresno St,Fresno,CA,93710,6,3,"3,000",null,null,Multiple Occupancy,1980,"Garage, Garage - Attached, Covered",null,"$486,141","$1,350/mo",$162,https://www.zillow.com/homedetails/6330-N-Fresno-St-Fresno-CA-93710/82855020_zpid/
Multi-family home for sale,"$258,000","6295 Linda Lee Dr, Yucca Valley, CA 92284",6295 Linda Lee Dr,YuccaValley,CA,92284,5,2,"1,612",null,null,Multiple Occupancy,1983,"Garage, Garage - Attached, Covered",null,"$258,002",$995/mo,$160,https://www.zillow.com/homedetails/6295-Linda-Lee-Dr-Yucca-Valley-CA-92284/17498956_zpid/
Multi-family home for sale,"$439,000","376 1st St, Solvang, CA 93463",376 1st St,Solvang,CA,93463,--,--,--,null,null,Multiple Occupancy,2000,Covered,null,null,null,null,https://www.zillow.com/homedetails/376-1st-St-Solvang-CA-93463/2084164454_zpid/
Multi-family home for sale,"$799,000","1384 W 38th St, Los Angeles, CA 90062",1384 W 38th St,LosAngeles,CA,90062,4,2,"2,168",null,null,Multiple Occupancy,1916,"Garage - Attached, Covered",null,"$801,435","$2,595/mo",$369,https://www.zillow.com/homedetails/1384-W-38th-St-Los-Angeles-CA-90062/20581247_zpid/
Multi-family home for sale,"$385,000","32957 Pueblo Trl, Cathedral City, CA 92234",32957 Pueblo Trl,CathedralCity,CA,92234,5,3,"1,904",null,null,Multiple Occupancy,1948,0 spaces,null,"$385,002",null,$202,https://www.zillow.com/homedetails/32957-Pueblo-Trl-Cathedral-City-CA-92234/2077425470_zpid/
Multi-family home for sale,"$519,000","1243 E 35th St, Los Angeles, CA 90011",1243 E 35th St,LosAngeles,CA,90011,4,2,"1,784",null,null,Multiple Occupancy,1923,0 spaces,null,"$519,002","$2,295/mo",$291,https://www.zillow.com/homedetails/1243-E-35th-St-Los-Angeles-CA-90011/20619173_zpid/
Multi-family home for sale,"$725,000","1415 Allison Ave, Los Angeles, CA 90026",1415 Allison Ave,LosAngeles,CA,90026,3,2,"1,338",null,null,Multiple Occupancy,1922,Covered,null,"$733,630","$2,800/mo",$542,https://www.zillow.com/homedetails/1415-Allison-Ave-Los-Angeles-CA-90026/20739886_zpid/
Multi-family home for sale,"$675,000","568 Temple Ln, Big Bear Lake, CA 92315",568 Temple Ln,BigBearLake,CA,92315,4,3,"1,848",null,null,Multiple Occupancy,1941,"Garage, Garage - Attached, Covered",null,"$689,063","$1,600/mo",$365,https://www.zillow.com/homedetails/568-Temple-Ln-Big-Bear-Lake-CA-92315/17384402_zpid/
Multi-family home for sale,"$375,000","2080 Smith Flat Rd, Placerville, CA 95667",2080 Smith Flat Rd,Placerville,CA,95667,--,--,--,null,null,Multiple Occupancy,1956,0 spaces,null,"$364,344",null,null,https://www.zillow.com/homedetails/2080-Smith-Flat-Rd-Placerville-CA-95667/2079882444_zpid/
Multi-family home for sale,"$1,995,000","6260 Commodore Sloat Dr, Los Angeles, CA 90048",6260 Commodore Sloat Dr,LosAngeles,CA,90048,7,4,"4,267",null,null,Multiple Occupancy,1928,"Garage - Detached, Covered",$356/mo,"$1,963,416","$3,700/mo",$468,https://www.zillow.com/homedetails/6260-Commodore-Sloat-Dr-Los-Angeles-CA-90048/20610028_zpid/
Multi-family home for sale,"$900,000","1620 S Bonnie Brae St, Los Angeles, CA 90006",1620 S Bonnie Brae St,LosAngeles,CA,90006,4,3,"2,460",null,null,Multiple Occupancy,1898,0 spaces,null,"$900,006","$2,795/mo",$366,https://www.zillow.com/homedetails/1620-S-Bonnie-Brae-St-Los-Angeles-CA-90006/20624146_zpid/
Multi-family home for sale,"$329,000","27734 Copco Rd, Montague, CA 96064",27734 Copco Rd,Montague,CA,96064,--,2.5,"3,500",null,null,Multiple Occupancy,No Data,"Off-street, Covered",null,"$320,515",null,$94,https://www.zillow.com/homedetails/27734-Copco-Rd-Montague-CA-96064/2079038537_zpid/
New construction,"$415,500+","Residence 1 Plan, Cerro at Rancho Soleo",Residence 1 Plan,CerroatRanchoSoleo,null,null,3,3,"1,511",null,null,Multiple Occupancy,2021,Covered,null,null,null,$275,https://www.zillow.com/community/cerro-at-rancho-soleo/2080511490_zpid/
Multi-family home for sale,"$850,000","1615 W 11th St, Los Angeles, CA 90015",1615 W 11th St,LosAngeles,CA,90015,7,3,"4,016",null,null,Multiple Occupancy,1905,Covered,null,"$831,111","$2,700/mo",$212,https://www.zillow.com/homedetails/1615-W-11th-St-Los-Angeles-CA-90015/20624543_zpid/
Multi-family home for sale,"$999,000","3276-78 Meade Ave, San Diego, CA 92116",3276-78 Meade Ave,SanDiego,CA,92116,3,3,--,null,null,Multiple Occupancy,1940,0 spaces,null,"$1,000,370","$2,250/mo",null,https://www.zillow.com/homedetails/3276-78-Meade-Ave-San-Diego-CA-92116/295352623_zpid/
Multi-family home for sale,"$525,000","2232 Mission Ave, Carmichael, CA 95608",2232 Mission Ave,Carmichael,CA,95608,4,2,"2,210",null,null,Multiple Occupancy,1965,"Garage, Garage - Detached, Covered",null,"$525,100","$1,895/mo",$238,https://www.zillow.com/homedetails/2232-Mission-Ave-Carmichael-CA-95608/26095018_zpid/
Multi-family home for sale,"$420,000","25880 Banning Hwy, Idyllwild, CA 92549",25880 Banning Hwy,Idyllwild,CA,92549,1,1,"5,000",null,null,Multiple Occupancy,1975,0 spaces,null,"$420,001",null,$84,https://www.zillow.com/homedetails/25880-Banning-Hwy-Idyllwild-CA-92549/2077360195_zpid/
Multi-family home for sale,"$868,000","2099-2101 El Sereno Ave, Altadena, CA 91001",2099-2101 El Sereno Ave,Altadena,CA,91001,5,--,--,null,null,Multiple Occupancy,1922,Covered,null,"$869,782",null,null,https://www.zillow.com/homedetails/2099-2101-El-Sereno-Ave-Altadena-CA-91001/2077935997_zpid/
Multi-family home for sale,"$249,000","66480 Mission Lakes Blvd, Desert Hot Springs, CA 92240",66480 Mission Lakes Blvd,DesertHotSprings,CA,92240,4,2,"1,512",null,null,Multiple Occupancy,1977,Carport,null,"$249,040","$1,700/mo",$165,https://www.zillow.com/homedetails/66480-Mission-Lakes-Blvd-Desert-Hot-Springs-CA-92240/18097501_zpid/
Contingent,"$1,095,000","39117 N Shore Dr, Fawnskin, CA 92333",39117 N Shore Dr,Fawnskin,CA,92333,24,7,"4,506",null,null,Multiple Occupancy,1948,Covered,null,"$1,067,626",null,$243,https://www.zillow.com/homedetails/39117-N-Shore-Dr-Fawnskin-CA-92333/2077165788_zpid/
Multi-family home for sale,"$800,000","127 Bel Air Ct, Turlock, CA 95380",127 Bel Air Ct,Turlock,CA,95380,7,--,"3,396",null,null,Multiple Occupancy,1965,"Garage, Garage - Attached",null,"$790,466","$1,650/mo",$236,https://www.zillow.com/homedetails/127-Bel-Air-Ct-Turlock-CA-95380/300254610_zpid/
For sale by owner,"$489,000","5905 Tyler St, Riverside, CA 92503",5905 Tyler St,Riverside,CA,92503,4,2,"1,500",null,null,Multiple Occupancy,1945,0 spaces,null,"$468,993",null,$326,https://www.zillow.com/homedetails/5905-Tyler-St-Riverside-CA-92503/2077067162_zpid/
Multi-family home for sale,"$350,000","1673 W Hays St, Banning, CA 92220",1673 W Hays St,Banning,CA,92220,2,1,"1,610",null,null,Multiple Occupancy,1948,Covered,null,"$350,002","$2,150/mo",$217,https://www.zillow.com/homedetails/1673-W-Hays-St-Banning-CA-92220/2089667127_zpid/
Multi-family home for sale,"$1,100,000","408 3rd St, Paso Robles, CA 93446",408 3rd St,PasoRobles,CA,93446,6,3,"3,772",null,null,Multiple Occupancy,1950,0 spaces,null,"$1,100,005",null,$292,https://www.zillow.com/homedetails/408-3rd-St-Paso-Robles-CA-93446/2076788635_zpid/
Multi-family home for sale,"$779,000","800 Windsor River Rd LOT 810, Windsor, CA 95492",800 Windsor River Rd LOT 810,Windsor,CA,95492,3,3,"2,250",null,null,Multiple Occupancy,1954,0 spaces,null,"$779,007",null,$346,https://www.zillow.com/homedetails/800-Windsor-River-Rd-LOT-810-Windsor-CA-95492/2077110192_zpid/
Multi-family home for sale,"$1,950,000","2918-2920 Sloat Blvd, San Francisco, CA 94116",2918-2920 Sloat Blvd,SanFrancisco,CA,94116,6,5,"2,790",null,null,Multiple Occupancy,1997,"Garage - Attached, Covered",null,"$1,998,535",null,$699,https://www.zillow.com/homedetails/2918-2920-Sloat-Blvd-San-Francisco-CA-94116/2077032418_zpid/
Multi-family home for sale,"$250,000","2118 1/2 Oregon St, Bakersfield, CA 93305",2118 1/2 Oregon St,Bakersfield,CA,93305,--,--,"2,579",null,null,Multiple Occupancy,1940,"Garage - Detached, Covered",null,"$246,212","$1,200/mo",$97,https://www.zillow.com/homedetails/2118-1-2-Oregon-St-Bakersfield-CA-93305/18936241_zpid/
Multi-family home for sale,"$98,000","334 Elk Valley Rd, Crescent City, CA 95531",334 Elk Valley Rd,CrescentCity,CA,95531,--,--,--,null,null,Multiple Occupancy,1972,0 spaces,null,null,null,null,https://www.zillow.com/homedetails/334-Elk-Valley-Rd-Crescent-City-CA-95531/82853433_zpid/
Multi-family home for sale,"$799,999","6916 Chimineas Ave, Reseda, CA 91335",6916 Chimineas Ave,Reseda,CA,91335,3,--,"1,349",null,null,Multiple Occupancy,1948,"Garage, None, Covered",null,"$802,401","$2,800/mo",$593,https://www.zillow.com/homedetails/6916-Chimineas-Ave-Reseda-CA-91335/19919428_zpid/
Multi-family home for sale,"$1,050,000","2770/2774 Robertson Rd, Soquel, CA 95073",2770/2774 Robertson Rd,Soquel,CA,95073,--,--,"2,652",null,null,Multiple Occupancy,1977,0 spaces,null,"$1,089,264",null,$396,https://www.zillow.com/homedetails/2770-2774-Robertson-Rd-Soquel-CA-95073/2076918543_zpid/
Multi-family home for sale,"$239,999","990 Margarita Dr UNIT A104, Corona, CA 92879",990 Margarita Dr UNIT A104,Corona,CA,92879,2,2,888,null,null,Multiple Occupancy,1985,"Carport, Covered",$340/mo,"$239,999","$1,995/mo",$270,https://www.zillow.com/homedetails/990-Margarita-Dr-UNIT-A104-Corona-CA-92879/69260714_zpid/
Multi-family home for sale,"$715,000","3309 64th Ave, Oakland, CA 94605",3309 64th Ave,Oakland,CA,94605,4,4,"1,639",null,null,Multiple Occupancy,1939,"Carport, Off-street, Covered",null,"$782,626","$2,500/mo",$436,https://www.zillow.com/homedetails/3309-64th-Ave-Oakland-CA-94605/24785473_zpid/
Multi-family home for sale,"$275,000","2500 Bea Ct, Bakersfield, CA 93304",2500 Bea Ct,Bakersfield,CA,93304,--,--,"2,000",null,null,Multiple Occupancy,1977,Covered,null,"$275,000","$1,200/mo",$138,https://www.zillow.com/homedetails/2500-Bea-Ct-Bakersfield-CA-93304/19011333_zpid/
Multi-family home for sale,"$965,000","2223 S Della Ln, Anaheim, CA 92802",2223 S Della Ln,Anaheim,CA,92802,5,3,"2,833",null,null,Multiple Occupancy,1961,"Garage, Garage - Attached, Covered",null,"$961,155","$3,500/mo",$341,https://www.zillow.com/homedetails/2223-S-Della-Ln-Anaheim-CA-92802/25175286_zpid/
Multi-family home for sale,"$1,399,000","694 Center St APT B, Costa Mesa, CA 92627",694 Center St APT B,CostaMesa,CA,92627,7,4,"3,160",null,null,Multiple Occupancy,1958,Covered,null,"$1,399,000",null,$443,https://www.zillow.com/homedetails/694-Center-St-APT-B-Costa-Mesa-CA-92627/2076818935_zpid/
Multi-family home for sale,"$260,000","726 Indiana St, Woodbridge, CA 95258",726 Indiana St,Woodbridge,CA,95258,3,--,"1,040",null,null,Multiple Occupancy,1915,"Garage - Attached, Covered",null,"$276,570","$1,550/mo",$250,https://www.zillow.com/homedetails/726-Indiana-St-Woodbridge-CA-95258/15256165_zpid/
Multi-family home for sale,"$850,000","1823 W 12th St, Los Angeles, CA 90006",1823 W 12th St,LosAngeles,CA,90006,4,3,"1,590",null,null,Multiple Occupancy,1905,Covered,null,"$850,000","$2,550/mo",$535,https://www.zillow.com/homedetails/1823-W-12th-St-Los-Angeles-CA-90006/20624477_zpid/
Multi-family home for sale,"$349,888","25343 Madrone Dr, Willits, CA 95490",25343 Madrone Dr,Willits,CA,95490,--,--,"1,848",null,null,Multiple Occupancy,1990,0 spaces,null,"$342,363",null,$189,https://www.zillow.com/homedetails/25343-Madrone-Dr-Willits-CA-95490/2077532316_zpid/
Multi-family home for sale,"$1,300,000","1053 S Hudson Ave, Los Angeles, CA 90019",1053 S Hudson Ave,LosAngeles,CA,90019,6,2,"2,940",null,null,Multiple Occupancy,1923,Garage - Detached,null,"$1,300,005","$3,430/mo",$442,https://www.zillow.com/homedetails/1053-S-Hudson-Ave-Los-Angeles-CA-90019/20606363_zpid/
Multi-family home for sale,"$2,188,000","9028 Rangely Ave, West Hollywood, CA 90048",9028 Rangely Ave,WestHollywood,CA,90048,4,4,"2,048",null,null,Multiple Occupancy,1924,Covered,null,"$2,188,009","$3,750/mo","$1,068",https://www.zillow.com/homedetails/9028-Rangely-Ave-West-Hollywood-CA-90048/20516526_zpid/
Multi-family home for sale,"$535,000","7428 Lawrence Pl, Fontana, CA 92336",7428 Lawrence Pl,Fontana,CA,92336,4,3,"2,530",null,null,Multiple Occupancy,2000,"Garage, Garage - Attached, Covered",null,"$545,531","$2,812/mo",$211,https://www.zillow.com/homedetails/7428-Lawrence-Pl-Fontana-CA-92336/53062408_zpid/
For sale by owner,"$899,900","219 Chestnut Ave, Los Angeles, CA 90042",219 Chestnut Ave,LosAngeles,CA,90042,4,4,"1,463",null,null,Multiple Occupancy,1940,"Garage - Attached, Covered",null,"$931,883","$2,400/mo",$615,https://www.zillow.com/homedetails/219-Chestnut-Ave-Los-Angeles-CA-90042/20773217_zpid/
Multi-family home for sale,"$589,500","2633 Garfield Ave, Carmichael, CA 95608",2633 Garfield Ave,Carmichael,CA,95608,4,--,"2,021",null,null,Multiple Occupancy,1974,"Garage, Garage - Attached, Garage - Detached, Covered",null,"$589,631","$1,850/mo",$292,https://www.zillow.com/homedetails/2633-Garfield-Ave-Carmichael-CA-95608/26086405_zpid/
Multi-family home for sale,"$1,199,000","5826 Ernest Ave, Los Angeles, CA 90034",5826 Ernest Ave,LosAngeles,CA,90034,4,2,"2,406",null,null,Multiple Occupancy,1924,"Garage - Detached, Covered",null,"$1,199,010","$2,800/mo",$498,https://www.zillow.com/homedetails/5826-Ernest-Ave-Los-Angeles-CA-90034/20598292_zpid/
Multi-family home for sale,"$529,900","1578 Pumalo St, San Bernardino, CA 92404",1578 Pumalo St,SanBernardino,CA,92404,6,4,"2,900",null,null,Multiple Occupancy,1949,"Garage, Carport, Covered",null,"$532,045","$1,675/mo",$183,https://www.zillow.com/homedetails/1578-Pumalo-St-San-Bernardino-CA-92404/17356735_zpid/
Multi-family home for sale,"$750,000","522 Linden Ave, Long Beach, CA 90802",522 Linden Ave,LongBeach,CA,90802,1,1,"1,488",null,null,Multiple Occupancy,1940,"Carport, Off-street",null,"$750,109","$2,199/mo",$504,https://www.zillow.com/homedetails/522-Linden-Ave-Long-Beach-CA-90802/21240543_zpid/
Multi-family home for sale,"$489,900","231 E 88th Pl, Los Angeles, CA 90003",231 E 88th Pl,LosAngeles,CA,90003,6,3,"1,942",null,null,Multiple Occupancy,1923,0 spaces,null,"$489,903","$2,300/mo",$252,https://www.zillow.com/homedetails/231-E-88th-Pl-Los-Angeles-CA-90003/20952705_zpid/
Multi-family home for sale,"$1,200,000","3655 Olive Ave, Long Beach, CA 90807",3655 Olive Ave,LongBeach,CA,90807,5,3,"2,872",null,null,Multiple Occupancy,1951,Covered,null,"$1,213,755","$2,400/mo",$418,https://www.zillow.com/homedetails/3655-Olive-Ave-Long-Beach-CA-90807/21163138_zpid/
Multi-family home for sale,"$1,725,000","4464 Pleasanton Ave, Pleasanton, CA 94566",4464 Pleasanton Ave,Pleasanton,CA,94566,--,--,"2,880",null,null,Multiple Occupancy,1964,"Off-street, Covered",null,"$1,804,617","$2,795/mo",$599,https://www.zillow.com/homedetails/4464-Pleasanton-Ave-Pleasanton-CA-94566/24931583_zpid/
Multi-family home for sale,"$489,000","35391 Acacia Ave, Yucaipa, CA 92399",35391 Acacia Ave,Yucaipa,CA,92399,4,2,"2,198",null,null,Multiple Occupancy,1972,"Garage, Garage - Attached, Covered",null,"$489,002","$1,600/mo",$222,https://www.zillow.com/homedetails/35391-Acacia-Ave-Yucaipa-CA-92399/17399830_zpid/
Multi-family home for sale,"$429,000","1453 74th Ave, Oakland, CA 94621",1453 74th Ave,Oakland,CA,94621,4,3,"1,458",null,null,Multiple Occupancy,1959,Covered,null,"$482,568","$2,500/mo",$294,https://www.zillow.com/homedetails/1453-74th-Ave-Oakland-CA-94621/299068186_zpid/
Multi-family home for sale,"$511,350","11540 Doverwood Dr, Riverside, CA 92505",11540 Doverwood Dr,Riverside,CA,92505,5,3,"2,210",null,null,Multiple Occupancy,1953,"Carport, Garage - Attached, Covered",null,"$517,677",null,$231,https://www.zillow.com/homedetails/11540-Doverwood-Dr-Riverside-CA-92505/2077421718_zpid/
Multi-family home for sale,"$3,875,000","2101 Scott St, San Francisco, CA 94115",2101 Scott St,SanFrancisco,CA,94115,3,4,"3,100",null,null,Multiple Occupancy,1900,Garage - Attached,null,"$3,791,589",null,"$1,250",https://www.zillow.com/homedetails/2101-Scott-St-San-Francisco-CA-94115/2077404002_zpid/
Multi-family home for sale,"$384,500","820 C St, Fresno, CA 93706",820 C St,Fresno,CA,93706,11,4,"3,478",null,null,Multiple Occupancy,1980,"Garage, Carport, Covered",null,"$384,568",$950/mo,$111,https://www.zillow.com/homedetails/820-C-St-Fresno-CA-93706/82861908_zpid/
Multi-family home for sale,"$560,000","2931 E 65th St, Long Beach, CA 90805",2931 E 65th St,LongBeach,CA,90805,2,2,"1,038",null,null,Multiple Occupancy,1953,Covered,null,"$570,926","$2,100/mo",$539,https://www.zillow.com/homedetails/2931-E-65th-St-Long-Beach-CA-90805/21149087_zpid/
Multi-family home for sale,"$2,350,000","224 S Broadway, Redondo Beach, CA 90277",224 S Broadway,RedondoBeach,CA,90277,4,4,"2,137",null,null,Multiple Occupancy,1920,"None, Covered",null,"$2,260,484","$2,800/mo","$1,100",https://www.zillow.com/homedetails/224-S-Broadway-Redondo-Beach-CA-90277/21319356_zpid/
Multi-family home for sale,"$690,000","2354 Elm Ave, Long Beach, CA 90806",2354 Elm Ave,LongBeach,CA,90806,4,2,"1,673",null,null,Multiple Occupancy,1948,Covered,null,"$710,725","$2,100/mo",$412,https://www.zillow.com/homedetails/2354-Elm-Ave-Long-Beach-CA-90806/21195840_zpid/
Multi-family home for sale,"$849,000","29 Gaviota Ave, Long Beach, CA 90802",29 Gaviota Ave,LongBeach,CA,90802,2,--,"1,310",null,null,Multiple Occupancy,1905,"Garage - Attached, Covered",null,"$849,002","$2,500/mo",$648,https://www.zillow.com/homedetails/29-Gaviota-Ave-Long-Beach-CA-90802/21232285_zpid/
Multi-family home for sale,"$629,000","5039 Alhambra Ave, Los Angeles, CA 90032",5039 Alhambra Ave,LosAngeles,CA,90032,5,3,"1,900",null,null,Multiple Occupancy,1964,Covered,null,"$635,877","$2,350/mo",$331,https://www.zillow.com/homedetails/5039-Alhambra-Ave-Los-Angeles-CA-90032/20641527_zpid/
Multi-family home for sale,"$900,000","2926 Alta Dr, National City, CA 91950",2926 Alta Dr,NationalCity,CA,91950,5,3,"1,863",null,null,Multiple Occupancy,1918,Covered,null,"$895,995",null,$483,https://www.zillow.com/homedetails/2926-Alta-Dr-National-City-CA-91950/2077395289_zpid/
New construction,"$416,500+","Residence 2 Plan, Cerro at Rancho Soleo",Residence 2 Plan,CerroatRanchoSoleo,null,null,3,3,"1,523",null,null,Multiple Occupancy,2021,Covered,null,null,null,$273,https://www.zillow.com/community/cerro-at-rancho-soleo/2080511487_zpid/
,"$1,250,000","Circuito Puerta Del Mar Outside Area Outside, CA",Circuito Puerta Del Mar Outside Area Outside,CA,null,null,--,--,"6,700",null,null,Multiple Occupancy,2006,0 spaces,null,"$1,243,737",null,$187,https://www.zillow.com/homedetails/Circuito-Puerta-Del-Mar-Outside-Area-Outside-CA/2077265354_zpid/
,"$689,888","802 C St, Marysville, CA 95901",802 C St,Marysville,CA,95901,7,7,"2,238",null,null,Multiple Occupancy,1938,"Garage - Attached, On-street, Covered",null,"$684,126","$2,100/mo",$308,https://www.zillow.com/homedetails/802-C-St-Marysville-CA-95901/215318765_zpid/
,"$700,000","2200 Fruitvale Ave, Oakland, CA 94601",2200 Fruitvale Ave,Oakland,CA,94601,5,3,"1,888",null,null,Multiple Occupancy,1905,"Garage, Garage - Detached, Covered",null,"$744,545",null,$371,https://www.zillow.com/homedetails/2200-Fruitvale-Ave-Oakland-CA-94601/24767784_zpid/
,"$380,000","22115 Pleasant Valley Rd, North San Juan, CA 95960",22115 Pleasant Valley Rd,NorthSanJuan,CA,95960,--,--,"1,620",null,null,Multiple Occupancy,2004,0 spaces,null,"$382,871",null,$235,https://www.zillow.com/homedetails/22115-Pleasant-Valley-Rd-North-San-Juan-CA-95960/2076811666_zpid/
