Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
House for sale,"$819,000","12810 Anthony Ln, Valley Center, CA 92082",12810 Anthony Ln,ValleyCenter,CA,92082,3,3,"1,892",5 Acres,217800.0,Single Family,2006,"Garage, Garage - Attached, Covered",null,"$819,007","$2,700/mo",$433,https://www.zillow.com/homedetails/12810-Anthony-Ln-Valley-Center-CA-92082/82932616_zpid/
House for sale,"$1,395,000","1036 Creston Rd, Berkeley, CA 94708",1036 Creston Rd,Berkeley,CA,94708,4,4,"2,237","7,374 sqft",7374.0,Single Family,1937,"Garage - Attached, Covered",null,"$1,505,782","$3,650/mo",$624,https://www.zillow.com/homedetails/1036-Creston-Rd-Berkeley-CA-94708/24848651_zpid/
House for sale,"$372,000","1701 Merritt St, Turlock, CA 95380",1701 Merritt St,Turlock,CA,95380,3,2,"1,498","7,614 sqft",7614.0,Single Family,1967,"Garage, Garage - Attached, Covered",null,"$377,166","$1,795/mo",$248,https://www.zillow.com/homedetails/1701-Merritt-St-Turlock-CA-95380/16018603_zpid/
House for sale,"$179,900","389 W Orange Ave, Porterville, CA 93257",389 W Orange Ave,Porterville,CA,93257,3,1,965,"6,599 sqft",6599.0,Single Family,1917,"Garage, Garage - Detached, Covered",null,"$183,025",$950/mo,$186,https://www.zillow.com/homedetails/389-W-Orange-Ave-Porterville-CA-93257/16294654_zpid/
House for sale,"$229,000","8510 Josie St, Los Molinos, CA 96055",8510 Josie St,LosMolinos,CA,96055,1,1,877,0.50 Acres,21780.0,Single Family,2020,0 spaces,null,null,null,$261,https://www.zillow.com/homedetails/8510-Josie-St-Los-Molinos-CA-96055/300326728_zpid/
House for sale,"$499,000","342 Montana Ave, Turlock, CA 95380",342 Montana Ave,Turlock,CA,95380,4,2,"1,710",1.21 Acres,52707.6,Single Family,1964,"None, Covered",null,"$499,003","$2,484/mo",$292,https://www.zillow.com/homedetails/342-Montana-Ave-Turlock-CA-95380/16017930_zpid/
House for sale,"$629,000","32492 Road 168, Visalia, CA 93292",32492 Road 168,Visalia,CA,93292,3,3,"2,864",1.25 Acres,54450.0,Single Family,No Data,0 spaces,null,null,null,$220,https://www.zillow.com/homedetails/32492-Road-168-Visalia-CA-93292/16248130_zpid/
House for sale,"$998,000","3810 Midvale Ave, Oakland, CA 94602",3810 Midvale Ave,Oakland,CA,94602,4,4,"1,597","4,791 sqft",4791.0,Single Family,1916,"Garage, Off-street, Covered",null,"$959,675","$3,000/mo",$625,https://www.zillow.com/homedetails/3810-Midvale-Ave-Oakland-CA-94602/24770378_zpid/
House for sale,"$490,000","39280 Robin, Bass Lake, CA 93604",39280 Robin,BassLake,CA,93604,2,2,"1,200","7,405 sqft",7405.0,Single Family,1948,Carport,null,"$490,000","$1,200/mo",$408,https://www.zillow.com/homedetails/39280-Robin-Bass-Lake-CA-93604/300268237_zpid/
House for sale,"$475,000","2412 Hearthsong Dr, Riverbank, CA 95367",2412 Hearthsong Dr,Riverbank,CA,95367,5,3,"2,498","6,120 sqft",6120.0,Single Family,2004,"Garage, Garage - Attached, Covered",null,"$475,004","$2,475/mo",$190,https://www.zillow.com/homedetails/2412-Hearthsong-Dr-Riverbank-CA-95367/63323516_zpid/
House for sale,"$285,000","1930 Winter St, Kingsburg, CA 93631",1930 Winter St,Kingsburg,CA,93631,3,2,"1,372","8,206 sqft",8206.0,Single Family,1964,"Garage, Garage - Attached, Covered",null,"$285,001","$1,650/mo",$208,https://www.zillow.com/homedetails/1930-Winter-St-Kingsburg-CA-93631/18683356_zpid/
House for sale,"$479,000","3994 Bur Oak Rd, San Bernardino, CA 92407",3994 Bur Oak Rd,SanBernardino,CA,92407,4,3,"1,821","6,551 sqft",6551.0,Single Family,2017,"Garage, Carport, Garage - Attached, Covered",$95/mo,"$479,003","$2,450/mo",$263,https://www.zillow.com/homedetails/3994-Bur-Oak-Rd-San-Bernardino-CA-92407/236701542_zpid/
House for sale,"$465,000","171 Talmont Cir, Roseville, CA 95678",171 Talmont Cir,Roseville,CA,95678,3,3,"1,995","1,315 sqft",1315.0,Single Family,2011,"Garage, Garage - Attached, Covered",$10/mo,"$472,881","$2,400/mo",$233,https://www.zillow.com/homedetails/171-Talmont-Cir-Roseville-CA-95678/68562101_zpid/
House for sale,"$399,000","2219 Santa Clara Ave, Chico, CA 95928",2219 Santa Clara Ave,Chico,CA,95928,3,3,"1,713",0.53 Acres,23086.8,Single Family,1941,"Garage, Covered",null,"$392,327","$2,200/mo",$233,https://www.zillow.com/homedetails/2219-Santa-Clara-Ave-Chico-CA-95928/18238162_zpid/
House for sale,"$4,195,000","8726 Dorrington Ave, West Hollywood, CA 90048",8726 Dorrington Ave,WestHollywood,CA,90048,4,5,"2,751","5,166 sqft",5166.0,Single Family,2020,"Carport, Garage - Attached, Covered",null,"$4,195,018","$3,800/mo","$1,525",https://www.zillow.com/homedetails/8726-Dorrington-Ave-West-Hollywood-CA-90048/20516276_zpid/
House for sale,"$1,499,000","4399 Pescadero Creek Rd, Pescadero, CA 94060",4399 Pescadero Creek Rd,Pescadero,CA,94060,3,3,"1,490",3.70 Acres,161172.0,Single Family,1974,"Garage - Attached, Covered",null,"$1,499,999","$3,295/mo","$1,006",https://www.zillow.com/homedetails/4399-Pescadero-Creek-Rd-Pescadero-CA-94060/15603889_zpid/
House for sale,"$395,000","420 Laurel Pl, Rio Vista, CA 94571",420 Laurel Pl,RioVista,CA,94571,2,2,"1,689","6,098 sqft",6098.0,Single Family,2004,"Garage, Garage - Attached",$182/mo,"$409,783","$2,025/mo",$234,https://www.zillow.com/homedetails/420-Laurel-Pl-Rio-Vista-CA-94571/63157534_zpid/
Contingent,"$545,000","514 Rose Dr, National City, CA 91950",514 Rose Dr,NationalCity,CA,91950,3,2,"1,254","10,724 sqft",10724.0,Single Family,1955,"Carport, Covered",null,"$550,190",null,$435,https://www.zillow.com/homedetails/514-Rose-Dr-National-City-CA-91950/17100008_zpid/
House for sale,"$650,000","6378 Bluebell St, Eastvale, CA 92880",6378 Bluebell St,Eastvale,CA,92880,5,3,"3,306","6,969 sqft",6969.0,Single Family,2004,"Garage - Attached, Covered",null,"$660,101","$3,357/mo",$197,https://www.zillow.com/homedetails/6378-Bluebell-St-Eastvale-CA-92880/63164052_zpid/
House for sale,"$257,500","1049 S Terri St, Visalia, CA 93277",1049 S Terri St,Visalia,CA,93277,3,2,"1,429","7,914 sqft",7914.0,Single Family,1956,"Garage, Garage - Attached, Covered",null,"$263,122","$1,400/mo",$180,https://www.zillow.com/homedetails/1049-S-Terri-St-Visalia-CA-93277/16238088_zpid/
House for sale,"$294,900","43812 Nathan Dr, Hemet, CA 92544",43812 Nathan Dr,Hemet,CA,92544,3,2,"1,192","8,276 sqft",8276.0,Single Family,1977,"Garage - Attached, Covered",null,"$294,901","$1,795/mo",$247,https://www.zillow.com/homedetails/43812-Nathan-Dr-Hemet-CA-92544/52500039_zpid/
House for sale,"$349,000","1685 N Pennsylvania Ave, San Bernardino, CA 92411",1685 N Pennsylvania Ave,SanBernardino,CA,92411,4,2,"1,743","7,501 sqft",7501.0,Single Family,1991,"Garage, Garage - Attached, Covered",null,"$359,575","$2,245/mo",$200,https://www.zillow.com/homedetails/1685-N-Pennsylvania-Ave-San-Bernardino-CA-92411/17354794_zpid/
House for sale,"$459,888","4302 Saint Charles Pl, Concord, CA 94521",4302 Saint Charles Pl,Concord,CA,94521,2,2,"1,224","2,178 sqft",2178.0,Single Family,1980,"Garage, Garage - Detached, Covered",$125/mo,"$469,565","$2,600/mo",$376,https://www.zillow.com/homedetails/4302-Saint-Charles-Pl-Concord-CA-94521/18373893_zpid/
New construction,"$129,900","19361 Brookhurst St SPACE 3, Huntington Beach, CA 92646",19361 Brookhurst St SPACE 3,HuntingtonBeach,CA,92646,4,2,"1,500",No Data,null,Single Family,2020,"Carport, Covered",null,null,null,$87,https://www.zillow.com/homedetails/19361-Brookhurst-St-SPACE-3-Huntington-Beach-CA-92646/111426477_zpid/
House for sale,"$324,000","1482 Deborah Ln, Madera, CA 93637",1482 Deborah Ln,Madera,CA,93637,4,2.5,"1,901","4,499 sqft",4499.0,Single Family,2004,"Garage - Attached, Covered",null,"$324,001","$1,600/mo",$170,https://www.zillow.com/homedetails/1482-Deborah-Ln-Madera-CA-93637/65258301_zpid/
House for sale,"$679,900","7756 Horizon St, Chino, CA 91708",7756 Horizon St,Chino,CA,91708,5,3,"3,328","5,998 sqft",5998.0,Single Family,2011,"Garage, Garage - Attached, Covered",$76/mo,"$684,833","$3,134/mo",$204,https://www.zillow.com/homedetails/7756-Horizon-St-Chino-CA-91708/79553132_zpid/
House for sale,"$349,000","5 Hot Springs Canyon Rd, San Juan Capistrano, CA 92675",5 Hot Springs Canyon Rd,SanJuanCapistrano,CA,92675,2,2,"1,250","1,258 sqft",1258.0,Single Family,2011,0 spaces,null,"$346,414",null,$279,https://www.zillow.com/homedetails/5-Hot-Springs-Canyon-Rd-San-Juan-Capistrano-CA-92675/2081462072_zpid/
House for sale,"$369,900","1165 Corte Las Lunas, San Jacinto, CA 92582",1165 Corte Las Lunas,SanJacinto,CA,92582,3,3,"1,821","5,227 sqft",5227.0,Single Family,2018,"Garage - Attached, Covered",null,"$369,988",null,$203,https://www.zillow.com/homedetails/1165-Corte-Las-Lunas-San-Jacinto-CA-92582/250732901_zpid/
House for sale,"$345,000","852 Cobden Way, Galt, CA 95632",852 Cobden Way,Galt,CA,95632,2,2,"1,040","5,967 sqft",5967.0,Single Family,1993,"Garage, Garage - Attached, Covered",null,"$353,810","$1,754/mo",$332,https://www.zillow.com/homedetails/852-Cobden-Way-Galt-CA-95632/25955345_zpid/
House for sale,"$410,000","4575 Joshua Cove Dr, Joshua Tree, CA 92252",4575 Joshua Cove Dr,JoshuaTree,CA,92252,3,3,"1,878",2.50 Acres,108900.0,Single Family,1983,"Garage, Garage - Attached, Covered",null,"$348,324","$1,800/mo",$218,https://www.zillow.com/homedetails/4575-Joshua-Cove-Dr-Joshua-Tree-CA-92252/17498531_zpid/
House for sale,"$1,350,000","7455 Willow Ln, Granite Bay, CA 95746",7455 Willow Ln,GraniteBay,CA,95746,3,4,"4,540",0.36 Acres,15681.6,Single Family,1986,"Garage, Garage - Attached, Covered",$249/mo,"$1,350,009","$6,668/mo",$297,https://www.zillow.com/homedetails/7455-Willow-Ln-Granite-Bay-CA-95746/17668154_zpid/
New construction,"$299,990+","PLAN 0891 D Plan, Bloom",PLAN 0891 D Plan,Bloom,null,null,2,1,891,No Data,null,Single Family,2020,Covered,null,null,null,$337,https://www.zillow.com/community/bloom/2080562437_zpid/
House for sale,"$639,000","6744 Tehama Pl, Rancho Cucamonga, CA 91701",6744 Tehama Pl,RanchoCucamonga,CA,91701,4,3,"1,853","7,875 sqft",7875.0,Single Family,1987,"Garage, Garage - Attached, Covered",null,"$639,004","$2,978/mo",$345,https://www.zillow.com/homedetails/6744-Tehama-Pl-Rancho-Cucamonga-CA-91701/17597261_zpid/
House for sale,"$1,300,000","38833 Gorman Post Rd, Gorman, CA 93243",38833 Gorman Post Rd,Gorman,CA,93243,3,3,"4,044",71.84 Acres,3129350.4,Single Family,1989,"Garage - Attached, Covered",null,"$1,240,111","$2,700/mo",$321,https://www.zillow.com/homedetails/38833-Gorman-Post-Rd-Gorman-CA-93243/243991279_zpid/
House for sale,"$629,900","30711 Mission St, Highland, CA 92346",30711 Mission St,Highland,CA,92346,5,5,"3,074","10,624 sqft",10624.0,Single Family,2002,"Garage, Garage - Attached, Covered",null,"$629,902","$2,945/mo",$205,https://www.zillow.com/homedetails/30711-Mission-St-Highland-CA-92346/55027920_zpid/
House for sale,"$589,500","9335 Johnell Rd, Chatsworth, CA 91311",9335 Johnell Rd,Chatsworth,CA,91311,3,2,"1,400","10,754 sqft",10754.0,Single Family,1945,Covered,null,"$614,700","$2,495/mo",$421,https://www.zillow.com/homedetails/9335-Johnell-Rd-Chatsworth-CA-91311/51576304_zpid/
House for sale,"$289,999","1504 W Princeton Ave, Fresno, CA 93705",1504 W Princeton Ave,Fresno,CA,93705,4,2,"1,715","7,562 sqft",7562.0,Single Family,1954,"Garage, Garage - Detached, Covered",null,"$290,000","$1,550/mo",$169,https://www.zillow.com/homedetails/1504-W-Princeton-Ave-Fresno-CA-93705/18735427_zpid/
House for sale,"$320,000","3140 Redington Ave, Clovis, CA 93619",3140 Redington Ave,Clovis,CA,93619,3,2,"1,379","3,898 sqft",3898.0,Single Family,2010,"Garage, Garage - Attached, Covered",null,"$320,001","$1,750/mo",$232,https://www.zillow.com/homedetails/3140-Redington-Ave-Clovis-CA-93619/111415825_zpid/
House for sale,"$389,000","40922 Maple Dr, Forest Falls, CA 92339",40922 Maple Dr,ForestFalls,CA,92339,5,2,"2,356","5,998 sqft",5998.0,Single Family,1967,"Garage, Garage - Detached, Covered",null,"$394,478","$2,100/mo",$165,https://www.zillow.com/homedetails/40922-Maple-Dr-Forest-Falls-CA-92339/17402824_zpid/
House for sale,"$419,900","26743 Alta Ave, Menifee, CA 92585",26743 Alta Ave,Menifee,CA,92585,4,3,"2,409","7,405 sqft",7405.0,Single Family,2001,"Garage - Attached, Covered",null,"$419,903","$2,500/mo",$174,https://www.zillow.com/homedetails/26743-Alta-Ave-Menifee-CA-92585/59420107_zpid/
For sale by owner,"$335,000","46720 Caprice Rd, Aguanga, CA 92536",46720 Caprice Rd,Aguanga,CA,92536,3,2,"1,792",1.42 Acres,61855.2,Single Family,1988,"Carport, Covered",null,"$346,964","$2,250/mo",$187,https://www.zillow.com/homedetails/46720-Caprice-Rd-Aguanga-CA-92536/18051987_zpid/
House for sale,"$228,000","1376 Trail St, Brawley, CA 92227",1376 Trail St,Brawley,CA,92227,3,2,"1,119","9,016 sqft",9016.0,Single Family,1984,Covered,null,null,null,$204,https://www.zillow.com/homedetails/1376-Trail-St-Brawley-CA-92227/18857870_zpid/
Contingent,"$350,000","21495 Highland Ter, Monte Rio, CA 95462",21495 Highland Ter,MonteRio,CA,95462,2,1,"1,052","3,484 sqft",3484.0,Single Family,1906,"Garage - Attached, Off-street, Covered",null,"$482,249",null,$333,https://www.zillow.com/homedetails/21495-Highland-Ter-Monte-Rio-CA-95462/15820095_zpid/
House for sale,"$689,000","13339 S Wilton Pl, Gardena, CA 90249",13339 S Wilton Pl,Gardena,CA,90249,3,2,"1,291","5,301 sqft",5301.0,Single Family,1956,"Garage, Garage - Attached, Covered",null,"$694,789","$2,990/mo",$534,https://www.zillow.com/homedetails/13339-S-Wilton-Pl-Gardena-CA-90249/20356725_zpid/
House for sale,"$1,288,000","5852 Cold Water Dr, Castro Valley, CA 94552",5852 Cold Water Dr,CastroValley,CA,94552,4,3,"2,228",0.27 Acres,11761.2,Single Family,1974,"Garage, Garage - Attached, Covered",null,"$1,389,770","$3,500/mo",$578,https://www.zillow.com/homedetails/5852-Cold-Water-Dr-Castro-Valley-CA-94552/24914826_zpid/
House for sale,"$2,375,000","14 Altamira Ave, Kentfield, CA 94904",14 Altamira Ave,Kentfield,CA,94904,3,3,"2,337","6,969 sqft",6969.0,Single Family,1989,"Garage, Garage - Attached, Covered",null,"$2,375,003","$9,500/mo","$1,016",https://www.zillow.com/homedetails/14-Altamira-Ave-Kentfield-CA-94904/19272426_zpid/
House for sale,"$375,000","1521 Zermatt Dr, Pine Mountain Club, CA 93222",1521 Zermatt Dr,PineMountainClub,CA,93222,3,2,"1,867",0.34 Acres,14810.4,Single Family,1990,"Off-street, Covered",$117/mo,"$369,719","$1,750/mo",$201,https://www.zillow.com/homedetails/1521-Zermatt-Dr-Pine-Mountain-Club-CA-93222/18981756_zpid/
House for sale,"$500,000","1363 Sequoia Dr, Lake Arrowhead, CA 92352",1363 Sequoia Dr,LakeArrowhead,CA,92352,4,3,"2,300",0.36 Acres,15681.6,Single Family,1980,"Garage, Carport, Garage - Attached, Covered",null,"$500,135","$2,550/mo",$217,https://www.zillow.com/homedetails/1363-Sequoia-Dr-Lake-Arrowhead-CA-92352/17406878_zpid/
House for sale,"$695,000","580 Wildrose Way, Brentwood, CA 94513",580 Wildrose Way,Brentwood,CA,94513,4,3,"2,279","9,700 sqft",9700.0,Single Family,1995,"Garage, Garage - Attached, Covered",null,"$695,004","$2,932/mo",$305,https://www.zillow.com/homedetails/580-Wildrose-Way-Brentwood-CA-94513/18280116_zpid/
House for sale,"$550,000","3919 Chatworth St, Pittsburg, CA 94565",3919 Chatworth St,Pittsburg,CA,94565,4,2,"1,844","8,999 sqft",8999.0,Single Family,1977,"Garage, Garage - Attached, Covered",null,"$550,005","$2,800/mo",$298,https://www.zillow.com/homedetails/3919-Chatworth-St-Pittsburg-CA-94565/18326402_zpid/
House for sale,"$229,950","4418 Kevin Dr, Bakersfield, CA 93308",4418 Kevin Dr,Bakersfield,CA,93308,4,3,"1,519","7,100 sqft",7100.0,Single Family,1962,"Garage - Attached, Covered",null,"$229,951","$1,450/mo",$151,https://www.zillow.com/homedetails/4418-Kevin-Dr-Bakersfield-CA-93308/19038425_zpid/
House for sale,"$300,000","317 Citadel Ave, Merced, CA 95341",317 Citadel Ave,Merced,CA,95341,4,3,"2,023","4,251 sqft",4251.0,Single Family,2006,"Garage - Attached, Covered",null,"$296,727","$1,650/mo",$148,https://www.zillow.com/homedetails/317-Citadel-Ave-Merced-CA-95341/69000273_zpid/
House for sale,"$449,000","2590 Tiffany Way, Turlock, CA 95382",2590 Tiffany Way,Turlock,CA,95382,3,3,"1,930","6,198 sqft",6198.0,Single Family,2003,"Garage, Garage - Attached, Covered",null,"$449,002","$2,200/mo",$233,https://www.zillow.com/homedetails/2590-Tiffany-Way-Turlock-CA-95382/61209711_zpid/
House for sale,"$480,000","23001 Canyon Lake Dr S, Canyon Lake, CA 92587",23001 Canyon Lake Dr S,CanyonLake,CA,92587,4,3,"2,620","8,276 sqft",8276.0,Single Family,1991,"Garage - Attached, Covered",$283/mo,"$484,580","$2,600/mo",$183,https://www.zillow.com/homedetails/23001-Canyon-Lake-Dr-S-Canyon-Lake-CA-92587/17931470_zpid/
House for sale,"$2,999,999","668 State Highway 2, Wrightwood, CA 92397",668 State Highway 2,Wrightwood,CA,92397,6,7,"11,188",3.61 Acres,157251.6,Single Family,2000,"Garage, Garage - Attached, Covered",null,"$2,860,250","$6,680/mo",$268,https://www.zillow.com/homedetails/668-State-Highway-2-Wrightwood-CA-92397/17425277_zpid/
House for sale,"$289,000","27334 Wentworth Dr, Menifee, CA 92586",27334 Wentworth Dr,Menifee,CA,92586,3,2,"1,404","7,840 sqft",7840.0,Single Family,1963,"Carport, Garage - Attached, Covered",$36/mo,"$289,000","$1,750/mo",$206,https://www.zillow.com/homedetails/27334-Wentworth-Dr-Menifee-CA-92586/17914611_zpid/
For sale by owner,"$425,000","17064 Benecia Rd, Madera, CA 93636",17064 Benecia Rd,Madera,CA,93636,4,3,"2,288",2.25 Acres,98010.0,Single Family,1978,"Garage - Attached, Off-street, Covered",null,"$414,750","$1,850/mo",$186,https://www.zillow.com/homedetails/17064-Benecia-Rd-Madera-CA-93636/19139968_zpid/
House for sale,"$595,000","15 Krueger Ct, Red Bluff, CA 96080",15 Krueger Ct,RedBluff,CA,96080,6,3,"2,558",1.13 Acres,49222.8,Single Family,2001,0 spaces,null,"$578,698","$2,350/mo",$233,https://www.zillow.com/homedetails/15-Krueger-Ct-Red-Bluff-CA-96080/113201653_zpid/
House for sale,"$949,000","5880 Parkhill Rd, Santa Margarita, CA 93453",5880 Parkhill Rd,SantaMargarita,CA,93453,5,4,"3,740",80 Acres,3484800.0,Single Family,1965,Covered,null,"$915,701","$2,700/mo",$254,https://www.zillow.com/homedetails/5880-Parkhill-Rd-Santa-Margarita-CA-93453/15444584_zpid/
House for sale,"$169,500","22115 State Highway 299, Canby, CA 96015",22115 State Highway 299,Canby,CA,96015,3,3.5,"3,137",0.73 Acres,31798.8,Single Family,1983,0 spaces,null,"$169,501",null,$54,https://www.zillow.com/homedetails/22115-State-Highway-299-Canby-CA-96015/2077072012_zpid/
House for sale,"$439,000","28056 Holiday Ln, Pioneer, CA 95666",28056 Holiday Ln,Pioneer,CA,95666,3,3,"1,992",1.26 Acres,54885.6,Single Family,1978,"Off-street, Covered",null,null,"$1,950/mo",$220,https://www.zillow.com/homedetails/28056-Holiday-Ln-Pioneer-CA-95666/18206110_zpid/
House for sale,"$839,800","1034 W Pecan St, Brea, CA 92821",1034 W Pecan St,Brea,CA,92821,3,2,"1,937","8,032 sqft",8032.0,Single Family,1958,"Garage - Attached, Covered",null,null,null,$434,https://www.zillow.com/homedetails/1034-W-Pecan-St-Brea-CA-92821/2076754422_zpid/
Foreclosure,"$299,900","14161 Lodgepole Dr, Penn Valley, CA 95946",14161 Lodgepole Dr,PennValley,CA,95946,3,2,"1,606",0.32 Acres,13939.2,Single Family,1982,"Garage - Attached, Covered",$214/mo,"$300,759","$2,000/mo",$187,https://www.zillow.com/homedetails/14161-Lodgepole-Dr-Penn-Valley-CA-95946/19444912_zpid/
House for sale,"$3,149,000","11130 Blix St, North Hollywood, CA 91602",11130 Blix St,NorthHollywood,CA,91602,5,6,"5,285",0.31 Acres,13503.6,Single Family,2020,"Garage, Covered",null,"$3,143,959","$5,500/mo",$596,https://www.zillow.com/homedetails/11130-Blix-St-North-Hollywood-CA-91602/20018559_zpid/
House for sale,"$389,900","464-245 Church St, Janesville, CA 96114",464-245 Church St,Janesville,CA,96114,3,2,"3,380",2.70 Acres,117612.0,Single Family,1964,"Garage - Detached, Off-street, Covered",null,"$389,301","$1,900/mo",$115,https://www.zillow.com/homedetails/464-245-Church-St-Janesville-CA-96114/19111506_zpid/
House for sale,"$179,000","13217 2nd St, Clearlake Oaks, CA 95423",13217 2nd St,ClearlakeOaks,CA,95423,2,1,864,"4,930 sqft",4930.0,Single Family,1966,"Carport, Covered",null,"$139,086","$1,100/mo",$207,https://www.zillow.com/homedetails/13217-2nd-St-Clearlake-Oaks-CA-95423/19089971_zpid/
House for sale,"$15,995,000","9200 Swallow Dr, Los Angeles, CA 90069",9200 Swallow Dr,LosAngeles,CA,90069,7,8,"8,434",0.37 Acres,16117.2,Single Family,2016,"Carport, Garage - Attached, Covered",null,"$14,335,141","$55,378/mo","$1,896",https://www.zillow.com/homedetails/9200-Swallow-Dr-Los-Angeles-CA-90069/20799638_zpid/
House for sale,"$205,000","22499 Parrotts Ferry Rd, Columbia, CA 95310",22499 Parrotts Ferry Rd,Columbia,CA,95310,2,3,"2,251",0.31 Acres,13503.6,Single Family,1978,0 spaces,null,"$205,000",null,$91,https://www.zillow.com/homedetails/22499-Parrotts-Ferry-Rd-Columbia-CA-95310/2077231996_zpid/
Contingent,"$549,900","6047 Mckinley Ave, South Gate, CA 90280",6047 Mckinley Ave,SouthGate,CA,90280,3,2,"1,329","5,488 sqft",5488.0,Single Family,1947,"Garage, Garage - Attached, Covered",null,"$559,886",null,$414,https://www.zillow.com/homedetails/6047-Mckinley-Ave-South-Gate-CA-90280/21046058_zpid/
House for sale,"$377,950","107 Lone Star Ct, Diamond Springs, CA 95619",107 Lone Star Ct,DiamondSprings,CA,95619,4,2,"1,248",0.31 Acres,13503.6,Single Family,1971,"Garage - Attached, Covered",null,"$377,953","$2,395/mo",$303,https://www.zillow.com/homedetails/107-Lone-Star-Ct-Diamond-Springs-CA-95619/18626834_zpid/
,"$265,000","1387 Betty St, Wrightwood, CA 92397",1387 Betty St,Wrightwood,CA,92397,1,1,763,"7,501 sqft",7501.0,Single Family,1926,"Garage, Garage - Attached",null,"$265,001","$1,250/mo",$347,https://www.zillow.com/homedetails/1387-Betty-St-Wrightwood-CA-92397/111042870_zpid/
