Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Zillow_price/sqft,House_website
,"$499,900","4126 Hillpark Ct, Moorpark, CA 93021",4126 Hillpark Ct,Moorpark,CA,93021,2,3,"1,407","1,406 sqft",1406.0,Townhouse,1994,"Garage, Covered",$315/mo,"$500,901",$355,https://www.zillow.com/homedetails/4126-Hillpark-Ct-Moorpark-CA-93021/16415022_zpid/
,"$679,900","275 Chynoweth Ave, San Jose, CA 95136",275 Chynoweth Ave,SanJose,CA,95136,2,2,"1,152","1,302 sqft",1302.0,Townhouse,1977,"Carport, Covered, Garage",$370/mo,"$687,474",$590,https://www.zillow.com/homedetails/275-Chynoweth-Ave-San-Jose-CA-95136/19818141_zpid/
,"$394,444","7422 Hazeltine Ave APT 9, Los Angeles, CA 91405",7422 Hazeltine Ave APT 9,LosAngeles,CA,91405,2,3,"1,114",0.30 Acres,13068.0,Townhouse,1980,Covered,null,"$398,477",$354,https://www.zillow.com/homedetails/7422-Hazeltine-Ave-APT-9-Los-Angeles-CA-91405/19957970_zpid/
,"$555,000","4763 Larwin Ave, Cypress, CA 90630",4763 Larwin Ave,Cypress,CA,90630,3,2,"1,430","1,306 sqft",1306.0,Townhouse,1965,"Carport, Covered",$320/mo,"$559,549",$388,https://www.zillow.com/homedetails/4763-Larwin-Ave-Cypress-CA-90630/25326157_zpid/
,"$640,000","22168 Barrington Way #24, Santa Clarita, CA 91350",22168 Barrington Way #24,SantaClarita,CA,91350,4,4,"2,330",0.68 Acres,29620.8,Townhouse,2015,Garage - Attached,$155/mo,"$647,871",$275,https://www.zillow.com/homedetails/22168-Barrington-Way-24-Santa-Clarita-CA-91350/2077333883_zpid/
,"$459,900+","Residence Two Plan, Parc Place",Residence Two Plan,ParcPlace,null,null,2,3,"1,583",No Data,null,Townhouse,2021,Covered,$52/mo,null,$291,https://www.zillow.com/community/parc-place/2091653415_zpid/
,"$469,800","1777 Mitchell Ave APT 96, Tustin, CA 92780",1777 Mitchell Ave APT 96,Tustin,CA,92780,3,3,"1,208","1,189 sqft",1189.0,Townhouse,1964,"Garage, Carport, Garage - Attached, Covered",$320/mo,"$469,801",$389,https://www.zillow.com/homedetails/1777-Mitchell-Ave-APT-96-Tustin-CA-92780/25471241_zpid/
,"$589,000","13815 Victory Blvd UNIT 2, Los Angeles, CA 91401",13815 Victory Blvd UNIT 2,LosAngeles,CA,91401,3,3,"1,490",0.74 Acres,32234.4,Townhouse,1988,"Garage - Attached, Covered",$380/mo,"$594,403",$395,https://www.zillow.com/homedetails/13815-Victory-Blvd-UNIT-2-Los-Angeles-CA-91401/89145046_zpid/
,"$1,015,000+","Newport Residence 3 Plan, Compass Bay",Newport Residence 3 Plan,CompassBay,null,null,4,4,"2,018",No Data,null,Townhouse,2021,"Garage - Attached, Covered",null,null,$503,https://www.zillow.com/community/compass-bay/2079757662_zpid/
,"$419,990+","Residence Two Modeled Plan, The Towns at El Paseo",Residence Two Modeled Plan,TheTownsatElPaseo,null,null,3,3,"1,547",No Data,null,Townhouse,2021,Covered,null,null,$271,https://www.zillow.com/community/towns-at-el-paseo/2077000954_zpid/
,"$890,990","5934 Cannon Rd, Dublin, CA 94568",5934 Cannon Rd,Dublin,CA,94568,3,3,"1,574",No Data,null,Townhouse,2020,Covered,null,null,$566,https://www.zillow.com/homedetails/5934-Cannon-Rd-Dublin-CA-94568/2076817788_zpid/
,"$2,346,000+","Plan A Plan, Laurel Street Townhomes",Plan A Plan,LaurelStreetTownhomes,null,null,3,3,"2,077",No Data,null,Townhouse,2021,"Garage - Attached, Covered",null,null,"$1,130",https://www.zillow.com/community/laurel-street-townhomes/2076844298_zpid/
,"$849,900","15027 Dickens St APT 4, Sherman Oaks, CA 91403",15027 Dickens St APT 4,ShermanOaks,CA,91403,3,3,"2,170","9,422 sqft",9422.0,Townhouse,2005,"Garage - Detached, Covered",$35/mo,"$849,905",$392,https://www.zillow.com/homedetails/15027-Dickens-St-APT-4-Sherman-Oaks-CA-91403/82816521_zpid/
,"$629,000","6894 Peach Tree Rd, Carlsbad, CA 92011",6894 Peach Tree Rd,Carlsbad,CA,92011,2,3,"1,292","1,916 sqft",1916.0,Townhouse,1987,"Garage, Covered",$304/mo,"$629,002",$487,https://www.zillow.com/homedetails/6894-Peach-Tree-Rd-Carlsbad-CA-92011/16653953_zpid/
,"$799,000+","RESIDENCE THREE Plan, Boulevard : Skyline",RESIDENCE THREE Plan,Boulevard:Skyline,null,null,3,3,"1,563",No Data,null,Townhouse,2021,Covered,null,null,$511,https://www.zillow.com/community/boulevard-skyline/2082037849_zpid/
,"$925,000","255 Belmont Ave, Long Beach, CA 90803",255 Belmont Ave,LongBeach,CA,90803,2,3,"1,700",0.27 Acres,11761.2,Townhouse,1977,"Garage - Attached, Covered",$400/mo,"$926,684",$544,https://www.zillow.com/homedetails/255-Belmont-Ave-Long-Beach-CA-90803/21223426_zpid/
,"$639,000+","Bella Lago - Residence 3 Plan, Oakwood Shores",Bella Lago - Residence 3 Plan,OakwoodShores,null,null,5,4,"3,628",No Data,null,Townhouse,2021,Covered,null,null,$176,https://www.zillow.com/community/oakwood-shores/2079255627_zpid/
,"$199,000","400 Squaw Creek Rd #330, Alpine Meadows, CA 96146",400 Squaw Creek Rd #330,AlpineMeadows,CA,96146,"Studio,",1,374,393 sqft,393.0,Townhouse,1990,0 spaces,null,"$199,000",$532,https://www.zillow.com/homedetails/400-Squaw-Creek-Rd-330-Alpine-Meadows-CA-96146/68559180_zpid/
,"$588,000+","Residence 2 Pear Tree Plan, Pear Tree in Napa",Residence 2 Pear Tree Plan,PearTreeinNapa,null,null,3,3,"1,472",No Data,null,Townhouse,2020,Covered,null,null,$399,https://www.zillow.com/community/pear-tree-in-napa/2081559177_zpid/
,"$499,000","1717 S Novato Blvd #22, Novato, CA 94947",1717 S Novato Blvd #22,Novato,CA,94947,2,2,"1,381",840 sqft,840.0,Townhouse,1979,0 spaces,$436/mo,"$499,001",$361,https://www.zillow.com/homedetails/1717-S-Novato-Blvd-22-Novato-CA-94947/2077098570_zpid/
,"$402,880+","Residence 3 Plan, Citrus at Canvas Park at New Haven",Residence 3 Plan,CitrusatCanvasParkatNewHaven,null,null,2,2,"1,459",No Data,null,Townhouse,2021,Covered,null,null,$276,https://www.zillow.com/community/citrus-at-canvas-park-at-new-haven/2080441890_zpid/
,"$335,000","3066 Shasta St APT 4, Pomona, CA 91767",3066 Shasta St APT 4,Pomona,CA,91767,2,1,"1,020",2.07 Acres,90169.2,Townhouse,1979,"Garage - Attached, Covered",$210/mo,"$336,120",$328,https://www.zillow.com/homedetails/3066-Shasta-St-APT-4-Pomona-CA-91767/21523856_zpid/
,"$399,000","2340 S Diamond Bar Blvd UNIT L, Diamond Bar, CA 91765",2340 S Diamond Bar Blvd UNIT L,DiamondBar,CA,91765,2,2,970,10.09 Acres,439520.4,Townhouse,1980,"Garage - Attached, Garage - Detached, Covered",$346/mo,"$399,001",$411,https://www.zillow.com/homedetails/2340-S-Diamond-Bar-Blvd-UNIT-L-Diamond-Bar-CA-91765/21672656_zpid/
,"$558,000","219 Violet Ave UNIT D, Monrovia, CA 91016",219 Violet Ave UNIT D,Monrovia,CA,91016,2,2,"1,300","10,018 sqft",10018.0,Townhouse,1993,"Garage - Attached, Covered",$300/mo,"$565,804",$429,https://www.zillow.com/homedetails/219-Violet-Ave-UNIT-D-Monrovia-CA-91016/21577923_zpid/
,"$917,880+","RESIDENCE TWO Plan, The Preserve : Hillcrest",RESIDENCE TWO Plan,ThePreserve:Hillcrest,null,null,4,3,"2,134",No Data,null,Townhouse,2021,Covered,null,null,$430,https://www.zillow.com/community/preserve-hillcrest/2077732620_zpid/
,"$343,999","24711 6th St, San Bernardino, CA 92410",24711 6th St,SanBernardino,CA,92410,4,3,"1,368",No Data,null,Townhouse,No Data,Covered,$199/mo,"$351,492",$251,https://www.zillow.com/homedetails/24711-6th-St-San-Bernardino-CA-92410/2076817379_zpid/
,"$829,000","43167 Mayfair Park Ter, Fremont, CA 94538",43167 Mayfair Park Ter,Fremont,CA,94538,2,3,"1,308","1,001 sqft",1001.0,Townhouse,1987,"Garage, Garage - Attached, Covered",$350/mo,"$859,255",$634,https://www.zillow.com/homedetails/43167-Mayfair-Park-Ter-Fremont-CA-94538/25042281_zpid/
,"$583,900+","Residence 1576 Plan, Solara at Skyline",Residence 1576 Plan,SolaraatSkyline,null,null,4,3,"1,576",No Data,null,Townhouse,2020,Covered,null,null,$370,https://www.zillow.com/community/solara-at-skyline/2082357014_zpid/
,"$429,900+","Residence 3 Plan, Ivy at The Preserve in Chino",Residence 3 Plan,IvyatThePreserveinChino,null,null,3,3,"1,536",No Data,null,Townhouse,2021,Covered,null,null,$280,https://www.zillow.com/community/ivy-at-preserve-in-chino/2081043572_zpid/
,"$879,900","7935 Seabreeze Dr, Huntington Beach, CA 92648",7935 Seabreeze Dr,HuntingtonBeach,CA,92648,3,3,"1,480","3,001 sqft",3001.0,Townhouse,1980,"Garage - Attached, Covered",$472/mo,"$879,907",$595,https://www.zillow.com/homedetails/7935-Seabreeze-Dr-Huntington-Beach-CA-92648/2077120106_zpid/
,"$694,000+","Residence 5 Pear Tree Plan, Pear Tree in Napa",Residence 5 Pear Tree Plan,PearTreeinNapa,null,null,4,4,"2,010",No Data,null,Townhouse,2020,Covered,null,null,$345,https://www.zillow.com/community/pear-tree-in-napa/2081559176_zpid/
,"$539,999","10665 Caminito Cascara, San Diego, CA 92108",10665 Caminito Cascara,SanDiego,CA,92108,3,2,"1,334",6 Acres,261360.0,Townhouse,1977,"Carport, Covered",$300/mo,"$546,192",$405,https://www.zillow.com/homedetails/10665-Caminito-Cascara-San-Diego-CA-92108/16939953_zpid/
,"$995,000","11814 Kiowa Ave APT 101, Los Angeles, CA 90049",11814 Kiowa Ave APT 101,LosAngeles,CA,90049,2,3,"1,492","7,374 sqft",7374.0,Townhouse,1979,Covered,$400/mo,"$995,005",$667,https://www.zillow.com/homedetails/11814-Kiowa-Ave-APT-101-Los-Angeles-CA-90049/20468660_zpid/
,"$1,395,000","177 N La Peer Dr, Beverly Hills, CA 90211",177 N La Peer Dr,BeverlyHills,CA,90211,2,3,"2,156","6,538 sqft",6538.0,Townhouse,1986,"Garage - Attached, Covered",$525/mo,"$1,395,012",$647,https://www.zillow.com/homedetails/177-N-La-Peer-Dr-Beverly-Hills-CA-90211/20516191_zpid/
,"$1,198,000","19713 Vineyard Ln, Saratoga, CA 95070",19713 Vineyard Ln,Saratoga,CA,95070,2,3,"1,511",714 sqft,714.0,Townhouse,1973,"Garage, Garage - Attached, Covered",$500/mo,"$1,214,343",$793,https://www.zillow.com/homedetails/19713-Vineyard-Ln-Saratoga-CA-95070/19654147_zpid/
,"$649,000","83 Del Rio Ct, Watsonville, CA 95076",83 Del Rio Ct,Watsonville,CA,95076,4,3,"1,586","1,916 sqft",1916.0,Townhouse,2004,"Garage, Garage - Attached",$160/mo,"$653,414",$409,https://www.zillow.com/homedetails/83-Del-Rio-Ct-Watsonville-CA-95076/64970132_zpid/
,"$1,026,880","37683 Weatherly Rd, Newark, CA 94560",37683 Weatherly Rd,Newark,CA,94560,4,4,"2,018",No Data,null,Townhouse,No Data,Covered,null,null,$509,https://www.zillow.com/homedetails/37683-Weatherly-Rd-Newark-CA-94560/2076764314_zpid/
,"$350,000","8334 Branchwood Pl, Rancho Cucamonga, CA 91730",8334 Branchwood Pl,RanchoCucamonga,CA,91730,2,2,"1,167","1,437 sqft",1437.0,Townhouse,1984,"Garage, Garage - Attached, Covered",$350/mo,"$356,521",$300,https://www.zillow.com/homedetails/8334-Branchwood-Pl-Rancho-Cucamonga-CA-91730/17293621_zpid/
New construction,"$583,900+","Residence 1576 Plan, Solara at Skyline",Residence 1576 Plan,SolaraatSkyline,null,null,4,3,"1,576",No Data,null,Townhouse,2020,Covered,null,null,$370,https://www.zillow.com/community/solara-at-skyline/2082357014_zpid/
New construction,"$429,900+","Residence 3 Plan, Ivy at The Preserve in Chino",Residence 3 Plan,IvyatThePreserveinChino,null,null,3,3,"1,536",No Data,null,Townhouse,2021,Covered,null,null,$280,https://www.zillow.com/community/ivy-at-preserve-in-chino/2081043572_zpid/
Contingent,"$879,900","7935 Seabreeze Dr, Huntington Beach, CA 92648",7935 Seabreeze Dr,HuntingtonBeach,CA,92648,3,3,"1,480","3,001 sqft",3001.0,Townhouse,1980,"Garage - Attached, Covered",$472/mo,"$879,907",$595,https://www.zillow.com/homedetails/7935-Seabreeze-Dr-Huntington-Beach-CA-92648/2077120106_zpid/
New construction,"$694,000+","Residence 5 Pear Tree Plan, Pear Tree in Napa",Residence 5 Pear Tree Plan,PearTreeinNapa,null,null,4,4,"2,010",No Data,null,Townhouse,2020,Covered,null,null,$345,https://www.zillow.com/community/pear-tree-in-napa/2081559176_zpid/
Townhouse for sale,"$539,999","10665 Caminito Cascara, San Diego, CA 92108",10665 Caminito Cascara,SanDiego,CA,92108,3,2,"1,334",6 Acres,261360.0,Townhouse,1977,"Carport, Covered",$300/mo,"$546,192",$405,https://www.zillow.com/homedetails/10665-Caminito-Cascara-San-Diego-CA-92108/16939953_zpid/
Contingent,"$995,000","11814 Kiowa Ave APT 101, Los Angeles, CA 90049",11814 Kiowa Ave APT 101,LosAngeles,CA,90049,2,3,"1,492","7,374 sqft",7374.0,Townhouse,1979,Covered,$400/mo,"$995,005",$667,https://www.zillow.com/homedetails/11814-Kiowa-Ave-APT-101-Los-Angeles-CA-90049/20468660_zpid/
Townhouse for sale,"$1,395,000","177 N La Peer Dr, Beverly Hills, CA 90211",177 N La Peer Dr,BeverlyHills,CA,90211,2,3,"2,156","6,538 sqft",6538.0,Townhouse,1986,"Garage - Attached, Covered",$525/mo,"$1,395,012",$647,https://www.zillow.com/homedetails/177-N-La-Peer-Dr-Beverly-Hills-CA-90211/20516191_zpid/
Contingent,"$1,198,000","19713 Vineyard Ln, Saratoga, CA 95070",19713 Vineyard Ln,Saratoga,CA,95070,2,3,"1,511",714 sqft,714.0,Townhouse,1973,"Garage, Garage - Attached, Covered",$500/mo,"$1,214,343",$793,https://www.zillow.com/homedetails/19713-Vineyard-Ln-Saratoga-CA-95070/19654147_zpid/
Townhouse for sale,"$649,000","83 Del Rio Ct, Watsonville, CA 95076",83 Del Rio Ct,Watsonville,CA,95076,4,3,"1,586","1,916 sqft",1916.0,Townhouse,2004,"Garage, Garage - Attached",$160/mo,"$653,414",$409,https://www.zillow.com/homedetails/83-Del-Rio-Ct-Watsonville-CA-95076/64970132_zpid/
New construction,"$1,026,880","37683 Weatherly Rd, Newark, CA 94560",37683 Weatherly Rd,Newark,CA,94560,4,4,"2,018",No Data,null,Townhouse,No Data,Covered,null,null,$509,https://www.zillow.com/homedetails/37683-Weatherly-Rd-Newark-CA-94560/2076764314_zpid/
Townhouse for sale,"$350,000","8334 Branchwood Pl, Rancho Cucamonga, CA 91730",8334 Branchwood Pl,RanchoCucamonga,CA,91730,2,2,"1,167","1,437 sqft",1437.0,Townhouse,1984,"Garage, Garage - Attached, Covered",$350/mo,"$356,521",$300,https://www.zillow.com/homedetails/8334-Branchwood-Pl-Rancho-Cucamonga-CA-91730/17293621_zpid/
New construction,"$1,595,000","1917 Farrell Ave #B, Redondo Beach, CA 90278",1917 Farrell Ave #B,RedondoBeach,CA,90278,4,4,"2,446","7,496 sqft",7496.0,Townhouse,2020,"Garage - Attached, Covered",$185/mo,"$1,612,024",$652,https://www.zillow.com/homedetails/1917-Farrell-Ave-B-Redondo-Beach-CA-90278/2076807470_zpid/
Townhouse for sale,"$928,000","7 Bluebell, Irvine, CA 92618",7 Bluebell,Irvine,CA,92618,3,3,"1,750",No Data,null,Townhouse,2001,"Garage, Garage - Attached, Covered",$98/mo,"$923,451",$530,https://www.zillow.com/homedetails/7-Bluebell-Irvine-CA-92618/59730782_zpid/
Contingent,"$484,500","4450 Radcliff Ln, Santa Maria, CA 93455",4450 Radcliff Ln,SantaMaria,CA,93455,2,3,"2,073","3,044 sqft",3044.0,Townhouse,1989,"Garage - Attached, Covered",$350/mo,"$494,804",$234,https://www.zillow.com/homedetails/4450-Radcliff-Ln-Santa-Maria-CA-93455/15940532_zpid/
Townhouse for sale,"$1,150,000","114 Hobart Ave APT 2, San Mateo, CA 94402",114 Hobart Ave APT 2,SanMateo,CA,94402,2,2,"1,338","9,378 sqft",9378.0,Townhouse,1977,"Garage - Attached, Covered",$250/mo,"$1,150,001",$859,https://www.zillow.com/homedetails/114-Hobart-Ave-APT-2-San-Mateo-CA-94402/15629392_zpid/
Townhouse for sale,"$1,095,000","227 S Irena Ave UNIT 10, Redondo Beach, CA 90277",227 S Irena Ave UNIT 10,RedondoBeach,CA,90277,3,3,"1,562",0.49 Acres,21344.4,Townhouse,1981,"Garage - Attached, Covered",$425/mo,"$1,101,008",$701,https://www.zillow.com/homedetails/227-S-Irena-Ave-UNIT-10-Redondo-Beach-CA-90277/21319916_zpid/
Townhouse for sale,"$197,000","400 Squaw Creek Rd #432, Alpine Meadows, CA 96146",400 Squaw Creek Rd #432,AlpineMeadows,CA,96146,Studio,1,374,399 sqft,399.0,Townhouse,1990,0 spaces,null,"$197,000",$527,https://www.zillow.com/homedetails/400-Squaw-Creek-Rd-432-Alpine-Meadows-CA-96146/68559233_zpid/
Contingent,"$2,350,000","1788 Clay St #TOWNHOUSE, San Francisco, CA 94109",1788 Clay St #TOWNHOUSE,SanFrancisco,CA,94109,3,2,"1,710",0.59 Acres,25700.4,Townhouse,2014,"Garage - Attached, Covered",$955/mo,"$2,303,460","$1,374",https://www.zillow.com/homedetails/1788-Clay-St-TOWNHOUSE-San-Francisco-CA-94109/2077264469_zpid/
Contingent,"$780,000","106 Spyglass Hill Rd, San Jose, CA 95127",106 Spyglass Hill Rd,SanJose,CA,95127,3,3,"1,781","1,999 sqft",1999.0,Townhouse,1980,"Garage, Garage - Detached, Covered",$520/mo,"$785,857",$438,https://www.zillow.com/homedetails/106-Spyglass-Hill-Rd-San-Jose-CA-95127/19785084_zpid/
New construction,"$499,990+","Aria Plan, Barcelona",Aria Plan,Barcelona,null,null,2,2,"1,295",No Data,null,Townhouse,2021,Covered,null,null,$386,https://www.zillow.com/community/barcelona/2084312588_zpid/
Townhouse for sale,"$888,000","7582 Seabluff Dr UNIT 103, Huntington Beach, CA 92648",7582 Seabluff Dr UNIT 103,HuntingtonBeach,CA,92648,3,4,"1,989","1,990 sqft",1990.0,Townhouse,1987,"Garage, Garage - Attached, Covered",$450/mo,"$888,007",$446,https://www.zillow.com/homedetails/7582-Seabluff-Dr-UNIT-103-Huntington-Beach-CA-92648/25735233_zpid/
Townhouse for sale,"$1,220,000","3555 Windspun Dr, Huntington Beach, CA 92649",3555 Windspun Dr,HuntingtonBeach,CA,92649,3,3,"1,835","1,520 sqft",1520.0,Townhouse,1977,"Garage, Garage - Detached, Covered",$584/mo,"$1,206,303",$665,https://www.zillow.com/homedetails/3555-Windspun-Dr-Huntington-Beach-CA-92649/25301966_zpid/
New construction,"$479,900+","Residence Three Plan, Prado : Palermo",Residence Three Plan,Prado:Palermo,null,null,3,3,"1,586",No Data,null,Townhouse,2021,Covered,null,null,$303,https://www.zillow.com/community/prado-palermo/2082868519_zpid/
Townhouse for sale,"$580,000","5461 Newcastle Ave APT 10, Los Angeles, CA 91316",5461 Newcastle Ave APT 10,LosAngeles,CA,91316,2,3,"1,260",1.04 Acres,45302.4,Townhouse,1973,"Garage - Attached, Covered",$530/mo,"$580,017",$460,https://www.zillow.com/homedetails/5461-Newcastle-Ave-APT-10-Los-Angeles-CA-91316/19938141_zpid/
Townhouse for sale,"$799,999","7315 E Singingwood Dr, Anaheim, CA 92808",7315 E Singingwood Dr,Anaheim,CA,92808,2,3,"1,847","2,252 sqft",2252.0,Townhouse,1978,"Garage, Garage - Attached, Covered",$300/mo,"$802,004",$433,https://www.zillow.com/homedetails/7315-E-Singingwood-Dr-Anaheim-CA-92808/25406720_zpid/
New construction,"$510,797+","Plan 4 Plan, Solmar",Plan 4 Plan,Solmar,null,null,3,3,"1,777",No Data,null,Townhouse,2021,Covered,$305/mo,null,$287,https://www.zillow.com/community/solmar/2080883565_zpid/
Townhouse for sale,"$1,178,000","732 Galaxy Heights Dr, La Canada Flintridge, CA 91011",732 Galaxy Heights Dr,LaCanadaFlintridge,CA,91011,3,3,"1,932","3,920 sqft",3920.0,Townhouse,1974,"Garage, Covered",$420/mo,"$1,195,300",$610,https://www.zillow.com/homedetails/732-Galaxy-Heights-Dr-La-Canada-Flintridge-CA-91011/20905817_zpid/
New construction,"$985,538","2028 Sterling Ave, Alameda, CA 94501",2028 Sterling Ave,Alameda,CA,94501,3,3,"1,736",No Data,null,Townhouse,2020,"Garage - Attached, Covered",$317/mo,null,$568,https://www.zillow.com/homedetails/2028-Sterling-Ave-Alameda-CA-94501/2077563576_zpid/
New construction,"$464,880+","Towns Plan 1 Plan, Lantana @Beach",Towns Plan 1 Plan,Lantana@Beach,null,null,1,2,935,No Data,null,Townhouse,2021,Covered,null,null,$497,https://www.zillow.com/community/lantana-beach/2081046660_zpid/
Townhouse for sale,"$779,900","8187 Via Mallorca, La Jolla, CA 92037",8187 Via Mallorca,LaJolla,CA,92037,2,2,984,4.25 Acres,185130.0,Townhouse,1976,"Garage, Garage - Attached, Covered",$360/mo,"$779,902",$793,https://www.zillow.com/homedetails/8187-Via-Mallorca-La-Jolla-CA-92037/16840410_zpid/
New construction,"$561,900+","Residence 1 Plan, Ventana at El Corazon",Residence 1 Plan,VentanaatElCorazon,null,null,3,3,"1,659",No Data,null,Townhouse,2021,Covered,null,null,$339,https://www.zillow.com/community/ventana-at-el-corazon/2082658596_zpid/
Townhouse for sale,"$919,500","1321 E Grand Ave #EL, El Segundo, CA 90245",1321 E Grand Ave #EL,ElSegundo,CA,90245,3,3,"1,356",3.91 Acres,170319.6,Townhouse,1989,"Garage - Attached, Covered",$558/mo,"$919,521",$678,https://www.zillow.com/homedetails/1321-E-Grand-Ave-EL-El-Segundo-CA-90245/2077192429_zpid/
Townhouse for sale,"$1,595,000","1619 Michael Ln #28, Pacific Palisades, CA 90272",1619 Michael Ln #28,PacificPalisades,CA,90272,3,3,"1,857",7.65 Acres,333234.0,Townhouse,1977,Covered,$665/mo,"$1,595,000",$859,https://www.zillow.com/homedetails/1619-Michael-Ln-28-Pacific-Palisades-CA-90272/2076843575_zpid/
Contingent,"$679,000","53 Windward Way, Buena Park, CA 90621",53 Windward Way,BuenaPark,CA,90621,3,3,"1,553",100 sqft,100.0,Townhouse,1999,"Garage, Garage - Attached, Covered",$200/mo,"$679,097",$437,https://www.zillow.com/homedetails/53-Windward-Way-Buena-Park-CA-90621/51675019_zpid/
New construction,"$633,880","4452 Lilac Cir, Chino Hills, CA 91709",4452 Lilac Cir,ChinoHills,CA,91709,3,3,"1,830",No Data,null,Townhouse,2020,"Garage - Attached, Covered",$240/mo,null,$346,https://www.zillow.com/homedetails/4452-Lilac-Cir-Chino-Hills-CA-91709/2082007621_zpid/
Townhouse for sale,"$450,000","9131 Burnet Ave UNIT 12, Los Angeles, CA 91343",9131 Burnet Ave UNIT 12,LosAngeles,CA,91343,3,3,"1,510",1.52 Acres,66211.2,Townhouse,1980,"Garage - Attached, Covered",$380/mo,"$455,410",$298,https://www.zillow.com/homedetails/9131-Burnet-Ave-UNIT-12-Los-Angeles-CA-91343/20137305_zpid/
Townhouse for sale,"$688,888","1707 N Fair Oaks Ave UNIT 111, Pasadena, CA 91103",1707 N Fair Oaks Ave UNIT 111,Pasadena,CA,91103,3,3,"1,610",1.40 Acres,60984.0,Townhouse,2007,"Carport, Garage - Attached, Covered",$300/mo,"$700,214",$428,https://www.zillow.com/homedetails/1707-N-Fair-Oaks-Ave-UNIT-111-Pasadena-CA-91103/79800216_zpid/
Townhouse for sale,"$998,000","66 Cienega, Irvine, CA 92618",66 Cienega,Irvine,CA,92618,4,4,"2,495","2,482 sqft",2482.0,Townhouse,2007,"Garage, Garage - Attached, Covered",$139/mo,"$998,000",$400,https://www.zillow.com/homedetails/66-Cienega-Irvine-CA-92618/79808897_zpid/
New construction,"$622,900+","Residence 3 Plan, Ventana at El Corazon",Residence 3 Plan,VentanaatElCorazon,null,null,4,4,"2,213",No Data,null,Townhouse,2021,Covered,null,null,$281,https://www.zillow.com/community/ventana-at-el-corazon/2082658593_zpid/
Contingent,"$565,000","1370 S White Ave, Pomona, CA 91766",1370 S White Ave,Pomona,CA,91766,3,4,"1,850",1.62 Acres,70567.2,Townhouse,2005,"Garage - Attached, Covered",$85/mo,"$569,593",$305,https://www.zillow.com/homedetails/1370-S-White-Ave-Pomona-CA-91766/68985391_zpid/
