Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
Multi-family home for sale,"$959,000","7351 La Mesita Pl, La Mesa, CA 91942",7351 La Mesita Pl,LaMesa,CA,91942,6,4,"3,028",null,null,Multiple Occupancy,1940,Covered,null,"$959,006","$2,295/mo",$317,https://www.zillow.com/homedetails/7351-La-Mesita-Pl-La-Mesa-CA-91942/295355798_zpid/
Multi-family home for sale,"$346,000","675 River Rd, San Miguel, CA 93451",675 River Rd,SanMiguel,CA,93451,2,2,"1,284",null,null,Multiple Occupancy,1940,"Off-street, Covered",null,"$341,981","$2,340/mo",$269,https://www.zillow.com/homedetails/675-River-Rd-San-Miguel-CA-93451/122245576_zpid/
Multi-family home for sale,"$650,000","29705 Avenida La Paz #&-B, Cathedral City, CA 92234",29705 Avenida La Paz #&-B,CathedralCity,CA,92234,6,4,"3,307",null,null,Multiple Occupancy,1996,"Garage - Attached, Covered",null,"$650,001",null,$197,https://www.zillow.com/homedetails/29705-Avenida-La-Paz-B-Cathedral-City-CA-92234/2076769877_zpid/
Multi-family home for sale,"$849,000","3344 Lakeshore Blvd, Lakeport, CA 95453",3344 Lakeshore Blvd,Lakeport,CA,95453,15,13,"10,000",null,null,Multiple Occupancy,1900,0 spaces,null,"$822,674",null,$85,https://www.zillow.com/homedetails/3344-Lakeshore-Blvd-Lakeport-CA-95453/2077200911_zpid/
Multi-family home for sale,"$775,000","384 Walnut Ave, Long Beach, CA 90802",384 Walnut Ave,LongBeach,CA,90802,4,4,"1,980",null,null,Multiple Occupancy,1922,0 spaces,null,"$775,108","$2,400/mo",$391,https://www.zillow.com/homedetails/384-Walnut-Ave-Long-Beach-CA-90802/21238385_zpid/
Multi-family home for sale,"$1,979,000","1001 Columbia St, Santa Cruz, CA 95060",1001 Columbia St,SantaCruz,CA,95060,--,--,"3,400",null,null,Multiple Occupancy,1972,"Carport, Garage - Attached, Covered",null,"$2,032,486","$4,500/mo",$582,https://www.zillow.com/homedetails/1001-Columbia-St-Santa-Cruz-CA-95060/16105035_zpid/
Multi-family home for sale,"$1,390,000","531 58th St, Oakland, CA 94609",531 58th St,Oakland,CA,94609,5,2,"3,168",null,null,Multiple Occupancy,1932,"Garage, Garage - Attached, Covered",null,"$1,472,858","$3,100/mo",$439,https://www.zillow.com/homedetails/531-58th-St-Oakland-CA-94609/24753897_zpid/
Multi-family home for sale,"$295,000","1007 W University Ave, Fresno, CA 93705",1007 W University Ave,Fresno,CA,93705,4,2,"1,433",null,null,Multiple Occupancy,1946,"Garage, Garage - Detached, Covered",null,"$295,547","$1,250/mo",$206,https://www.zillow.com/homedetails/1007-W-University-Ave-Fresno-CA-93705/18740083_zpid/
Multi-family home for sale,"$1,358,000","1837 W Glenoaks Ave, Anaheim, CA 92801",1837 W Glenoaks Ave,Anaheim,CA,92801,12,12,"4,443",null,null,Multiple Occupancy,1968,"Carport, Garage - Attached, Garage - Detached, Off-street, On-street, Covered",null,"$1,344,788","$2,325/mo",$306,https://www.zillow.com/homedetails/1837-W-Glenoaks-Ave-Anaheim-CA-92801/25346031_zpid/
Multi-family home for sale,"$398,000","3811 20th Ave, Sacramento, CA 95820",3811 20th Ave,Sacramento,CA,95820,2,--,"1,706",null,null,Multiple Occupancy,1980,"Garage, Garage - Detached, Covered",null,"$400,449","$1,888/mo",$233,https://www.zillow.com/homedetails/3811-20th-Ave-Sacramento-CA-95820/25809232_zpid/
Multi-family home for sale,"$609,500","1643 W 60th Pl, Los Angeles, CA 90047",1643 W 60th Pl,LosAngeles,CA,90047,4,2,"2,014",null,null,Multiple Occupancy,1927,"Garage - Detached, Covered",null,"$614,923","$2,350/mo",$303,https://www.zillow.com/homedetails/1643-W-60th-Pl-Los-Angeles-CA-90047/20927419_zpid/
Multi-family home for sale,"$3,400,000","1980 Chickasaw Ave, Los Angeles, CA 90041",1980 Chickasaw Ave,LosAngeles,CA,90041,13,9,"7,205",null,null,Multiple Occupancy,1969,"Carport, Covered",null,"$3,182,672","$2,495/mo",$472,https://www.zillow.com/homedetails/1980-Chickasaw-Ave-Los-Angeles-CA-90041/250338498_zpid/
Multi-family home for sale,"$679,000","2932 S Denison Ave, San Pedro, CA 90731",2932 S Denison Ave,SanPedro,CA,90731,3,2,"1,340",null,null,Multiple Occupancy,1923,0 spaces,null,"$692,215","$2,300/mo",$507,https://www.zillow.com/homedetails/2932-S-Denison-Ave-San-Pedro-CA-90731/21313308_zpid/
