Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Zillow_price/sqft,House_website
,"$650,000","105 Winding Way, Irvine, CA 92620",105 Winding Way,Irvine,CA,92620,2,3,"1,364","1,001 sqft",1001.0,Townhouse,2005,"Garage, Garage - Attached, Covered",$182/mo,"$650,001",$477,https://www.zillow.com/homedetails/105-Winding-Way-Irvine-CA-92620/79810397_zpid/
,"$425,000","153 Mcafee Ct, Thousand Oaks, CA 91360",153 Mcafee Ct,ThousandOaks,CA,91360,2,3,"1,122","1,123 sqft",1123.0,Townhouse,1985,"Garage, Covered",$311/mo,"$425,092",$379,https://www.zillow.com/homedetails/153-Mcafee-Ct-Thousand-Oaks-CA-91360/16422445_zpid/
,"$719,000","17 Pepperwood, Aliso Viejo, CA 92656",17 Pepperwood,AlisoViejo,CA,92656,3,3,"1,696",No Data,null,Townhouse,1986,"Garage, Garage - Attached, Covered",$479/mo,"$720,385",$424,https://www.zillow.com/homedetails/17-Pepperwood-Aliso-Viejo-CA-92656/25773211_zpid/
,"$549,900","3010 N Ventura Rd, Oxnard, CA 93036",3010 N Ventura Rd,Oxnard,CA,93036,5,3,"2,139","2,138 sqft",2138.0,Townhouse,2013,Covered,$25/mo,"$556,257",$257,https://www.zillow.com/homedetails/3010-N-Ventura-Rd-Oxnard-CA-93036/2076814304_zpid/
,"$540,000","7703 Westbrook Way, Stanton, CA 90680",7703 Westbrook Way,Stanton,CA,90680,3,3,"1,094","1,999 sqft",1999.0,Townhouse,1983,"Garage, Garage - Attached, Covered",$223/mo,"$545,852",$494,https://www.zillow.com/homedetails/7703-Westbrook-Way-Stanton-CA-90680/25739730_zpid/
,"$529,900","1860 Stow St, Simi Valley, CA 93063",1860 Stow St,SimiValley,CA,93063,3,3,"1,778","1,851 sqft",1851.0,Townhouse,1979,"Garage, Garage - Attached, Covered",$27/mo,"$529,903",$298,https://www.zillow.com/homedetails/1860-Stow-St-Simi-Valley-CA-93063/16466069_zpid/
,"$1,088,000","2003 Trento Loop, Milpitas, CA 95035",2003 Trento Loop,Milpitas,CA,95035,3,3,"1,767",609 sqft,609.0,Townhouse,2017,"Garage, Garage - Attached, Covered",$319/mo,"$1,109,110",$616,https://www.zillow.com/homedetails/2003-Trento-Loop-Milpitas-CA-95035/166731582_zpid/
,"$1,100,000","141 Kiely Blvd, Santa Clara, CA 95051",141 Kiely Blvd,SantaClara,CA,95051,3,3,"1,360","1,568 sqft",1568.0,Townhouse,1976,"Garage, Garage - Detached, Covered",$385/mo,"$1,115,006",$809,https://www.zillow.com/homedetails/141-Kiely-Blvd-Santa-Clara-CA-95051/19600740_zpid/
,"$625,000","22919 Mariposa Ave UNIT 708, Torrance, CA 90502",22919 Mariposa Ave UNIT 708,Torrance,CA,90502,3,4,"1,630",0.50 Acres,21780.0,Townhouse,2008,"Garage - Attached, Covered",$180/mo,"$628,429",$383,https://www.zillow.com/homedetails/22919-Mariposa-Ave-UNIT-708-Torrance-CA-90502/87803777_zpid/
,"$185,000","2000 N Village Dr APT 211, Truckee, CA 96161",2000 N Village Dr APT 211,Truckee,CA,96161,"Studio,",1,336,315 sqft,315.0,Townhouse,1973,0 spaces,null,"$185,966",$551,https://www.zillow.com/homedetails/2000-N-Village-Dr-APT-211-Truckee-CA-96161/17707238_zpid/
,"$1,198,000","647 Fox Ct E, Redwood City, CA 94061",647 Fox Ct E,RedwoodCity,CA,94061,3,3,"1,900","1,873 sqft",1873.0,Townhouse,1966,"Underground/Basement, Garage - Attached",$460/mo,"$1,192,699",$631,https://www.zillow.com/homedetails/647-Fox-Ct-E-Redwood-City-CA-94061/15577081_zpid/
,"$899,900","6737 Heath Ct, Carlsbad, CA 92011",6737 Heath Ct,Carlsbad,CA,92011,3,3,"1,435","1,742 sqft",1742.0,Townhouse,1978,"Garage, Covered",$310/mo,"$899,902",$627,https://www.zillow.com/homedetails/6737-Heath-Ct-Carlsbad-CA-92011/16652810_zpid/
,"$390,000","520 Claraday St APT 10, Glendora, CA 91740",520 Claraday St APT 10,Glendora,CA,91740,2,3,"1,124",1.37 Acres,59677.2,Townhouse,1988,"Garage - Attached, Covered",$388/mo,"$396,341",$347,https://www.zillow.com/homedetails/520-Claraday-St-APT-10-Glendora-CA-91740/21644701_zpid/
,"$260,000","337 Avenida Sevilla UNIT A, Laguna Woods, CA 92637",337 Avenida Sevilla UNIT A,LagunaWoods,CA,92637,2,2,953,953 sqft,953.0,Townhouse,1965,"Carport, Covered",$672/mo,"$255,214",$273,https://www.zillow.com/homedetails/337-Avenida-Sevilla-UNIT-A-Laguna-Woods-CA-92637/2087599380_zpid/
,"$515,000","497 W Summerfield Cir, Anaheim, CA 92802",497 W Summerfield Cir,Anaheim,CA,92802,2,3,"1,477","1,197 sqft",1197.0,Townhouse,1991,"Garage, Garage - Attached, Covered",$340/mo,"$515,831",$349,https://www.zillow.com/homedetails/497-W-Summerfield-Cir-Anaheim-CA-92802/25731862_zpid/
,"$1,089,000","5593 Palm Dr UNIT 101, Hawthorne, CA 90250",5593 Palm Dr UNIT 101,Hawthorne,CA,90250,4,4,"1,910",1.03 Acres,44866.8,Townhouse,2013,"Garage - Attached, Off-street, Covered",$441/mo,"$1,089,007",$570,https://www.zillow.com/homedetails/5593-Palm-Dr-UNIT-101-Hawthorne-CA-90250/125307692_zpid/
,"$849,000","4541 Colfax Ave #108, Studio City, CA 91602",4541 Colfax Ave #108,StudioCity,CA,91602,3,3,"1,528",0.38 Acres,16552.8,Townhouse,2012,"Garage - Attached, Covered",$453/mo,"$849,123",$556,https://www.zillow.com/homedetails/4541-Colfax-Ave-108-Studio-City-CA-91602/119938067_zpid/
,"$648,000","422 W Route 66 UNIT 83, Glendora, CA 91740",422 W Route 66 UNIT 83,Glendora,CA,91740,4,4,"1,860",0.31 Acres,13503.6,Townhouse,2017,"Garage - Attached, Covered",$265/mo,"$648,005",$348,https://www.zillow.com/homedetails/422-W-Route-66-UNIT-83-Glendora-CA-91740/247101933_zpid/
,"$759,000","2241 Hyperion Ave #A4, Los Angeles, CA 90027",2241 Hyperion Ave #A4,LosAngeles,CA,90027,2,2,--,"4,020 sqft",4020.0,Townhouse,2020,0 spaces,$302/mo,"$759,005",null,https://www.zillow.com/homedetails/2241-Hyperion-Ave-A4-Los-Angeles-CA-90027/2077004305_zpid/
,"$1,495,000","605 E Evelyn Ave, Sunnyvale, CA 94086",605 E Evelyn Ave,Sunnyvale,CA,94086,3,4,"1,575","1,363 sqft",1363.0,Townhouse,2020,Garage - Attached,$367/mo,"$1,520,339",$949,https://www.zillow.com/homedetails/605-E-Evelyn-Ave-Sunnyvale-CA-94086/325805702_zpid/
,"$450,000","11761 Downey Ave, Downey, CA 90241",11761 Downey Ave,Downey,CA,90241,2,3,"1,411",0.63 Acres,27442.8,Townhouse,1984,0 spaces,$210/mo,"$456,164",$319,https://www.zillow.com/homedetails/11761-Downey-Ave-Downey-CA-90241/21051488_zpid/
,"$629,900","22282 Summit Hill Dr #47, Lake Forest, CA 92630",22282 Summit Hill Dr #47,LakeForest,CA,92630,3,3,"1,596",No Data,null,Townhouse,1985,"Garage, Garage - Attached, Covered",$450/mo,"$634,822",$395,https://www.zillow.com/homedetails/22282-Summit-Hill-Dr-47-Lake-Forest-CA-92630/25746855_zpid/
,"$455,000","8001 Canby Ave UNIT 1, Los Angeles, CA 91335",8001 Canby Ave UNIT 1,LosAngeles,CA,91335,4,3,"1,675",5.57 Acres,242629.2,Townhouse,1965,"Garage - Attached, Covered",$490/mo,"$459,420",$272,https://www.zillow.com/homedetails/8001-Canby-Ave-UNIT-1-Los-Angeles-CA-91335/19903778_zpid/
,"$675,000","156 Marion Ave, Pasadena, CA 91106",156 Marion Ave,Pasadena,CA,91106,2,3,"1,378","9,147 sqft",9147.0,Townhouse,2007,"None, Covered",null,"$681,650",$490,https://www.zillow.com/homedetails/156-Marion-Ave-Pasadena-CA-91106/89148482_zpid/
,"$699,990+","Residence One Plan, Evergreen at Rise",Residence One Plan,EvergreenatRise,null,null,2,3,"1,595",No Data,null,Townhouse,2021,Covered,null,null,$439,https://www.zillow.com/community/evergreen-at-rise/2081350396_zpid/
,"$620,000+","Lewis 1 Plan, Lewis+Mason",Lewis 1 Plan,Lewis+Mason,null,null,2,3,"1,554",No Data,null,Townhouse,2021,"Garage - Attached, Covered",null,null,$399,https://www.zillow.com/community/lewis-mason/2090604957_zpid/
,"$513,000","28803 Camino De Cielo Dr, Santa Clarita, CA 91354",28803 Camino De Cielo Dr,SantaClarita,CA,91354,3,3,"1,500",16.77 Acres,730501.2,Townhouse,2015,Covered,$242/mo,"$517,932",$342,https://www.zillow.com/homedetails/28803-Camino-De-Cielo-Dr-Santa-Clarita-CA-91354/81959047_zpid/
,"$1,148,000","363 N Rengstorff Ave APT 11, Mountain View, CA 94043",363 N Rengstorff Ave APT 11,MountainView,CA,94043,2,3,"1,266","2,678 sqft",2678.0,Townhouse,1987,"Garage, Garage - Attached, Covered",$575/mo,"$1,158,629",$907,https://www.zillow.com/homedetails/363-N-Rengstorff-Ave-APT-11-Mountain-View-CA-94043/19512505_zpid/
,"$899,000","974 Peninsula Ave, San Mateo, CA 94401",974 Peninsula Ave,SanMateo,CA,94401,3,3,"1,394",25.59 Acres,1114700.4,Townhouse,1965,0 spaces,$752/mo,"$946,315",$645,https://www.zillow.com/homedetails/974-Peninsula-Ave-San-Mateo-CA-94401/15641728_zpid/
,"$998,000","151 Margo Dr #2, Mountain View, CA 94041",151 Margo Dr #2,MountainView,CA,94041,2,3,"1,193","4,382 sqft",4382.0,Townhouse,1996,"Garage, Garage - Attached, Covered",$550/mo,"$1,024,263",$837,https://www.zillow.com/homedetails/151-Margo-Dr-2-Mountain-View-CA-94041/19518873_zpid/
,"$650,000","1967 Sandcastle Way, Oceanside, CA 92054",1967 Sandcastle Way,Oceanside,CA,92054,3,2,"1,473","2,944 sqft",2944.0,Townhouse,1975,"Garage, Covered",$405/mo,"$650,004",$441,https://www.zillow.com/homedetails/1967-Sandcastle-Way-Oceanside-CA-92054/16612758_zpid/
,"$476,880+","Residence 6 Plan, Citrus at Canvas Park at New Haven",Residence 6 Plan,CitrusatCanvasParkatNewHaven,null,null,3,2,"1,799",No Data,null,Townhouse,2021,Covered,null,null,$265,https://www.zillow.com/community/citrus-at-canvas-park-at-new-haven/2080441889_zpid/
,"$820,000+","Plan 2 Plan, Uptown in Livermore",Plan 2 Plan,UptowninLivermore,null,null,4,4,"1,929",No Data,null,Townhouse,2020,Covered,null,null,$425,https://www.zillow.com/community/uptown-in-livermore/2077104729_zpid/
,"$509,000","12 Paseo Luna, San Clemente, CA 92673",12 Paseo Luna,SanClemente,CA,92673,2,3,"1,232","1,000 sqft",1000.0,Townhouse,2004,"Garage, Garage - Attached, Covered",$215/mo,"$509,001",$413,https://www.zillow.com/homedetails/12-Paseo-Luna-San-Clemente-CA-92673/63117446_zpid/
,"$1,150,000","315 Garnet St UNIT B, Redondo Beach, CA 90277",315 Garnet St UNIT B,RedondoBeach,CA,90277,4,3,"2,459",0.74 Acres,32234.4,Townhouse,2000,"Garage - Attached, Covered",$397/mo,"$1,132,324",$468,https://www.zillow.com/homedetails/315-Garnet-St-UNIT-B-Redondo-Beach-CA-90277/58477794_zpid/
,"$465,880+","Residence 5 Plan, Citrus at Canvas Park at New Haven",Residence 5 Plan,CitrusatCanvasParkatNewHaven,null,null,3,2,"1,722",No Data,null,Townhouse,2021,Covered,null,null,$271,https://www.zillow.com/community/citrus-at-canvas-park-at-new-haven/2080441891_zpid/
,"$2,249,000","23953 De Ville Way, Malibu, CA 90265",23953 De Ville Way,Malibu,CA,90265,3,3,"2,712",3.60 Acres,156816.0,Townhouse,2004,"Garage - Attached, Covered",$761/mo,"$2,249,937",$829,https://www.zillow.com/homedetails/23953-De-Ville-Way-Malibu-CA-90265/20554319_zpid/
Townhouse for sale,"$1,148,000","363 N Rengstorff Ave APT 11, Mountain View, CA 94043",363 N Rengstorff Ave APT 11,MountainView,CA,94043,2,3,"1,266","2,678 sqft",2678.0,Townhouse,1987,"Garage, Garage - Attached, Covered",$575/mo,"$1,158,629",$907,https://www.zillow.com/homedetails/363-N-Rengstorff-Ave-APT-11-Mountain-View-CA-94043/19512505_zpid/
Townhouse for sale,"$899,000","974 Peninsula Ave, San Mateo, CA 94401",974 Peninsula Ave,SanMateo,CA,94401,3,3,"1,394",25.59 Acres,1114700.4,Townhouse,1965,0 spaces,$752/mo,"$946,315",$645,https://www.zillow.com/homedetails/974-Peninsula-Ave-San-Mateo-CA-94401/15641728_zpid/
Townhouse for sale,"$998,000","151 Margo Dr #2, Mountain View, CA 94041",151 Margo Dr #2,MountainView,CA,94041,2,3,"1,193","4,382 sqft",4382.0,Townhouse,1996,"Garage, Garage - Attached, Covered",$550/mo,"$1,024,263",$837,https://www.zillow.com/homedetails/151-Margo-Dr-2-Mountain-View-CA-94041/19518873_zpid/
Townhouse for sale,"$650,000","1967 Sandcastle Way, Oceanside, CA 92054",1967 Sandcastle Way,Oceanside,CA,92054,3,2,"1,473","2,944 sqft",2944.0,Townhouse,1975,"Garage, Covered",$405/mo,"$650,004",$441,https://www.zillow.com/homedetails/1967-Sandcastle-Way-Oceanside-CA-92054/16612758_zpid/
New construction,"$476,880+","Residence 6 Plan, Citrus at Canvas Park at New Haven",Residence 6 Plan,CitrusatCanvasParkatNewHaven,null,null,3,2,"1,799",No Data,null,Townhouse,2021,Covered,null,null,$265,https://www.zillow.com/community/citrus-at-canvas-park-at-new-haven/2080441889_zpid/
New construction,"$820,000+","Plan 2 Plan, Uptown in Livermore",Plan 2 Plan,UptowninLivermore,null,null,4,4,"1,929",No Data,null,Townhouse,2020,Covered,null,null,$425,https://www.zillow.com/community/uptown-in-livermore/2077104729_zpid/
Contingent,"$509,000","12 Paseo Luna, San Clemente, CA 92673",12 Paseo Luna,SanClemente,CA,92673,2,3,"1,232","1,000 sqft",1000.0,Townhouse,2004,"Garage, Garage - Attached, Covered",$215/mo,"$509,001",$413,https://www.zillow.com/homedetails/12-Paseo-Luna-San-Clemente-CA-92673/63117446_zpid/
Townhouse for sale,"$1,150,000","315 Garnet St UNIT B, Redondo Beach, CA 90277",315 Garnet St UNIT B,RedondoBeach,CA,90277,4,3,"2,459",0.74 Acres,32234.4,Townhouse,2000,"Garage - Attached, Covered",$397/mo,"$1,132,324",$468,https://www.zillow.com/homedetails/315-Garnet-St-UNIT-B-Redondo-Beach-CA-90277/58477794_zpid/
New construction,"$465,880+","Residence 5 Plan, Citrus at Canvas Park at New Haven",Residence 5 Plan,CitrusatCanvasParkatNewHaven,null,null,3,2,"1,722",No Data,null,Townhouse,2021,Covered,null,null,$271,https://www.zillow.com/community/citrus-at-canvas-park-at-new-haven/2080441891_zpid/
Townhouse for sale,"$2,249,000","23953 De Ville Way, Malibu, CA 90265",23953 De Ville Way,Malibu,CA,90265,3,3,"2,712",3.60 Acres,156816.0,Townhouse,2004,"Garage - Attached, Covered",$761/mo,"$2,249,937",$829,https://www.zillow.com/homedetails/23953-De-Ville-Way-Malibu-CA-90265/20554319_zpid/
New construction,"$501,490+","Residence 1 Plan, River Village : Concord",Residence 1 Plan,RiverVillage:Concord,null,null,2,3,"1,355",No Data,null,Townhouse,2021,Covered,null,null,$370,https://www.zillow.com/community/river-village-concord/2076858744_zpid/
Contingent,"$369,000","18724 Vista Del Canon UNIT G, Santa Clarita, CA 91321",18724 Vista Del Canon UNIT G,SantaClarita,CA,91321,2,2,938,1.19 Acres,51836.4,Townhouse,1990,"Garage - Attached, Covered",$350/mo,"$373,792",$393,https://www.zillow.com/homedetails/18724-Vista-Del-Canon-UNIT-G-Santa-Clarita-CA-91321/20214948_zpid/
Townhouse for sale,"$609,000","1 Orange Blossom Way, Watsonville, CA 95076",1 Orange Blossom Way,Watsonville,CA,95076,3,3,"1,552","1,568 sqft",1568.0,Townhouse,2004,"Garage, Garage - Attached",$230/mo,"$619,375",$392,https://www.zillow.com/homedetails/1-Orange-Blossom-Way-Watsonville-CA-95076/67395756_zpid/
Townhouse for sale,"$600,000","4040 Grand View Blvd UNIT 71, Los Angeles, CA 90066",4040 Grand View Blvd UNIT 71,LosAngeles,CA,90066,2,2,841,2.86 Acres,124581.6,Townhouse,1961,"Carport, Covered",$355/mo,"$610,055",$713,https://www.zillow.com/homedetails/4040-Grand-View-Blvd-UNIT-71-Los-Angeles-CA-90066/20446818_zpid/
Contingent,"$510,000","13400 Doty Ave APT 16, Hawthorne, CA 90250",13400 Doty Ave APT 16,Hawthorne,CA,90250,3,3,"1,573",0.89 Acres,38768.4,Townhouse,1979,"Garage - Attached, Covered",$250/mo,"$515,632",$324,https://www.zillow.com/homedetails/13400-Doty-Ave-APT-16-Hawthorne-CA-90250/20352271_zpid/
Contingent,"$999,000","2004 Vanderbilt Ln UNIT 4, Redondo Beach, CA 90278",2004 Vanderbilt Ln UNIT 4,RedondoBeach,CA,90278,3,3,"1,609",0.34 Acres,14810.4,Townhouse,1978,"Garage - Attached, Covered",$250/mo,"$1,005,667",$621,https://www.zillow.com/homedetails/2004-Vanderbilt-Ln-UNIT-4-Redondo-Beach-CA-90278/20406262_zpid/
Townhouse for sale,"$420,000","14365 Foothill Blvd UNIT 6, Los Angeles, CA 91342",14365 Foothill Blvd UNIT 6,LosAngeles,CA,91342,3,3,"1,423",1.11 Acres,48351.6,Townhouse,1992,"Garage - Attached, Covered",$360/mo,"$426,478",$295,https://www.zillow.com/homedetails/14365-Foothill-Blvd-UNIT-6-Los-Angeles-CA-91342/20069243_zpid/
Townhouse for sale,"$795,000","1617 Baccharis Ave, Carlsbad, CA 92011",1617 Baccharis Ave,Carlsbad,CA,92011,4,3,"1,728",1.10 Acres,47916.0,Townhouse,1996,"Garage, Garage - Attached, Covered",$585/mo,"$804,352",$460,https://www.zillow.com/homedetails/1617-Baccharis-Ave-Carlsbad-CA-92011/52507026_zpid/
Townhouse for sale,"$539,900","9731 Reseda Blvd UNIT 61, Los Angeles, CA 91324",9731 Reseda Blvd UNIT 61,LosAngeles,CA,91324,4,3,"1,728",3.59 Acres,156380.4,Townhouse,1980,"Garage - Attached, Covered",$345/mo,"$545,091",$312,https://www.zillow.com/homedetails/9731-Reseda-Blvd-UNIT-61-Los-Angeles-CA-91324/20175577_zpid/
Contingent,"$695,000","10640 Paramount Blvd, Downey, CA 90241",10640 Paramount Blvd,Downey,CA,90241,4,4,"2,322","1,137 sqft",1137.0,Townhouse,2018,Garage - Attached,$196/mo,"$695,004",$299,https://www.zillow.com/homedetails/10640-Paramount-Blvd-Downey-CA-90241/250346716_zpid/
Townhouse for sale,"$400,000","12351 Osborne St UNIT 13, Los Angeles, CA 91331",12351 Osborne St UNIT 13,LosAngeles,CA,91331,3,2,"1,420",2.34 Acres,101930.4,Townhouse,1979,"Garage - Attached, Covered",$240/mo,"$405,000",$282,https://www.zillow.com/homedetails/12351-Osborne-St-UNIT-13-Los-Angeles-CA-91331/20088118_zpid/
Townhouse for sale,"$535,000","1320 W 168th St UNIT 1, Gardena, CA 90247",1320 W 168th St UNIT 1,Gardena,CA,90247,2,3,"1,659",0.47 Acres,20473.2,Townhouse,1989,"Garage - Attached, Covered",$250/mo,"$539,930",$322,https://www.zillow.com/homedetails/1320-W-168th-St-UNIT-1-Gardena-CA-90247/20982607_zpid/
Townhouse for sale,"$724,900","10854 Morrison St APT 4, Los Angeles, CA 91601",10854 Morrison St APT 4,LosAngeles,CA,91601,3,3,"1,812","8,398 sqft",8398.0,Townhouse,1971,"Garage - Attached, Covered",$300/mo,"$732,195",$400,https://www.zillow.com/homedetails/10854-Morrison-St-APT-4-Los-Angeles-CA-91601/20042782_zpid/
Townhouse for sale,"$1,049,000","213 Sutton Cir, Danville, CA 94506",213 Sutton Cir,Danville,CA,94506,4,2,"1,865","2,600 sqft",2600.0,Townhouse,1992,"Garage, Garage - Attached, Covered",$370/mo,"$1,049,010",$562,https://www.zillow.com/homedetails/213-Sutton-Cir-Danville-CA-94506/18436101_zpid/
Contingent,"$479,000","2684 W Plum Tree Ln, Anaheim, CA 92801",2684 W Plum Tree Ln,Anaheim,CA,92801,3,2,"1,096","3,114 sqft",3114.0,Townhouse,1973,"Garage, Garage - Attached, Covered",$239/mo,"$486,351",$437,https://www.zillow.com/homedetails/2684-W-Plum-Tree-Ln-Anaheim-CA-92801/25152878_zpid/
Townhouse for sale,"$149,000","19675 Boreal Ridge Rd #4, Truckee, CA 96161",19675 Boreal Ridge Rd #4,Truckee,CA,96161,Studio,1,420,688 sqft,688.0,Townhouse,1972,Covered,null,null,$355,https://www.zillow.com/homedetails/19675-Boreal-Ridge-Rd-4-Truckee-CA-96161/2076749306_zpid/
Contingent,"$539,900","900 E Chestnut St N, Anaheim, CA 92805",900 E Chestnut St N,Anaheim,CA,92805,3,3,"1,411",No Data,null,Townhouse,1995,Covered,$290/mo,"$552,045",$383,https://www.zillow.com/homedetails/900-E-Chestnut-St-N-Anaheim-CA-92805/2076966990_zpid/
Contingent,"$549,900","2939 Sierra Crest Way, Hacienda Heights, CA 91745",2939 Sierra Crest Way,HaciendaHeights,CA,91745,3,3,"1,586","1,903 sqft",1903.0,Townhouse,1978,"Garage, Garage - Attached, Covered",$410/mo,"$554,505",$347,https://www.zillow.com/homedetails/2939-Sierra-Crest-Way-Hacienda-Heights-CA-91745/21469392_zpid/
Townhouse for sale,"$850,000","22247 N 6th St LOT 5, Castro Valley, CA 94546",22247 N 6th St LOT 5,CastroValley,CA,94546,3,3,"1,752","2,448 sqft",2448.0,Townhouse,2020,Garage - Attached,$256/mo,"$885,581",$485,https://www.zillow.com/homedetails/22247-N-6th-St-LOT-5-Castro-Valley-CA-94546/2076969352_zpid/
New construction,"$380,900","3823 Anders Way, Rocklin, CA 95677",3823 Anders Way,Rocklin,CA,95677,3,3,"1,665","1,785 sqft",1785.0,Townhouse,No Data,"Garage - Attached, Covered",$242/mo,"$387,857",$229,https://www.zillow.com/homedetails/3823-Anders-Way-Rocklin-CA-95677/325633458_zpid/
Townhouse for sale,"$285,000","2298 N Indian Canyon Dr UNIT C, Palm Springs, CA 92262",2298 N Indian Canyon Dr UNIT C,PalmSprings,CA,92262,3,2,"1,344",871 sqft,871.0,Townhouse,1972,"Carport, Covered",$330/mo,"$282,397",$212,https://www.zillow.com/homedetails/2298-N-Indian-Canyon-Dr-UNIT-C-Palm-Springs-CA-92262/18018352_zpid/
Townhouse for sale,"$730,000","5045 Burke Ln, Yorba Linda, CA 92886",5045 Burke Ln,YorbaLinda,CA,92886,3,3,"1,834",No Data,null,Townhouse,2015,"Garage, Garage - Attached, Covered",$324/mo,"$731,829",$398,https://www.zillow.com/homedetails/5045-Burke-Ln-Yorba-Linda-CA-92886/246154660_zpid/
Townhouse for sale,"$409,000","1725 Edgebrook Dr UNIT C, Modesto, CA 95354",1725 Edgebrook Dr UNIT C,Modesto,CA,95354,3,3,"2,499","2,042 sqft",2042.0,Townhouse,1983,"Garage, Garage - Attached, Covered",$420/mo,"$418,402",$164,https://www.zillow.com/homedetails/1725-Edgebrook-Dr-UNIT-C-Modesto-CA-95354/16002900_zpid/
Townhouse for sale,"$469,000","2235 Indigo Hills Dr UNIT 2, Corona, CA 92879",2235 Indigo Hills Dr UNIT 2,Corona,CA,92879,3,3,"1,714","2,178 sqft",2178.0,Townhouse,1995,"Garage - Attached, Covered",$250/mo,"$475,466",$274,https://www.zillow.com/homedetails/2235-Indigo-Hills-Dr-UNIT-2-Corona-CA-92879/52496714_zpid/
Townhouse for sale,"$839,000","4406 Catlin Cir UNIT A, Carpinteria, CA 93013",4406 Catlin Cir UNIT A,Carpinteria,CA,93013,3,3,"1,784","1,785 sqft",1785.0,Townhouse,1977,"None, Covered",$275/mo,"$839,006",$470,https://www.zillow.com/homedetails/4406-Catlin-Cir-UNIT-A-Carpinteria-CA-93013/15875759_zpid/
Townhouse for sale,"$764,000","3259 Caminito Ameca, La Jolla, CA 92037",3259 Caminito Ameca,LaJolla,CA,92037,3,3,"1,416",3.85 Acres,167706.0,Townhouse,1978,"Garage, Garage - Attached, Covered",$548/mo,"$769,961",$540,https://www.zillow.com/homedetails/3259-Caminito-Ameca-La-Jolla-CA-92037/16840400_zpid/
Contingent,"$659,900","24824 Frampton Ave, Harbor City, CA 90710",24824 Frampton Ave,HarborCity,CA,90710,4,3,"1,845",0.46 Acres,20037.6,Townhouse,1992,"Garage - Attached, Covered",$84/mo,"$666,858",$358,https://www.zillow.com/homedetails/24824-Frampton-Ave-Harbor-City-CA-90710/21300910_zpid/
Contingent,"$999,860","836 S Sierra Ave, Solana Beach, CA 92075",836 S Sierra Ave,SolanaBeach,CA,92075,2,3,"1,382",3.10 Acres,135036.0,Townhouse,1974,Covered,$450/mo,"$999,862",$723,https://www.zillow.com/homedetails/836-S-Sierra-Ave-Solana-Beach-CA-92075/16760085_zpid/
Townhouse for sale,"$549,000","4425 Whitsett Ave UNIT 210, Los Angeles, CA 91604",4425 Whitsett Ave UNIT 210,LosAngeles,CA,91604,1,2,"1,271",0.44 Acres,19166.4,Townhouse,1978,"Garage - Attached, Covered",$430/mo,"$549,005",$432,https://www.zillow.com/homedetails/4425-Whitsett-Ave-UNIT-210-Los-Angeles-CA-91604/20024066_zpid/
Townhouse for sale,"$620,000","652 Woodlawn Dr, Thousand Oaks, CA 91360",652 Woodlawn Dr,ThousandOaks,CA,91360,3,3,"1,925","2,940 sqft",2940.0,Townhouse,1978,"Garage, Garage - Attached, Covered",$377/mo,"$620,004",$322,https://www.zillow.com/homedetails/652-Woodlawn-Dr-Thousand-Oaks-CA-91360/16427275_zpid/
