Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Townhouse for sale,"$558,000","4649 Granada Way, Union City, CA 94587",4649 Granada Way ,Union City,CA,94587,37.586655,-122.080403,"1,054","1,441 sqft",1441.0,Townhouse,1972,2 spaces,$257/month,$529,"$560,752","$2,650/mo",https://www.zillow.com/homedetails/4649-Granada-Way-Union-City-CA-94587/24998949_zpid/
Townhouse for sale,"$429,900","4015 Fielding Ct, Cypress, CA 90630",4015 Fielding Ct ,Cypress,CA,90630,33.812089,-118.06136,"1,032",988 sqft,988.0,Townhouse,1964,2 spaces,$275/month,$417,"$461,085","$2,500/mo",https://www.zillow.com/homedetails/4015-Fielding-Ct-Cypress-CA-90630/25325184_zpid/
Townhouse for sale,"$495,000","22014 Barrington Way, Santa Clarita, CA 91350",22014 Barrington Way ,Santa Clarita,CA,91350,34.428674,-118.507189,"1,635",0.88 acres,38332.8,Townhouse,2016,2 spaces,$164/month,$303,"$495,001","$2,950/mo",https://www.zillow.com/homedetails/22014-Barrington-Way-Santa-Clarita-CA-91350/243991642_zpid/
Townhouse for sale,"$575,000","32250 Mercury Way, Union City, CA 94587",32250 Mercury Way ,Union City,CA,94587,37.585121,-122.070879,"1,137","1,650 sqft",1650.0,Townhouse,1971,2 spaces,$333/month,$506,"$580,133","$3,000/mo",https://www.zillow.com/homedetails/32250-Mercury-Way-Union-City-CA-94587/24998441_zpid/
Townhouse for sale,"$539,000","5720 Owensmouth Ave Unit 142, Los Angeles, CA 91367",5720 Owensmouth Ave Unit 142,Los Angeles,CA,91367,34.173955,-118.600923,"1,263",4.01 acres,174675.6,Townhouse,1980,2 spaces,$460/month,$427,"$508,527","$2,850/mo",https://www.zillow.com/homedetails/5720-Owensmouth-Ave-UNIT-142-Los-Angeles-CA-91367/19929905_zpid/
Townhouse for sale,"$535,000","117 Glenbridge Ct, Pleasant Hill, CA 94523",117 Glenbridge Ct ,Pleasant Hill,CA,94523,37.962028,-122.056087,"1,162",750 sqft,750.0,Townhouse,1988,1 space,$440/month,$460,null,null,https://www.zillow.com/homedetails/117-Glenbridge-Ct-Pleasant-Hill-CA-94523/18365248_zpid/
Townhouse for sale,"$724,900","4470 Shorebird Dr # 8, Huntington Beach, CA 92649",4470 Shorebird Dr # 8,Huntington Beach,CA,92649,33.723043,-118.050511,"1,680","1,001 sqft",1001.0,Townhouse,1980,2 spaces,$425/month,$431,"$669,256","$3,195/mo",https://www.zillow.com/homedetails/4470-Shorebird-Dr-8-Huntington-Beach-CA-92649/25736241_zpid/
Townhouse for sale,"$699,000","694 Summer View Cir, Encinitas, CA 92024",694 Summer View Cir ,Encinitas,CA,92024,33.043954,-117.281073,"1,195",1.2 acres,52272.0,Townhouse,1987,4 spaces,$400/month,$585,"$710,785","$3,000/mo",https://www.zillow.com/homedetails/694-Summer-View-Cir-Encinitas-CA-92024/16719392_zpid/
Townhouse for sale,"$119,000","82567 Avenue 48 Apt 54, Indio, CA 92201",82567 Avenue 48 Apt 54,Indio,CA,92201,33.699966,-116.222884,"1,024",435 sqft,435.0,Townhouse,1980,No Data,$250/month,$116,null,null,https://www.zillow.com/homedetails/82567-Avenue-48-APT-54-Indio-CA-92201/18067075_zpid/
Townhouse for sale,"$525,000","6540 Hayvenhurst Ave Unit 40, Los Angeles, CA 91406",6540 Hayvenhurst Ave Unit 40,Los angeles,CA,91406,34.18974,-118.491774,"1,392",1.69 acres,73616.4,Townhouse,1981,2 spaces,$465/month,$377,"$467,826","$2,695/mo",https://www.zillow.com/homedetails/6540-Hayvenhurst-Ave-UNIT-40-Los-Angeles-CA-91406/19966875_zpid/
