Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Condo for sale,"$450,000","535 W Point O Woods Dr, Azusa, CA 91702",535 W Point O Woods Dr ,Azusa,CA,91702,34.145257,-117.912994,"1,351",null,null,Condo,1977,2 spaces,$350/month,$333,"$450,202","$2,400/mo",https://www.zillow.com/homedetails/535-W-Point-O-Woods-Dr-Azusa-CA-91702/21629864_zpid/
Condo for sale,"$478,000","2623 Gimelli Pl # 139, San Jose, CA 95133",2623 Gimelli Pl # 139,San Jose,CA,95133,37.375482,-121.84911,975,null,null,Condo,1981,1 space,$355/month,$490,"$478,009","$2,400/mo",https://www.zillow.com/homedetails/2623-Gimelli-Pl-139-San-Jose-CA-95133/19573186_zpid/
Condo for sale,"$785,000","3943 Eagle Rock Blvd Unit 41, Los Angeles, CA 90065",3943 Eagle Rock Blvd Unit 41,Los Angeles,CA,90065,34.120066,-118.230108,"1,950",null,null,Condo,2015,2 spaces,$335/month,$403,"$862,393","$3,500/mo",https://www.zillow.com/homedetails/3943-Eagle-Rock-Blvd-UNIT-41-Los-Angeles-CA-90065/124212246_zpid/
Condo for sale,"$882,000","2359 Jackson St # 3, San Francisco, CA 94115",2359 Jackson St # 3,San Francisco,CA,94115,37.792298,-122.433762,612,null,null,Condo,1895,None,$398/month,"$1,441","$914,806","$3,500/mo",https://www.zillow.com/homedetails/2359-Jackson-St-3-San-Francisco-CA-94115/15074022_zpid/
Condo for sale,"$350,000","9831 Sepulveda Blvd Unit 10, Los Angeles, CA 91343",9831 Sepulveda Blvd Unit 10,Los angeles,CA,91343,34.249198,-118.468182,914,null,null,Condo,1977,2 spaces,$432/month,$383,"$341,577","$2,080/mo",https://www.zillow.com/homedetails/9831-Sepulveda-Blvd-UNIT-10-Los-Angeles-CA-91343/20136253_zpid/
Condo for sale,"$799,999","232 Friedell St, San Francisco, CA 94124",232 Friedell St ,San Francisco,CA,94124,37.728412,-122.370021,"1,505",null,null,Condo,2016,Attached Garage,$271/month,$532,"$804,970","$3,995/mo",https://www.zillow.com/homedetails/232-Friedell-St-San-Francisco-CA-94124/184817988_zpid/
Condo for sale,"$509,000","640 Camino De La Reina Apt 1313, San Diego, CA 92108",640 Camino De La Reina Apt 1313,San Diego,CA,92108,32.767282,-117.15895,"1,330",null,null,Condo,1995,2 spaces,$468/month,$383,"$519,003","$2,950/mo",https://www.zillow.com/homedetails/640-Camino-De-La-Reina-APT-1313-San-Diego-CA-92108/16945347_zpid/
Condo for sale,"$410,000","4512 Workman Mill Rd Apt 225, Whittier, CA 90601",4512 Workman Mill Rd Apt 225,Whittier,CA,90601,34.010976,-118.048471,857,null,null,Condo,1989,2 spaces,$370/month,$478,"$354,966","$1,900/mo",https://www.zillow.com/homedetails/4512-Workman-Mill-Rd-APT-225-Whittier-CA-90601/21421020_zpid/
Condo for sale,"$699,000","938 Palm Ave # 205, West Hollywood, CA 90069",938 Palm Ave # 205,West Hollywood,CA,90069,34.08826,-118.382415,"1,229",null,null,Condo,1963,2 spaces,$633/month,$569,"$692,977","$3,495/mo",https://www.zillow.com/homedetails/938-Palm-Ave-205-West-Hollywood-CA-90069/20517589_zpid/
Condo for sale,"$315,000","3101 Peninsula Rd Apt 105, Oxnard, CA 93035",3101 Peninsula Rd Apt 105,Oxnard,CA,93035,34.171728,-119.225558,681,null,null,Condo,1974,1 space,$672/month,$463,"$305,268","$1,850/mo",https://www.zillow.com/homedetails/3101-Peninsula-Rd-APT-105-Oxnard-CA-93035/54898379_zpid/
