Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Condo for sale,"$329,000","55565 Winged Foot, La Quinta, CA 92253",55565 Winged Foot ,La Quinta,CA,92253,33.645308,-116.251824,"2,129",null,null,Condo,1990,2 spaces,$674/month,$155,"$318,917","$2,500/mo",https://www.zillow.com/homedetails/55565-Winged-Foot-La-Quinta-CA-92253/18155844_zpid/
Condo for sale,"$559,900","65 Greenfield # 76, Irvine, CA 92614",65 Greenfield # 76,Irvine,CA,92614,33.678871,-117.811425,"1,284",null,null,Condo,1982,1 space,$450/month,$436,"$565,841","$2,700/mo",https://www.zillow.com/homedetails/65-Greenfield-76-Irvine-CA-92614/25738458_zpid/
Condo for sale,"$479,000","2575 E 19th St Apt 26, Signal Hill, CA 90755",2575 E 19th St Apt 26,Signal Hill,CA,90755,33.791858,-118.161654,"1,032",null,null,Condo,1975,1 space,$428/month,$464,"$479,002","$2,400/mo",https://www.zillow.com/homedetails/2575-E-19th-St-APT-26-Signal-Hill-CA-90755/21199131_zpid/
Condo for sale,"$1,500,000","728 Glenview Ln, La Jolla, CA 92037",728 Glenview Ln ,La Jolla,CA,92037,32.836427,-117.274751,"1,854",null,null,Condo,2001,2 spaces,None,$809,"$1,479,298","$5,685/mo",https://www.zillow.com/homedetails/728-Glenview-Ln-La-Jolla-CA-92037/51080040_zpid/
Condo for sale,"$349,999","1827 Shirley Dr, Benicia, CA 94510",1827 Shirley Dr ,Benicia,CA,94510,38.061234,-122.154953,939,null,null,Condo,1983,Attached Garage,$416/month,$373,"$349,999","$2,200/mo",https://www.zillow.com/homedetails/1827-Shirley-Dr-Benicia-CA-94510/15691415_zpid/
Condo for sale,"$649,900","19120 Beachcrest Ln E, Huntington Beach, CA 92646",19120 Beachcrest Ln E ,Huntington Beach,CA,92646,33.685745,-117.986839,"1,658",null,null,Condo,1988,2 spaces,$412/month,$392,"$643,590","$3,150/mo",https://www.zillow.com/homedetails/19120-Beachcrest-Ln-E-Huntington-Beach-CA-92646/25697547_zpid/
Condo for sale,"$640,000","423 Skyline Dr, San Ramon, CA 94583",423 Skyline Dr ,San Ramon,CA,94583,37.776928,-121.984493,"1,147",null,null,Condo,1996,1 space,$430/month,$558,null,null,https://www.zillow.com/homedetails/423-Skyline-Dr-San-Ramon-CA-94583/18440433_zpid/
Condo for sale,"$500,000","1812 Garvey Ave Apt C, Alhambra, CA 91803",1812 Garvey Ave Apt C,Alhambra,CA,91803,34.06273,-118.153924,"1,380",null,null,Condo,1979,2 spaces,$325/month,$362,"$500,001","$2,575/mo",https://www.zillow.com/homedetails/1812-Garvey-Ave-APT-C-Alhambra-CA-91803/20660497_zpid/
Condo for sale,"$145,000","2812 N Auburn Ct Unit F102, Palm Springs, CA 92262",2812 N Auburn Ct Unit F102,Palm Springs,CA,92262,33.860362,-116.55713,589,null,null,Condo,1982,1 space,$389/month,$246,"$139,276","$1,495/mo",https://www.zillow.com/homedetails/2812-N-Auburn-Ct-UNIT-F102-Palm-Springs-CA-92262/2090713271_zpid/
Condo for sale,"$134,999","1750 S 4th St, El Centro, CA 92243",1750 S 4th St ,El Centro,CA,92243,32.77789,-115.553591,"1,024",null,null,Condo,1965,Off street,$282/month,$132,null,null,https://www.zillow.com/homedetails/1750-S-4th-St-El-Centro-CA-92243/18866158_zpid/
Condo for sale,"$439,950","28411 Casselman Ln # 416, Santa Clarita, CA 91350",28411 Casselman Ln # 416,Santa Clarita,CA,91350,34.445011,-118.475735,"1,404",null,null,Condo,2005,1 space,$180/month,$313,null,null,https://www.zillow.com/homedetails/28411-Casselman-Ln-416-Santa-Clarita-CA-91350/2078843385_zpid/
Condo for sale,"$405,000","1249 Marina Cir, Discovery Bay, CA 94505",1249 Marina Cir ,Discovery Bay,CA,94505,37.907424,-121.60325,"1,572",null,null,Condo,1978,1 space,$450/month,$258,"$399,551","$2,595/mo",https://www.zillow.com/homedetails/1249-Marina-Cir-Discovery-Bay-CA-94505/18276401_zpid/
Condo for sale,"$1,049,000","1827 16th St Apt 104, Santa Monica, CA 90404",1827 16th St Apt 104,Santa Monica,CA,90404,34.019562,-118.476204,"1,357",null,null,Condo,2013,2 spaces,$200/month,$773,"$1,049,874","$4,500/mo",https://www.zillow.com/homedetails/1827-16th-St-APT-104-Santa-Monica-CA-90404/135387573_zpid/
Condo for sale,"$350,000","15258 Campus Park Dr Apt F, Moorpark, CA 93021",15258 Campus Park Dr Apt F,Moorpark,CA,93021,34.294049,-118.844377,975,null,null,Condo,1984,2 spaces,$536/month,$359,null,null,https://www.zillow.com/homedetails/15258-Campus-Park-Dr-APT-F-Moorpark-CA-93021/2078842740_zpid/
Condo for sale,"$195,000","277 E Alejo Rd Unit 103, Palm Springs, CA 92262",277 E Alejo Rd Unit 103,Palm Springs,CA,92262,33.829948,-116.544862,"1,307",null,null,Condo,1963,1 space,$747/month,$149,"$190,568","$2,100/mo",https://www.zillow.com/homedetails/277-E-Alejo-Rd-UNIT-103-Palm-Springs-CA-92262/17740493_zpid/
Condo for sale,"$370,000","924 S Rancho Santa Fe Rd Apt B, San Marcos, CA 92078",924 S Rancho Santa Fe Rd Apt B,San Marcos,CA,92078,33.129998,-117.211809,958,null,null,Condo,1986,2 spaces,$330/month,$386,"$369,841","$2,186/mo",https://www.zillow.com/homedetails/924-S-Rancho-Santa-Fe-Rd-APT-B-San-Marcos-CA-92078/16672022_zpid/
Condo for sale,"$422,000","24595 Town Center Dr Apt 3105, Santa Clarita, CA 91355",24595 Town Center Dr Apt 3105,Santa Clarita,CA,91355,34.420159,-118.565112,"1,090",null,null,Condo,2003,2 spaces,$350/month,$387,"$422,003","$2,495/mo",https://www.zillow.com/homedetails/24595-Town-Center-Dr-APT-3105-Santa-Clarita-CA-91355/79803761_zpid/
For sale by owner,"$250,000","580 Lommel Rd, Calistoga, CA 94515",580 Lommel Rd ,Calistoga,CA,94515,38.581418,-122.508745,"2,400",null,null,Condo,2008,2 spaces,"$1,820/month",$104,"$952,616","$7,699/mo",https://www.zillow.com/homedetails/580-Lommel-Rd-Calistoga-CA-94515/2134052122_zpid/
Condo for sale,"$750,000","737 Calle De Los Amigos, Santa Barbara, CA 93105",737 Calle De Los Amigos ,Santa Barbara,CA,93105,34.429222,-119.749776,"1,233",null,null,Condo,1972,Attached Garage,$335/month,$608,"$750,003","$3,500/mo",https://www.zillow.com/homedetails/737-Calle-De-Los-Amigos-Santa-Barbara-CA-93105/15897859_zpid/
Condo for sale,"$395,000","701 Kettner Blvd Unit 143, San Diego, CA 92101",701 Kettner Blvd Unit 143,San Diego,CA,92101,32.713341,-117.168678,441,null,null,Condo,1984,1 space,$407/month,$896,"$387,476","$1,750/mo",https://www.zillow.com/homedetails/701-Kettner-Blvd-UNIT-143-San-Diego-CA-92101/17066474_zpid/
Condo for sale,"$690,000","2005 Pleasant Valley Ave Apt 101, Oakland, CA 94611",2005 Pleasant Valley Ave Apt 101,Oakland,CA,94611,37.833587,-122.251341,"1,155",null,null,Condo,1975,1 space,$486/month,$597,null,null,https://www.zillow.com/homedetails/2005-Pleasant-Valley-Ave-APT-101-Oakland-CA-94611/2079104408_zpid/
Condo for sale,"$920,000","259 Magnet, Irvine, CA 92618",259 Magnet ,Irvine,CA,92618,33.68345,-117.740133,"2,093",null,null,Condo,2018,2 spaces,$215/month,$440,"$839,121","$3,500/mo",https://www.zillow.com/homedetails/259-Magnet-Irvine-CA-92618/2087153635_zpid/
Condo for sale,"$309,000","779 N Barcelona Cir, Palm Springs, CA 92262",779 N Barcelona Cir ,Palm Springs,CA,92262,33.833684,-116.525726,"1,052",null,null,Condo,1972,2 spaces,$480/month,$294,"$304,636","$2,400/mo",https://www.zillow.com/homedetails/779-N-Barcelona-Cir-Palm-Springs-CA-92262/18025187_zpid/
Condo for sale,"$360,000","3438 Los Mochis Way, Oceanside, CA 92056",3438 Los Mochis Way ,Oceanside,CA,92056,33.183014,-117.285473,"1,110",null,null,Condo,1980,2 spaces,$360/month,$324,"$359,926","$2,295/mo",https://www.zillow.com/homedetails/3438-Los-Mochis-Way-Oceanside-CA-92056/16621649_zpid/
Condo for sale,"$1,699,000","3193 Washington St # 4, San Francisco, CA 94115",3193 Washington St # 4,San Francisco,CA,94115,37.789914,-122.445722,"1,500",null,null,Condo,1900,1 space,$498/month,"$1,133","$1,776,227","$5,550/mo",https://www.zillow.com/homedetails/3193-Washington-St-4-San-Francisco-CA-94115/15081896_zpid/
Condo for sale,"$350,000","10326 Great Rock Rd, Santee, CA 92071",10326 Great Rock Rd ,Santee,CA,92071,32.858931,-116.972291,"1,084",null,null,Condo,1975,1 space,$332/month,$323,"$355,271","$1,950/mo",https://www.zillow.com/homedetails/10326-Great-Rock-Rd-Santee-CA-92071/16883579_zpid/
Condo for sale,"$128,000","575 N Villa Ct Unit 209, Palm Springs, CA 92262",575 N Villa Ct Unit 209,Palm Springs,CA,92262,33.858432,-116.554866,589,null,null,Condo,1981,1 space,$365/month,$217,"$122,908","$1,490/mo",https://www.zillow.com/homedetails/575-N-Villa-Ct-UNIT-209-Palm-Springs-CA-92262/18022343_zpid/
Condo for sale,"$589,000","17727 La Rosa Ln, Fountain Valley, CA 92708",17727 La Rosa Ln ,Fountain Valley,CA,92708,33.705727,-117.945284,"1,146",null,null,Condo,1966,2 spaces,$240/month,$514,"$589,001","$2,650/mo",https://www.zillow.com/homedetails/17727-La-Rosa-Ln-Fountain-Valley-CA-92708/25296658_zpid/
