Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
House for sale,"$100,000,000","10697 Somma Way, Los Angeles, CA 90077",10697 Somma Way ,Los Angeles,CA,90077,34.091305,-118.452247,"41,000",1.35 acres,58806.0,Single Family,2020,20 spaces,null,"$2,439","$79,936,466","$51,137/mo",https://www.zillow.com/homedetails/10697-Somma-Way-Los-Angeles-CA-90077/2087104502_zpid/
House for sale,"$549,900","11308 Foster Rd, Norwalk, CA 90650",11308 Foster Rd ,Norwalk,CA,90650,33.909544,-118.092889,"1,290","5,022 sqft",5022.0,Single Family,1950,2 spaces,None,$426,"$549,905","$2,800/mo",https://www.zillow.com/homedetails/11308-Foster-Rd-Norwalk-CA-90650/21394256_zpid/
House for sale,"$269,900","1073 Pinon Ln, Big Bear City, CA 92314",1073 Pinon Ln ,Big Bear City,CA,92314,34.241627,-116.799879,"1,267","7,200 sqft",7200.0,Single Family,1988,Attached Garage,None,$213,"$270,720","$1,500/mo",https://www.zillow.com/homedetails/1073-Pinon-Ln-Big-Bear-City-CA-92314/17394615_zpid/
House for sale,"$2,350,000","7932 Woodrow Wilson Dr, Los Angeles, CA 90046",7932 Woodrow Wilson Dr ,Los Angeles,CA,90046,34.122576,-118.369895,"5,700","10,127 sqft",10127.0,Single Family,1950,2 spaces,null,$412,"$2,285,605","$7,200/mo",https://www.zillow.com/homedetails/7932-Woodrow-Wilson-Dr-Los-Angeles-CA-90046/20802904_zpid/
House for sale,"$479,999","6755 Saint James Ct, Riverside, CA 92504",6755 Saint James Ct ,Riverside,CA,92504,33.950626,-117.414611,"1,899","8,712 sqft",8712.0,Single Family,1960,2 spaces,None,$253,"$480,001","$2,500/mo",https://www.zillow.com/homedetails/6755-Saint-James-Ct-Riverside-CA-92504/17849336_zpid/
House for sale,"$420,000","76856 Oklahoma Ave, Palm Desert, CA 92211",76856 Oklahoma Ave ,Palm Desert,CA,92211,33.733973,-116.325073,"1,400","6,098 sqft",6098.0,Single Family,1979,2 spaces,None,$300,"$407,704","$2,300/mo",https://www.zillow.com/homedetails/76856-Oklahoma-Ave-Palm-Desert-CA-92211/18096661_zpid/
House for sale,"$330,000","5205 N Crescent St, San Bernardino, CA 92407",5205 N Crescent St ,San Bernardino,CA,92407,34.175685,-117.299278,"1,126","8,625 sqft",8625.0,Single Family,1958,2 spaces,null,$293,"$342,982","$1,995/mo",https://www.zillow.com/homedetails/5205-N-Crescent-St-San-Bernardino-CA-92407/17245584_zpid/
House for sale,"$525,000","2128 Applegate Dr, Corona, CA 92882",2128 Applegate Dr ,Corona,CA,92882,33.86645,-117.607068,"1,910","6,969 sqft",6969.0,Single Family,1976,5 spaces,None,$275,"$525,004","$2,550/mo",https://www.zillow.com/homedetails/2128-Applegate-Dr-Corona-CA-92882/17765964_zpid/
House for sale,"$499,000","2553 Marty Way, Sacramento, CA 95818",2553 Marty Way ,Sacramento,CA,95818,38.560676,-121.493151,"1,934","4,356 sqft",4356.0,Single Family,1940,2 spaces,None,$258,"$499,002","$3,535/mo",https://www.zillow.com/homedetails/2553-Marty-Way-Sacramento-CA-95818/25789503_zpid/
House for sale,"$62,000,000","1301 Collingwood Pl, Los Angeles, CA 90069",1301 Collingwood Pl ,Los Angeles,CA,90069,34.094399,-118.383788,"15,642",0.67 acres,29185.2,Single Family,2018,15 spaces,null,"$3,964","$50,798,821","$75,000/mo",https://www.zillow.com/homedetails/1301-Collingwood-Pl-Los-Angeles-CA-90069/20799160_zpid/
House for sale,"$8,500","78145 Red Hawk Ln, La Quinta, CA 92253",78145 Red Hawk Ln ,La Quinta,CA,92253,33.70006,-116.301546,"2,757","10,454 sqft",10454.0,Single Family,2005,6 spaces,$200/month,$3,"$727,647","$6,800/mo",https://www.zillow.com/homedetails/78145-Red-Hawk-Ln-La-Quinta-CA-92253/63315836_zpid/
House for sale,"$3,269,000","5558 Avenida Fiesta, La Jolla, CA 92037",5558 Avenida Fiesta ,La Jolla,CA,92037,32.821084,-117.233208,"4,127","10,001 sqft",10001.0,Single Family,2019,5 spaces,None,$792,"$3,127,851","$7,800/mo",https://www.zillow.com/homedetails/5558-Avenida-Fiesta-La-Jolla-CA-92037/16857129_zpid/
House for sale,"$48,000,000","1250 Bel Air Rd, Los Angeles, CA 90077",1250 Bel Air Rd ,Los Angeles,CA,90077,34.09665,-118.442699,"14,000",6 acres,261360.0,Single Family,1993,3 spaces,null,"$3,429","$39,330,862","$116,224/mo",https://www.zillow.com/homedetails/1250-Bel-Air-Rd-Los-Angeles-CA-90077/20529663_zpid/
House for sale,"$619,000","1614 Carriage Cir, Vista, CA 92081",1614 Carriage Cir ,Vista,CA,92081,33.186811,-117.271499,"1,925","4,813 sqft",4813.0,Single Family,2002,4 spaces,$287/month,$322,"$614,999","$2,900/mo",https://www.zillow.com/homedetails/1614-Carriage-Cir-Vista-CA-92081/58628876_zpid/
House for sale,"$399,900","12001 Stovall Way, Yucaipa, CA 92399",12001 Stovall Way ,Yucaipa,CA,92399,34.035675,-117.082781,"1,719","4,242 sqft",4242.0,Single Family,2002,2 spaces,$64/month,$233,"$399,986","$2,200/mo",https://www.zillow.com/homedetails/12001-Stovall-Way-Yucaipa-CA-92399/59195616_zpid/
House for sale,"$435,000","6221 W Avenue L12, Lancaster, CA 93536",6221 W Avenue L12 ,Lancaster,CA,93536,34.6495,-118.240812,"2,430","9,583 sqft",9583.0,Single Family,1989,3 spaces,null,$179,"$436,740","$2,445/mo",https://www.zillow.com/homedetails/6221-W-Avenue-L12-Lancaster-CA-93536/20310045_zpid/
House for sale,"$6,750","421 N Van Ness Ave # 3, Los Angeles, CA 90004",421 N Van Ness Ave # 3,Los Angeles,CA,90004,34.079078,-118.315875,"2,247",No Data,null,Single Family,2015,2 spaces,null,$3,null,null,https://www.zillow.com/homedetails/421-N-Van-Ness-Ave-3-Los-Angeles-CA-90004/2080056993_zpid/
House for sale,"$16,495,000","9380 Sierra Mar Dr, Los Angeles, CA 90069",9380 Sierra Mar Dr ,Los Angeles,CA,90069,34.094531,-118.394964,"5,047",0.47 acres,20473.2,Single Family,1951,2 spaces,null,"$3,268","$15,137,276","$75,000/mo",https://www.zillow.com/homedetails/9380-Sierra-Mar-Dr-Los-Angeles-CA-90069/20535089_zpid/
House for sale,"$799,999","16752 Wanda Cir, Huntington Beach, CA 92647",16752 Wanda Cir ,Huntington Beach,CA,92647,33.718968,-118.008522,"1,351","6,067 sqft",6067.0,Single Family,1964,2 spaces,None,$592,"$800,003","$3,200/mo",https://www.zillow.com/homedetails/16752-Wanda-Cir-Huntington-Beach-CA-92647/25265757_zpid/
House for sale,"$14,000,000","17 23rd Ave, Venice, CA 90291",17 23rd Ave ,Venice,CA,90291,33.98359,-118.470152,"7,102","5,279 sqft",5279.0,Single Family,2017,7 spaces,null,"$1,971","$13,145,641","$10,900/mo",https://www.zillow.com/homedetails/17-23rd-Ave-Venice-CA-90291/20443617_zpid/
House for sale,"$449,000","37613 Lemonwood Dr, Palmdale, CA 93551",37613 Lemonwood Dr ,Palmdale,CA,93551,34.565471,-118.169127,"2,879","5,227 sqft",5227.0,Single Family,2005,2 spaces,$65/month,$156,"$450,559","$2,445/mo",https://www.zillow.com/homedetails/37613-Lemonwood-Dr-Palmdale-CA-93551/68984959_zpid/
House for sale,"$295,000","7563 Meadowair Way, Sacramento, CA 95822",7563 Meadowair Way ,Sacramento,CA,95822,38.483591,-121.474578,"1,465","9,583 sqft",9583.0,Single Family,1964,2 spaces,None,$201,null,null,https://www.zillow.com/homedetails/7563-Meadowair-Way-Sacramento-CA-95822/25847876_zpid/
House for sale,"$395,000","4572 Vincent Way, Riverside, CA 92501",4572 Vincent Way ,Riverside,CA,92501,34.00608,-117.375859,"2,056","3,484 sqft",3484.0,Single Family,2007,2 spaces,$151/month,$192,"$391,629","$2,195/mo",https://www.zillow.com/homedetails/4572-Vincent-Way-Riverside-CA-92501/79829379_zpid/
House for sale,"$535,000","4330 Altivo Ln, Corona, CA 92883",4330 Altivo Ln ,Corona,CA,92883,33.816895,-117.501767,"2,206","4,356 sqft",4356.0,Single Family,2005,2 spaces,$264/month,$243,"$535,002","$2,600/mo",https://www.zillow.com/homedetails/4330-Altivo-Ln-Corona-CA-92883/69282409_zpid/
House for sale,"$6,999,950","11584 Dilling St, Studio City, CA 91604",11584 Dilling St ,Studio City,CA,91604,34.142848,-118.385222,"8,500",0.37 acres,16117.2,Single Family,2020,6 spaces,null,$824,"$6,614,126","$8,500/mo",https://www.zillow.com/homedetails/11584-Dilling-St-Studio-City-CA-91604/20027044_zpid/
House for sale,"$68,000,000","15 Del Mar, Newport Coast, CA 92657",15 Del Mar ,Newport Coast,CA,92657,33.579537,-117.83326,"18,717",0.9 acres,39204.0,Single Family,2017,12 spaces,"$2,500/month","$3,633","$57,433,422","$3,200/mo",https://www.zillow.com/homedetails/15-Del-Mar-Newport-Coast-CA-92657/137112260_zpid/
House for sale,"$598,000","7736 Doneva Ave, Fair Oaks, CA 95628",7736 Doneva Ave ,Fair Oaks,CA,95628,38.635426,-121.280863,"2,152","10,018 sqft",10018.0,Single Family,1978,2 spaces,None,$278,"$598,003","$2,419/mo",https://www.zillow.com/homedetails/7736-Doneva-Ave-Fair-Oaks-CA-95628/26045996_zpid/
House for sale,"$490,000","4870 Charles Lewis Way, San Diego, CA 92102",4870 Charles Lewis Way ,San Diego,CA,92102,32.706391,-117.090221,"1,641",1.33 acres,57934.8,Single Family,2004,2 spaces,$83/month,$299,"$495,000","$2,650/mo",https://www.zillow.com/homedetails/4870-Charles-Lewis-Way-San-Diego-CA-92102/102972103_zpid/
