Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Apartment for sale,"$295,000","639 James St, West Sacramento, CA 95605",639 James St ,West Sacramento,CA,95605,38.591522,-121.516759,"1,000",null,null,Apartment,1981,Off street,None,$295,"$299,884","$1,550/mo",https://www.zillow.com/homedetails/639-James-St-West-Sacramento-CA-95605/16513848_zpid/
For sale by owner,"$355,000","3056 Via Alicante Unit J, La Jolla, CA 92037",3056 Via Alicante Unit J,La Jolla,CA,92037,32.862757,-117.235536,504,null,null,Apartment,1971,"Carport, Off street",$275/month,$704,null,null,https://www.zillow.com/homedetails/3056-Via-Alicante-UNIT-J-La-Jolla-CA-92037/16841712_zpid/
Apartment for sale,"$419,000","3465 16th Ave, Sacramento, CA 95820",3465 16th Ave ,Sacramento,CA,95820,38.537861,-121.469303,2,null,null,Apartment,1938,No Data,None,"$209,500",null,null,https://www.zillow.com/homedetails/3465-16th-Ave-Sacramento-CA-95820/25808087_zpid/
Apartment for sale,"$349,000","938 5th St, Orland, CA 95963",938 5th St ,Orland,CA,95963,39.744694,-122.195618,"1,710",null,null,Apartment,1938,9 spaces,None,$204,"$343,059","$1,650/mo",https://www.zillow.com/homedetails/938-5th-St-Orland-CA-95963/58754207_zpid/
For sale by owner,"$625,000","4915 Tyrone Ave, Sherman Oaks, CA 91423",4915 Tyrone Ave ,Sherman Oaks,CA,91423,34.159857,-118.444461,"1,323",null,null,Apartment,1964,2 spaces,$440/month,$472,"$637,195","$2,600/mo",https://www.zillow.com/homedetails/4915-Tyrone-Ave-Sherman-Oaks-CA-91423/2108261540_zpid/
Apartment for sale,"$380,000","5325 Newcastle Ave Unit 203, Los Angeles, CA 91316",5325 Newcastle Ave Unit 203,Los angeles,CA,91316,34.167474,-118.52514,940,null,null,Apartment,1971,4 spaces,$397/month,$404,"$371,298","$2,200/mo",https://www.zillow.com/homedetails/5325-Newcastle-Ave-UNIT-203-Los-Angeles-CA-91316/19938556_zpid/
Apartment for sale,"$4,495,000","7350 Hollywood Blvd, Los Angeles, CA 90046",7350 Hollywood Blvd ,Los Angeles,CA,90046,34.101359,-118.350389,"9,648",null,null,Apartment,1921,6 spaces,null,$466,null,null,https://www.zillow.com/homedetails/7350-Hollywood-Blvd-Los-Angeles-CA-90046/2084063250_zpid/
